GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,20341,0.284,0.67,0.013,0.026,0,0.007,12.7,73.1,144.2,0.133,31,-150841
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,16801,0.131,0.805,0.017,0.007,0.031,0.009,0,0,0,0.150,31,107710
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,16202,0.117,0.839,0.017,0,0,0.027,13.3,85.1,141.3,0.101,31,0
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,23212,0.716,0.048,0.036,0,0.15,0.05,12.6,83.7,191.4,0.138,31,842368
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,19935,0.41,0.533,0.027,0,0.028,0.002,17.5,106.1,180.2,0.152,31,0
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,19115,0.124,0.86,0.016,0,0,0,13.5,115.1,115.1,0.135,31,3516
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,25003,0.307,0.139,0.043,0.431,0.075,0.005,11.3,66.7,163.5,0.152,31,7.4505806E-9
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,20454,0.842,0.075,0.054,0,0,0.029,12.6,86.9,137.2,0.128,31,99639
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,18647,0.217,0.687,0.019,0.058,0.008,0.011,12.3,68,119.6,0.132,31,0
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,15237,0.688,0.222,0.069,0,0,0.021,13,98.8,204.3,0.146,31,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,18516,0.215,0.716,0.016,0.05,0.002,0.001,12.4,64.9,155.9,0.182,31,-228239
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,15976,0.124,0.821,0.022,0.022,0,0.011,13.5,74.5,121.1,0.109,31,166
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,19027,0.253,0.72,0.024,0.003,0,0,10.9,86.4,237.5,0.179,31,0
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,18615,0.128,0.844,0.019,0.002,0,0.007,10.8,63.8,178.1,0.147,31,-600000
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,19634,0.282,0.694,0.021,0.001,0,0.002,13,64.8,142.5,0.181,31,-400000
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,15677,0.137,0.815,0.03,0,0.009,0.009,13.1,102.5,125.3,0.117,31,0
K. CHARTER,PASSAIC,6021,COMMUNITY CHARTER SCHOOL OF PATERSON,16069,0.863,0.078,0.058,0,0,0.001,38.5,578,192.7,0.094,80,0
K. CHARTER,PASSAIC,6079,JOHN P HOLLAND CHARTER SCHOOL,14815,0.83,0.084,0.086,0,0,0,0,0,0,0.086,80,0
K. CHARTER,PASSAIC,6080,PASSAIC ARTS AND SCIENCE CS,12288,0.806,0.136,0.058,0,0,0,0,0,0,0.036,80,0
K. CHARTER,PASSAIC,6096,PATERSON ARTS AND SCIENCE CS,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,PASSAIC,6230,CLASSICAL ACADEMY CS OF CLIFTON,8440,0.238,0.743,0.019,0,0,0,0,0,0,0.000,80,0
K. CHARTER,PASSAIC,7503,PATERSON CS FOR SCI/TECH,15502,0.843,0.095,0.062,0,0,0,13.8,118.7,534,0.067,80,0
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,14969,0.491,0.414,0.024,0,0.056,0.015,12.4,99.5,132.1,0.094,33,0
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,16184,0.364,0.601,0.034,0,0,0.001,10,170,119,0.101,33,0
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,22616,0.209,0.57,0.016,0.001,0.204,0,10.4,226.7,136,0.059,33,0
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,18744,0.253,0.702,0.028,0.018,0,0,11.3,31.9,91,0.110,33,0
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,18766,0.393,0.508,0.029,0,0.071,0,12.1,115,88.5,0.100,33,-83149
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,17477,0.647,0.264,0.051,0.033,0,0.005,52.9,938.5,2252.5,0.178,33,0
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,17561,0.364,0.601,0.029,0.005,0,0.001,11.1,69.2,131.8,0.182,33,0
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,17351,0.534,0.33,0.026,0.102,0,0.008,13.8,88.6,112.4,0.146,33,0
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,16610,0.578,0.358,0.035,0.008,0,0.021,14.4,90.5,130.7,0.063,33,0
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,23803,0.771,0.094,0.056,0.071,0,0.008,9.1,86,87.5,0.156,33,0
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,35077,0.167,0.137,0,0.695,0,0.001,9.9,4.7,21.8,0.837,33,0
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,14017,0.546,0.181,0.174,0.098,0,0.001,16.9,153.7,85.4,0.155,33,0
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,15691,0.482,0.485,0.027,0.003,0,0.003,255.3,383,0,0.161,33,0
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,14661,0.392,0.398,0.028,0.171,0.002,0.009,11.9,123.1,133.3,0.133,33,-271919
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,20329,0.11,0.867,0.017,0.006,0,0,10,46,146,0.157,35,0
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,17357,0.137,0.824,0.024,0.012,0,0.003,12.3,69,188.7,0.122,35,-209080
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,15380,0.39,0.502,0.053,0.053,0,0.002,13.8,84.5,178.4,0.121,35,-13250
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,17974,0.117,0.86,0.012,0.004,0,0.007,10.8,68.5,212.3,0.128,35,524302
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,17614,0.156,0.82,0.019,0,0,0.005,11.7,78,215.8,0.164,35,126200
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,19864,0.174,0.796,0.022,0.001,0,0.007,11.7,79.9,177.9,0.125,35,0
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,17704,0.1,0.868,0.015,0.003,0,0.014,11.4,81.3,185.4,0.121,35,-61722
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,17505,0.304,0.672,0.017,0.003,0,0.004,11.4,77.6,202.9,0.140,35,0
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,14805,0.324,0.636,0.035,0,0,0.005,12.7,61.8,129.9,0.168,35,12
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,17713,0.134,0.839,0.013,0.002,0,0.012,12.5,83.1,171.1,0.104,35,-75924
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,18811,0.492,0.466,0.029,0,0,0.013,11.3,71.7,167.1,0.131,35,-130314
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,28194,0.179,0.726,0.041,0.047,0,0.007,10.2,77.8,61.2,0.181,35,0
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,20341,0.119,0.747,0.017,0.102,0,0.015,13.3,73.1,148.4,0.113,35,22666
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,18176,0.235,0.494,0.021,0.236,0,0.014,13.1,93.4,191.2,0.126,35,252234
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,16790,0.398,0.553,0.03,0,0,0.019,11.7,71.9,178.4,0.090,35,0
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,22372,0.133,0.85,0.011,0.002,0,0.004,9.7,59.6,167.8,0.142,35,0
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,18763,0.104,0.855,0.011,0.01,0,0.02,12.7,78.7,244,0.127,35,0
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,19637,0.114,0.711,0.009,0.153,0,0.013,12.7,84.3,137.3,0.153,35,12440
K. CHARTER,SOMERSET,6018,CENTRAL JERSEY COLLEGE PREP CS,14992,0.473,0.499,0.028,0,0,0,10.7,109.3,42.3,0.078,80,0
K. CHARTER,SOMERSET,6081,THOMAS EDISON ENERGYSMART CS,10013,0.133,0.688,0.179,0,0,0,14.5,210,52.5,0.010,80,0
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,19326,0.214,0.76,0.015,0.002,0,0.009,0,0,0,0.137,37,3452
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,16665,0.289,0.68,0.017,0,0,0.014,11.3,73.8,192,0.144,37,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,21661,0.27,0.71,0.019,0,0,0.001,9,74.6,138,0.133,37,-77763
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,18099,0.447,0.504,0.038,0.01,0,0.001,10.8,70,122.5,0.202,37,0
A. K-6,SUSSEX,1630,FREDON TWP,17203,0.187,0.792,0.02,0,0,0.001,11,135,162,0.098,37,0
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,17245,0.235,0.731,0.02,0,0,0.014,12.8,108.4,183.5,0.075,37,0
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,21283,0.322,0.631,0.022,0.01,0,0.015,10.4,60.4,139,0.250,37,131
A. K-6,SUSSEX,1980,HAMPTON TWP,19460,0.285,0.69,0.024,0,0,0.001,9.3,80.5,173,0.101,37,0
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,16672,0.233,0.733,0.017,0,0,0.017,12.8,95.7,252,0.166,37,0
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,25679,0.338,0.636,0.014,0.009,0,0.003,11.5,80.2,94.6,0.134,37,0
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,20284,0.374,0.597,0.029,0,0,0,12.5,59,135.9,0.204,37,0
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,20920,0.353,0.616,0.022,0,0,0.009,11.5,84.8,110.3,0.142,37,29801
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,21286,0.209,0.748,0.021,0.008,0,0.014,10.4,55.4,88.7,0.149,37,0
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,19569,0.357,0.604,0.016,0.001,0,0.022,12.3,77.6,110.8,0.150,37,-84222
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,22934,0.349,0.592,0.058,0,0,0.001,8.9,48.4,88.7,0.163,37,0
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,18922,0.299,0.421,0.022,0.25,0,0.008,11.3,69.6,150.1,0.139,37,0
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,16414,0.506,0.462,0.023,0.003,0,0.006,13,64.1,71.5,0.155,37,0
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,19407,0.228,0.562,0.207,0,0,0.003,9.2,150,150,0.140,37,0
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,19411,0.176,0.805,0.017,0.001,0,0.001,12.8,104.1,141,0.122,37,0
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,17131,0.3,0.641,0.022,0.006,0,0.031,12.4,76.3,94.9,0.140,37,0
A. K-6,SUSSEX,5040,STILLWATER TWP,18321,0.368,0.59,0.018,0.023,0,0.001,10.2,70.4,88,0.140,37,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,18686,0.375,0.579,0.033,0.006,0,0.007,11.3,53.8,187.4,0.200,37,19688
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,23736,0.349,0.474,0.029,0.085,0,0.063,12.3,63.2,109.8,0.177,37,0
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,21084,0.424,0.556,0.017,0.002,0,0.001,11.7,63,140.6,0.179,37,0
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,23359,0.349,0.566,0.014,0,0,0.071,13.4,76.8,83.3,0.187,37,357769
K. CHARTER,SUSSEX,7850,SUSSEX COUNTY CS FOR TECHNOLOGY,13300,0.354,0.62,0.026,0,0,0,11.3,112.5,52.9,0.222,80,185057
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,18414,0.135,0.762,0.011,0.088,0,0.004,12.4,56.7,136.4,0.095,39,0
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,16050,0.126,0.771,0.019,0.066,0,0.018,12,84.9,194.2,0.111,39,651624
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,16494,0.14,0.779,0.02,0.052,0,0.009,12.3,79.9,194.6,0.165,39,-471094
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,21722,0.831,0.094,0.034,0,0,0.041,12.6,91.7,231.9,0.082,39,0
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,17631,0.111,0.821,0.018,0.008,0,0.042,13.6,86.3,155.6,0.185,39,60619
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,18788,0.483,0.47,0.035,0.002,0,0.01,12,93.1,117.5,0.105,39,532084
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,17375,0.278,0.689,0.02,0.013,0,0,12.9,79.1,142.4,0.137,39,4377
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,19039,0.281,0.679,0.036,0,0,0.004,11.8,76.8,170.7,0.126,39,0
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,15200,0.097,0.877,0.013,0.001,0,0.012,15.2,153.6,422.5,0.079,39,145849
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,16772,0.129,0.852,0.014,0.004,0,0.001,13.3,70.1,167.3,0.106,39,-236186
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,20426,0.802,0.133,0.038,0.002,0,0.025,11.9,134.6,217.1,0.130,39,335880
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,18744,0.402,0.563,0.031,0,0,0.004,12.1,83,160.7,0.147,39,-526212
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,19993,0.518,0.432,0.048,0,0,0.002,10.7,71.7,120.6,0.125,39,0
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,18443,0.408,0.543,0.03,0.013,0,0.006,11.5,64.8,149.6,0.133,39,0
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,16156,0.124,0.848,0.018,0.004,0,0.006,13.5,106.7,202.9,0.118,39,618475
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,17604,0.117,0.864,0.014,0,0,0.005,15.5,104.3,190,0.116,39,-1250000
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,18317,0.125,0.854,0.017,0,0,0.004,12.2,80.8,136.9,0.106,39,0
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,18031,0.295,0.316,0.03,0.35,0,0.009,14,150.7,149.4,0.075,39,-50980
G. K-12 / 3501 +,UNION,5290,UNION TWP,17089,0.336,0.633,0.024,0.001,0,0.006,14.1,87.2,196.7,0.119,39,0
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,16607,0.134,0.844,0.018,0.001,0,0.003,13.5,85.5,228.9,0.148,39,0
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,17964,0.546,0.426,0.018,0.001,0.009,0,9.5,47.9,79,0.114,39,0
K. CHARTER,UNION,6033,THE BARACK OBAMA GREEN CHARTER HS,17540,0.756,0.186,0.058,0,0,0,0,0,0,0.098,80,0
K. CHARTER,UNION,6217,CENTRAL JERSEY ARTS CS,14675,0.762,0.166,0.072,0,0,0,0,0,0,0.061,80,0
K. CHARTER,UNION,7600,QUEEN CITY ACADEMY CS,16952,0.775,0.169,0.056,0,0,0,11.2,126,84,0.040,80,0
K. CHARTER,UNION,8010,UNION COUNTY TEAMS CS,14637,0.778,0.172,0.05,0,0,0,21.3,159,90.9,0.085,80,0
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,17143,0.115,0.802,0.047,0.036,0,0,12.7,87.8,146.3,0.153,41,-135308
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,15479,0.423,0.542,0.028,0.005,0,0.002,10.1,65.9,114.2,0.109,41,0
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,16562,0.332,0.279,0.016,0.373,0,0,11,64.5,114.7,0.168,41,0
A. K-6,WARREN,400,BLAIRSTOWN TWP,16594,0.293,0.679,0.024,0.003,0,0.001,11.2,58.3,110.8,0.160,41,0
A. K-6,WARREN,1620,FRANKLIN TWP,20189,0.237,0.71,0.02,0.01,0.011,0.012,9.8,70.5,121.8,0.127,41,0
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,19076,0.319,0.658,0.023,0,0,0,10.5,83.3,80,0.095,41,0
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,16385,0.353,0.624,0.017,0,0.006,0,11.6,73.3,188.7,0.109,41,0
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,13645,0.466,0.511,0.015,0.001,0,0.007,13,82.7,215,0.097,41,0
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,17551,0.251,0.498,0.019,0.226,0,0.006,12.9,72.9,182.3,0.145,41,0
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,18136,0.118,0.854,0.02,0.007,0,0.001,9.3,96.1,107.6,0.030,41,0
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,17773,0.244,0.72,0.022,0.004,0,0.01,11.2,105,94.5,0.108,41,0
A. K-6,WARREN,2470,KNOWLTON TWP,19242,0.393,0.566,0.029,0.012,0,0,9,49,81.7,0.117,41,0
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,14340,0.267,0.67,0.015,0.005,0.043,0,11.5,86.5,185.1,0.105,41,0
A. K-6,WARREN,2970,MANSFIELD TWP,14242,0.444,0.504,0.031,0.004,0.015,0.002,12.1,75.8,166.7,0.103,41,0
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,17332,0.381,0.598,0.02,0.001,0,0,11.2,76.5,108.2,0.148,41,0
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,16812,0.426,0.516,0.018,0.009,0,0.031,11.3,101.3,101.3,0.121,41,0
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,20436,0.643,0.128,0.04,0.148,0,0.041,11.1,66,158.3,0.137,41,0
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,17606,0.286,0.693,0.019,0,0,0.002,12.6,87,116,0.068,41,0
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,43266,0.099,0.113,0.003,0.785,0,0,6.8,20.5,20.5,1.000,41,0
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,24071,0.384,0.407,0.047,0.15,0,0.012,12.6,87.9,136.3,0.204,41,0
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,19393,0.358,0.57,0.015,0.038,0,0.019,12.9,84.6,155.1,0.166,41,579
A. K-6,WARREN,5480,WASHINGTON BORO,15737,0.427,0.522,0.039,0.003,0,0.009,11.6,83.8,184.8,0.158,41,0
A. K-6,WARREN,5530,WASHINGTON TWP,16498,0.381,0.59,0.028,0,0,0.001,11.5,72.2,147.3,0.154,41,0
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,17582,0.237,0.706,0.021,0,0.034,0.002,10,51.4,167,0.177,41,0
K. CHARTER,WARREN,7727,RIDGE AND VALLEY CS,14177,0.32,0.68,0,0,0,0,8.7,70.1,53,0.181,80,0
