GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,,,1. State average - Operating Type K-6,650,,,,667,,,,712,,,
A. K-6,,,2. State median - Operating Type K-6,656,,,,646,,,,726,,,
A. K-6,,,5. State average - All operating types,837,,,,858,,,,879,,,
A. K-6,,,6. State median - All operating types,731,,,,756,,,,793,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,444,11,0.044,0.493,577,24,0.059,0.484,743,32,0.066,0.492
A. K-6,BERGEN,3870,ORADELL BORO,684,32,0.057,0.600,704,37,0.057,0.614,767,38,0.060,0.542
A. K-6,BERGEN,4410,RIVER EDGE BORO,639,28,0.055,0.592,608,27,0.051,0.588,644,27,0.050,0.596
A. K-6,BERGEN,4620,SADDLE RIVER BORO,825,45,0.038,0.538,1010,53,0.046,0.566,1310,58,0.051,0.532
A. K-6,BURLINGTON,200,BASS RIVER TWP,783,43,0.054,0.443,844,46,0.051,0.447,791,39,0.050,0.431
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,973,54,0.086,0.586,932,50,0.087,0.616,879,48,0.083,0.602
A. K-6,BURLINGTON,2960,MANSFIELD TWP,710,36,0.064,0.627,809,44,0.068,0.650,763,37,0.058,0.597
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,937,51,0.061,0.488,858,47,0.056,0.476,860,46,0.053,0.408
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,914,50,0.068,0.621,1047,55,0.068,0.646,976,53,0.059,0.472
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,60,2,0.005,0.048,63,2,0.005,0.049,67,2,0.005,0.045
A. K-6,CAMDEN,5560,WATERFORD TWP,228,4,0.018,0.120,203,3,0.017,0.141,277,3,0.020,0.174
A. K-6,CAPE MAY,710,CAPE MAY CITY,1213,57,0.057,0.444,1405,58,0.059,0.468,1292,57,0.061,0.452
A. K-6,CAPE MAY,2840,LOWER TWP,890,49,0.070,0.595,950,51,0.070,0.620,1030,56,0.076,0.601
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,879,48,0.055,0.343,672,34,0.044,0.369,585,22,0.037,0.331
