GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K-6,,,1. State average - Operating Type K-6,7249,,,,7513,,,,7926,,,
A. K-6,,,2. State median - Operating Type K-6,7775,,,,8252,,,,8599,,,
A. K-6,,,5. State average - All operating types,7761,,,,7939,,,,8252,,,
A. K-6,,,6. State median - All operating types,7443,,,,7646,,,,7944,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,5901,5,0.584,0.971,4182,1,0.427,0.944,6617,6,0.587,0.955
A. K-6,BERGEN,3870,ORADELL BORO,6737,14,0.559,0.922,6967,13,0.561,0.915,7057,11,0.555,0.920
A. K-6,BERGEN,4410,RIVER EDGE BORO,7112,21,0.607,0.941,7208,17,0.599,0.924,7918,22,0.613,0.937
A. K-6,BERGEN,4620,SADDLE RIVER BORO,11181,56,0.512,0.955,11129,55,0.510,0.975,12287,59,0.478,0.949
A. K-6,BURLINGTON,200,BASS RIVER TWP,7704,27,0.529,0.914,8720,39,0.530,0.916,8454,27,0.531,0.903
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,6043,6,0.535,0.964,5880,4,0.549,0.974,5662,2,0.536,0.956
A. K-6,BURLINGTON,2960,MANSFIELD TWP,6343,9,0.572,0.926,6745,10,0.568,0.951,7534,17,0.577,0.947
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,9044,48,0.587,0.950,9049,42,0.587,0.947,9238,40,0.571,0.949
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,8231,37,0.609,0.969,9375,46,0.609,0.965,9330,41,0.564,0.952
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,6770,16,0.582,0.941,7219,18,0.583,0.919,7906,20,0.577,0.927
A. K-6,CAMDEN,5560,WATERFORD TWP,6845,18,0.532,0.970,6499,8,0.542,0.953,7463,16,0.532,0.949
A. K-6,CAPE MAY,710,CAPE MAY CITY,12585,58,0.587,0.934,14048,59,0.592,0.934,12000,57,0.562,0.939
A. K-6,CAPE MAY,2840,LOWER TWP,7798,31,0.610,0.956,8227,28,0.608,0.970,7840,19,0.576,0.960
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,9228,50,0.580,0.939,8591,36,0.564,0.925,8990,37,0.576,0.890
A. K-6,ESSEX,1400,ESSEX FELLS BORO,10616,54,0.588,0.925,11086,54,0.597,0.941,10631,55,0.598,0.937
A. K-6,ESSEX,1465,FAIRFIELD TWP,7930,32,0.580,0.948,8404,34,0.599,0.942,8599,30,0.598,0.939
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,8600,44,0.595,0.922,8356,33,0.586,0.924,9164,39,0.579,0.930
A. K-6,ESSEX,4530,ROSELAND BORO,8175,35,0.626,0.977,8287,32,0.605,0.965,8431,26,0.599,0.982
