GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,61.3,44,28130,9,56.5,55,44674,27
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,45,63,66052,56,50.9,61,68229,65
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,56.1,53,71910,61,188.5,9,60777,51
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,49.2,60,62238,53,230.9,4,64541,59
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,43.9,64,48166,25,42.1,68,48657,32
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,71.5,36,82811,67,73.8,40,81587,70
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,71.7,35,1,1,63.7,46,1,1
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,60.2,48,48937,27,64.7,45,48937,34
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,60.3,47,31416,12,52.9,58,34335,13
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,,,,,90.6,31,57981,45
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,302.5,4,36966,14,285.8,2,41220,21
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,69.1,39,42681,20,75.3,39,44586,26
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,122.1,10,51637,33,94.3,25,61108,53
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,101,20,50911,30,127.7,12,51161,36
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,102.5,18,61893,52,93.7,26,68078,64
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,33.9,65,74982,63,16.1,71,76754,67
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,59.1,50,59503,49,59.6,50,60928,52
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,1114.3,1,18340,5,730,1,46130,28
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,69.5,38,52341,36,57.6,54,53417,38
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,,,,,215,5,47251,30
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,86.3,26,45475,22,92.7,29,46625,29
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,189,6,52661,37,194,7,54304,39
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,77,31,37636,16,45.7,65,27926,8
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,111,15,45922,24,84.3,34,33323,12
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,104.5,17,13200,3,62,48,36000,14
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,,,,,192.9,8,42539,23
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,59.2,49,14410,4,71.3,41,8855,2
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,54.7,56,76767,64,38.2,70,80762,69
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,94.7,23,44665,21,132.3,11,43751,24
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,57.6,52,24899,7,51.9,60,21399,6
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,33.3,66,12686,2,79.3,37,36155,16
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,51.1,58,57230,44,49.3,64,60005,48
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,62,42,59244,47,65.7,43,57710,43
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,119,11,73165,62,57.8,53,9007,3
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,54.8,55,39740,19,54.4,57,41200,20
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,74.7,33,28000,8,105.4,18,28000,10
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,,,,,92.9,28,27527,7
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,83.9,29,28333,10,92.5,30,28333,11
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,112,14,29027,11,106.7,17,27983,9
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,130,8,45580,23,99,23,41457,22
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,855,2,57246,45,173,10,57814,44
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,61.9,43,59385,48,40.7,69,65685,60
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,70.8,37,49504,28,65.1,44,51074,35
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,59.1,50,58330,46,50.8,62,62440,56
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,50,59,81236,65,45.5,66,79058,68
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,78.5,30,65631,54,86.6,33,63500,58
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,72.6,34,51720,34,69.2,42,47653,31
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,125.5,9,38648,17,125.5,15,40532,19
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,60.9,45,59513,50,78.8,38,60025,49
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,99.5,21,69389,59,95.3,24,60769,50
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,170,7,48727,26,194.3,6,48727,33
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,226.7,5,55700,43,100.5,20,52375,37
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,31.9,67,51600,32,247.1,3,66233,61
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,115,12,52082,35,127,14,44496,25
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,90.5,24,67497,57,100,21,61908,55
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,383,3,55480,42,127.7,12,67340,62
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,60.4,46,51326,31,50.2,63,58070,46
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,55.4,54,55385,40,58.6,51,56270,42
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,48.4,61,60870,51,55.6,56,61559,54
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,64.1,41,33281,13,61.5,49,36006,15
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,76.3,32,55440,41,112.2,16,55440,40
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,86.3,26,39147,18,83.3,35,40103,18
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,47.9,62,19412,6,43.3,67,18500,4
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,65.9,40,54619,39,80,36,55832,41
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,96.1,22,81870,66,93.6,27,83220,71
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,105,16,65969,55,100,21,68016,63
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,101.3,19,37000,15,104.3,19,18500,4
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,87,25,53574,38,88.9,32,59916,47
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,51.4,57,67752,58,52.2,59,71890,66
C. K-8 / 401 - 750,,,K-8 Average,78.2,,65600,,75,,66144,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,77.2,37,83072,61,73.4,43,85657,63
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,56.1,57,55153,15,54.6,58,55153,11
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,80.6,32,51725,5,77.5,35,53885,7
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,52.8,60,72850,53,52.3,60,64250,37
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,112.4,9,60285,30,136.5,7,60285,24
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,90.5,19,63461,36,88.7,20,66429,41
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,73.7,42,67809,46,62,54,69578,51
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,51.9,61,57501,22,90.6,17,57905,19
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,76.7,38,52208,6,74.1,40,56460,16
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,,,,,73,44,64366,38
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,99.5,12,76898,57,103.1,14,78898,60
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,81.9,30,77732,59,85,25,77732,57
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,82.6,28,74441,56,84.9,26,74441,56
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,63.8,49,52914,8,74.9,39,59301,23
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,62.8,50,54250,14,60.6,55,55600,15
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,76.4,40,53569,11,79.6,32,55402,13
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,87.9,21,52602,7,94.5,16,51645,4
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,76.7,38,62200,34,82.9,30,62200,31
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,91.8,17,55250,16,90.1,18,56826,17
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,58.9,54,53613,12,64,51,54696,10
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,86,25,48830,3,85.2,24,50175,3
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,90.4,20,65852,42,109,11,68902,48
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,97.1,13,58966,26,105.7,13,59287,22
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,95,15,63168,35,,,,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,54,59,50767,4,52.9,59,52942,6
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,86.7,24,53945,13,84.6,27,53945,8
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,120,7,60889,31,121,10,60889,26
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,95.6,14,66574,45,77.9,34,61851,29
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,126,5,59852,29,170,2,61048,27
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,156.7,3,53156,10,155.3,3,54333,9
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,58.1,55,57009,20,62.2,53,69043,49
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,55,58,63911,37,51.5,61,60331,25
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,68.6,46,53132,9,49.5,62,51685,5
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,78.8,35,71270,51,75.7,38,70839,54
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,57.9,56,63985,38,58.6,56,66118,40
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,93.9,16,59714,28,70.3,46,66664,42
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,60.1,53,58796,25,66,49,58710,21
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,71.8,44,70796,50,71.5,45,73683,55
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,60.9,52,69295,47,73.5,42,69591,52
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,80.3,33,64000,39,89.7,19,62000,30
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,104.8,11,59108,27,83.4,29,66868,43
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,82.2,29,57368,21,85.6,23,55163,12
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,66.7,47,66100,43,77.4,36,68050,45
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,431.4,1,64110,40,84,28,64110,36
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,80.8,31,58400,24,73.7,41,62445,32
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,61.5,51,69404,48,68.1,47,70676,53
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,90.8,18,77209,58,81.1,31,67403,44
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,142.9,4,66120,44,141.7,6,68810,47
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,83.4,27,10740,1,97.3,15,15000,1
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,86.8,23,56937,19,78.2,33,58405,20
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,79.3,34,61690,33,63.6,52,62845,33
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,123,6,61652,32,128,8,63771,35
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,167,2,56248,17,208.7,1,62855,34
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,118.3,8,56525,18,106,12,55548,14
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,65.4,48,72750,52,67.4,48,61155,28
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,85.1,26,73825,55,76.2,37,57030,18
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,46,62,64505,41,47.5,63,69335,50
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,71.9,43,73798,54,88.3,21,77790,58
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,78.7,36,78943,60,85.9,22,83100,61
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,,,,,148.5,4,78653,59
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,74.6,41,70248,49,57.3,57,68536,46
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,70,45,83580,62,65.3,50,84805,62
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,108.4,10,57685,23,123.1,9,64962,39
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,87.8,22,47560,2,148,5,48320,2
D. K-8 / 751 +,,,K-8 Average,78.2,,65600,,75,,66144,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,115.5,6,64372,28,114.4,6,69023,43
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,83.7,33,66686,33,79.5,39,66871,34
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,98.5,15,70198,49,103.1,13,67269,35
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,74.2,54,57593,5,83.6,31,58487,6
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,90.4,23,71327,53,83.8,29,62170,15
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,74.4,52,64162,27,68.4,57,63512,23
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,96.9,17,77387,65,81.7,34,81365,72
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,86.1,29,79605,68,86.4,27,78905,66
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,80.2,38,83031,74,74.5,47,82799,74
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,61.9,70,96000,82,63.6,66,96788,84
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,134.9,3,57075,3,115.5,5,57075,5
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,42.6,82,60170,12,46,84,62843,19
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,74.6,50,76853,64,71.6,52,75422,62
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,128,5,81990,72,127.2,4,81990,73
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,93.9,20,61200,17,111.6,8,66400,33
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,97.7,16,69502,45,94.8,21,73645,54
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,53.7,79,84557,76,55.7,77,79507,68
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,83.9,32,89131,79,94.1,22,84829,77
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,89.2,25,70503,51,87.2,26,75193,60
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,1339,1,54000,2,97.6,17,73252,53
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,52,80,66950,35,69.7,54,67960,39
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,65.1,64,90456,80,60.7,70,90831,82
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,83.1,34,58990,9,80.2,37,58690,8
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,74.4,52,71500,54,64.3,64,67430,36
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,58.2,74,64100,26,57.5,74,70600,48
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,69.8,59,69070,43,62.2,69,70813,49
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,74.8,49,82428,73,72.9,50,82921,75
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,63.5,68,67167,36,67.2,59,71497,51
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,,,,,104.6,12,85150,78
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,60.7,72,63148,23,48.8,83,64845,29
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,91.7,22,75249,61,93.8,23,75249,61
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,111.4,9,88646,78,133.3,2,90202,81
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,113.3,8,57699,6,108.1,11,58524,7
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,78.9,41,69188,44,78.4,42,83250,76
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,77.5,42,58800,8,83.8,29,56000,3
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,73.3,56,62917,22,77.1,43,62917,20
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,77,44,92017,81,74.1,48,92778,83
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,76.5,46,60861,16,78.9,40,59203,9
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,79.7,40,72502,58,78.8,41,74437,58
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,93.2,21,69032,42,92.6,24,65529,30
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,132.8,4,71183,52,101.4,14,64250,28
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,56,77,70442,50,53.6,78,68467,41
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,81,37,78628,66,79.7,38,79760,69
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,66.1,63,68435,40,63.5,67,69983,46
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,57,76,63880,24,52.3,79,63880,24
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,61,71,76339,62,60.3,71,76524,64
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,76.7,45,58037,7,90.1,25,62920,21
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,102.9,11,49500,1,109.3,10,55615,2
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,72.8,58,68172,39,66.1,60,68505,42
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,75.1,48,69852,47,69.7,54,78500,65
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,80.1,39,59200,11,75.4,45,63285,22
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,85.8,30,67288,37,83.6,31,68244,40
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,88.6,26,73465,60,81,36,71025,50
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,84.2,31,65380,31,95.4,19,63920,25
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,103.4,10,60435,15,109.7,9,55050,1
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,90.2,24,69650,46,84.9,28,75815,63
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,77.3,43,61774,19,75,46,60372,10
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,66.3,62,59080,10,68.2,58,60455,11
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,64.8,66,61717,18,65.5,61,62571,17
