GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,,,1. State average - Operating Type K-6,1086,,,,1138,,,,1178,,,
A. K-6,,,2. State median - Operating Type K-6,1120,,,,1237,,,,1212,,,
A. K-6,,,5. State average - All operating types,1190,,,,1220,,,,1256,,,
A. K-6,,,6. State median - All operating types,1229,,,,1266,,,,1288,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,909,17,0.090,0.820,681,3,0.069,0.662,1063,19,0.094,0.805
A. K-6,BERGEN,3870,ORADELL BORO,1281,42,0.106,0.798,1391,41,0.112,0.810,1371,39,0.108,0.844
A. K-6,BERGEN,4410,RIVER EDGE BORO,1235,39,0.105,0.878,1261,35,0.105,0.863,1313,33,0.102,0.880
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1698,58,0.078,0.821,1692,54,0.077,0.824,1688,55,0.066,0.853
A. K-6,BURLINGTON,200,BASS RIVER TWP,1120,30,0.077,0.674,1252,34,0.076,0.650,1190,29,0.075,0.647
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1150,32,0.102,0.788,1012,20,0.094,0.778,1004,14,0.095,0.770
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1002,23,0.090,0.818,1094,24,0.092,0.786,1181,28,0.090,0.811
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1486,48,0.096,0.879,1439,44,0.093,0.879,1428,42,0.088,0.835
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1255,40,0.093,0.730,1548,47,0.100,0.810,1510,47,0.091,0.829
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1228,37,0.106,0.748,1237,30,0.100,0.777,1288,32,0.094,0.790
A. K-6,CAMDEN,5560,WATERFORD TWP,1081,29,0.084,0.758,1059,21,0.088,0.789,1171,27,0.084,0.768
A. K-6,CAPE MAY,710,CAPE MAY CITY,1717,59,0.080,0.850,1654,53,0.070,0.814,1462,45,0.068,0.796
A. K-6,CAPE MAY,2840,LOWER TWP,974,22,0.076,0.904,1092,23,0.081,0.899,1121,22,0.082,0.873
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,107,1,0.007,0.111,342,1,0.022,0.332,,,0.000,0.000
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1508,51,0.083,0.777,1640,52,0.088,0.861,1681,54,0.095,0.848
A. K-6,ESSEX,1465,FAIRFIELD TWP,1229,38,0.090,0.803,1277,37,0.091,0.815,1318,34,0.092,0.832
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1489,49,0.103,0.853,1428,43,0.100,0.859,1551,50,0.098,0.800
A. K-6,ESSEX,4530,ROSELAND BORO,1226,36,0.094,0.832,1238,31,0.090,0.856,1319,35,0.094,0.841
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,808,8,0.086,0.836,808,8,0.087,0.849,829,8,0.083,0.818
A. K-6,GLOUCESTER,1330,ELK TWP,809,9,0.074,0.639,918,13,0.076,0.641,791,5,0.062,0.579
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,939,21,0.088,0.743,984,19,0.087,0.767,1043,17,0.085,0.773
A. K-6,GLOUCESTER,2070,HARRISON TWP,911,18,0.090,0.783,961,17,0.091,0.813,1010,15,0.090,0.813
A. K-6,GLOUCESTER,2990,MANTUA TWP,1045,25,0.087,0.790,1096,25,0.088,0.812,1128,23,0.083,0.806
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,759,5,0.058,0.535,792,7,0.058,0.559,842,9,0.054,0.537
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,814,10,0.096,0.738,720,4,0.070,0.666,788,4,0.071,0.582
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,785,6,0.083,0.805,850,9,0.085,0.825,986,13,0.092,0.790
A. K-6,GLOUCESTER,5590,WENONAH BORO,841,13,0.078,0.684,929,15,0.080,0.718,1059,18,0.092,0.818
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,743,4,0.059,0.611,776,5,0.060,0.633,705,2,0.050,0.520
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1051,28,0.085,0.641,1133,27,0.088,0.678,1018,16,0.071,0.607
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1019,24,0.074,0.790,947,16,0.071,0.785,877,11,0.059,0.738
A. K-6,HUNTERDON,2590,LEBANON BORO,1136,31,0.050,0.363,2590,59,0.103,0.405,1154,26,0.060,0.628
A. K-6,HUNTERDON,5050,STOCKTON BORO,137,2,0.009,0.132,897,12,0.066,0.507,911,12,0.071,0.498
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1402,47,0.101,0.781,1367,40,0.091,0.754,1248,31,0.081,0.676
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1212,35,0.092,0.712,1199,28,0.088,0.730,1152,25,0.083,0.702
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,263,3,0.016,0.226,356,2,0.018,0.288,377,1,0.019,0.285
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,788,7,0.052,0.474,1592,49,0.085,0.771,1339,36,0.082,0.743
A. K-6,MORRIS,3240,MINE HILL TWP,860,14,0.087,0.611,919,14,0.087,0.657,1115,21,0.089,0.671
A. K-6,OCEAN,230,BEACH HAVEN BORO,925,20,0.045,0.720,1595,50,0.070,0.792,1524,48,0.072,0.825
A. K-6,OCEAN,320,BERKELEY TWP,1045,25,0.084,0.749,1241,32,0.100,0.811,1396,40,0.102,0.806
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1503,50,0.115,0.856,1514,46,0.099,0.835,1550,49,0.095,0.840
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1518,52,0.095,0.875,1701,55,0.114,0.880,1613,52,0.107,0.874
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1049,27,0.086,0.811,1127,26,0.086,0.827,1144,24,0.085,0.816
A. K-6,OCEAN,2760,LONG BEACH ISLAND,1270,41,0.059,0.694,1242,33,0.060,0.737,1350,38,0.059,0.734
A. K-6,OCEAN,3800,OCEAN GATE BORO,1153,33,0.076,0.733,1617,51,0.111,0.799,1455,44,0.088,0.825
A. K-6,OCEAN,3820,OCEAN TWP,1362,45,0.091,0.904,1326,38,0.087,0.907,1411,41,0.086,0.931
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,881,16,0.061,0.631,1205,29,0.048,0.531,711,3,0.044,0.528
A. K-6,OCEAN,5020,STAFFORD TWP,1179,34,0.094,0.898,1271,36,0.092,0.879,1233,30,0.088,0.924
A. K-6,OCEAN,5220,TUCKERTON BORO,815,11,0.073,0.878,854,10,0.073,0.873,817,7,0.066,0.831
A. K-6,SUSSEX,1630,FREDON TWP,1294,43,0.107,0.720,1062,22,0.082,0.607,1349,37,0.095,0.680
A. K-6,SUSSEX,1980,HAMPTON TWP,1627,55,0.113,0.857,1850,57,0.119,0.865,1691,56,0.102,0.854
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,1660,56,0.102,0.852,1733,56,0.107,0.891,1715,57,0.102,0.887
A. K-6,SUSSEX,5040,STILLWATER TWP,1541,54,0.107,0.826,1473,45,0.102,0.822,1564,51,0.093,0.788
A. K-6,WARREN,400,BLAIRSTOWN TWP,912,19,0.074,0.816,967,18,0.073,0.815,1067,20,0.075,0.827
A. K-6,WARREN,1620,FRANKLIN TWP,1359,44,0.085,0.842,1327,39,0.084,0.861,1469,46,0.087,0.852
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,1675,57,0.128,0.882,1885,58,0.130,0.915,1815,58,0.127,0.914
A. K-6,WARREN,2470,KNOWLTON TWP,1538,53,0.106,0.804,1556,48,0.105,0.807,1632,53,0.107,0.823
A. K-6,WARREN,2970,MANSFIELD TWP,830,12,0.080,0.874,865,11,0.081,0.853,874,10,0.077,0.821
A. K-6,WARREN,5480,WASHINGTON BORO,869,15,0.075,0.796,787,6,0.062,0.769,814,6,0.061,0.739
A. K-6,WARREN,5530,WASHINGTON TWP,1379,46,0.109,0.852,1412,42,0.106,0.872,1430,43,0.105,0.860
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,1152,,,,1193,,,,1234,,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,1184,,,,1218,,,,1269,,,
B. K-8 / 0 - 400,,,5. State average - All operating types,1190,,,,1220,,,,1256,,,
B. K-8 / 0 - 400,,,6. State median - All operating types,1229,,,,1266,,,,1288,,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,1396,55,0.112,0.821,1253,40,0.092,0.764,1421,57,0.098,0.820
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,1130,32,0.073,0.668,1473,55,0.097,0.734,780,10,0.073,0.693
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,1304,50,0.102,0.811,1316,48,0.093,0.806,1408,55,0.097,0.777
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,2114,71,0.087,0.904,2305,70,0.090,0.898,1847,71,0.068,0.940
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,1337,51,0.074,0.768,1542,59,0.055,0.760,1514,63,0.076,0.763
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,1022,24,0.064,0.660,1543,60,0.091,0.797,1183,34,0.066,0.782
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,1185,39,0.088,0.667,820,12,0.064,0.740,1110,30,0.081,0.769
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,957,19,0.083,0.760,907,17,0.073,0.692,821,12,0.056,0.528
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,1009,23,0.059,0.441,1296,46,0.073,0.631,1044,23,0.051,0.596
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,1117,30,0.094,0.797,1141,33,0.094,0.813,1190,35,0.096,0.801
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,56,1,0.002,0.034,77,1,0.003,0.039,64,1,0.003,0.035
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,1282,49,0.094,0.699,1318,49,0.095,0.765,1361,51,0.097,0.772
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,834,14,0.081,0.739,797,11,0.077,0.710,807,11,0.078,0.748
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,739,6,0.049,0.576,996,21,0.050,0.585,721,8,0.049,0.540
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,1229,44,0.092,0.694,1118,30,0.072,0.659,1076,25,0.066,0.672
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,883,17,0.071,0.623,710,6,0.053,0.549,1063,24,0.069,0.595
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,1050,26,0.085,0.584,998,22,0.077,0.541,1216,39,0.088,0.678
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,1158,36,0.029,0.498,1766,67,0.041,0.743,1418,56,0.032,0.773
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,1218,43,0.065,0.756,1294,45,0.069,0.780,1318,48,0.063,0.781
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,301,3,0.010,0.143,389,3,0.014,0.175,303,3,0.011,0.166
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,1092,28,0.056,0.682,974,19,0.049,0.745,929,17,0.044,0.818
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,1279,48,0.086,0.735,1142,34,0.080,0.759,1182,33,0.084,0.774
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,1056,27,0.096,0.701,1027,24,0.087,0.663,1010,21,0.085,0.703
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,752,9,0.057,0.543,745,8,0.055,0.514,717,7,0.047,0.482
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,131,2,0.009,0.128,154,2,0.010,0.119,125,2,0.008,0.100
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,1211,42,0.101,0.722,1071,25,0.086,0.690,1270,44,0.093,0.690
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,698,5,0.077,0.498,745,8,0.077,0.558,667,5,0.067,0.489
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,1008,21,0.080,0.602,898,15,0.061,0.545,752,9,0.049,0.415
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,795,11,0.055,0.572,888,14,0.058,0.593,852,14,0.050,0.574
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,1267,47,0.096,0.856,1311,47,0.091,0.832,1390,54,0.094,0.866
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,1421,58,0.099,0.789,1534,58,0.093,0.761,1468,59,0.091,0.796
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,1121,31,0.079,0.840,1125,32,0.073,0.845,1129,32,0.072,0.827
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,1620,67,0.074,0.791,1798,68,0.075,0.835,1086,26,0.045,0.694
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,1153,35,0.070,0.678,1565,61,0.088,0.812,1484,60,0.074,0.803
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,1498,62,0.106,0.886,1478,56,0.105,0.872,1622,65,0.105,0.878
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,450,4,0.030,0.291,502,4,0.031,0.297,447,4,0.029,0.340
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,1417,57,0.099,0.891,1100,28,0.079,0.859,1104,28,0.066,0.821
