GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,7.7,63,59193,43,8,61,60562,47
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,9.7,49,72755,66,10.3,36,66980,64
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,13.1,11,63845,57,11.7,17,68608,66
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,14,8,57631,33,11.3,22,56149,23
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,12.4,18,53264,20,12.4,9,53764,18
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,9.3,54,60119,48,9,50,61383,52
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,12,23,60711,49,12.7,7,59287,41
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,8.6,60,29796,1,7.8,64,37660,1
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,21.6,3,49000,6,10.6,31,47000,3
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,12.7,16,55591,27,12,12,56396,25
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,10.7,38,58995,40,10.7,30,55825,22
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,19.4,4,62388,54,11.8,16,56860,30
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,11.4,27,63588,56,10.3,36,66507,62
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,12.9,13,78474,68,12.4,9,71151,68
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,4.5,69,71532,65,4.7,70,71751,69
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,8.7,58,60740,51,8.4,56,62003,56
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,6.4,65,8210000,69,6,69,78779,71
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,8.9,56,58016,35,8.2,59,60551,46
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,9.9,46,54496,25,9.7,43,60209,45
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,12,23,59915,47,12.7,7,59697,42
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,11,34,68693,61,10.5,33,69748,67
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,5.2,67,53537,22,3.5,71,53635,16
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,5.1,68,51371,10,6.4,68,53635,16
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,15.8,5,46832,4,14.1,3,44041,2
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,,,,,39.7,1,57236,31
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,8.7,58,45049,2,7.4,66,47460,5
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,12.4,18,56042,29,7.9,62,60695,48
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,11,34,75963,67,10.4,35,71863,70
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,9.4,52,58470,37,8.7,54,54770,20
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,5.9,66,66353,58,6.6,67,66525,63
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,8.6,60,66480,59,8.9,52,68505,65
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,10.9,37,57220,32,9.3,47,56410,26
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,14.2,7,46001,3,8.3,58,47181,4
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,11.3,28,51026,9,10.5,33,51340,10
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,9.9,46,56650,30,9.9,40,56243,24
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,,,,,17,2,55484,21
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,8.3,62,48180,5,7.6,65,49801,8
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,12.8,14,53190,19,10.9,27,56845,29
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,12.8,14,49820,8,11.6,18,49640,7
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,85.5,2,58876,39,8.2,59,62704,59
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,10,43,62335,53,9,50,62085,57
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,11.9,25,53404,21,11,23,56744,28
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,9.4,52,58773,38,9.2,48,61040,51
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,11.1,32,59165,42,10.1,38,60920,49
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,11.1,32,69409,62,10.6,31,62000,55
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,11.8,26,52685,15,11.6,18,54035,19
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,11,34,52092,13,11,23,53394,14
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,9.8,48,59000,41,7.9,62,59875,43
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,12.4,18,59783,46,11.9,14,63465,60
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,10,43,52817,17,11,23,52897,13
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,10.4,39,61650,52,8.8,53,62300,58
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,11.3,28,57153,31,11,23,60950,50
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,12.1,22,70242,63,12.4,9,60057,44
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,14.4,6,66897,60,13.3,5,61547,53
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,255.3,1,52455,14,10.9,27,58515,38
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,10.4,39,62485,55,10.1,38,64123,61
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,10.4,39,55515,26,9.7,43,58290,37
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,8.9,56,55650,28,8.4,56,57415,32
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,13,12,53975,23,11.5,20,52820,11
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,12.4,18,60720,50,12,12,58220,36
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,13.6,9,58364,36,13.9,4,58814,39
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,9.5,51,57887,34,8.6,55,59046,40
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,10.1,42,54122,24,9.6,46,53422,15
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,9.3,54,59630,44,9.7,43,61780,54
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,11.2,31,52790,16,11.4,21,56440,27
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,11.3,28,49765,7,10.8,29,49153,6
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,12.6,17,59775,45,11.9,14,57635,34
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,10,43,52970,18,9.8,41,57425,33
C. K-8 / 401 - 750,,,K-8 Average,12.2,,60230,,11.5,,61136,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,11.1,39,80648,62,10.3,44,83687,62
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,10.3,51,56928,27,10.4,42,56928,18
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,12.5,20,51022,3,11.4,27,51228,3
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,10.1,53,86202,63,9.9,53,86541,63
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,12.3,23,67085,55,13,9,62785,38
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,13.3,8,76245,61,13.4,5,70482,58
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,11.7,31,62924,44,11.3,30,62665,37
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,10.9,41,63324,45,10,50,66255,50
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,11.7,31,62755,43,11.8,23,66229,49
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,14.1,5,70820,58,11.2,32,76626,61
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,12.6,18,66982,54,13.6,3,68982,56
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,10.9,41,62691,42,11.6,24,67500,54
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,12.2,24,68241,57,12.5,13,63341,39
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,10.5,48,63911,48,10.2,45,71536,59
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,11.8,27,62500,39,10.7,38,65810,45
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,11.8,27,52914,8,11.2,32,52227,5
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,12.5,20,56582,24,12.6,11,54211,12
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,11.1,39,55150,13,10.2,45,55150,14
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,11.2,37,55450,14,11,34,58246,25
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,9.7,57,58013,29,10,50,59746,33
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,9.6,59,53800,10,9.3,60,55550,15
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,15.1,4,59505,32,13.6,3,58358,26
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,12.4,22,55740,17,12.5,13,53394,10
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,13.7,6,55805,18,,,,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,9.4,60,63572,47,9.9,53,65849,46
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,13.1,12,61530,36,13.2,6,59530,32
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,11.3,35,52102,5,11,34,52359,6
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,13.7,6,62503,40,12.2,18,65536,43
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,12,25,61639,38,11.9,22,61936,36
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,13.3,8,56503,23,12.2,18,57477,22
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,11.7,31,56165,20,10.4,42,58137,24
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,10.7,45,65379,52,9.2,61,66132,48
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,8.5,63,56444,22,8.9,62,57391,21
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,9.7,57,63563,46,9.7,58,65653,44
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,10.1,53,62640,41,10.1,49,60480,34
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,10.1,53,55536,15,9.8,57,55671,16
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,10.5,48,59785,33,10.8,37,58796,28
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,10.7,45,64023,49,10.2,45,66430,52
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,11.8,27,64908,51,12.1,20,68595,55
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,10.3,51,56150,19,10.2,45,57200,19
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,19.4,2,56871,26,14,2,54479,13
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,12,25,45069,1,12.5,13,46699,1
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,10.5,48,52900,7,10.5,40,53300,8
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,131.3,1,61130,35,11.4,27,57250,20
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,10.6,47,56300,21,10.5,40,59445,31
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,9.3,61,53405,9,10.7,38,54135,11
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,12.6,18,52484,6,11.5,25,53353,9
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,10.8,43,58570,30,9.9,53,58645,27
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,12.9,14,75679,60,12.1,20,65510,42
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,11.8,27,59442,31,11,34,60555,35
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,11.3,35,60625,34,10,50,65170,41
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,11.2,37,56713,25,11.3,30,57874,23
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,17.1,3,49502,2,16.6,1,49502,2
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,13,13,54299,11,13.2,6,55974,17
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,13.2,11,64590,50,12.6,11,66365,51
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,13.3,8,54600,12,12.4,16,51755,4
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,10,56,61628,37,9.5,59,64465,40
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,11.7,31,65860,53,12.9,10,69128,57
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,12.7,16,57850,28,11.5,25,59250,30
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,,,,,11.4,27,65998,47
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,9,62,75310,59,8.1,63,72905,60
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,10.8,43,55710,16,9.9,53,58835,29
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,12.8,15,68214,56,12.4,16,67465,53
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,12.7,16,51450,4,13.1,8,52530,7
D. K-8 / 751 +,,,K-8 Average,12.2,,60230,,11.5,,61136,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,13.4,14,66187,71,12.9,18,68330,74
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,11.1,70,64236,64,10.8,66,63282,58
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,11.8,49,49808,1,11.9,43,48780,2
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,11.1,70,61402,49,10.7,68,61475,45
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,11.8,49,57703,25,11.7,47,56030,15
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,10.7,76,56602,19,10,78,52820,5
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,11.3,63,79383,79,10.9,64,79165,82
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,13,24,65075,66,13.4,10,70885,77
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,12.5,35,85302,82,12.8,21,85302,83
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,11.5,57,83029,81,11.7,47,90600,84
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,16.1,2,54375,8,15.4,2,53175,7
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,8.5,82,63370,60,8.5,83,64071,61
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,13.1,22,65812,69,12.1,37,64465,63
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,14.5,5,65213,67,14.5,3,64922,65
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,14.2,8,54110,7,13.6,6,57955,23
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12.2,44,61302,48,12.3,30,66040,70
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,13.2,18,68439,75,12.9,18,68439,75
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,11.4,61,71261,76,11.5,56,77264,81
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,13.6,11,71730,77,12.8,21,73670,79
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,65.3,1,51500,3,12.4,28,58350,24
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,11.2,66,59110,30,10.5,72,60580,37
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,12,47,62743,56,11.6,52,64822,64
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,12.3,39,56220,15,12.3,30,56220,17
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,12.6,33,61500,50,12.1,37,61500,46
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,14.3,7,59750,35,13.4,10,65450,68
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,14,9,63890,62,13,17,66285,72
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,11.9,48,68273,73,11.5,56,71148,78
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,12.3,39,63087,58,12.3,30,65270,66
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,,,,,12.1,37,59562,28
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,12.7,30,59455,33,12.4,28,60696,39
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,13.7,10,58419,27,13.2,16,57025,18
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,14.4,6,60564,42,13.3,13,59746,30
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,13.3,16,56691,20,12.3,30,57415,19
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,13.4,14,62750,57,12.9,18,64155,62
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,12.5,35,54900,11,12.1,37,51468,3
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,13,24,57417,23,13.6,6,57417,20
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,13.3,16,79566,80,12.7,24,76510,80
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,12.2,44,60232,40,11.8,45,61069,43
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,11.6,53,60415,41,11.7,47,60730,40
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,10.5,77,62568,54,10.3,74,62550,52
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,14.6,4,52036,5,13.3,13,53361,8
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,11.5,57,56242,16,9.8,81,53892,10
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,11.2,66,59085,29,10.9,64,59690,29
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,10.5,77,59330,31,10.4,73,61040,42
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,9.1,81,61125,46,8.4,84,61125,44
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,10.4,79,64514,65,10.3,74,62064,50
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13,24,53682,6,12.7,24,53682,9
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,13.5,12,51605,4,13.6,6,53080,6
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,12.1,46,56595,18,11.2,60,57755,22
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,11.6,53,56210,14,10.8,66,61000,41
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,12.3,39,57200,21,12.1,37,60465,35
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,13.2,18,57708,26,12.3,30,61869,49
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,12.7,30,65995,70,12.1,37,63195,57
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,13.2,18,58940,28,13.4,10,59910,32
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12.6,33,50665,2,13.3,13,52150,4
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,12.3,39,61785,51,11.8,45,62710,53
