GROUP,CONAME,DIST,DISTNAME,PP14,RK14,PCT14,PP24,RK24,PCT24,PP34,RK34,PCT34
A. K-6,,,1. State average - Operating Type K-6,342,,,327,,,316,,
A. K-6,,,2. State median - Operating Type K-6,313,,,336,,,328,,
A. K-6,,,5. State average - All operating types,296,,,311,,,328,,
A. K-6,,,6. State median - All operating types,280,,,307,,,318,,
A. K-6,BERGEN,1270,EDGEWATER BORO,157,3,0.016,250,13,0.026,208,9,0.018
A. K-6,BERGEN,3870,ORADELL BORO,467,46,0.039,532,52,0.043,476,49,0.037
A. K-6,BERGEN,4410,RIVER EDGE BORO,241,20,0.021,283,21,0.024,181,6,0.014
A. K-6,BERGEN,4620,SADDLE RIVER BORO,300,28,0.014,42,1,0.002,313,25,0.012
A. K-6,BURLINGTON,200,BASS RIVER TWP,445,45,0.031,355,34,0.022,327,29,0.021
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,206,14,0.018,142,2,0.013,250,17,0.024
A. K-6,BURLINGTON,2960,MANSFIELD TWP,471,47,0.042,295,24,0.025,378,38,0.029
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,327,32,0.021,289,23,0.019,334,33,0.021
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,253,24,0.019,338,31,0.022,316,26,0.019
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,251,23,0.022,409,41,0.033,390,39,0.028
A. K-6,CAMDEN,5560,WATERFORD TWP,165,8,0.013,286,22,0.024,349,36,0.025
A. K-6,CAPE MAY,710,CAPE MAY CITY,658,56,0.031,771,57,0.032,567,52,0.027
A. K-6,CAPE MAY,2840,LOWER TWP,282,25,0.022,205,6,0.015,257,18,0.019
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,487,48,0.031,485,49,0.032,999,58,0.064
A. K-6,ESSEX,1400,ESSEX FELLS BORO,724,58,0.040,468,48,0.025,535,51,0.030
A. K-6,ESSEX,1465,FAIRFIELD TWP,315,31,0.023,332,29,0.024,341,34,0.024
