GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,,,1. State average - Operating Type K-6,1363,,,1415,,,1467,,
A. K-6,,,2. State median - Operating Type K-6,1459,,,1541,,,1624,,
A. K-6,,,5. State average - All operating types,1457,,,1499,,,1552,,
A. K-6,,,6. State median - All operating types,1548,,,1577,,,1636,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1109,10,0.110,1028,5,0.105,1320,13,0.117
A. K-6,BERGEN,3870,ORADELL BORO,1605,35,0.133,1718,39,0.138,1624,30,0.128
A. K-6,BERGEN,4410,RIVER EDGE BORO,1407,26,0.120,1461,27,0.121,1492,24,0.116
A. K-6,BERGEN,4620,SADDLE RIVER BORO,2068,58,0.095,2054,54,0.094,1978,53,0.077
A. K-6,BURLINGTON,200,BASS RIVER TWP,1661,40,0.114,1926,47,0.117,1839,44,0.115
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1459,30,0.129,1300,17,0.121,1304,12,0.124
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1225,15,0.110,1391,21,0.117,1456,23,0.111
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1691,42,0.110,1638,34,0.106,1710,36,0.106
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1720,44,0.127,1912,46,0.124,1821,41,0.110
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1641,39,0.141,1593,32,0.129,1630,31,0.119
A. K-6,CAMDEN,5560,WATERFORD TWP,1426,29,0.111,1342,18,0.112,1525,26,0.109
A. K-6,CAPE MAY,710,CAPE MAY CITY,2021,57,0.094,2031,53,0.086,1837,43,0.086
A. K-6,CAPE MAY,2840,LOWER TWP,1078,7,0.084,1215,12,0.090,1284,9,0.094
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,961,3,0.060,1031,7,0.068,793,1,0.051
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1941,55,0.107,1904,45,0.103,1983,55,0.111
A. K-6,ESSEX,1465,FAIRFIELD TWP,1531,33,0.112,1566,31,0.112,1585,29,0.110
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1745,46,0.121,1662,36,0.117,1938,52,0.122
A. K-6,ESSEX,4530,ROSELAND BORO,1473,31,0.113,1447,26,0.106,1569,27,0.111
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,966,4,0.103,952,1,0.102,1013,3,0.101
A. K-6,GLOUCESTER,1330,ELK TWP,1266,18,0.116,1433,24,0.118,1366,20,0.106
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1264,17,0.119,1283,15,0.114,1350,17,0.110
A. K-6,GLOUCESTER,2070,HARRISON TWP,1163,12,0.115,1182,9,0.112,1243,7,0.111
A. K-6,GLOUCESTER,2990,MANTUA TWP,1322,23,0.110,1350,19,0.109,1400,21,0.103
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1418,28,0.108,1418,23,0.103,1569,27,0.100
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1103,9,0.130,1081,8,0.105,1353,18,0.122
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,975,5,0.103,1030,6,0.103,1248,8,0.116
A. K-6,GLOUCESTER,5590,WENONAH BORO,1230,16,0.114,1293,16,0.112,1294,11,0.112
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1217,14,0.096,1225,13,0.095,1355,19,0.097
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1640,38,0.133,1670,37,0.130,1677,35,0.117
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1290,20,0.094,1207,11,0.091,1188,6,0.080
A. K-6,HUNTERDON,2590,LEBANON BORO,3132,59,0.137,6401,59,0.254,1839,44,0.095
A. K-6,HUNTERDON,5050,STOCKTON BORO,1038,6,0.071,1768,41,0.130,1829,42,0.143
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1795,48,0.129,1813,43,0.121,1846,49,0.119
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1703,43,0.130,1643,35,0.120,1642,32,0.118
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,1166,13,0.071,1234,14,0.063,1322,14,0.066
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1661,40,0.110,2065,56,0.110,1801,40,0.111
A. K-6,MORRIS,3240,MINE HILL TWP,1407,26,0.142,1398,22,0.132,1662,33,0.133
A. K-6,OCEAN,230,BEACH HAVEN BORO,1285,19,0.063,2013,51,0.089,1847,50,0.087
A. K-6,OCEAN,320,BERKELEY TWP,1395,24,0.112,1531,29,0.124,1732,38,0.126
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1756,47,0.134,1814,44,0.119,1845,47,0.114
