GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,12874,57,13684,55,15526,69,874,838,805,
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,8619,1,9028,1,10825,6,1020,1013,1017,
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,14126,76,13827,59,14995,62,1565,1625,1563,
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,12515,44,13459,47,13686,39,3548,3513,3515,
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,12857,56,13886,61,15003,63,1959,1844,1771,
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,15213,81,16704,82,18636,83,1187,1102,1027,
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,14462,78,14445,73,15678,73,1040,1071,1076,
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,11305,19,11539,17,12196,16,1023,1041,1046,
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,10549,9,10583,6,11248,8,1476,1515,1593,
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,12637,47,13740,58,15696,74,4271,4155,3901,
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,12849,55,13557,50,14373,45,6534,6383,6337,
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,12533,45,12537,29,12657,20,809,839,891,
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,11447,21,12067,22,13320,32,5195,5118,5034,
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,11480,22,12589,31,14359,44,5602,5455,5239,
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,12651,48,14513,74,14658,53,1451,1346,1322,
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12357,38,14181,67,12862,23,1041,1122,1203,
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,12036,31,12342,26,12965,25,990,1005,1000,
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,12482,43,13244,44,15664,71,1552,1519,1535,
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,12721,50,14048,64,14783,57,1309,1234,1231,
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,12404,42,12771,37,14149,41,1792,1758,1746,
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,13501,67,14206,68,15187,66,1112,1082,1080,
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,13777,70,14212,69,14786,59,1012,1011,1008,
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,13571,68,13997,63,15704,75,1499,1474,1399,
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,11654,26,11611,18,12251,17,884,930,929,
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,14001,74,14927,79,15958,78,921,869,861,
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,14728,80,15583,80,17159,81,2490,2438,2341,
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,13288,64,13717,56,14751,55,2541,2457,2341,
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,13301,65,13109,42,14785,58,772,788,793,
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,10401,8,11368,15,13224,29,1038,1004,971,
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,12682,49,13601,53,14449,47,916,901,894,
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,10575,11,11082,11,11904,14,899,900,919,
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,13584,69,13738,57,15347,68,1265,1256,1204,
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,12554,46,12289,25,14562,50,990,1015,963,
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,14269,77,14316,72,14752,56,939,952,955,
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,11353,20,11806,20,12531,19,1131,1130,1128,
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,13175,61,13832,60,14924,61,1737,1696,1655,
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,12139,32,13043,41,13360,33,962,936,975,
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,15418,82,17280,83,18074,82,2095,2008,1983,
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,11543,23,12558,30,13419,34,1034,958,962,
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,12193,34,11983,21,12800,21,746,768,774,
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,13885,71,14075,65,15955,77,1382,1315,1269,
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,10571,10,11139,13,10688,4,812,777,878,
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,11725,27,12619,33,13063,28,871,846,869,
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,9798,3,9648,2,9828,2,871,854,894,
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,11620,25,11672,19,11919,15,886,873,881,
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,13734,,14173,,14783,,,,,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,13180,,13514,,14072,,,,,
E. K-12 / 0 - 1800,,,5. State average - All operating types,13733,,14166,,14781,,,,,
E. K-12 / 0 - 1800,,,6. State median - All operating types,13198,,13714,,14080,,,,,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,11549,7,12184,11,12625,10,1144,1121,1162,
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,12638,17,13505,25,13750,26,1757,1692,1717,
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,12648,18,12936,17,13262,19,1180,1189,1216,
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,14183,37,15307,38,15611,36,1088,1045,1078,
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,11866,10,11497,7,11890,7,1645,1709,1795,
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,11742,9,12807,15,12163,8,1580,1578,1673,
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,15808,41,17101,44,17801,46,1271,1297,1288,
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,15860,42,16851,43,17491,43,1855,1806,1792,
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,13345,25,18130,47,13967,27,1700,1681,1720,
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,13806,32,14240,32,14941,33,1593,1617,1618,
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,10578,3,10988,2,10908,1,1189,1199,1284,
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,10860,5,11462,6,12307,9,1160,1137,1182,
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,16074,43,16106,41,17345,42,1785,1754,1774,1
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,12235,13,12284,12,11871,6,1606,1609,1773,
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,12581,16,12829,16,13216,15,962,964,968,
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,12363,14,12345,13,13250,18,1386,1445,1444,
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,13330,24,13460,24,13043,13,1401,1410,1534,
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,13424,28,13315,21,13222,16,1304,1297,1330,
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,11582,8,11855,9,11495,5,459,442,440,
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,21499,49,18099,46,17626,44,759,841,871,
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,17850,46,13376,23,13544,23,1164,1639,1674,
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,9947,1,11428,4,11442,2,1461,1367,1440,
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,14013,36,14664,35,15832,38,1204,1162,1191,
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12856,21,13320,22,14057,28,1525,1505,1500,
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,13404,27,14159,31,14366,30,1498,1502,1517,
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,13185,23,13575,26,14124,29,1239,1258,1295,
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,10303,2,10803,1,11457,3,1152,1144,1144,
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,13952,34,14388,34,15006,34,1470,1531,1548,
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,10786,4,11328,3,11461,4,1157,1138,1160,
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,11985,11,12417,14,12781,12,1781,1805,1796,
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,19213,48,22161,49,19771,48,1642,1481,1664,1
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,13851,33,13803,27,14859,32,1123,1079,1115,
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,12921,22,13852,28,13529,21,1666,1593,1586,
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,16357,44,16731,42,17777,45,1266,1274,1245,
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,14435,38,15570,39,16138,41,1122,1148,1145,
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,18460,47,19022,48,20102,49,1620,1638,1559,
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,13737,31,12941,18,13234,17,1616,1598,1630,
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,13686,30,14801,36,15972,40,877,834,801,
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,15599,40,15029,37,15766,37,1673,1709,1712,
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,13531,29,13871,29,13712,25,1772,1781,1848,
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,12510,15,12962,19,12698,11,1741,1719,1809,
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,16400,45,17549,45,18410,47,1248,1183,1187,1
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,11119,6,11715,8,13114,14,1699,1670,1589,
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,12215,12,11454,5,13443,20,1524,1611,1650,
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,12701,19,12029,10,13605,24,1305,1449,1311,
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,15291,39,15775,40,15912,39,2004,1886,1931,
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13993,35,14374,33,15168,35,1513,1525,1531,
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12840,20,13131,20,13535,22,1359,1396,1450,
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,13399,26,13894,30,14678,31,807,785,750,
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,13734,,14173,,14783,,,,,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,13180,,13514,,14072,,,,,
F. K-12 / 1801 - 350,,,5. State average - All operating types,13733,,14166,,14781,,,,,
F. K-12 / 1801 - 350,,,6. State median - All operating types,13198,,13714,,14080,,,,,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,12719,26,13225,35,13750,36,2349,2182,2184,
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,12295,19,11647,7,12567,15,2760,2834,2948,
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,12443,22,13017,30,14128,40,2691,2664,2583,
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,9932,2,9333,1,9469,1,2481,2537,2681,
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,17339,66,15792,62,16544,63,2923,3000,3145,
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,15052,62,15239,60,16492,62,2410,2375,2364,
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,11692,9,11669,9,12134,9,1806,1904,1918,
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,13034,38,13497,39,15269,53,1826,1833,1841,
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,11984,15,11027,5,11775,6,3316,3292,3281,
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,12892,33,13688,42,13241,24,2336,2240,2370,
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,13916,53,14850,55,16249,59,3299,3222,3138,
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,12069,16,12560,17,13609,32,2048,2066,2088,
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,14204,57,14953,58,15997,58,3024,2977,2957,
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,12450,23,12972,26,12055,7,2248,2296,2521,
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,12783,29,13372,37,13152,21,2485,2488,2539,
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,14348,58,14895,57,16254,60,2705,2680,2703,
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,11913,12,12127,12,12375,13,2426,2494,2570,
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,13373,45,13770,43,14860,50,2355,2360,2365,
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,10669,5,11779,10,12320,12,2893,2838,2891,
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,12235,17,13202,34,13564,31,2155,2084,2181,
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,13835,52,14236,50,15711,56,1877,1864,1870,
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,16176,64,16592,65,19035,66,2077,2075,2054,1
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,11982,14,12194,14,13686,33,2092,2092,2032,
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,11648,8,11657,8,12281,11,2503,2546,2557,
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,13559,48,12817,21,12780,17,2302,2419,2529,
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,14735,59,15195,59,15393,55,1878,1861,1944,
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,11964,13,12546,16,12211,10,2681,2620,2695,
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,15638,63,16357,63,16920,64,2065,2065,2130,
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,13277,42,12988,28,13402,26,2564,2596,2654,
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,14813,61,12917,23,13441,27,1630,1955,1988,
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,11810,10,12272,15,11632,4,2218,2183,2385,
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,12743,28,13432,38,13748,35,2222,2181,2255,
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,11379,7,11883,11,12527,14,3039,2994,2998,
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,13975,55,16519,64,15390,54,2027,2051,2106,1
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,16891,65,22832,67,21171,67,2333,1710,2052,1
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,13966,54,14504,53,14921,51,2148,2122,2139,
F. K-12 / 1801 - 3500,MERCER,4255,PRINCETON,17579,67,17736,66,18688,65,3381,3415,3446,
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,10226,3,10481,3,11104,3,2858,2883,2950,
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,12341,20,13116,31,13366,25,2124,2098,2139,
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,12252,18,12871,22,12967,19,2154,2150,2175,
F. K-12 / 1801 - 3500,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,12349,21,12962,24,13043,20,3630,3558,3833,
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,9593,1,10013,2,10193,2,2310,2333,2403,
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,25116,68,26065,68,28120,68,1976,1948,1982,1
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,12993,36,13009,29,14182,42,3190,3155,3115,
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,14800,60,15596,61,15736,57,3167,3094,3088,
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,12539,24,12965,25,13485,30,2332,2344,2347,
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,11091,6,10623,4,11738,5,2902,3028,3030,
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,13348,44,13644,41,14224,43,3448,3395,3394,
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,13303,43,14501,52,14840,49,2156,2097,2081,
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,12851,31,14140,49,13752,37,2434,2415,2533,
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,13236,40,13267,36,14572,47,2259,2261,2245,
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,12568,25,12609,18,12741,16,3200,3195,3297,
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,13434,46,13926,45,14152,41,3075,3014,3027,
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,10594,4,11069,6,12118,8,2952,2920,2896,
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,12810,30,13123,32,13962,39,2430,2367,2369,
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,12961,34,12614,19,13156,22,2259,2305,2375,
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,13272,41,14015,47,14692,48,3254,3197,3279,
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13799,51,14305,51,15101,52,2021,2015,2029,
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,12888,32,12981,27,13709,34,2419,2473,2550,
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,14067,56,13964,46,13484,29,3422,3573,3803,
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,13438,47,14071,48,14418,45,2788,2725,2742,
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,11843,11,12150,13,12801,18,2324,2306,2296,
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,13029,37,13523,40,13925,38,3121,3020,3037,
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,12721,27,12661,20,13165,23,2229,2269,2275,
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,13769,50,14865,56,16302,61,2726,2649,2666,
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,13592,49,14740,54,14386,44,1981,1852,1945,
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,12992,35,13141,33,13463,28,2172,2251,2299,
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,13210,39,13886,44,14466,46,1787,1774,1863,
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,13734,,14173,,14783,,,,,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,13180,,13514,,14072,,,,,
G. K-12 / 3501 +,,,5. State average - All operating types,13733,,14166,,14781,,,,,
G. K-12 / 3501 +,,,6. State median - All operating types,13198,,13714,,14080,,,,,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,18277,100,18398,100,20728,102,6592,6915,7089,
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,11660,19,12300,23,12964,24,7732,7685,7730,
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,10139,1,10179,1,11195,2,3541,3595,3707,
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,18499,101,17242,94,17828,98,3616,3880,3810,1
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,12963,44,13502,46,15264,64,3504,3559,3543,
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,14931,83,15402,81,15866,77,4595,4649,4649,
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,12530,36,13197,39,13492,32,3689,3740,3829,
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,14171,72,15042,77,14840,59,4664,4822,5265,1
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,14620,79,18534,101,15746,74,5224,4213,5507,
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,15030,84,15643,85,16877,87,4073,4031,3996,
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,13390,57,13623,47,13979,41,5700,5751,5739,
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,17157,96,17957,96,19036,101,3875,3791,3773,
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,13529,60,14045,62,15599,71,3619,3612,3503,
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,11457,14,12351,24,12948,20,4061,4021,4034,
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,13198,51,13445,45,14175,45,4072,4053,3944,
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,18546,102,18273,98,19035,100,5012,5047,5015,1
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,12166,29,13443,44,15007,61,4282,3980,3647,
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,18654,103,20873,103,21726,103,12521,11990,11550,1
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,12459,34,12690,33,13322,30,11298,11371,11418,
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,12717,41,13022,38,14178,46,5361,5239,5266,
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,14341,75,14405,68,15669,72,4903,4628,4695,
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,13460,59,14099,63,15843,76,5318,5393,5533,1
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,13851,64,14262,66,14598,55,6068,6034,6081,1
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,13928,67,15338,80,16143,81,10629,9848,9922,1
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,10879,6,11336,6,11100,1,4649,4631,4712,
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,12001,24,11848,16,12281,10,6143,6185,6438,
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,17979,98,19129,102,17725,97,9793,9656,10800,1
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,16438,94,15944,87,16903,88,6578,6647,6496,1
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,13863,65,13948,60,14385,48,5732,5802,5874,
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,14097,71,13857,55,14608,56,4908,4962,5013,
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,13971,69,14440,70,15257,63,6637,6667,6632,
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,18142,99,18231,97,17303,94,37319,36896,36796,1
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,12500,35,12389,25,13289,29,3962,4035,4038,
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,16010,92,15442,82,16573,86,4727,4841,4848,1
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,13929,68,14344,67,14565,53,6509,6610,6684,
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,15445,87,15981,88,16188,82,6797,6832,6926,
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,11339,12,11492,11,12750,18,4356,4331,4394,
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,10747,5,11041,2,11853,7,6004,5963,6109,
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,13323,54,14138,64,15571,70,8081,7797,7768,
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,10659,3,11102,4,11998,8,9241,9337,9729,
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,17649,97,18331,99,18361,99,27014,26512,28282,1
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,11646,18,11563,12,12532,13,5887,6018,5981,
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,11368,13,11764,15,12534,14,8101,8068,8107,
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,14518,77,14770,74,17075,90,10782,11121,11491,1
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,14284,74,13701,50,15724,73,7757,7996,7267,1
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,12580,38,12685,31,13793,38,4969,5060,5041,
G. K-12 / 3501 +,MERCER,1430,EWING TWP,13402,58,15150,79,15265,65,3672,3643,3701,
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,11622,17,12104,20,13170,28,12327,12085,12139,
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,15501,88,16171,91,17181,93,3798,3721,3631,
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,13731,62,13907,58,14557,52,4003,4026,4050,
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,15724,90,15546,84,17145,92,11347,11973,12096,1
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,12581,39,12819,37,13701,37,9653,9593,9779,
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,10907,7,11061,3,11721,6,3767,3887,3806,
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,13204,53,13645,48,14029,42,8219,8180,8313,
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,12192,30,12259,22,12590,15,14217,14367,14422,
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,13174,50,13285,42,14063,43,5867,6032,6246,
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,15273,85,16032,89,17592,96,7711,7969,8133,1
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,11210,11,11353,7,12398,11,6041,6120,6094,
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,12315,32,12743,34,13575,35,9203,9101,9077,
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,13135,47,14160,65,15759,75,10224,10215,10841,1
