GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,15.9,8,17,14
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,11.1,34,10.4,40
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,8.9,50,15.7,18
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,10.9,35,18.3,11
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,16.2,7,12,31
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,13.8,18,14.1,22
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,9.4,47,6.9,57
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,6.3,60,6.3,62
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,10.9,35,10.9,36
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,,,5.5,66
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,10.1,41,10.7,37
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,8.7,52,12.5,29
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,14.4,15,15.2,20
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,3.7,65,22,3
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,10.1,41,11,35
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,17.8,3,15.9,17
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,15.2,13,20.2,6
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,15.8,9,13.6,25
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,13,24,6.7,60
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,10.9,35,11.1,34
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,8.5,53,10.5,39
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,10.1,41,9.8,47
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,11.8,29,11.8,32
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,12.6,27,13.1,26
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,13.7,19,47.4,1
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,10.9,35,16.4,16
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,8.1,54,8.3,54
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10.6,39,10,44
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,,,19,9
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,15.7,11,16.7,15
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,10.1,41,10.1,43
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,11.8,29,11.5,33
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,6.6,58,6.2,63
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,8.9,50,9.7,48
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,13.2,23,15.3,19
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,10,45,10,44
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,12.7,25,12.2,30
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,12.7,25,21.3,4
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,9.3,48,17.6,12
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,10,45,10.7,37
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,10.5,40,10.4,40
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,20,2,20.6,5
C. K-8 / 401 - 750,,,K-8 Average,16.2,,15.8,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,15.6,28,15.9,21
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,11.6,53,11.2,50
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,12.9,45,14.6,29
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,14,36,10.9,53
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,13.4,39,9.8,59
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,10.3,57,10.2,57
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,16.4,24,17.9,13
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,13.9,37,10.5,56
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,15.6,28,15.7,23
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,,,14.5,30
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,14.5,33,13.8,36
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,17.6,19,20.7,6
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,19.4,11,14.4,31
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,25.1,3,17,17
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,22.1,6,18.2,12
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,17.7,18,19.5,9
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,12.2,48,11.9,47
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,13.2,41,10.2,57
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,16.1,26,16.1,20
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,11,56,12.1,45
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,27.3,1,18.4,11
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,8.8,59,9,61
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,25.8,2,27.6,2
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,12.2,48,,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,18.5,13,17.5,14
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,17.8,15,15.3,25
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,11.6,53,12,46
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,7.3,62,9.8,59
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,15.3,31,15.3,25
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,14.1,34,16.4,18
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,13.1,43,13,39
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,9.7,58,11.4,48
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,19.9,9,19.9,8
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,12.1,52,10.8,54
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,14.1,34,14,35
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17,23,17.4,15
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,20,8,15.8,22
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,19,12,12.8,41
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,12.3,47,12.3,44
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,12.2,48,14.9,28
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,17.3,21,11.1,52
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,13.3,40,12.4,43
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,15.6,28,15.1,27
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,8.6,60,28.4,1
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,13.7,38,21.1,5
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,19.9,9,7.9,63
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,16.4,24,12.9,40
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,23.8,4,14.4,31
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,12.4,46,13.7,37
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,11.2,55,11.3,49
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,17.6,19,17.1,16
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,15,32,15.4,24
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,21.5,7,20.4,7
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,18.2,14,10.6,55
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,8.5,61,8.5,62
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,12.2,48,12.6,42
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,17.8,15,14.2,33
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,17.8,15,16.4,18
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,22.3,5,23.5,3
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,,,11.2,50
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,17.2,22,22.6,4
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,13.1,43,13.3,38
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,16,27,14.2,33
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,13.2,41,18.5,10
D. K-8 / 751 +,,,K-8 Average,16.2,,15.8,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,18.2,28,18.6,26
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,20.4,16,22,9
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,22.4,8,22.5,7
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,15.2,62,15.2,56
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,30.3,3,22.8,6
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,14.6,65,17.4,32
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,17.3,40,13.1,73
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,16,52,15.6,50
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,17.4,37,17.1,36
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,16.5,48,18.8,24
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,12.1,78,13.4,69
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,18.6,24,19.9,18
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,17.1,43,15.7,49
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,15.6,58,16.2,44
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,12.9,73,13.2,72
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,13.4,70,14.5,63
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,21.9,10,19.1,21
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,18.8,23,12.3,77
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,17.6,35,13.7,67
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,10.8,79,12.4,76
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,10.6,81,10.5,82
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,17,46,16.9,38
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,12.5,76,10.7,81
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,21.3,11,20.5,17
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,13.3,71,13.9,65
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,21,13,18.5,27
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,14.5,68,,
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,17.4,37,19.1,21
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,,,25.7,3
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,15.4,61,14,64
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,16.6,47,17.1,36
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,12.5,76,13.4,69
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,14.6,65,15.1,58
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,20.9,14,16.4,43
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,16,52,10,83
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,14.6,65,14.6,61
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,17.1,43,17.3,34
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,16.2,51,19.1,21
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,15.9,54,15.3,54
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,17.9,30,16,47
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,12.8,75,11.6,80
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,24,6,23.2,5
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,16.3,50,15.4,53
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,17.8,31,17.3,34
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,15.6,58,15.2,56
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,17.1,43,15.9,48
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13.8,69,13.4,69
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,15.8,56,11.7,79
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,17.3,40,17.6,30
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,21.1,12,22.3,8
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,13,72,13.8,66
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,17.8,31,16.8,40
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,18,29,20.7,15
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,19.5,20,18.1,29
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12.9,73,15,59
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,15.2,62,13.5,68
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,15.9,54,15.5,51
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,17.8,31,18.3,28
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,20.8,15,21.5,10
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,15.5,60,18.8,24
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,17.4,37,21.2,12
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,17.2,42,16.1,46
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,15.8,56,16.7,41
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,17.5,36,17.5,31
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,24.6,4,20.8,14
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,18.4,26,19.9,18
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,16.5,48,15.5,51
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,33.3,1,35.1,1
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,,,12,78
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,17.8,31,16.2,44
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,14.9,64,14.7,60
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,10.6,81,12.7,75
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,24.5,5,21.2,12
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,10.8,79,14.6,61
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,22.8,7,20.7,15
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,18.5,25,15.3,54
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,20,18,19.5,20
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,19.6,19,16.9,38
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,22.3,9,24.2,4
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,20.1,17,17.4,32
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,30.6,2,12.8,74
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,18.9,22,16.6,42
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,19.1,21,26.8,2
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,18.3,27,21.5,10
E. K-12 / 0 - 1800,,,K-12 Average,15.7,,15.4,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,11.5,38,10.3,42
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,12.8,26,14.3,15
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,11.5,38,9.4,44
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,12,34,12.5,32
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,10.1,46,10.8,41
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,,,23,1
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,11.5,38,11.4,37
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,14,17,12,35
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,18.7,1,17.8,2
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,17.8,2,15.7,7
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,8.9,48,,
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,10.2,45,14.2,16
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,14.6,13,13,26
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,16,5,14.6,12
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,11.8,36,9.2,45
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,14.5,14,14.6,12
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,14.8,12,15.4,9
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,13.2,22,13.6,20
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,15.8,6,16.6,3
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,15.7,7,15.4,9
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,12.6,28,14,18
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,12.6,28,12.7,30
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,14.1,16,12.6,31
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,13.8,18,,
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,13.3,21,12.9,28
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,13.8,18,7.9,47
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,13,24,14.9,11
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,10.7,43,10.9,40
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,12,34,12.1,34
