GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,17.6,3,16,5
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,15.5,8,16,5
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,11.8,36,13.5,21
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,13,24,12.8,29
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,11.3,42,12.5,32
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,15,11,13.3,24
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,14.4,15,14.1,17
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,16.5,4,16.1,4
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,12.4,30,14.4,14
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,11.5,38,11.4,37
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,13.8,18,13.4,22
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,9.4,47,9,46
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,10.6,44,11,39
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,12.3,32,13.1,25
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,15.1,10,13,26
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,12.4,30,11.7,36
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,13.2,22,13.4,22
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,15.4,9,15.5,8
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12.8,26,13.8,19
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,12.1,33,10.1,43
F. K-12 / 1801 - 350,,,K-12 Average,15.7,,15.4,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,13.3,49,13.2,52
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,23.9,2,21.3,2
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,13.1,56,16.2,14
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,13.5,46,14.5,34
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,16.1,23,17.3,8
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,15.6,29,16,17
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,13.7,43,14.1,44
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,13.3,49,13.8,47
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,14,41,14.2,41
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,11.3,65,12,61
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,14.1,39,13.3,50
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,16.1,23,14.4,37
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,23.8,3,17.2,9
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,12.5,61,12.1,60
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,13.2,52,14.5,34
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,11.8,63,12.5,56
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,15.8,27,15.1,26
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,17.9,12,18.3,5
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,14.6,38,14.1,44
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,14.9,36,15.2,24
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,9.8,68,11.7,62
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,13.7,43,9,67
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,15.6,29,15.1,26
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,20.7,5,16.5,12
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,13.2,52,12.7,55
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,13.6,45,14.2,41
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,19.9,7,17.8,7
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,19.5,8,18,6
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,15,34,14.3,38
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,18.5,10,16.8,11
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,10.9,67,11,64
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,17.5,14,16.2,14
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,15.2,33,13,53
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,11.7,64,9.7,66
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,16.4,21,14.3,38
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,17.2,15,15.9,18
F. K-12 / 1801 - 3500,MERCER,4255,PRINCETON,15.7,28,14.2,41
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,21.7,4,21.4,1
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,13,57,12.2,58
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,13.3,49,14.5,34
F. K-12 / 1801 - 3500,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,15.3,31,15.4,21
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,12.6,59,15.1,26
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,16.5,20,14.8,32
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,13.5,46,13.4,49
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,17.8,13,17.1,10
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,16,25,,
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,13.2,52,12.4,57
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,13.8,42,13.9,46
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,15,34,14.9,31
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,12.6,59,13,53
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,16.7,17,12.2,58
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,20.1,6,20.9,3
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,18.7,9,18.9,4
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,16,25,15.8,19
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,16.2,22,16.5,12
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,45,1,14.8,32
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,17.1,16,15.4,21
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13.2,52,13.3,50
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,16.6,19,15.8,19
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,12.4,62,16.1,16
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,13.4,48,13.8,47
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,18.5,10,15.4,21
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,11.1,66,15.1,26
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,14.9,36,15.2,24
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,12.9,58,10.6,65
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,15.3,31,14.3,38
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,14.1,39,11.4,63
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,16.7,17,15,30
G. K-12 / 3501 +,,,K-12 Average,15.7,,15.4,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,19.2,30,18.4,33
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,18.2,41,17.6,43
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,15.1,76,15.4,72
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,14.1,88,16,67
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,12.3,97,11.7,98
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,16.6,62,17.6,43
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,21.1,13,16.5,60
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,15.2,75,14.2,84
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,11,99,13.7,92
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,18.5,37,16.5,60
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,17.3,52,18.6,28
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,16.9,58,17.1,51
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,13.1,93,13.2,95
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,17.3,52,16.7,57
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,15.9,70,15.2,75
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,16.7,60,20.5,14
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,11.5,98,9.5,101
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,7.7,102,8.1,103
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,21.8,8,23.1,4
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,17.4,49,18.1,36
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,19,33,18.6,28
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,10.8,100,30.8,1
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,13.8,91,13.9,89
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,19.6,27,20.5,14
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,19,33,21.9,7
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,19.2,30,18.6,28
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,14.6,83,15.5,70
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,16,67,16.3,62
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,17.2,54,16.1,64
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,17.2,54,17.8,40
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,21.5,9,22.7,5
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,9.6,101,9.2,102
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,16.3,64,13.9,89
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,12.8,95,10.9,99
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,14.3,85,14.2,84
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,18,45,18.4,33
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,13.9,89,13.4,94
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,23,6,17.1,51
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,17.4,49,17.3,46
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,19.3,28,17.7,42
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,17,56,17,56
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,15.5,73,14.9,78
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,15,79,15,77
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,13.9,89,12.7,97
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,,,13.6,93
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,16,67,16.1,64
G. K-12 / 3501 +,MERCER,1430,EWING TWP,18.5,37,17.8,40
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,20.5,18,21.3,10
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,16,67,16.7,57
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,15.7,72,15.5,70
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,18.3,39,14.9,78
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,21,14,18.9,26
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,14.2,86,15.3,74
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,17.4,49,17.1,51
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,21.4,10,21.6,8
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,24.3,4,25.4,2
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,19.1,32,19.9,20
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,14.8,81,13.9,89
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,21.3,11,21.2,11
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,20.1,21,17.3,46
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,49.6,1,17.2,50
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,20.9,16,21.1,13
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,15.1,76,15.4,72
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,19.7,24,20.2,19
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,18.8,35,18.6,28
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,26.8,2,17.9,37
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,18.6,36,19.7,22
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,14.4,84,14.3,83
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,16.2,65,16.7,57
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,22.6,7,20.5,14
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,15.1,76,14.8,80
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,20.7,17,18.8,27
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,17,56,17.9,37
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,18.1,44,19.3,25
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,24.9,3,22.4,6
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,18.3,39,14.5,82
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,15,79,15.1,76
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,19.8,22,20.3,17
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,19.7,24,19.6,24
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,14.7,82,14.6,81
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,23.6,5,19.8,21
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,18.2,41,18.4,33
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,20.5,18,17.3,46
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,17.5,47,14.2,84
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,12.4,96,9.7,100
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,19.3,28,24.1,3
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,13.2,92,14,88
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,18,45,19.7,22
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,21.2,12,21.5,9
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,17.5,47,17.1,51
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,20.3,20,21.2,11
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,15.8,71,14.2,84
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,14.2,86,17.1,51
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,18.2,41,16.1,64
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,21,14,20.3,17
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,16.7,60,16.3,62
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,19.8,22,16,67
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,15.3,74,17.9,37
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,16.9,58,17.6,43
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,12.9,94,12.8,96
G. K-12 / 3501 +,UNION,5290,UNION TWP,16.2,65,17.3,46
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,19.7,24,18.6,28
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,16.6,62,15.7,69
H. 7-12 / 9-12,,,7-12 Average,12.7,,12.4,
H. 7-12 / 9-12,,,9-12 Average,12.1,,11.9,
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,10.7,32,10.2,34
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,14.3,6,13.7,12
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,6.1,47,7,47
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,16.8,3,15.6,3
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,12.6,17,14.3,5
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,9.5,38,9.4,40
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,9.5,38,9.7,38
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,12.1,24,12.6,19
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,21.5,1,18.9,1
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,12.6,17,12.7,17
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,12.7,16,8.7,43
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,10.5,34,10,36
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,18.4,2,11.8,22
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,6.8,46,7.2,46
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,15.3,4,17.5,2
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,8.8,43,9.9,37
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,11.8,26,11.2,25
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,13.2,13,12.9,15
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,10,37,8.1,45
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,14,9,11.5,24
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,12.6,17,12.3,21
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,11.6,27,10.3,32
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,13.3,11,14,7
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,11.3,28,11.2,25
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,10.7,32,10.9,28
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,13,14,12.7,17
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,8.7,44,11,27
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,10.9,30,10.3,32
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,12.2,22,10.2,34
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,10.5,34,10.9,28
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,9.3,42,9.4,40
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,12.6,17,11.7,23
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,12.8,15,13,14
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,14.2,8,14.4,4
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,12.2,22,12.8,16
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,14.8,5,14,7
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,14.3,6,14.1,6
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,13.3,11,13.9,9
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,12,25,13.8,10
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,9.5,38,9.7,38
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,12.4,21,13.4,13
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,9.4,41,10.5,31
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,10.9,30,12.6,19
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,10.4,36,10.7,30
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,7.3,45,8.7,43
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,11.1,29,9.3,42
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,13.8,10,13.8,10
I. CSSD,,,CSSD Average,12.8,,14.1,
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,17.4,2,16.9,2
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,20.7,1,21.8,1
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,10.2,5,10.6,5
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,14.9,3,12.1,4
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,9.5,6,,
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,13.7,4,14.6,3
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,6.8,7,7.6,6
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,4,8,4.1,7
J. VOC,,,VOCATIONAL Average,11.6,,11.3,
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,15.9,2,17.1,4
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,14.7,4,12.7,6
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,15.3,3,18.3,2
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,10.2,12,10.5,11
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,10.3,11,10.3,12
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,5.1,20,4.4,21
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,12.7,7,12.1,7
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,14.5,5,23.6,1
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,9.9,13,10.9,10
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,8.4,16,5,20
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,7.6,17,7,18
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,8.9,15,8.7,15
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,12.9,6,11.7,8
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,9.7,14,8.7,15
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,,,9,14
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,17,1,17.7,3
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,5.6,19,6.7,19
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,6.8,18,7.1,17
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,10.7,10,11.2,9
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,11.6,9,9.7,13
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,12.4,8,12.8,5
K. CHARTER,,,CHARTER Average,9.1,,8.2,
K. CHARTER,ATLANTIC,6612,Galloway Community CS,6.8,40,4.1,74
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,16,11,16.4,8
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,20.3,6,84,1
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,19.6,7,7,45
K. CHARTER,BERGEN,7890,Teaneck Community CS,11.4,21,11.4,21
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,8.7,29,10,28
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,6.2,48,4.9,68
K. CHARTER,BURLINGTON,6076,Benjamin Banneker Prep CS,4.5,60,,
K. CHARTER,CAMDEM,6067,Kingdom CS of Leadership,2.8,65,3.8,75
K. CHARTER,CAMDEN,6024,Camden's Pride Charter School,15.4,12,15,10
K. CHARTER,CAMDEN,6063,Camden Community Charter School,,,5.5,57
K. CHARTER,CAMDEN,6083,Knowledge A to Z Charter School,21,5,31,2
K. CHARTER,CAMDEN,6086,Hope Community CS,,,12.7,14
K. CHARTER,CAMDEN,6088,City Invincible CS,,,5.2,61
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,13.1,15,17.3,7
K. CHARTER,CAMDEN,6215,Camden's Promise CS,7.8,35,16.3,9
K. CHARTER,CAMDEN,6232,Environment Community CS,11.8,20,4.2,73
K. CHARTER,CAMDEN,6240,Freedom Academy CS,,,24.5,4
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,8.7,29,7.3,40
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,10.6,25,10.5,27
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,9.6,26,,
K. CHARTER,CUMBERLAND,6069,Millville Public Charter School,7,39,18,6
K. CHARTER,CUMBERLAND,6089,Compass Academy CS,,,9,35
K. CHARTER,ESSEX,6020,Pride Academy Charter School,5.5,52,4.4,71
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,7.7,37,6.9,48
K. CHARTER,ESSEX,6029,Newark Educators Charter School,10.7,24,10,28
