GROUP,CONAME,DIST,DISTNAME,EX121,EX221
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,592933,547503
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,265036,363619
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,743943,804375
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,1717075,1287849
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,0,0
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,1761863,1198323
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,204982,274983
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,1605570,1205775
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,1441909,381331
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,423536,1376425
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,0,0
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,0,0
F. K-12 / 1801 - 3500,MERCER,4255,PRINCETON,383473,333711
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,1078162,1079677
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,497230,0
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,937971,705174
F. K-12 / 1801 - 3500,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,775393,906745
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,339275,126053
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,5624516,4412006
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,960806,1451609
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,0,0
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,1082167,20343
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,0,0
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,0,0
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,0,399474
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,0,0
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,1200000,1000000
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,285266,318718
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,0,547437
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,794159,226282
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,0,0
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,801150,0
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,2331210,3076560
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,1315912,1830628
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,510728,236762
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,1015753,978892
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,1533625,615275
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,342846,914156
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,0,0
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,776400,700576
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,1768318,2920722
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,852897,632434
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,628840,68212
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,0,0
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,11165924,12950546
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,3222051,5813799
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,0,0
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,0,2982681
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,895383,1115095
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,797622,0
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,236643,180990
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,2069258,2965226
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,1086604,750445
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,1010000,300000
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,900000,750000
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,2472823,1465415
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,2175455,960272
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,257917,205428
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,1683732,406562
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,0,2780329
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,3441326,1407084
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,28788448,10446261
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,0,0
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,0,8118643
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,2343587,1464871
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,4987509,4377574
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,820680,658988
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,7627745,7207174
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,0,0
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,0,0
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,11672661,7619870
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,3014668,0
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,257627,815793
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,1932567,1842000
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,3255578,2259622
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,0,7611276
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,1644392,805740
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,850000,0
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,2152272,1949406
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,1349219,2010992
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,1992982,4008757
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,4713888,6380297
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,5860575,6852747
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,7036151,0
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,11613285,10028684
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,1342509,1552384
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,846083,280118
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,3053889,12492366
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,1751486,0
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,0,1753728
G. K-12 / 3501 +,MERCER,1430,EWING TWP,1300000,1308057
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,6008328,6252505
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,0,0
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,912745,76872
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,16012868,11543270
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,11775651,10200069
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,0,0
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,337705,1980000
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,704333,440976
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,0,4987830
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,0,0
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,0,0
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,3137411,1651497
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,60942980,5958070
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,0,2666059
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,0,0
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,5047266,3479981
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,7005619,10765389
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,0,0
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,5699980,2723857
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,2843146,1998169
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,0,0
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,2835591,2710697
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,0,1283811
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,289471,276750
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,1202169,1040653
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,3119955,4368390
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,0,1218193
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,2227589,3238650
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,0,0
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,992145,700000
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,875839,162819
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,3606728,2763777
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,327493,0
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,698252,0
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,174783,84142
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,2466852,0
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,0,2295608
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,10239761,6013102
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,1141689,774518
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,1792855,2383340
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,1570576,1226980
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,6375780,7751125
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,0,0
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,3344868,2355862
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,3208086,4003653
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,1776194,1472669
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,441523,0
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,0,0
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,1758388,2858468
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,1045534,2961311
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,1884117,1206758
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,2545958,1000000
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,717678,690687
G. K-12 / 3501 +,UNION,5290,UNION TWP,5571862,3915406
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,1456746,1147972
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,807943,641669
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,2645387,681276
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,1803714,1392310
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,500000,500000
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,1014088,1093992
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,0,0
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,1575633,1882272
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,2100000,2100000
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,375059,300000
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,0,0
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,0,0
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,3920837,3034048
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,3850618,2576362
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,2013588,1519173
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,0,0
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,983234,706423
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,670835,273097
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,0,0
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,1273484,1305072
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,1321289,683234
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,1711091,1894984
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,1418182,967420
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,61573,0
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,4649912,4585854
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,6141246,6649338
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,113653,74630
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,10718695,13555800
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,768123,1002162
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,882445,1033542
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,611657,885683
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,64680,0
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,0,222510
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,1469560,802539
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,0,0
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,1284246,2518886
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,0,0
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,54709,0
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,1614671,0
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,0,0
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,0,0
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,214711,1388683
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,430615,468759
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,400191,0
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,305754,262197
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,215724,730597
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,157637,87688
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,0,0
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,2523966,2201737
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,0,0
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,0,0
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,0,0
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,0,0
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,0,0
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,0,0
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,0,0
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,0,0
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,1698327,1413113
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,0,0
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,0,0
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,3397073,2929100
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,0,0
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,1154384,1203043
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,0,0
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,0,0
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,0,0
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,527837,489735
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,545418,580390
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,0,0
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,2134713,908193
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,0,251038
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,0,0
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,0,0
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,28148,257428
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,0,501491
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,0,0
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,14759,405969
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,0,0
K. CHARTER,ATLANTIC,6612,Galloway Community CS,0,0
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,0,0
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,0,0
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,0,0
K. CHARTER,BERGEN,7890,Teaneck Community CS,0,0
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,0,0
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,0,0
K. CHARTER,BURLINGTON,6076,Benjamin Banneker Prep CS,0,0
K. CHARTER,CAMDEM,6067,Kingdom CS of Leadership,0,0
K. CHARTER,CAMDEN,6024,Camden's Pride Charter School,0,0
K. CHARTER,CAMDEN,6083,Knowledge A to Z Charter School,0,0
K. CHARTER,CAMDEN,6088,City Invincible CS,0,0
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,0,0
K. CHARTER,CAMDEN,6215,Camden's Promise CS,0,0
K. CHARTER,CAMDEN,6232,Environment Community CS,0,4027313
K. CHARTER,CAMDEN,6240,Freedom Academy CS,0,0
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,0,0
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,0,0
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,0,0
K. CHARTER,CUMBERLAND,6069,Millville Public Charter School,0,0
K. CHARTER,ESSEX,6020,Pride Academy Charter School,0,0
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,0,0
K. CHARTER,ESSEX,6029,Newark Educators Charter School,0,0
K. CHARTER,ESSEX,6037,Newark Legacy CS,0,0
K. CHARTER,ESSEX,6038,Visions Academy CS,0,0
K. CHARTER,ESSEX,6053,Great Oaks Charter School,0,0
K. CHARTER,ESSEX,6057,People's Preparatory Charter School,0,0
K. CHARTER,ESSEX,6058,Roseville Community CS,0,0
K. CHARTER,ESSEX,6059,Newark Prep,0,0
K. CHARTER,ESSEX,6090,Paulo Freire CS for Liberty Ed,0,0
K. CHARTER,ESSEX,6091,Merit Prep CS of Newark,0,0
K. CHARTER,ESSEX,6320,Discovery CS,0,0
K. CHARTER,ESSEX,6410,East Orange Community CS,0,0
K. CHARTER,ESSEX,6665,Gray CS,0,0
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,0,0
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,0,0
K. CHARTER,ESSEX,7280,Greater Newark CS,0,0
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,0,0
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,0,0
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,0,0
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,0,0
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,0,0
K. CHARTER,ESSEX,8065,University Heights CS,0,0
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,0,0
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,0,0
K. CHARTER,HUDSON,6064,Dr Lena Edwards Academic CS,0,0
K. CHARTER,HUDSON,6068,M E T S Charter School,0,0
K. CHARTER,HUDSON,6082,Beloved Community Charter School,0,0
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,0,0
K. CHARTER,HUDSON,6720,Hoboken CS,0,0
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,0,991393
K. CHARTER,HUDSON,6915,Jersey City Golden Door,0,0
K. CHARTER,HUDSON,7115,Learning Community CS,0,0
K. CHARTER,HUDSON,7830,Soaring Heights CS,0,0
K. CHARTER,HUDSON,8060,University Academy CS,0,0
K. CHARTER,MERCER,6017,Foundation Academy CS,0,0
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,0,0
K. CHARTER,MERCER,6810,International CS of Trenton,0,0
K. CHARTER,MERCER,7500,Pace CS of Hamilton,0,0
K. CHARTER,MERCER,7540,Princeton CS,0,0
K. CHARTER,MERCER,8140,Village CS,0,0
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,0,0
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,0,0
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,0,0
K. CHARTER,MONMOUTH,6010,Academy Charter High School,0,0
K. CHARTER,MONMOUTH,6740,Hope Academy CS,0,0
K. CHARTER,MONMOUTH,7720,The Red Bank CS,0,0
K. CHARTER,MORRIS,8050,Unity CS,0,0
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,0,0
K. CHARTER,PASSAIC,6079,John P Holland Charter School,0,0
K. CHARTER,PASSAIC,6080,Passaic Arts and Science CS,0,0
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,0,0
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,0,0
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,0,0
K. CHARTER,SOMERSET,6081,Thomas Edison EnergySmart CS,0,0
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,0,0
K. CHARTER,UNION,6033,The Barack Obama Green Charter HS,0,0
K. CHARTER,UNION,6217,Central Jersey Arts CS,0,0
K. CHARTER,UNION,7600,Queen City Academy CS,0,0
K. CHARTER,UNION,8010,Union County TEAMS CS,0,0
K. CHARTER,WARREN,7727,Ridge and Valley CS,0,0
