GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,WARREN,400,BLAIRSTOWN TWP,9,10,0.001,8,9,0.001,18,14,0.001
A. K-6,WARREN,1620,FRANKLIN TWP,46,34,0.003,6,4,0.000,15,11,0.001
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,,,0.000,,,0.000,,,0.000
A. K-6,WARREN,2470,KNOWLTON TWP,13,13,0.001,1,1,0.000,10,4,0.001
A. K-6,WARREN,2970,MANSFIELD TWP,13,13,0.001,7,5,0.001,21,18,0.002
A. K-6,WARREN,5480,WASHINGTON BORO,7,6,0.001,20,21,0.002,15,11,0.001
A. K-6,WARREN,5530,WASHINGTON TWP,,,0.000,4,3,0.000,9,3,0.001
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,39,,,38,,,37,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,36,,,32,,,36,,
B. K-8 / 0 - 400,,,5. State average - All operating types,38,,,40,,,38,,
B. K-8 / 0 - 400,,,6. State median - All operating types,33,,,32,,,34,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,71,48,0.006,70,50,0.005,52,52,0.004
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,230,64,0.015,300,66,0.020,104,69,0.010
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,43,32,0.003,25,18,0.002,30,26,0.002
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,70,47,0.003,71,52,0.003,35,33,0.001
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,87,53,0.005,131,61,0.005,106,70,0.005
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,125,59,0.008,21,16,0.001,40,43,0.002
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,271,67,0.020,104,56,0.008,83,64,0.006
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,13,10,0.001,18,15,0.001,36,35,0.002
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,266,66,0.015,105,57,0.006,72,62,0.004
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,35,27,0.003,31,23,0.003,38,39,0.003
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,0.000,,,0.000,37,37,0.002
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,65,44,0.005,38,33,0.003,62,58,0.004
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,32,23,0.003,45,37,0.004,43,48,0.004
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,,,0.000,,,0.000,54,54,0.004
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,106,58,0.008,80,53,0.005,38,39,0.002
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,36,28,0.003,37,32,0.003,83,64,0.005
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,46,33,0.004,6,4,0.000,45,50,0.003
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,152,62,0.004,30,21,0.001,15,8,0.000
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,14,11,0.001,4,2,0.000,19,13,0.001
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,83,52,0.003,181,63,0.006,40,43,0.002
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,57,42,0.003,49,39,0.002,32,28,0.002
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,48,35,0.003,89,54,0.006,66,60,0.005
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,65,44,0.006,129,60,0.011,55,55,0.005
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,3,1,0.000,10,7,0.001,27,21,0.002
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,4,2,0.000,1,1,0.000,13,5,0.001
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,6,3,0.001,32,25,0.003,9,2,0.001
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,24,15,0.003,43,36,0.004,39,42,0.004
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,19,13,0.001,30,21,0.002,38,39,0.002
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,101,56,0.007,109,59,0.007,20,15,0.001
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,24,15,0.002,60,46,0.004,26,20,0.002
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,138,60,0.010,160,62,0.010,97,68,0.006
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,24,15,0.002,15,13,0.001,20,15,0.001
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,32,23,0.001,12,10,0.001,19,13,0.001
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,50,37,0.003,34,28,0.002,44,49,0.002
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,22,14,0.002,55,42,0.004,31,27,0.002
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,246,65,0.017,304,67,0.019,40,43,0.003
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,12,9,0.001,11,9,0.001,28,23,0.002
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,9,7,0.001,29,20,0.002,24,19,0.001
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,72,50,0.003,70,50,0.004,53,53,0.003
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,36,28,0.003,64,48,0.004,41,47,0.003
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,38,31,0.003,52,41,0.004,33,30,0.002
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,60,43,0.006,32,25,0.003,49,51,0.004
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,170,63,0.009,,,0.000,119,71,0.006
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,151,61,0.009,287,65,0.016,63,59,0.003
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,47,34,0.004,47,38,0.004,57,56,0.004
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,104,57,0.006,99,55,0.005,86,66,0.004
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,32,23,0.002,36,31,0.002,36,35,0.002
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,51,38,0.004,39,34,0.003,32,28,0.003
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,51,38,0.004,35,30,0.003,29,24,0.003
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,51,38,0.003,57,43,0.003,35,33,0.002
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,71,48,0.004,204,64,0.011,27,21,0.002
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,66,46,0.006,67,49,0.006,72,62,0.006
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,8,6,0.001,4,2,0.000,16,11,0.002
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,29,19,0.002,26,19,0.002,33,30,0.002
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,,,0.000,15,13,0.001,11,3,0.001
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,7,5,0.001,13,12,0.001,12,4,0.001
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10,8,0.001,,,0.000,8,1,0.001
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,6,3,0.000,12,10,0.001,13,5,0.001
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,31,22,0.002,61,47,0.004,22,18,0.001
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,37,30,0.003,24,17,0.002,15,8,0.001
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,325,68,0.019,50,40,0.003,37,37,0.002
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,25,18,0.002,34,28,0.003,16,11,0.001
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,90,54,0.007,59,44,0.005,66,60,0.005
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,49,36,0.005,32,25,0.003,90,67,0.008
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,32,23,0.002,31,23,0.002,29,24,0.002
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,94,55,0.007,59,44,0.004,40,43,0.003
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,30,20,0.002,9,6,0.001,20,15,0.001
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,30,20,0.002,10,7,0.001,13,5,0.001
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,73,51,0.006,39,34,0.003,33,30,0.002
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,54,41,0.004,108,58,0.008,57,56,0.004
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,17,12,0.001,7,5,0.001,15,8,0.001
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,39,,,38,,,37,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,36,,,32,,,36,,
C. K-8 / 401 - 750,,,5. State average - All operating types,38,,,40,,,38,,
C. K-8 / 401 - 750,,,6. State median - All operating types,33,,,32,,,34,,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,22,17,0.001,28,27,0.002,42,39,0.002
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,2,1,0.000,18,10,0.001,9,3,0.001
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,17,13,0.002,18,10,0.002,31,24,0.002
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,194,62,0.011,152,63,0.008,107,62,0.005
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,8,6,0.001,46,42,0.004,24,17,0.002
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,31,27,0.002,21,15,0.002,33,27,0.002
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,32,28,0.002,18,10,0.001,60,52,0.003
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,57,47,0.003,69,52,0.004,99,60,0.006
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,5,3,0.000,26,21,0.002,40,34,0.003
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,53,43,0.004,58,45,0.004,46,44,0.002
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,27,21,0.002,31,31,0.002,41,36,0.003
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,46,40,0.004,35,35,0.003,59,51,0.004
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,30,25,0.002,24,18,0.002,70,56,0.005
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,36,35,0.003,33,33,0.002,41,36,0.004
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,21,16,0.002,17,8,0.001,10,5,0.001
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,59,48,0.005,62,48,0.005,43,40,0.004
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,35,32,0.003,37,38,0.003,34,28,0.003
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,28,24,0.002,27,23,0.002,20,12,0.001
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,52,42,0.005,23,17,0.002,32,26,0.003
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,74,53,0.005,71,53,0.005,61,53,0.005
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,25,20,0.002,25,19,0.002,31,24,0.002
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,56,46,0.005,79,55,0.007,72,57,0.005
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,34,31,0.003,33,33,0.003,46,44,0.004
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,27,21,0.003,29,28,0.003,24,17,0.002
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,172,61,0.011,126,61,0.008,104,61,0.007
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,9,7,0.001,25,19,0.002,8,2,0.001
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,35,32,0.003,42,41,0.003,20,12,0.002
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,15,12,0.001,27,23,0.002,19,11,0.001
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,19,15,0.002,11,4,0.001,20,12,0.002
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,6,4,0.001,3,1,0.000,11,7,0.001
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,27,21,0.002,35,35,0.002,30,22,0.002
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,10,9,0.001,20,14,0.001,10,5,0.001
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,164,60,0.011,124,60,0.008,85,58,0.005
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,,,0.000,4,2,0.000,36,31,0.002
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,39,37,0.003,27,23,0.002,48,47,0.003
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,38,36,0.003,61,47,0.004,34,28,0.002
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,6,4,0.000,16,7,0.001,7,1,0.000
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,33,29,0.002,54,44,0.004,36,31,0.002
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,33,29,0.002,39,39,0.002,54,49,0.003
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,67,49,0.004,36,37,0.002,90,59,0.005
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,74,53,0.007,82,56,0.008,25,21,0.003
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,67,49,0.006,59,46,0.005,41,36,0.003
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,30,25,0.002,30,30,0.002,30,22,0.002
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,70,51,0.006,32,32,0.003,44,42,0.003
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,41,38,0.003,117,59,0.008,47,46,0.003
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,85,55,0.006,130,62,0.009,122,63,0.008
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,48,41,0.004,27,23,0.002,45,43,0.003
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,118,59,0.009,367,64,0.026,124,64,0.008
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,11,11,0.001,26,21,0.002,40,34,0.003
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,45,39,0.004,77,54,0.006,56,50,0.004
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,35,32,0.002,18,10,0.001,24,17,0.002
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,98,56,0.007,64,49,0.004,38,33,0.003
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,10,9,0.001,17,8,0.002,15,9,0.001
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,53,43,0.004,41,40,0.003,21,16,0.002
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,70,51,0.005,66,50,0.004,67,55,0.004
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,53,43,0.005,66,50,0.006,34,28,0.003
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,195,63,0.012,100,57,0.006,62,54,0.004
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,2,1,0.000,15,6,0.001,20,12,0.001
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,9,7,0.001,46,42,0.004,15,9,0.001
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,99,57,0.007,108,58,0.007,24,17,0.002
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,17,13,0.001,11,4,0.001,9,3,0.001
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,24,18,0.002,8,3,0.001,13,8,0.001
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,24,18,0.002,22,16,0.002,43,40,0.003
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,104,58,0.008,29,28,0.002,50,48,0.004
D. K-8 / 751 +,,,1. State average - Operating Type K-8,39,,,38,,,37,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,36,,,32,,,36,,
D. K-8 / 751 +,,,5. State average - All operating types,38,,,40,,,38,,
D. K-8 / 751 +,,,6. State median - All operating types,33,,,32,,,34,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,21,28,0.002,15,14,0.001,18,13,0.002
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,10,5,0.001,7,4,0.001,11,4,0.001
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,29,41,0.003,27,40,0.002,26,28,0.002
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,53,69,0.004,68,77,0.005,58,74,0.004
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,46,60,0.004,74,78,0.006,49,61,0.004
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,11,7,0.001,13,12,0.001,11,4,0.001
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,53,69,0.004,59,72,0.004,44,55,0.003
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,75,77,0.006,57,71,0.004,112,83,0.007
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,19,24,0.001,17,19,0.001,27,32,0.002
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,59,72,0.004,109,81,0.007,49,61,0.003
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,43,55,0.005,36,52,0.004,38,48,0.004
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,43,55,0.002,54,69,0.003,47,58,0.002
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,12,8,0.001,14,13,0.001,26,28,0.002
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,93,80,0.009,95,80,0.009,50,67,0.005
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,35,46,0.003,9,6,0.001,41,53,0.004
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12,8,0.001,17,19,0.001,19,15,0.001
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,63,73,0.005,53,67,0.004,49,61,0.003
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,52,68,0.004,41,55,0.003,92,82,0.006
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,51,67,0.004,32,48,0.002,37,45,0.003
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,15,16,0.001,9,6,0.001,30,35,0.002
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,148,83,0.011,127,83,0.009,88,81,0.006
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,17,21,0.001,25,30,0.002,49,61,0.003
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,22,30,0.002,33,50,0.003,25,24,0.002
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,18,23,0.001,25,30,0.002,21,17,0.002
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,49,64,0.005,52,66,0.004,63,77,0.005
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,30,42,0.003,25,30,0.002,16,10,0.001
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,36,47,0.002,41,55,0.003,37,45,0.003
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,15,16,0.001,5,2,0.000,18,13,0.001
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,36,47,0.003,25,30,0.002,28,34,0.002
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,15,16,0.001,35,51,0.002,19,15,0.001
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,12,8,0.001,18,22,0.002,10,3,0.001
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,6,2,0.001,25,30,0.002,9,2,0.001
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,24,33,0.002,86,79,0.009,44,55,0.004
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,27,36,0.003,28,44,0.003,25,24,0.002
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,26,34,0.002,26,36,0.002,36,44,0.003
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,7,4,0.001,8,5,0.001,11,4,0.001
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,13,11,0.001,10,9,0.001,21,17,0.001
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,67,75,0.005,29,46,0.002,74,79,0.005
