GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,1,1,0.000,2,1,0.000,6,1,0.000
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,16,20,0.001,20,23,0.001,26,28,0.002
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,56,71,0.006,60,73,0.007,68,78,0.006
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,48,62,0.003,46,60,0.003,32,40,0.002
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,49,64,0.004,60,73,0.004,49,61,0.004
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,27,36,0.002,23,28,0.002,34,42,0.002
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,133,82,0.009,115,82,0.007,49,61,0.003
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,43,55,0.003,32,48,0.002,51,70,0.003
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,40,51,0.004,38,53,0.003,38,48,0.003
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,23,31,0.002,16,16,0.001,22,20,0.002
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,17,21,0.001,22,27,0.002,27,32,0.002
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,41,53,0.003,25,30,0.002,25,24,0.002
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,14,13,0.001,27,40,0.002,22,20,0.002
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,19,24,0.002,38,53,0.003,58,74,0.004
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,21,28,0.002,28,44,0.002,31,39,0.002
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,45,58,0.004,54,69,0.004,34,42,0.002
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,28,38,0.002,21,25,0.001,17,11,0.001
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,41,53,0.003,67,75,0.005,50,67,0.004
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,38,49,0.003,26,36,0.002,45,57,0.003
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,19,24,0.002,20,23,0.001,37,45,0.002
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,14,13,0.001,12,11,0.001,11,4,0.001
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,15,16,0.001,53,67,0.004,23,23,0.002
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,65,74,0.005,49,62,0.003,30,35,0.002
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,19,24,0.001,17,19,0.001,21,17,0.001
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,13,11,0.001,6,3,0.000,22,20,0.002
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,6,2,0.000,9,6,0.001,17,11,0.001
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,45,58,0.003,16,16,0.001,43,54,0.002
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,14,13,0.001,21,25,0.002,15,9,0.001
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,28,38,0.002,50,63,0.004,40,51,0.003
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,23,31,0.002,15,14,0.001,38,48,0.003
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,38,49,0.003,42,58,0.003,50,67,0.003
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,47,61,0.004,51,65,0.005,82,80,0.007
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,10,5,0.001,16,16,0.001,13,8,0.001
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,207,84,0.016,135,84,0.011,146,84,0.010
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,48,62,0.003,41,55,0.003,47,58,0.003
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,50,66,0.004,50,63,0.004,62,76,0.005
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,26,34,0.002,26,36,0.002,30,35,0.002
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,31,43,0.003,11,10,0.001,26,28,0.002
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,34,45,0.002,26,36,0.001,25,24,0.001
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,69,76,0.006,31,47,0.002,52,72,0.004
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,81,78,0.007,27,40,0.002,54,73,0.004
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,28,38,0.002,27,40,0.002,47,58,0.003
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,103,81,0.010,67,75,0.006,33,41,0.003
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,31,43,0.003,47,61,0.004,30,35,0.002
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,40,51,0.004,23,28,0.002,40,51,0.004
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,86,79,0.007,42,58,0.004,51,70,0.004
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,37,,,39,,,37,,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,29,,,30,,,31,,
E. K-12 / 0 - 1800,,,5. State average - All operating types,38,,,40,,,38,,
E. K-12 / 0 - 1800,,,6. State median - All operating types,33,,,32,,,34,,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,78,47,0.007,78,46,0.006,78,48,0.006
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,25,19,0.002,12,11,0.001,18,14,0.001
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,20,14,0.002,41,37,0.003,21,16,0.002
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,40,32,0.003,37,34,0.002,33,27,0.002
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,33,26,0.003,28,26,0.002,42,37,0.004
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,41,33,0.003,36,30,0.003,35,30,0.003
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,20,14,0.001,24,23,0.001,58,44,0.003
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,117,49,0.007,52,41,0.003,56,43,0.003
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,64,44,0.005,51,40,0.003,70,47,0.005
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,41,33,0.003,64,44,0.005,68,46,0.005
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,3,2,0.000,9,7,0.001,4,3,0.000
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,39,31,0.004,39,36,0.003,34,29,0.003
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,28,22,0.002,19,17,0.001,37,31,0.002
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,36,28,0.003,61,42,0.005,16,10,0.001
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,14,8,0.001,29,27,0.002,29,23,0.002
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,35,27,0.003,9,7,0.001,17,12,0.001
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,15,12,0.001,15,14,0.001,16,10,0.001
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,13,6,0.001,12,11,0.001,15,6,0.001
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,69,45,0.006,4,1,0.000,41,35,0.004
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,74,46,0.003,20,20,0.001,22,18,0.001
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,104,48,0.006,81,49,0.006,84,49,0.006
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,21,16,0.002,17,16,0.001,15,6,0.001
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,11,4,0.001,19,17,0.001,25,20,0.002
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,2,1,0.000,6,4,0.000,3,1,0.000
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,14,8,0.001,4,1,0.000,15,6,0.001
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,43,36,0.003,36,30,0.003,48,41,0.003
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,21,16,0.002,15,14,0.001,22,18,0.002
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,44,38,0.003,24,23,0.002,32,26,0.002
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,22,18,0.002,35,29,0.003,30,24,0.003
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,11,4,0.001,8,6,0.001,17,12,0.001
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,29,23,0.002,23,21,0.001,39,33,0.002
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,27,21,0.002,23,21,0.002,26,21,0.002
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,37,29,0.003,68,45,0.005,40,34,0.003
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,50,40,0.003,80,47,0.005,38,32,0.002
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,18,13,0.001,24,23,0.002,52,42,0.003
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,54,41,0.003,41,37,0.002,30,24,0.001
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,58,43,0.004,61,42,0.005,58,44,0.004
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,8,3,0.001,7,5,0.000,3,1,0.000
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,14,8,0.001,5,3,0.000,15,6,0.001
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,54,41,0.004,33,28,0.002,46,40,0.003
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,32,24,0.003,19,17,0.001,14,5,0.001
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,41,33,0.002,36,30,0.002,44,39,0.002
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,14,8,0.001,10,9,0.001,8,4,0.001
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,25,19,0.002,38,35,0.003,27,22,0.002
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,32,24,0.003,10,9,0.001,19,15,0.001
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,43,36,0.003,80,47,0.005,41,35,0.003
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13,6,0.001,14,13,0.001,21,16,0.001
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,45,39,0.003,43,39,0.003,42,37,0.003
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,38,30,0.003,36,30,0.003,33,27,0.002
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,37,,,39,,,37,,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,29,,,30,,,31,,
F. K-12 / 1801 - 350,,,5. State average - All operating types,38,,,40,,,38,,
F. K-12 / 1801 - 350,,,6. State median - All operating types,33,,,32,,,34,,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,41,50,0.003,30,34,0.002,41,45,0.003
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,13,7,0.001,12,8,0.001,17,6,0.001
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,11,6,0.001,12,8,0.001,29,29,0.002
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,102,65,0.010,46,48,0.005,43,49,0.005
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,223,68,0.013,94,65,0.006,94,67,0.006
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,39,46,0.003,37,42,0.002,36,39,0.002
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,40,49,0.003,33,38,0.003,26,19,0.002
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,10,4,0.001,15,10,0.001,33,34,0.002
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,7,1,0.001,5,1,0.000,8,2,0.001
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,34,42,0.003,47,50,0.003,46,55,0.004
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,18,15,0.001,26,29,0.002,41,45,0.003
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,17,12,0.001,16,12,0.001,19,10,0.001
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,24,27,0.002,16,12,0.001,32,33,0.002
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,10,4,0.001,6,2,0.000,7,1,0.001
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,13,7,0.001,15,10,0.001,20,12,0.002
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,52,56,0.004,68,61,0.005,97,68,0.006
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,19,19,0.002,24,21,0.002,20,12,0.002
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,16,10,0.001,17,15,0.001,23,16,0.002
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,22,23,0.002,39,44,0.003,31,31,0.003
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,22,23,0.002,11,6,0.001,28,27,0.002
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,7,1,0.001,24,21,0.002,21,15,0.001
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,27,32,0.002,26,29,0.002,37,40,0.002
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,26,29,0.002,56,56,0.005,62,64,0.004
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,31,37,0.003,26,29,0.002,35,36,0.003
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,19,19,0.001,10,5,0.001,18,8,0.001
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,30,34,0.002,31,37,0.002,31,31,0.002
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,31,37,0.003,30,34,0.002,37,40,0.003
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,62,61,0.004,78,62,0.005,57,62,0.003
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,39,46,0.003,24,21,0.002,27,23,0.002
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,20,22,0.001,30,34,0.002,33,34,0.002
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,54,57,0.005,38,43,0.003,42,48,0.004
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,50,55,0.004,51,53,0.004,45,53,0.003
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,8,3,0.001,7,3,0.001,8,2,0.001
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,39,46,0.003,36,39,0.002,45,53,0.003
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,115,66,0.007,106,67,0.005,80,66,0.004
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,65,63,0.005,95,66,0.007,47,58,0.003
F. K-12 / 1801 - 3500,MERCER,4255,PRINCETON,30,34,0.002,64,59,0.004,44,51,0.002
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,19,19,0.002,23,20,0.002,27,23,0.002
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,36,44,0.003,36,39,0.003,41,45,0.003
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,31,37,0.002,40,45,0.003,35,36,0.003
F. K-12 / 1801 - 3500,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,46,54,0.004,55,55,0.004,60,63,0.005
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,17,12,0.002,24,21,0.002,20,12,0.002
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,159,67,0.006,193,68,0.007,63,65,0.002
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,17,12,0.001,16,12,0.001,26,19,0.002
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,31,37,0.002,90,64,0.006,43,49,0.003
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,24,27,0.002,7,3,0.001,10,4,0.001
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,13,7,0.001,11,6,0.001,17,6,0.001
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,57,60,0.004,21,17,0.002,37,40,0.003
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,18,15,0.001,28,32,0.002,19,10,0.001
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,64,62,0.005,81,63,0.006,26,19,0.002
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,30,34,0.002,62,58,0.005,56,61,0.004
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,32,41,0.003,47,50,0.004,30,30,0.002
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,26,29,0.002,25,27,0.002,23,16,0.002
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,23,26,0.002,22,18,0.002,27,23,0.002
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,18,15,0.001,18,16,0.001,15,5,0.001
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,34,42,0.003,54,54,0.004,24,18,0.002
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,18,15,0.001,22,18,0.002,18,8,0.001
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,22,23,0.002,25,27,0.002,27,23,0.002
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,26,29,0.002,24,21,0.002,35,36,0.003
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,54,57,0.004,46,48,0.003,39,44,0.003
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,16,10,0.001,24,21,0.002,38,43,0.003
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,42,51,0.004,36,39,0.003,44,51,0.003
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,27,32,0.002,28,32,0.002,28,27,0.002
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,38,45,0.003,45,47,0.004,26,19,0.002
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,56,59,0.004,42,46,0.003,53,60,0.003
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,45,53,0.003,66,60,0.004,46,55,0.003
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,81,64,0.006,50,52,0.004,50,59,0.004
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,42,51,0.003,57,57,0.004,46,55,0.003
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,37,,,39,,,37,,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,29,,,30,,,31,,
G. K-12 / 3501 +,,,5. State average - All operating types,38,,,40,,,38,,
G. K-12 / 3501 +,,,6. State median - All operating types,33,,,32,,,34,,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,55,85,0.003,87,97,0.005,113,103,0.005
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,25,41,0.002,26,43,0.002,31,55,0.002
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,32,60,0.003,27,45,0.003,30,49,0.003
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,96,99,0.005,87,97,0.005,53,86,0.003
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,25,41,0.002,18,15,0.001,35,65,0.002
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,37,68,0.003,29,50,0.002,53,86,0.003
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,18,16,0.001,38,66,0.003,26,33,0.002
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,22,27,0.002,27,45,0.002,29,46,0.002
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,27,49,0.002,36,63,0.002,37,70,0.002
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,19,22,0.001,9,1,0.001,21,20,0.001
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,13,5,0.001,13,4,0.001,15,4,0.001
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,63,90,0.004,43,73,0.002,67,91,0.004
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,27,49,0.002,20,22,0.001,26,33,0.002
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,31,59,0.003,38,66,0.003,25,28,0.002
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,67,94,0.005,69,91,0.005,76,95,0.005
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,20,24,0.001,20,22,0.001,18,14,0.001
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,75,95,0.006,100,100,0.007,101,102,0.007
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,64,91,0.003,69,91,0.003,74,94,0.003
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,23,30,0.002,23,33,0.002,16,10,0.001
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,15,10,0.001,36,63,0.003,26,33,0.002
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,66,93,0.005,48,80,0.003,43,80,0.003
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,24,36,0.002,24,37,0.002,26,33,0.002
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,10,1,0.001,9,1,0.001,11,2,0.001
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,24,36,0.002,24,37,0.002,20,19,0.001
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,27,49,0.002,33,59,0.003,21,20,0.002
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,87,98,0.007,76,94,0.006,47,84,0.004
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,108,102,0.006,87,97,0.005,79,98,0.004
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,49,82,0.003,104,101,0.007,68,92,0.004
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,38,71,0.003,27,45,0.002,32,57,0.002
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,62,88,0.004,48,80,0.003,66,89,0.005
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,25,41,0.002,52,85,0.004,30,49,0.002
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,45,77,0.002,63,90,0.003,66,89,0.004
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,36,67,0.003,44,75,0.004,41,76,0.003
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,26,45,0.002,23,33,0.001,24,26,0.001
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,37,68,0.003,38,66,0.003,43,80,0.003
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,14,7,0.001,48,80,0.003,37,70,0.002
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,18,16,0.002,26,43,0.002,26,33,0.002
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,27,49,0.003,31,54,0.003,34,61,0.003
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,37,68,0.003,22,28,0.002,32,57,0.002
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,16,13,0.002,22,28,0.002,16,10,0.001
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,29,55,0.002,40,69,0.002,35,65,0.002
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,21,26,0.002,31,54,0.003,30,49,0.002
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,86,97,0.008,82,95,0.007,78,96,0.006
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,44,76,0.003,53,87,0.004,47,84,0.003
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,15,10,0.001,15,8,0.001,19,17,0.001
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,39,72,0.003,20,22,0.002,29,46,0.002
G. K-12 / 3501 +,MERCER,1430,EWING TWP,30,57,0.002,25,41,0.002,30,49,0.002
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,20,24,0.002,17,12,0.001,21,20,0.002
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,45,77,0.003,32,57,0.002,41,76,0.002
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,13,5,0.001,14,6,0.001,16,10,0.001
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,42,73,0.003,30,51,0.002,21,20,0.001
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,18,16,0.001,19,19,0.002,31,55,0.002
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,25,41,0.002,24,37,0.002,39,73,0.003
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,24,36,0.002,20,22,0.001,25,28,0.002
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,30,57,0.002,37,65,0.003,23,25,0.002
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,48,80,0.004,42,72,0.003,34,61,0.002
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,23,30,0.001,22,28,0.001,17,13,0.001
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,33,62,0.003,30,51,0.003,25,28,0.002
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,23,30,0.002,18,15,0.001,25,28,0.002
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,28,54,0.002,16,10,0.001,15,4,0.001
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,27,49,0.002,22,28,0.002,26,33,0.002
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,22,27,0.002,27,45,0.002,24,26,0.002
