CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
BERGEN,285,BERGEN CO SPECIAL SERVICE,60892182,695.2,87585,8,62623643,666.5,93953,8,P. CSSD,PCSSD
BERGEN,290,BERGEN COUNTY VOCATIONAL,76299633,2125.5,35897,20,70909248,2105.1,33685,21,Q. COUNTY VOC,QCOUNTYVOC
BERGEN,300,BERGENFIELD BORO,62116576,3545.8,17518,52,64545157,3598.4,17937,43,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,440,BOGOTA BORO,20904761,1183.4,17664,27,21222785,1159.1,18310,28,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,740,CARLSTADT BORO,12171218,593.3,20514,58,12377946,609.9,20295,49,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,745,CARLSTADT-EAST RUTHERFORD,12759418,515.8,24738,44,13662232,525.6,25994,43,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,890,CLIFFSIDE PARK BORO,42786007,2795.3,15306,10,43806407,2857.9,15328,6,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,930,CLOSTER BORO,18870656,1132.5,16663,49,19701224,1133.2,17385,46,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,990,CRESSKILL BORO,29209412,1780.2,16408,18,30355225,1716.7,17682,25,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1070,DEMAREST BORO,13347542,669.7,19931,52,14090743,688.1,20478,52,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,1130,DUMONT BORO,45606211,2749,16590,24,47781359,2723,17547,27,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1230,EAST RUTHERFORD BORO,15810838,789.1,20037,81,16522427,779.5,21197,80,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1270,EDGEWATER BORO,17172476,1011.2,16982,31,18337308,1114.3,16457,20,H. K-12|K-6,HK-12K-6
BERGEN,1345,ELMWOOD PARK,38892353,2557.4,15208,7,38044175,2615.9,14543,2,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1360,EMERSON BORO,19680884,1208.3,16288,16,20386314,1216.7,16755,11,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1370,ENGLEWOOD CITY,69144194,2981.1,23195,66,64810537,3052.7,21231,61,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1380,ENGLEWOOD CLIFFS BORO,10843946,512.7,21151,59,11509594,526,21881,57,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,1450,FAIR LAWN BORO,86976479,4665,18645,72,91707190,4719.9,19430,68,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1470,FAIRVIEW BORO,21365878,1604.4,13317,5,23400157,1667.9,14030,4,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,1550,FORT LEE BORO,58586614,3749.4,15626,20,65397580,3802.9,17197,30,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1580,FRANKLIN LAKES BORO,29754758,1422.1,20924,84,30862452,1324.9,23294,84,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1700,GARFIELD CITY,94894059,4921.7,19281,76,102939518,5029.8,20466,79,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1760,GLEN ROCK BORO,47405654,2450.9,19342,58,51395846,2413.6,21294,63,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1860,HACKENSACK CITY,99139648,5332.9,18590,71,103556951,4306.7,24046,98,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,2050,HARRINGTON PARK BORO,11724543,703.7,16661,24,11902263,644,18481,33,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2080,HASBROUCK HEIGHTS BORO,28818523,1845.8,15613,14,29347100,1940,15127,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2090,HAWORTH BORO,9048161,448.1,20193,55,8894130,438.2,20299,50,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2180,HILLSDALE BORO,21412347,1400.8,15285,23,22139507,1340.9,16511,28,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,2200,HO HO KUS BORO,13979202,878.4,15915,15,14171945,868.1,16325,15,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,2620,LEONIA BORO,31463891,1835.5,17141,35,33530906,1843.5,18189,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2710,LITTLE FERRY BORO,19950110,1327.4,15029,20,20304441,1361.3,14916,11,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,2740,LODI BOROUGH,58670130,3504.5,16741,27,57466355,3476.4,16531,18,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2860,LYNDHURST TWP,38831461,2390.5,16244,19,40450716,2288.8,17673,30,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2900,MAHWAH TWP,61321374,3341.5,18352,55,64486414,3267.8,19734,55,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3060,MAYWOOD BORO,18796025,1205.2,15595,25,19846662,1236.5,16051,21,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,3170,MIDLAND PARK BORO,20708334,1119.3,18501,33,21950325,1074.7,20426,39,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3330,MONTVALE BORO,16358708,1100,14872,18,17533302,1089.3,16096,22,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3350,MOONACHIE BORO,8345101,400.2,20853,56,11163183,388.5,28733,68,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,3550,NEW MILFORD BORO,32948601,2088.2,15779,15,34469764,2106,16368,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3600,NORTH ARLINGTON BORO,26961944,1686.3,15989,11,27788758,1739.9,15972,8,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3700,NORTHERN HIGHLANDS REG,27183304,1364.3,19925,24,28533495,1357.6,21018,28,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3710,NORTHERN VALLEY REGIONAL,55652168,2533.5,21967,35,58134429,2509,23170,37,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3730,NORTHVALE BORO,9260552,583.7,15866,13,9778768,550.6,17762,27,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3740,NORWOOD BORO,9804274,620.2,15809,12,10243200,592.6,17285,24,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3760,OAKLAND BORO,28721272,1739.3,16514,47,29738285,1664.6,17865,54,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3850,OLD TAPPAN BORO,13301326,797.6,16676,50,14450968,780,18527,61,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3870,ORADELL BORO,12271335,796.2,15413,18,12130367,792.7,15303,9,A. K-6|K-6,AK-6K-6
BERGEN,3910,PALISADES PARK,24271571,1594,15227,8,26374592,1595.1,16535,9,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3930,PARAMUS BORO,80733448,4114,19624,80,83628849,4075.3,20521,80,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,3940,PARK RIDGE BORO,26268828,1298.2,20234,42,29609008,1322.2,22395,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3960,PASCACK VALLEY REGIONAL,47906204,2088.8,22934,40,48913803,2083.9,23472,39,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4300,RAMAPO-INDIAN HILL REG,50923735,2309.5,22050,36,52121072,2262.3,23039,36,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4310,RAMSEY BORO,55666838,3074.4,18106,51,59104426,3018.2,19582,54,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4370,RIDGEFIELD BORO,35382534,1864,18982,38,37166005,1812.9,20501,40,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4380,RIDGEFIELD PARK TWP,36283944,2263.7,16028,16,38505454,2317.8,16613,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4390,RIDGEWOOD VILLAGE,101246274,5784.8,17502,51,104979055,5837.9,17982,44,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,4405,RIVER DELL REGIONAL,31666879,1692,18716,17,33203684,1682.5,19735,16,"F. G7-12|7-12,9-12",FG7-127-129-12
BERGEN,4410,RIVER EDGE BORO,16892234,1168.7,14454,10,18041507,1196.7,15076,7,A. K-6|K-6,AK-6K-6
BERGEN,4430,RIVER VALE TWP,22388342,1249.4,17919,72,22707962,1311.5,17315,43,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,4470,ROCHELLE PARK TWP,10951806,609.6,17965,38,11125576,620.2,17939,28,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,4600,RUTHERFORD BORO,42754723,2552.8,16748,28,44438793,2542.7,17477,25,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4610,SADDLE BROOK TWP,32169825,1751.7,18365,32,41116495,1734.3,23708,45,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4620,SADDLE RIVER BORO,8830344,430.2,20525,52,8841437,420.6,21022,51,H. K-12|K-6,HK-12K-6
BERGEN,4870,SOUTH HACKENSACK TWP,7900626,360.3,21926,61,8086759,347.3,23282,59,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,5150,TEANECK TWP,91372836,3991.6,22891,95,93881498,3908.6,24019,97,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5160,TENAFLY BORO,65739916,3696,17787,54,68985769,3685.2,18720,58,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5330,UPPER SADDLE RIVER BORO,22235029,1376,16159,40,24684500,1367.2,18054,57,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5410,WALDWICK BORO,28505289,1615.1,17649,26,31326051,1644.4,19050,32,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5430,WALLINGTON BORO,17595581,1223.7,14379,2,18893259,1236.3,15283,4,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5755,WESTWOOD REGIONAL,50855041,2776.3,18318,54,55251085,2742.3,20148,58,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,5830,WOOD-RIDGE BORO,18128834,1205.9,15033,7,19929143,1186,16803,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5880,WOODCLIFF LAKE BORO,14769930,811.8,18194,74,16108760,792.8,20319,77,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5920,WYCKOFF TWP,37822587,2273.6,16635,48,39756830,2133.7,18633,63,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,6013,BERGEN ARTS & SCIENCE CHARTER SCHOOL,8685762,594.3,14615,27,9014629,652.2,13822,23,O. CHARTER,OCHARTER
BERGEN,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOO,3311976,185.7,17835,60,3293241,179.8,18316,66,O. CHARTER,OCHARTER
BERGEN,7890,TEANECK COMMUNITY CHARTER SCHOOL,4997337,305.9,16337,47,4900605,305.9,16020,41,O. CHARTER,OCHARTER
BURLINGTON,200,BASS RIVER TWP,2349799,134,17542,37,2689560,124.1,21668,52,A. K-6|K-6,AK-6K-6
BURLINGTON,380,BEVERLY CITY,7244914,389.5,18603,40,7472627,394.8,18927,41,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,475,BORDENTOWN REGIONAL,41134484,2461.9,16708,25,42802305,2526.3,16943,23,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,600,BURLINGTON CITY,41991474,1829.2,22956,46,42258562,1806.4,23393,44,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,605,BURLINGTON CO SPEC SERV,45220781,935.2,48357,3,45407746,774.8,58603,5,P. CSSD,PCSSD
BURLINGTON,610,BURLINGTON CO VOCATIONAL,44579777,1987.3,22433,11,43685671,2064.9,21157,8,Q. COUNTY VOC,QCOUNTYVOC
BURLINGTON,620,BURLINGTON TWP,65774946,4131.8,15919,26,69314545,4078.3,16996,26,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,830,CHESTERFIELD TWP,9897373,583.6,16960,30,10564126,640.4,16495,21,A. K-6|K-6,AK-6K-6
BURLINGTON,840,CINNAMINSON TWP,43124249,2415.9,17850,47,45064677,2420.2,18620,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1030,DELANCO TWP,8493765,539.2,15754,10,9349198,536.1,17438,21,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,1060,DELRAN TWP,43311943,2935.8,14753,4,47056620,2879,16345,15,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1250,EASTAMPTON TWP,11609702,672.5,17262,31,11949078,647.7,18448,31,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,1280,EDGEWATER PARK TWP,16537026,1048.2,15776,31,17799452,1073.7,16578,30,"K. K-12|K-8,751+",KK-12K-8751plus
BURLINGTON,1420,EVESHAM TWP,77702066,4757.6,16332,44,81117922,4741.4,17108,39,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,1520,FLORENCE TWP,29272526,1638.5,17866,30,30343240,1646.7,18427,29,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,1910,HAINESPORT TWP,10305404,702.3,14674,6,10596444,677.3,15645,7,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,2610,LENAPE REGIONAL,153430360,7343.2,20894,32,157028352,7177.5,21878,30,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,2850,LUMBERTON TWP,25943728,1657.4,15654,26,26894307,1262.5,21303,81,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,2960,MANSFIELD TWP,11294143,747.1,15118,13,11485858,716.9,16023,14,A. K-6|K-6,AK-6K-6
BURLINGTON,3010,MAPLE SHADE TWP,35824439,2193.5,16332,22,37578721,2115.5,17764,32,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,3070,MEDFORD LAKES BORO,7451329,539.4,13815,2,8164165,536.7,15211,4,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,3080,MEDFORD TWP,49314523,3046.5,16187,42,51494634,2970.2,17337,45,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3360,MOORESTOWN TWP,71819819,4124.2,17414,48,73529558,4107.4,17902,42,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,3430,MOUNT HOLLY TWP,18454573,1021,18076,73,20083870,1074.6,18689,66,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3440,MOUNT LAUREL TWP,69042609,4233,16311,43,72082832,4159.3,17331,44,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3540,NEW HANOVER TWP,6996788,234,29901,69,5179190,243.4,21276,48,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,3650,NORTH HANOVER TWP,24120245,1242.9,19407,49,24993453,1268.9,19697,47,A. K-6|K-6,AK-6K-6
BURLINGTON,3690,NORTHERN BURLINGTON REG,35228806,1983,17766,9,37825753,2012.2,18798,10,"F. G7-12|7-12,9-12",FG7-127-129-12
BURLINGTON,3920,PALMYRA BORO,17137057,978.7,17510,25,17203547,987.8,17416,21,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4050,PEMBERTON TWP,121627480,5288,23001,96,121901435,5196.3,23459,96,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,33795105,2026.2,16679,5,36818352,2116.1,17399,5,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,4450,RIVERSIDE TWP,23771516,1440.8,16499,19,25002391,1490.8,16772,12,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4460,RIVERTON,5518474,341.3,16171,16,5800723,348,16669,14,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,4740,SHAMONG TWP,14563145,901.2,16160,41,14918103,899.6,16583,31,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,4930,SOUTHAMPTON TWP,14112232,792.9,17799,37,14621251,748.5,19535,46,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,5010,SPRINGFIELD TWP,4808552,289.8,16593,26,4980915,265.3,18775,38,A. K-6|K-6,AK-6K-6
BURLINGTON,5130,TABERNACLE TWP,14277688,819.8,17415,60,14972381,799.1,18737,67,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5490,WASHINGTON TWP,2024514,84.9,23852,63,2029570,99.2,20465,46,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,5720,WESTAMPTON,14663586,1021.2,14359,11,15075086,1022.1,14749,10,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5805,WILLINGBORO TWP,75958460,4434.2,17130,44,79918021,4116.6,19414,67,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,5890,WOODLAND TWP,2620963,154.9,16918,24,2697727,160.5,16811,17,"C. K-8|K-8,0-400",CK-8K-80-400
BURLINGTON,6026,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,1385877,138.3,10021,4,1510732,141.5,10677,4,O. CHARTER,OCHARTER
BURLINGTON,6044,RENAISSANCE REGIONAL LEADERSHIP CHARTER,1492085,139.4,10704,6,1550084,149.1,10396,3,O. CHARTER,OCHARTER
BURLINGTON,6076,THE BENJAMIN BANNEKER PREPARATORY CHARTE,,,,,1467626,118.4,12395,11,O. CHARTER,OCHARTER
CAMDEM,6067,KINGDOM CHARTER SCHOOL OF LEADERSHIP,1396158,117.6,11872,9,1935800,145.2,13332,20,O. CHARTER,OCHARTER
CAMDEN,150,AUDUBON BORO,24518408,1430.5,17140,23,25253377,1436.8,17576,23,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,190,BARRINGTON BORO,14095067,898.1,15693,10,13666780,884.3,15455,5,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,260,BELLMAWR BORO,14445756,1150.3,12558,2,15620334,1105.8,14126,5,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,330,BERLIN BORO,11655105,871.7,13371,6,12426181,908.2,13682,3,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,340,BERLIN TWP,14693804,834.5,17609,35,15809533,824.6,19171,40,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,390,BLACK HORSE PIKE REGIONAL,68672435,4091.7,16783,6,72432270,4034.7,17952,7,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,580,BROOKLAWN BORO,6018099,434.9,13836,2,6472602,460.6,14052,2,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,680,CAMDEN CITY,335804717,14177.8,23685,101,348609005,13631,25575,102,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,700,CAMDEN COUNTY VOCATIONAL,45775515,2067.6,22139,10,47347931,2103.8,22506,10,Q. COUNTY VOC,QCOUNTYVOC
CAMDEN,800,CHERRY HILL TWP,187943376,11446.3,16420,33,198665051,11499.6,17276,32,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,880,CLEMENTON BORO,12075563,647.1,18662,44,12437624,644.8,19289,42,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,940,COLLINGSWOOD BORO,33392507,1903.2,17545,42,35290212,1892.8,18644,46,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1255,EASTERN CAMDEN COUNTY REG,34774841,2113.7,16452,3,37119298,2098.3,17690,6,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,1720,GIBBSBORO BORO,4674608,250,18701,41,4770702,196,24341,63,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,1770,GLOUCESTER CITY,48414307,2135.6,22670,65,49485655,2135.2,23176,65,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1780,GLOUCESTER TWP,106863523,7157.6,14930,19,110914236,7087.8,15649,16,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,1880,HADDON HEIGHTS BORO,22701683,1325.5,17127,22,22663759,1313.9,17249,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,1890,HADDON TWP,32576937,2135.6,15254,9,33461748,2133.3,15685,8,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1900,HADDONFIELD,37726013,2523.9,14947,5,39457550,2571.5,15344,7,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2540,LAUREL SPRINGS BORO,4719144,335.4,14071,7,4939766,330.1,14963,6,H. K-12|K-6,HK-12K-6
CAMDEN,2560,LAWNSIDE BORO,8872940,425.9,20832,55,8780776,406.2,21619,51,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,2670,LINDENWOLD BORO,42879392,2354.7,18210,53,44274440,2482.4,17836,33,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2890,MAGNOLIA BORO,6955388,448.9,15494,8,7005203,435.1,16100,8,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,3110,MERCHANTVILLE BORO,6867578,429,16008,14,7768734,438.8,17705,27,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,3420,MOUNT EPHRAIM BORO,10374893,642.2,16154,19,10477297,628.6,16669,16,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,3770,OAKLYN BORO,8581991,580.2,14791,5,8461365,564.3,14994,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,4060,PENNSAUKEN TWP,101913224,5495.2,18546,69,100623920,5397.2,18644,55,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,4110,PINE HILL BORO,36888806,1923.8,19175,57,38305601,1901.4,20146,57,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,4590,RUNNEMEDE BORO,12124795,854.7,14186,10,12566963,871.5,14420,8,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,4790,SOMERDALE BORO,7436001,531.2,13997,3,8083337,522.5,15472,6,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,5035,STERLING HIGH SCHOOL DIST,17225972,955,18039,11,17313871,915,18922,11,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,5080,STRATFORD BORO,12601248,792.3,15904,36,13288887,814.1,16324,25,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5400,VOORHEES TWP,51177328,3205.6,15965,37,54761820,3128.9,17502,47,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5560,WATERFORD TWP,25839465,1732.4,14915,12,26366025,1739.7,15156,8,H. K-12|K-6,HK-12K-6
CAMDEN,5820,WINSLOW TWP,99096119,5029,19705,81,96391071,4750.3,20292,75,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,5900,WOODLYNNE BORO,9879334,638.3,15476,9,9841927,620.5,15862,9,"J. K-12|K-8,401-750",JK-12K-8401-750
