GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1571,,,,1646,,,,1728,,,
A. K-6,,,2. State median - Operating Type K-6,1505,,,,1542,,,,1607,,,
A. K-6,,,5. State average - All operating types,1873,,,,1948,,,,2028,,,
A. K-6,,,6. State median - All operating types,1646,,,,1706,,,,1768,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1346,22,0.133,0.703,710,2,0.072,0.549,855,5,0.076,0.586
A. K-6,BERGEN,3870,ORADELL BORO,1553,34,0.129,0.804,1560,31,0.126,0.829,1539,24,0.121,0.773
A. K-6,BERGEN,4410,RIVER EDGE BORO,1538,33,0.131,0.924,1603,33,0.133,0.922,1639,33,0.127,0.871
A. K-6,BERGEN,4620,SADDLE RIVER BORO,4952,58,0.227,0.781,5169,59,0.237,0.815,6202,59,0.241,0.750
A. K-6,BURLINGTON,200,BASS RIVER TWP,1731,41,0.119,0.662,2031,42,0.124,0.685,1946,39,0.122,0.698
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1685,39,0.149,0.909,1542,30,0.144,0.849,1469,22,0.139,0.809
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1103,13,0.099,0.588,1434,25,0.121,0.669,1589,26,0.122,0.671
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1950,45,0.127,0.895,2031,42,0.132,0.877,2140,44,0.132,0.854
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1287,18,0.095,0.722,1485,26,0.096,0.712,1996,40,0.121,0.714
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,961,8,0.083,0.629,1001,9,0.081,0.612,1169,12,0.085,0.582
A. K-6,CAMDEN,5560,WATERFORD TWP,2066,47,0.161,0.873,2046,45,0.171,0.868,2408,51,0.172,0.827
A. K-6,CAPE MAY,710,CAPE MAY CITY,2342,53,0.109,0.791,2080,46,0.088,0.629,2015,42,0.094,0.631
A. K-6,CAPE MAY,2840,LOWER TWP,1716,40,0.134,0.912,1910,41,0.141,0.913,2032,43,0.149,0.900
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1448,27,0.091,0.565,1704,37,0.112,0.554,1320,17,0.085,0.452
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2471,55,0.137,0.956,2554,53,0.138,0.886,2245,48,0.126,0.844
A. K-6,ESSEX,1465,FAIRFIELD TWP,1558,36,0.114,0.760,1607,34,0.114,0.739,1607,30,0.112,0.728
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1505,30,0.104,0.824,1349,21,0.095,0.752,1621,31,0.102,0.791
A. K-6,ESSEX,4530,ROSELAND BORO,1466,28,0.112,0.751,1601,32,0.117,0.662,1590,27,0.113,0.636
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1145,15,0.122,0.795,1235,16,0.133,0.844,1417,20,0.142,0.843
A. K-6,GLOUCESTER,1330,ELK TWP,1323,20,0.121,0.877,1376,23,0.113,0.796,1690,35,0.132,0.814
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1151,16,0.108,0.892,1320,18,0.117,0.891,1449,21,0.118,0.896
A. K-6,GLOUCESTER,2070,HARRISON TWP,905,5,0.090,0.879,914,5,0.086,0.868,943,7,0.084,0.854
A. K-6,GLOUCESTER,2990,MANTUA TWP,1340,21,0.112,0.849,1539,29,0.124,0.905,1676,34,0.123,0.871
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1124,14,0.086,0.534,1231,15,0.089,0.531,1561,25,0.099,0.546
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,996,9,0.117,0.687,1151,12,0.112,0.683,1196,13,0.107,0.665
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,851,4,0.090,0.653,849,4,0.085,0.603,944,8,0.088,0.676
