GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,13668,80,14178,76,13619,70
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,11414,33,11410,20,11506,21
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,13915,82,14695,82,13441,67
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,12187,58,12809,62,12889,51
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,14571,84,15231,85,15367,83
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,11000,20,11010,13,11554,24
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,13007,71,13397,72,13114,57
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,12277,62,11945,39,11450,20
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,11250,25,11478,23,10235,6
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,9215,2,9612,2,9243,2
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,11824,42,11171,17,11522,22
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,13237,,13627,,13587,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,12554,,12955,,12963,
E. K-12 / 0 - 1800,,,5. State average - All operating types,13198,,13599,,13609,
E. K-12 / 0 - 1800,,,6. State median - All operating types,12503,,12935,,13019,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,11364,7,11720,7,11122,6
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,11913,14,12110,12,12759,22
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,11707,10,12279,15,11904,11
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,11989,16,12101,11,12204,15
E. K-12 / 0 - 1800,BERGEN,2620,LEONIA BORO,12910,30,13229,31,13080,27
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,12985,32,13247,32,13292,29
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,11427,8,11389,5,10914,4
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,12926,31,13028,30,11628,10
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,13660,36,14460,40,15469,40
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,12174,20,12742,26,12994,25
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,13119,33,13341,33,14384,37
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,10902,6,11526,6,10850,3
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,10336,2,11058,3,11177,7
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,11755,12,12046,10,11982,12
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,12456,25,12443,19,12584,19
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,11957,15,12935,27,12333,17
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,12059,17,12264,14,12981,24
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,12892,29,12481,21,13004,26
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,12371,23,12493,22,12212,16
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,18147,44,19967,45,17916,43
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,12644,26,12330,16,12642,21
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,10109,1,10616,1,10605,2
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,12296,22,12721,25,13465,30
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12741,28,12949,28,13142,28
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,12244,21,12479,20,12418,18
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,13850,38,13545,35,13644,33
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,10669,4,10827,2,10557,1
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,13931,39,13924,37,14265,36
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,11462,9,11085,4,11051,5
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,17585,43,16771,43,18659,45
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,12723,27,12956,29,13466,31
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,11833,13,12148,13,12124,13
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,16078,42,16723,42,16299,42
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,13985,40,14191,38,14879,39
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,18664,45,18760,44,18641,44
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,10617,3,11857,9,11413,8
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,13283,35,13508,34,14021,35
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,13820,37,14457,39,14475,38
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,14414,41,16343,41,15860,41
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,10851,5,11722,8,11616,9
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,12123,18,12379,17,12129,14
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,11720,11,12432,18,12629,20
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13158,34,13701,36,13940,34
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12450,24,12581,24,12782,23
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,12151,19,12508,23,13484,32
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,13237,,13627,,13587,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,12554,,12955,,12963,
F. K-12 / 1801 - 350,,,5. State average - All operating types,13198,,13599,,13609,
F. K-12 / 1801 - 350,,,6. State median - All operating types,12503,,12935,,13019,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,11268,13,12434,24,12245,23
F. K-12 / 1801 - 3500,BERGEN,300,BERGENFIELD BORO,12729,40,13007,36,13870,52
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,12583,37,12419,23,12690,29
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,11903,20,11652,13,11943,18
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,9914,3,10520,3,9653,2
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,17074,67,16197,66,17328,66
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,13831,61,14330,60,14552,59
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,10903,9,11095,5,11679,12
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,10245,4,11607,12,11719,14
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,12831,43,13547,50,13770,51
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,10713,6,11150,6,11733,15
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,13470,58,13669,53,14865,62
F. K-12 / 1801 - 3500,BERGEN,4370,RIDGEFIELD BORO,15292,65,16003,65,16188,64
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,12839,44,12726,30,13008,37
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,12637,39,13346,44,13240,45
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,13177,52,13884,56,14570,61
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,11531,15,12165,18,11272,8
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,14430,63,15597,63,15260,63
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,12765,42,13302,41,13517,47
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,10741,7,11213,9,11535,11
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,12227,29,12828,33,12820,33
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,13418,57,13612,52,14199,58
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,15168,64,15419,62,17250,65
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,11835,18,12293,21,11285,9
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,11998,22,12035,17,12162,21
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,12948,48,14277,59,13239,44
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,13575,59,14544,61,14100,54
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,11152,12,11180,7,11047,6
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,16653,66,16547,67,17443,67
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,12337,30,13033,37,13099,39
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,12064,23,12499,26,12819,32
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,11404,14,12203,19,11874,16
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,12410,33,13773,54,12615,27
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,10969,10,11237,10,11139,7
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,14239,62,15993,64,14174,56
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,22042,68,21225,68,19680,68
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,13257,54,14252,58,13765,50
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,10478,5,10892,4,10027,3
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,12856,45,12745,31,12684,28
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,12211,28,12497,25,12403,25
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,9180,1,9936,1,9650,1
F. K-12 / 1801 - 3500,MIDDLESEX,4970,SPOTSWOOD BORO,12116,24,11943,16,11938,17
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,25362,69,25650,69,22090,69
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,11895,19,11810,14,12706,30
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,13278,55,13544,49,14193,57
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,11997,21,12711,29,12742,31
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,10852,8,11186,8,10847,5
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,12735,41,13320,43,12858,34
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,13788,60,14051,57,13970,53
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,12352,31,12971,34,13617,49
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,12207,27,12499,26,12033,20
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,12194,26,12388,22,12480,26
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,9641,2,10313,2,10817,4
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,11617,16,11895,15,12300,24
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,10997,11,11406,11,11682,13
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,12538,35,12791,32,12190,22
F. K-12 / 1801 - 3500,SALEM,4150,PITTSGROVE TWP,11731,17,12265,20,11990,19
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,13212,53,13493,47,13586,48
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13356,56,13869,55,14133,55
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,12609,38,13132,39,13055,38
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,12985,51,13561,51,12865,35
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,12962,49,13468,45,13496,46
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,12120,25,12513,28,11523,10
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,12361,32,13127,38,13103,40
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,12524,34,12973,35,12955,36
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,12569,36,13477,46,14567,60
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,12863,46,13516,48,13116,42
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,12977,50,13151,40,13230,43
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,12922,47,13317,42,13110,41
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,13237,,13627,,13587,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,12554,,12955,,12963,
G. K-12 / 3501 +,,,5. State average - All operating types,13198,,13599,,13609,
G. K-12 / 3501 +,,,6. State median - All operating types,12503,,12935,,13019,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,17433,102,18248,105,19292,105
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,11516,22,12269,35,11659,19
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,10027,2,10503,3,10678,4
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,19301,106,16100,95,16709,99
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,14067,81,14602,83,14481,80
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,12087,39,13096,56,12803,49
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,13116,65,13706,66,13911,65
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,13821,76,14461,82,14931,89
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,13670,73,14330,79,14725,84
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,12728,58,12963,50,13149,55
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,16923,98,17325,99,16746,100
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,13697,74,13800,68,14101,70
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,10635,6,11549,14,11510,12
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,12713,57,13181,60,13624,63
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,17500,103,17803,103,19337,106
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,12375,47,13105,58,12415,39
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,18139,105,17641,102,17549,104
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,12233,44,12618,41,12525,42
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,12123,40,13707,67,13252,57
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,12576,51,13899,70,12481,40
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,13829,77,13062,55,12971,52
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,12535,50,13103,57,13007,53
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,13258,69,14014,74,16104,94
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,11180,14,11604,15,11187,7
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,10988,12,11740,19,11961,27
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,16939,99,18340,106,16180,95
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,16758,97,17337,100,14854,88
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,13471,71,13931,71,13516,61
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,13967,80,14303,77,14767,86
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,13964,79,15624,91,14404,78
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,17651,104,18144,104,17315,102
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,11777,31,12017,28,12032,29
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,15734,94,15337,87,14582,82
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,13397,70,14310,78,14169,73
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,15253,90,15498,89,14757,85
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,10542,5,11349,8,11309,8
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,10094,3,10168,1,10573,3
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,12510,49,13040,54,13315,59
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,12695,56,11535,13,11543,15
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,16944,100,17378,101,17400,103
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,11302,20,12001,27,12386,37
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,11089,13,11359,9,11537,14
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,14925,89,15520,90,16411,98
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,12767,59,13131,59,14430,79
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,12825,60,12953,49,12636,44
G. K-12 / 3501 +,MERCER,1430,EWING TWP,12376,48,13318,62,14027,68
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,10635,6,11217,6,11506,11
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,14301,84,14648,84,15307,90
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,14439,87,14651,85,14679,83
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,16407,96,16865,98,17146,101
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,17135,101,16264,97,16250,97
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,12048,38,12388,36,12887,51
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,11287,18,11244,7,11004,6
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,12670,54,12756,43,12782,47
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,11706,30,11912,26,11690,20
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,13075,64,13240,61,13318,60
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,15635,92,15719,92,16241,96
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,11631,26,11787,20,11358,9
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,11460,21,11844,24,12036,30
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,13860,78,13948,72,14822,87
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,11839,32,12949,48,11995,28
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,10298,4,10272,2,10566,1
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,11289,19,11612,16,11552,16
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,11624,25,12193,33,12141,31
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,11614,24,11714,18,11628,18
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,14365,85,14348,80,15449,91
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,13124,66,12820,45,12369,35
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,12042,36,12158,32,11948,26
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,14426,86,15006,86,14200,75
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,12961,62,13646,65,14009,67
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,12016,35,12233,34,12545,43
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,11665,28,11464,11,11525,13
G. K-12 / 3501 +,MORRIS,2380,JEFFERSON TWP,12225,43,12582,39,12795,48
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,12646,53,12989,53,13243,56
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,15643,93,15775,93,16080,93
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,12640,52,12970,51,13299,58
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,14110,82,14187,76,13948,66
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,11643,27,12456,37,12269,33
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,12326,46,12649,42,13020,54
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,10648,8,12033,29,11701,21
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,10680,9,10898,5,11368,10
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,11217,15,11833,22,11837,24
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,12290,45,12815,44,12513,41
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,9901,1,10656,4,10571,2
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,11238,16,11417,10,10974,5
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,13706,75,14046,75,14100,69
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,15476,91,15409,88,14545,81
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,13232,68,13452,63,13748,64
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,13161,67,13461,64,14109,71
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,12042,36,12123,31,12411,38
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,12218,42,12899,46,12872,50
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,12989,63,12935,47,12778,46
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,11279,17,11910,25,12153,32
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,10839,10,11614,17,11802,22
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,11848,33,12084,30,11594,17
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,12928,61,13995,73,14365,77
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,12181,41,12536,38,12320,34
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,14867,88,15842,94,15678,92
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,12677,55,12987,52,13581,62
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,16343,95,16155,96,14159,72
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,11889,34,12610,40,12767,45
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,11677,29,11812,21,11895,25
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,13654,72,13807,69,14191,74
G. K-12 / 3501 +,UNION,5290,UNION TWP,10905,11,11509,12,12373,36
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,11601,23,11839,23,11814,23
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,14184,83,14375,81,14209,76
H. 7-12 / 9-12,,,1. State average - Operating Type 7-12,13222,,13716,,13569,
H. 7-12 / 9-12,,,2. State median - Operating Type 7-12,14072,,14175,,14216,
H. 7-12 / 9-12,,,3. State average - Operating Type 9-12,13536,,14043,,14224,
H. 7-12 / 9-12,,,4. State median - Operating Type 9-12,14042,,14447,,14840,
H. 7-12 / 9-12,,,5. State average - All operating types,13198,,13599,,13609,
H. 7-12 / 9-12,,,6. State median - All operating types,12503,,12935,,13019,
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,11886,8,12237,7,12780,11
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,11989,9,13072,11,13400,14
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,17424,46,18531,46,17873,44
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,15055,34,15165,31,15795,34
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,15638,38,15854,34,14853,28
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,17219,45,18002,44,17294,43
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,15758,40,15935,35,16612,39
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,14465,28,14036,18,13715,17
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,13986,22,14764,28,14840,27
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,14343,27,14213,23,14661,25
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,10585,2,11355,3,12527,8
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,11591,6,11849,6,12126,6
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,12361,11,13175,12,12661,10
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,12837,13,14188,22,13093,12
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,13574,18,14137,21,13866,18
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,12129,10,12981,10,11331,3
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,15216,36,15944,36,16072,36
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,10105,1,10408,2,10252,2
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,14654,30,16115,38,15465,30
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,10779,3,10354,1,9907,1
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,11613,7,12443,8,12078,5
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,14487,29,14447,25,13392,13
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,14741,31,15026,30,16698,40
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,14885,32,15614,33,16225,37
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,21886,47,21630,47,20583,47
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,10996,4,11486,4,11855,4
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,15162,35,16019,37,16725,41
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,16758,44,18063,45,18314,46
