GROUP,CONAME,DIST,DISTNAME,PP14,RK14,PCT14,PP24,RK24,PCT24,PP34,RK34,PCT34
A. K-6,,,1. State average - Operating Type K-6,297,,,304,,,254,,
A. K-6,,,2. State median - Operating Type K-6,316,,,289,,,261,,
A. K-6,,,5. State average - All operating types,294,,,279,,,260,,
A. K-6,,,6. State median - All operating types,290,,,282,,,245,,
A. K-6,BERGEN,1270,EDGEWATER BORO,401,47,0.032,414,44,0.036,141,5,0.013
A. K-6,BERGEN,3870,ORADELL BORO,349,36,0.031,301,31,0.026,295,36,0.026
A. K-6,BERGEN,4410,RIVER EDGE BORO,187,10,0.017,108,1,0.010,168,14,0.014
A. K-6,BERGEN,4620,SADDLE RIVER BORO,436,49,0.024,440,46,0.023,435,54,0.021
A. K-6,BURLINGTON,200,BASS RIVER TWP,280,28,0.017,248,18,0.018,269,33,0.019
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,235,18,0.021,238,16,0.021,298,37,0.026
A. K-6,BURLINGTON,2960,MANSFIELD TWP,210,14,0.020,334,37,0.028,157,10,0.014
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,542,54,0.034,617,56,0.039,398,50,0.024
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,161,4,0.013,137,3,0.011,141,5,0.011
A. K-6,CAMDEN,810,CHESILHURST,595,58,0.034,,,0.000,,,0.000
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,336,34,0.030,448,47,0.037,429,52,0.036
A. K-6,CAMDEN,5560,WATERFORD TWP,179,7,0.014,255,21,0.019,187,16,0.016
A. K-6,CAPE MAY,710,CAPE MAY CITY,542,54,0.037,634,58,0.040,578,57,0.033
A. K-6,CAPE MAY,2840,LOWER TWP,182,8,0.015,192,11,0.016,193,20,0.016
A. K-6,CAPE MAY,4700,SEA ISLE CITY,,,0.000,,,0.000,496,55,0.015
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,582,57,0.027,545,54,0.025,958,60,0.032
A. K-6,ESSEX,1400,ESSEX FELLS BORO,133,2,0.009,304,32,0.020,316,38,0.020
A. K-6,ESSEX,1465,FAIRFIELD TWP,382,41,0.034,448,47,0.038,353,46,0.028
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,386,42,0.026,310,33,0.022,369,48,0.025
A. K-6,ESSEX,4530,ROSELAND BORO,223,17,0.018,197,12,0.015,146,8,0.012
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,186,9,0.020,463,50,0.047,285,34,0.029
A. K-6,GLOUCESTER,1330,ELK TWP,126,1,0.012,248,18,0.022,151,9,0.014
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,346,35,0.035,552,55,0.052,425,51,0.040
A. K-6,GLOUCESTER,2070,HARRISON TWP,204,12,0.022,219,14,0.023,201,21,0.020
A. K-6,GLOUCESTER,2990,MANTUA TWP,205,13,0.020,236,15,0.021,189,18,0.018
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,253,24,0.022,243,17,0.021,292,35,0.024
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,238,19,0.024,286,28,0.030,209,24,0.024
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,191,11,0.021,130,2,0.014,206,23,0.023
A. K-6,GLOUCESTER,5590,WENONAH BORO,320,32,0.033,165,4,0.016,143,7,0.014
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,544,56,0.043,266,24,0.022,238,27,0.018
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,240,20,0.021,181,9,0.016,140,4,0.014
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,243,21,0.014,478,51,0.027,189,18,0.011
A. K-6,HUNTERDON,2590,LEBANON BORO,462,52,0.023,669,59,0.033,822,59,0.039
A. K-6,HUNTERDON,5050,STOCKTON BORO,220,16,0.014,256,22,0.017,253,29,0.016
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,301,29,0.025,277,26,0.021,185,15,0.014
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,395,44,0.027,269,25,0.018,373,49,0.026
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,332,33,0.017,331,35,0.018,346,45,0.018
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,376,40,0.028,347,39,0.021,367,47,0.022
A. K-6,MORRIS,3240,MINE HILL TWP,268,27,0.024,260,23,0.024,344,44,0.030
A. K-6,OCEAN,230,BEACH HAVEN BORO,391,43,0.022,331,35,0.017,337,41,0.019
