GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,14.3,1,53400,26,14.4,2,54500,26
A. K-6,GLOUCESTER,2070,HARRISON TWP,13.6,4,52394,22,12.9,18,49397,6
A. K-6,GLOUCESTER,2990,MANTUA TWP,12.4,20,53860,30,12.9,18,54484,25
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,12.5,18,67827,56,12.5,20,70064,58
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,12.8,14,47075,5,15,1,48575,5
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,13.2,10,48713,11,14,7,51207,10
A. K-6,GLOUCESTER,5590,WENONAH BORO,10.9,29,54917,33,11.6,29,54065,21
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,10.4,37,59860,48,9.8,45,61309,48
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,11.6,24,51167,17,11,34,55526,31
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,8.8,53,72345,59,12.1,26,60834,46
A. K-6,HUNTERDON,2590,LEBANON BORO,7.6,58,50410,16,7,57,52697,14
A. K-6,HUNTERDON,5050,STOCKTON BORO,8.4,55,43658,1,9,52,41146,1
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,11,28,58260,44,10.4,41,61710,51
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,9.6,46,58245,43,10.4,41,60768,45
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,9.2,52,54900,32,10.5,39,55245,28
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,8.8,53,45707,2,6.6,59,47519,3
A. K-6,MORRIS,3240,MINE HILL TWP,13.1,12,53788,29,14.4,2,57350,35
A. K-6,OCEAN,230,BEACH HAVEN BORO,8,57,48389,9,7.9,56,49555,7
A. K-6,OCEAN,320,BERKELEY TWP,11.8,23,53201,25,12.2,22,54385,24
A. K-6,OCEAN,1150,EAGLESWOOD TWP,9.4,50,49024,12,10.1,44,52632,12
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,10.5,36,48033,7,9.8,45,50481,9
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,11.6,24,55033,34,12.2,22,57409,37
A. K-6,OCEAN,2760,LONG BEACH ISLAND,8.4,55,77273,60,8.8,53,75437,60
A. K-6,OCEAN,3800,OCEAN GATE BORO,10.2,40,46330,3,8.7,54,47405,2
A. K-6,OCEAN,3820,OCEAN TWP,9.6,46,55960,38,10.5,39,59035,39
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,10.8,33,55750,36,10.8,35,58500,38
A. K-6,OCEAN,5020,STAFFORD TWP,13.2,10,53676,28,13.4,12,54283,23
A. K-6,OCEAN,5220,TUCKERTON BORO,9.6,46,46857,4,11.1,33,47655,4
A. K-6,SUSSEX,1630,FREDON TWP,12.2,21,50015,14,12,27,53666,18
A. K-6,SUSSEX,1980,HAMPTON TWP,10.8,33,57642,41,10.8,35,65308,57
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,9.6,46,61139,51,9.1,50,56612,34
A. K-6,SUSSEX,5040,STILLWATER TWP,10.2,40,62520,54,9.8,45,62660,52
A. K-6,WARREN,400,BLAIRSTOWN TWP,13.4,6,60550,49,14.2,5,57400,36
A. K-6,WARREN,1620,FRANKLIN TWP,10.9,29,57400,40,12.2,22,59345,40
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,10.7,35,54135,31,11.6,29,55622,32
A. K-6,WARREN,2470,KNOWLTON TWP,10.1,43,58385,45,10.4,41,59513,41
A. K-6,WARREN,2970,MANSFIELD TWP,10.9,29,61005,50,12,27,61548,50
A. K-6,WARREN,5480,WASHINGTON BORO,11.4,26,59405,47,12.2,22,61530,49
A. K-6,WARREN,5530,WASHINGTON TWP,12.7,15,68225,57,12.4,21,64518,56
B. K-8 / 0 - 400,,,K-8 Average,11.9,,56685,,12.4,,58809,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,13,5,69809,60,15.7,1,67885,62
B. K-8 / 0 - 400,ATLANTIC,1540,FOLSOM BORO,13.3,3,46750,5,12.8,8,49000,6
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,8,62,49265,12,7.9,63,49265,9
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,10,36,48265,10,9.7,46,52003,17
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,7.2,65,53604,31,7.9,63,55460,34
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,10.2,34,75560,65,10.5,35,67112,61
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,11.4,18,54947,38,10.5,35,61668,53
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,9.1,49,46986,6,9,56,53807,23
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,9.1,49,54745,36,10.8,31,56853,40
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,11.5,16,56249,45,13.2,4,56249,39
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,6.9,66,55535,41,7.1,65,56144,37
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,10.9,27,53000,26,10.4,38,49000,6
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,12.4,9,54920,37,11.8,22,54099,25
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,9.4,43,59020,53,10.6,33,59020,45
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,11,24,59950,55,10.5,35,59000,44
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,12.5,6,73617,63,12.6,9,76617,66
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,4.9,68,75988,66,5.3,68,72169,64
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,8.5,57,56721,47,8.6,61,59915,48
B. K-8 / 0 - 400,CAPE MAY,4701,SEA ISLE CITY,,,,,,,,
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,5.1,67,58951,52,6.3,67,63335,56
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,9.4,43,77388,67,9.9,42,66866,59
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,8.5,57,56306,46,9,56,64228,57
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,12,12,59653,54,12.4,11,59653,47
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,9.2,45,67201,59,9.6,48,66951,60
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,8.5,57,52482,22,10.6,33,54999,30
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,10.8,28,47534,8,12.6,9,56163,38
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,11.1,22,43782,2,12.2,15,46675,5
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,14.9,1,45220,3,14.4,2,45948,3
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,8.7,55,48189,9,9.6,48,51119,13
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,10.3,32,51400,18,9.4,50,43600,1
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,11,24,74233,64,12.9,7,78213,67
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,9.2,45,55435,39,11.1,29,55435,33
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,7.3,64,56975,48,6.7,66,56880,41
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,9.7,40,62090,56,9.2,53,63225,55
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,8.6,56,42725,1,9.8,45,43725,2
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,10.1,35,53437,30,10.4,38,55102,31
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,9.8,37,73095,62,9.7,46,69485,63
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,7.6,63,55620,42,8.7,60,53060,20
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,8.5,57,46243,4,9.1,54,46243,4
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,12.1,10,53260,28,12.1,17,53190,21
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,11.7,15,49968,15,12.4,11,51022,12
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,8.9,52,58420,51,9,56,59931,49
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,11.3,20,55720,43,11.3,26,60080,50
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,11,24,50704,17,12.1,17,52719,18
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,9.2,45,53140,27,9.3,52,55850,35
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,11.1,22,55940,44,12.1,17,56025,36
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,10.4,31,78607,68,11.2,28,78607,68
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,10.8,28,52880,24,11.4,24,51293,15
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,9.2,45,54247,34,10.4,38,54391,28
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,8.8,53,51419,19,9.9,42,53976,24
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,9,51,48736,11,8.8,59,50727,11
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,8.8,53,65959,58,9.1,54,65959,58
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,11.4,18,51996,21,11.4,24,55132,32
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,10.6,30,72400,61,12.1,17,74800,65
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,12,12,62637,57,13.1,5,62487,54
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,12.1,10,50660,16,11.8,22,54209,27
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,9.8,37,54580,35,10.9,30,60895,51
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,13.1,4,53292,29,10.4,38,52988,19
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,9.8,37,57825,50,9.9,42,60990,52
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,11.5,16,52510,23,11.3,26,53485,22
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,11.3,20,52916,25,12.3,13,57365,42
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,13.5,2,51773,20,13.6,3,54166,26
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,8.4,61,55481,40,8.6,61,57700,43
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,9.6,42,49815,14,9.4,50,51155,14
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,10.3,32,57470,49,12.3,13,59185,46
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,12.5,6,49475,13,13,6,49120,8
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,9.7,40,47142,7,10.8,31,49267,10
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,11.8,14,53908,33,12.2,15,54795,29
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,12.5,6,53828,32,12.1,17,51720,16
C. K-8 / 401 - 750,,,K-8 Average,11.9,,56685,,12.4,,58809,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,8.3,63,52034,13,9,63,51417,5
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,11,38,82940,63,10.6,51,83820,63
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,11.8,24,61255,49,12.6,24,61255,46
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,13.3,5,78661,62,14.1,5,72602,61
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,10.6,45,55792,32,10.7,47,59931,39
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,9.2,61,62389,52,11.6,34,63939,54
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,12.8,11,60650,47,12.6,24,61985,49
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,13.6,2,59171,43,12.7,21,65287,55
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,13.4,4,67960,58,13.5,9,60420,42
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,12.6,14,63926,55,12.4,28,60849,44
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,13,9,62291,51,13.4,11,62291,50
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,11.7,27,71676,60,11.3,41,71676,60
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,11.2,36,50993,6,13.3,12,57268,28
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,10.8,42,56500,35,12.7,21,60000,40
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,12.1,19,51528,8,13.1,15,50800,3
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,13.1,8,53497,21,13.1,15,53198,12
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,11.9,23,52300,15,11.9,33,54410,15
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,8.8,62,53613,22,9.2,62,56063,24
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,10.6,45,50240,5,10.6,51,52020,7
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,10.9,41,61100,48,11.6,34,59830,38
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,12.4,16,56069,34,16.4,1,61579,48
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,11.3,31,57020,37,13.3,12,55518,21
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,12,22,49341,3,12.6,24,52773,8
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,9.4,60,65187,56,9.3,61,66287,56
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,11.6,28,52075,14,11.4,38,53163,11
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,11.2,36,52906,18,11.2,43,50995,4
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,12.6,14,68782,59,14.1,5,67381,57
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,10.1,53,55816,33,9.6,60,58194,32
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,11.3,31,52498,16,10.9,45,51841,6
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,9.8,58,58720,39,10.1,56,62390,52
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,10.6,45,52614,17,10.6,51,55508,20
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,11,38,54847,27,11.6,34,58242,33
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,10.2,52,55209,29,9.9,58,58480,34
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,11.3,31,61730,50,11.3,41,61128,45
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,10.1,53,52028,12,10.7,47,52937,9
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,10.5,50,54478,25,10.7,47,54604,17
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,11.3,31,59133,42,10.9,45,58808,35
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,11.8,24,65695,57,11.4,38,59470,36
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,10.1,53,59993,45,10.7,47,60405,41
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,12.9,10,51268,7,14.6,4,54534,16
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,10.8,42,43179,1,13.1,15,44437,1
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,10.6,45,53300,20,10.6,51,57600,29
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,13.5,3,54008,23,15.1,3,56850,26
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,11.3,31,52000,11,12,32,56025,23
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,11,38,53015,19,11.6,34,53015,10
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,10.6,45,55390,31,10.2,55,58060,31
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,13.2,7,63082,53,13.2,14,69051,59
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,11.8,24,56895,36,12.6,24,55140,19
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,12.2,17,54489,26,12.4,28,56995,27
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,14.3,1,55310,30,15.8,2,55085,18
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,10.7,44,51839,10,13,19,53481,13
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,12.1,19,60315,46,12.2,30,59810,37
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,13.3,5,54390,24,13.6,7,57610,30
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,12.8,11,51680,9,12.7,21,56321,25
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,9.5,59,57500,38,10.1,56,62365,51
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,11.5,29,58825,40,13.6,7,63338,53
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,12.2,17,55000,28,13.1,15,56023,22
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,9.9,56,58874,41,11,44,61458,47
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,9.9,56,75300,61,9.9,58,77150,62
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,10.3,51,50150,4,11.4,38,53520,14
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,12.1,19,63717,54,13.5,9,68036,58
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,12.7,13,59968,44,12.8,20,60780,43
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,11.4,30,47050,2,12.1,31,49200,2
D. K-8 / 751 +,,,K-8 Average,11.9,,56685,,12.4,,58809,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,11.9,57,58068,52,12.7,47,65867,74
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,11.5,66,76398,85,11.6,75,78959,86
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,10.8,78,54645,25,11.4,77,56833,31
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,12.6,36,46589,1,13,37,51554,4
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,11.7,61,55222,30,11,81,57062,32
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,13.9,5,54226,23,13.2,31,55982,24
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,10.1,86,51520,11,10.5,85,51620,5
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,11.2,74,73889,84,12.1,59,75917,83
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,14.4,2,63515,75,15.1,4,65075,70
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,13.5,8,81961,87,13.8,18,78244,85
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,10.8,78,77764,86,12.2,57,79140,87
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,14.2,3,51730,12,16.2,1,55175,20
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,10.2,85,56125,38,10.2,86,56125,27
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,14,4,59664,59,13.7,21,62728,65
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,12.8,28,58464,55,13.8,18,60314,51
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,13.4,11,49030,3,14.3,10,52500,12
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12.4,40,56778,45,12.9,39,59495,45
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,13.1,21,61419,63,14,15,61890,61
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,12.7,34,63894,76,12,61,67770,79
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,13.8,7,67040,79,13.9,17,71380,81
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,12.9,26,62000,65,13.6,22,59500,46
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,11.5,66,55431,34,13.2,31,59046,42
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,13.1,21,63165,71,13.3,27,63555,66
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,12.3,43,57125,48,12.5,51,60115,49
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,11.8,59,53057,17,12,61,55500,23
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,13.5,8,56650,43,14.9,6,60475,52
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,14.6,1,62041,67,15.1,4,66188,76
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,10.4,82,69476,81,11.4,77,77848,84
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,12.5,39,58500,56,12.8,42,61575,60
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,13.2,19,71947,83,13.5,23,60477,53
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,11,77,54763,26,11.6,75,57425,34
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,12.3,43,69511,82,13.3,27,60709,56
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,12.4,40,53309,19,14.2,11,56095,26
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,13.4,11,57716,50,14.5,7,56353,29
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,12.4,40,53374,21,15.2,3,53797,14
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,12.9,26,57825,51,14,15,60850,57
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,11.7,61,53035,16,12.5,51,52425,11
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,12.6,36,55222,30,14.4,8,58635,38
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,12.8,28,84204,88,13.2,31,87185,88
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,12.6,36,63247,72,12.9,39,60938,58
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,11.6,64,56040,37,11.9,68,58944,41
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,11.5,66,60165,60,11.8,71,63991,67
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,13.9,5,49558,5,15.7,2,49612,2
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,12.1,52,52855,14,12,61,52850,13
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,11.6,64,56808,46,12.1,59,53818,15
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,10.4,82,57223,49,10.9,82,57223,33
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,11.4,69,55130,29,11.4,77,57670,36
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,9.6,88,58105,53,10,88,61125,59
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,10.4,82,62040,66,10.6,83,66009,75
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13.5,8,51875,13,13.8,18,51820,7
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,12.1,52,48430,2,11.9,68,49255,1
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,13.1,21,54240,24,12.8,42,52240,10
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,12.8,28,55425,33,13.4,26,57700,37
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,11.3,72,49710,6,11.7,73,54700,18
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,13.3,15,56538,40,14.1,12,59408,44
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,13.3,15,51500,10,13.5,23,58770,40
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,13,24,52955,15,13.2,31,55370,21
