GROUP,CONAME,DIST,DISTNAME,PP110,RK110,PCT110,PP210,RK210,PCT210,PP310,RK310,PCT310
A. K-6,,,1. State average - Operating Type K-6,1418,,,1432,,,1453,,
A. K-6,,,2. State median - Operating Type K-6,1384,,,1395,,,1434,,
A. K-6,,,5. State average - All operating types,1653,,,1658,,,1698,,
A. K-6,,,6. State median - All operating types,1528,,,1496,,,1562,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1345,27,0.108,1290,24,0.112,1298,19,0.122
A. K-6,BERGEN,3870,ORADELL BORO,1385,31,0.124,1322,27,0.116,1318,23,0.116
A. K-6,BERGEN,4410,RIVER EDGE BORO,1050,7,0.096,1034,9,0.094,1105,6,0.095
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1947,49,0.105,1671,41,0.086,1940,48,0.093
A. K-6,BURLINGTON,200,BASS RIVER TWP,2262,55,0.135,1917,48,0.137,1866,47,0.132
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1461,33,0.129,1307,26,0.115,1729,43,0.150
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1163,16,0.109,1398,31,0.118,1403,30,0.123
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2238,54,0.142,2098,52,0.132,2225,50,0.136
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1723,45,0.141,1437,34,0.111,1648,39,0.125
A. K-6,CAMDEN,810,CHESILHURST,1694,43,0.096,,,0.000,,,0.000
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1364,28,0.123,1303,25,0.108,1300,20,0.110
A. K-6,CAMDEN,5560,WATERFORD TWP,1676,42,0.131,1807,45,0.131,1469,32,0.123
A. K-6,CAPE MAY,710,CAPE MAY CITY,2184,53,0.147,2274,54,0.144,2445,53,0.140
A. K-6,CAPE MAY,2840,LOWER TWP,1659,40,0.140,1578,40,0.130,1504,33,0.123
A. K-6,CAPE MAY,4700,SEA ISLE CITY,,,0.000,,,0.000,6690,60,0.197
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,2616,57,0.123,2582,56,0.117,4193,59,0.139
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1382,30,0.094,1398,31,0.093,1788,44,0.114
A. K-6,ESSEX,1465,FAIRFIELD TWP,1229,19,0.108,1279,23,0.108,1334,24,0.105
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1846,46,0.126,1793,44,0.127,1703,40,0.115
A. K-6,ESSEX,4530,ROSELAND BORO,1460,32,0.119,1185,13,0.093,1297,18,0.104
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1239,21,0.132,1245,19,0.125,1270,16,0.128
A. K-6,GLOUCESTER,1330,ELK TWP,1113,12,0.103,1148,11,0.103,1216,12,0.111
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1261,23,0.128,1395,30,0.132,1557,36,0.146
A. K-6,GLOUCESTER,2070,HARRISON TWP,1213,18,0.128,1174,12,0.122,1178,11,0.120
A. K-6,GLOUCESTER,2990,MANTUA TWP,1258,22,0.122,1217,18,0.109,1250,14,0.117
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1278,24,0.109,1266,21,0.111,1397,28,0.116
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1282,25,0.131,1193,15,0.127,1348,25,0.152
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1091,10,0.121,1094,10,0.114,1121,9,0.123
A. K-6,GLOUCESTER,5590,WENONAH BORO,1133,14,0.116,932,4,0.092,875,3,0.087
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,995,5,0.079,967,7,0.080,1106,7,0.084
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,868,1,0.076,832,1,0.072,776,1,0.075
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1617,39,0.096,1478,36,0.082,1804,46,0.106
A. K-6,HUNTERDON,2590,LEBANON BORO,2027,52,0.101,1948,49,0.097,2285,52,0.109
A. K-6,HUNTERDON,5050,STOCKTON BORO,1948,50,0.122,2076,51,0.141,2281,51,0.146
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,945,4,0.077,966,6,0.075,1117,8,0.086
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1660,41,0.114,1247,20,0.086,1302,21,0.092
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,2567,56,0.133,2336,55,0.129,2501,55,0.132
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1234,20,0.093,2057,50,0.122,2500,54,0.150
A. K-6,MORRIS,3240,MINE HILL TWP,1561,38,0.139,1351,29,0.125,1583,38,0.137
A. K-6,OCEAN,230,BEACH HAVEN BORO,3033,58,0.167,2989,58,0.152,2523,56,0.141
A. K-6,OCEAN,320,BERKELEY TWP,1925,48,0.163,1779,43,0.148,1727,41,0.134
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1461,33,0.098,1535,38,0.105,1545,35,0.114
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,3244,59,0.199,2921,57,0.178,2886,57,0.188
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1087,9,0.093,1267,22,0.103,944,4,0.076
A. K-6,OCEAN,2760,LONG BEACH ISLAND,3335,60,0.156,3620,59,0.150,3499,58,0.164
A. K-6,OCEAN,3800,OCEAN GATE BORO,1974,51,0.148,2164,53,0.139,1727,41,0.120
A. K-6,OCEAN,3820,OCEAN TWP,1853,47,0.123,1885,47,0.118,2064,49,0.131
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,1333,26,0.093,1339,28,0.098,1401,29,0.105
A. K-6,OCEAN,5020,STAFFORD TWP,1464,35,0.123,1868,46,0.149,1801,45,0.137
A. K-6,OCEAN,5220,TUCKERTON BORO,1699,44,0.129,1744,42,0.137,1568,37,0.136
A. K-6,SUSSEX,1630,FREDON TWP,1092,11,0.098,1199,16,0.105,1254,15,0.104
A. K-6,SUSSEX,1980,HAMPTON TWP,1487,37,0.114,1403,33,0.107,1302,21,0.102
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,1372,29,0.095,1543,39,0.102,1534,34,0.098
A. K-6,SUSSEX,5040,STILLWATER TWP,1114,13,0.092,1208,17,0.094,1294,17,0.094
A. K-6,WARREN,400,BLAIRSTOWN TWP,876,2,0.084,920,3,0.078,970,5,0.086
A. K-6,WARREN,1620,FRANKLIN TWP,1202,17,0.101,1459,35,0.112,1465,31,0.102
