GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,12.7,24,16.6,2
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,13.3,19,11.7,35
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,11.7,34,11.3,36
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12.2,30,13.6,23
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,13.3,19,12.9,26
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,12,32,12.1,31
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,13.5,18,15.2,11
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,14,12,14.2,17
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,12.6,27,11.3,36
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,13.3,19,14.7,13
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,11.7,34,11.3,36
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,12.7,24,12.4,28
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,11.7,34,12,32
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,14,12,14.4,16
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,10.7,41,11.1,41
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,16.1,1,15.4,9
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,12.3,29,12.2,30
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,11.1,39,11.3,36
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,9.6,44,9,45
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,12.8,23,12,32
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,12,32,15.6,7
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,15.8,3,15.5,8
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,15,5,16,5
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12.2,30,13.8,21
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,12.5,28,12,32
F. K-12 / 1801 - 350,,,K-12 Average,15.4,,16,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,10.3,66,11.6,60
F. K-12 / 1801 - 3500,BERGEN,300,BERGENFIELD BORO,14.9,23,14.5,35
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,18.2,5,16.2,16
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,14.7,29,13.8,42
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,12.3,53,12.3,58
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,16,14,17.2,13
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,17,10,15.7,20
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,14.8,25,14.4,37
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,11.7,60,12.6,55
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,14.4,34,14.4,37
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,14.4,34,15.2,27
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,17.9,7,17.4,10
F. K-12 / 1801 - 3500,BERGEN,4370,RIDGEFIELD BORO,13,45,17.1,14
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,11.8,59,11.4,63
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,13,45,13.6,46
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,11,64,11.6,60
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,12.6,50,11.4,63
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,15.9,16,15.4,25
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,15.4,19,14.6,32
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,13.1,44,12.9,53
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,14.2,37,13.4,51
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,10.8,65,10.8,67
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,18.3,4,18.3,4
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,12.1,55,12.3,58
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,13.8,41,15.3,26
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,12.4,51,13.5,50
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,13.8,41,13.8,42
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,17.6,8,19.2,2
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,18.8,1,17.8,8
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,16.9,11,16.1,17
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,15,22,17.9,6
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,11.9,57,10.9,66
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,14.9,23,17.6,9
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,16.8,12,15.2,27
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,9.7,67,9.8,68
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,12.4,51,17.3,11
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,12.1,55,13.6,46
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,18.8,1,22.7,1
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,11.5,61,13.6,46
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,15.5,18,14.5,35
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,13.3,43,15.7,20
F. K-12 / 1801 - 3500,MIDDLESEX,4970,SPOTSWOOD BORO,14.5,31,14.6,32
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,11.1,63,14.3,39
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,14.4,34,14,41
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,15.4,19,15.7,20
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,15.8,17,14.3,39
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,12.7,49,11,65
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,12.2,54,13.6,46
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,14.8,25,15.7,20
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,16,14,18,5
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,18.1,6,17.9,6
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,18.8,1,18.4,3
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,14.5,31,15.8,19
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,16.5,13,17.3,11
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,13.9,40,15.5,24
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,12.9,48,12.6,55
F. K-12 / 1801 - 3500,SALEM,4150,PITTSGROVE TWP,9.5,69,9.2,69
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,17.3,9,17,15
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,14.8,25,13.8,42
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,14,39,14.8,30
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,14.1,38,12.4,57
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,14.6,30,13.7,45
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,14.8,25,14.6,32
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,9.7,67,11.5,62
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,15.2,21,14.9,29
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,14.5,31,15.9,18
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,13,45,14.8,30
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,11.4,62,12.9,53
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,11.9,57,13.1,52
G. K-12 / 3501 +,,,K-12 Average,15.4,,16,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,17.1,51,17.1,61
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,19.1,16,18,46
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,15.2,82,15.1,88
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,15.3,80,15.4,84
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,17.7,41,18.2,42
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,14.1,95,16.5,68
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,14.7,88,17.5,56
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,11.7,103,12.4,102
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,16.2,67,16.5,68
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,17,53,18.9,28
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,17.2,49,17.6,55
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,12.3,100,13.8,98
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,16,70,16.6,67
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,16,70,14.8,89
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,16.4,64,16.5,68
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,11.7,103,11.9,103
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,13,98,11.1,105
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,20.5,10,23.1,4
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,18.1,31,18.7,33
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,19.7,13,21.6,10
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,13.8,96,14.2,92
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,14.3,92,14,96
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,18.3,26,20.7,15
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,15.8,73,21.4,11
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,15.6,76,16.4,71
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,19,18,19,27
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,17.8,36,15.3,85
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,15.4,79,15.7,79
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,16.2,67,18,46
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,18,33,20.4,17
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,7.7,106,8.7,106
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,18.9,19,18.8,32
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,15.9,72,15.8,77
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,16.8,58,15.8,77
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,18.2,30,18.6,35
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,17.1,51,18.9,28
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,19.1,16,20.7,15
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,16.9,55,17.3,57
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,17.2,49,18.2,42
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,17.7,41,17.9,51
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,16.8,58,17.3,57
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,14.2,93,15.2,86
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,12.3,100,13.4,100
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,11.3,105,11.9,103
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,15.1,83,15.7,79
G. K-12 / 3501 +,MERCER,1430,EWING TWP,15.8,73,18.1,44
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,18.3,26,18.9,28
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,15.7,75,15.2,86
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,15,85,15.5,83
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,15.1,83,14.5,91
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,15,85,17.3,57
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,19.2,15,21.7,9
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,14.9,87,14.8,89
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,17.3,48,18.4,40
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,22.8,1,26.5,2
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,20.6,9,24.2,3
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,16.2,67,18.5,39
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,16.3,66,14.1,93
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,18.6,24,18.9,28
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,18.3,26,22.1,8
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,17.8,36,19.1,26
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,18.9,19,19.5,22
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,14.6,90,15.9,74
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,17.9,34,19.2,24
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,17.4,46,18.6,35
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,21.4,6,20.8,14
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,17.9,34,18.7,33
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,18.9,19,19.2,24
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,14.6,90,15.9,74
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,15.5,78,15.7,79
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,16.9,55,18.1,44
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,12.1,102,12.8,101
G. K-12 / 3501 +,MORRIS,2380,JEFFERSON TWP,14.2,93,14.1,93
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,17.6,43,20.2,19
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,18.8,22,18.6,35
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,17.8,36,16.8,65
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,21.5,3,22.6,6
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,21.5,3,20.3,18
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,16.6,62,16.7,66
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,19.5,14,20.1,20
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,20.5,10,21.1,12
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,17,53,17.1,61
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,20.2,12,21.1,12
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,17.8,36,18,46
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,16.7,61,18.6,35
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,14.7,88,20.1,20
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,16.9,55,13.7,99
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,18.1,31,18,46
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,13.6,97,14.1,93
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,17.5,44,17.9,51
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,22.2,2,22.3,7
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,18.4,25,16.3,72
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,20.7,7,22.8,5
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,18.3,26,18,46
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,18.7,23,17.2,60
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,17.8,36,15.9,74
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,16.4,64,17.9,51
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,21.5,3,29.2,1
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,16.8,58,17,63
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,15.6,76,16.3,72
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,15.3,80,16.9,64
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,17.5,44,18.3,41
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,12.9,99,13.9,97
G. K-12 / 3501 +,UNION,5290,UNION TWP,17.4,46,17.9,51
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,20.7,7,19.4,23
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,16.5,63,15.7,79
H. 7-12 / 9-12,,,7-12 Average,12.1,,12.8,
H. 7-12 / 9-12,,,9-12 Average,11.7,,11.8,
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,11.5,23,10,36
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,17.7,1,14.5,5
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,12.8,14,8.8,44
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,13.6,8,13.3,11
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,10.9,26,12,21
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,9.7,39,8.9,42
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,10,36,9.2,41
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,11,25,11.2,28
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,17.6,2,17.6,1
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,11.9,18,12.1,19
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,9.8,38,10.9,30
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,9.4,42,9.6,39
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,12.5,15,12.2,18
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,8.8,45,7.3,46
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,15.1,5,16,2
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,10.2,32,10.1,35
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,9.5,41,11.6,27
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,13.1,11,13.2,12
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,8.7,46,8.9,42
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,14,6,13.7,8
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,12.9,12,13.2,12
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,9.7,39,11.2,28
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,13.6,8,13.4,10
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,10.5,29,12.1,19
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,10.2,32,9.7,38
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,11.8,19,12.9,15
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,9,43,12,21
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,10.5,29,10.9,30
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,10.8,27,10,36
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,8.9,44,10.3,34
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,16.8,3,8.5,45
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,10.7,28,12,21
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,13.4,10,14.4,6
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,15.5,4,14.7,4
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,12.1,17,13.7,8
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,12.9,12,12.8,16
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,14,6,14.1,7
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,10,36,11.7,26
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,11.1,24,11.9,24
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,10.3,31,10.6,32
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,11.8,19,12.4,17
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,10.1,35,10.6,32
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,12.4,16,13,14
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,10.2,32,9.4,40
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,7.6,47,7,47
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,11.6,21,11.8,25
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,11.6,21,15.9,3
I. CSSD,,,CSSD Average,13.7,,14.9,
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,15.2,2,14.8,3
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,17.6,1,18.6,1
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,13.8,4,14.8,3
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,11.8,6,13.1,5
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,9.4,8,10.8,8
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,15.2,2,17.9,2
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,12.2,5,11.9,7
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,11.5,7,12,6
J. VOC,,,VOCATIONAL Average,10.6,,11.5,
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,11.8,8,12,8
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,15.9,1,16.5,1
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,14.4,2,15,2
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,9.2,14,10.5,14
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,9.3,13,10.2,15
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,6.2,18,5.8,19
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,12.2,7,13.2,4
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,13.9,3,11,13
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,12.8,5,11.7,9
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,5.3,20,5.7,21
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,5.5,19,6,18
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,10.1,12,11.3,12
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,13.4,4,14.1,3
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,9.1,15,7,16
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,12.3,6,12.4,7
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,8.5,16,13,5
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,5.2,21,5.8,19
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,6.5,17,6.9,17
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,11.2,10,12.5,6
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,10.9,11,11.6,10
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,11.8,8,11.5,11
K. CHARTER,,,CHARTER Average,10.1,,9.9,
K. CHARTER,ATLANTIC,6612,Galloway Community CS,10.3,29,8.7,39
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,8.7,38,7.5,44
K. CHARTER,ATLANTIC,7420,Oceanside CS,8.7,38,6.2,55
K. CHARTER,ATLANTIC,7520,PleasanTech Academy CS,7.6,42,8.7,39
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,31,4,20,10
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,10,32,10,33
K. CHARTER,BERGEN,7890,Teaneck Community CS,13,15,12.5,20
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,4,61,7.7,43
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,,,6.5,54
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,9.3,36,21.2,7
K. CHARTER,CAMDEN,6027,Institute of Excellence Charter School,,,12.3,22
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,18.4,10,19.2,12
K. CHARTER,CAMDEN,6215,Camden's Promise CS,9.8,35,14.1,16
K. CHARTER,CAMDEN,6232,Environment Community CS,53,2,48.3,2
