GROUP,CONAME,DIST,DISTNAME,PP16,RK16,PCT16,PP26,RK26,PCT26,PP36,RK36,PCT36
A. K-6,,,1. State average - Operating Type K-6,1800,,,1866,,,1931,,
A. K-6,,,2. State median - Operating Type K-6,1901,,,1880,,,1907,,
A. K-6,,,5. State average - All operating types,2020,,,2116,,,2116,,
A. K-6,,,6. State median - All operating types,1799,,,1872,,,1875,,
A. K-6,BERGEN,1270,EDGEWATER BORO,2359,48,0.189,1791,28,0.155,1980,34,0.186
A. K-6,BERGEN,3870,ORADELL BORO,1944,33,0.174,2015,37,0.177,1874,29,0.165
A. K-6,BERGEN,4410,RIVER EDGE BORO,1902,31,0.174,1781,27,0.162,1789,20,0.154
A. K-6,BERGEN,4620,SADDLE RIVER BORO,5031,59,0.272,5431,59,0.279,5700,58,0.274
A. K-6,BURLINGTON,200,BASS RIVER TWP,3686,57,0.220,2432,48,0.173,2342,45,0.166
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,2062,41,0.182,1976,34,0.174,1865,28,0.162
A. K-6,BURLINGTON,2960,MANSFIELD TWP,2001,36,0.187,1756,25,0.148,1815,23,0.159
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2166,44,0.137,2209,45,0.139,2227,40,0.136
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1382,13,0.113,2135,42,0.166,1916,32,0.145
A. K-6,CAMDEN,810,CHESILHURST,3485,56,0.198,,,0.000,,,0.000
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1188,8,0.107,1562,16,0.129,2033,36,0.172
A. K-6,CAMDEN,5560,WATERFORD TWP,2381,49,0.186,2618,50,0.190,2485,50,0.208
A. K-6,CAPE MAY,710,CAPE MAY CITY,2006,38,0.135,2316,47,0.146,2229,41,0.128
A. K-6,CAPE MAY,2840,LOWER TWP,1855,29,0.156,2013,36,0.166,1919,33,0.157
A. K-6,CAPE MAY,4700,SEA ISLE CITY,,,0.000,,,0.000,7315,60,0.216
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,2588,51,0.122,2924,53,0.133,6321,59,0.210
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2332,47,0.159,2649,51,0.177,2417,46,0.154
A. K-6,ESSEX,1465,FAIRFIELD TWP,1478,19,0.130,1552,15,0.131,1766,19,0.139
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1900,30,0.130,1918,33,0.136,2071,37,0.140
A. K-6,ESSEX,4530,ROSELAND BORO,1393,14,0.114,1730,24,0.136,1860,26,0.149
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1581,24,0.169,1446,11,0.146,1511,13,0.152
A. K-6,GLOUCESTER,1330,ELK TWP,1430,16,0.132,1415,10,0.127,1382,8,0.126
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1319,11,0.134,1379,8,0.130,1296,6,0.122
A. K-6,GLOUCESTER,2070,HARRISON TWP,969,2,0.103,963,1,0.100,946,1,0.096
A. K-6,GLOUCESTER,2990,MANTUA TWP,1496,20,0.145,1528,14,0.137,1549,15,0.145
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,2071,42,0.176,2055,39,0.180,2122,38,0.176
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1186,7,0.122,1252,4,0.133,1387,9,0.157
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1185,6,0.131,1350,6,0.141,1089,2,0.119
A. K-6,GLOUCESTER,5590,WENONAH BORO,1251,10,0.128,1674,18,0.165,1677,17,0.166
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1579,23,0.126,1471,12,0.121,1722,18,0.131
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1431,17,0.126,1715,23,0.148,1468,11,0.142
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,2864,53,0.170,2851,52,0.158,3113,54,0.182
A. K-6,HUNTERDON,2590,LEBANON BORO,5590,60,0.280,4939,58,0.247,5376,57,0.257
A. K-6,HUNTERDON,5050,STOCKTON BORO,943,1,0.059,1379,8,0.094,1516,14,0.097
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1996,35,0.164,2152,44,0.167,2237,42,0.171
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,2060,40,0.141,1648,17,0.113,1811,22,0.129
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,4368,58,0.227,4551,57,0.251,4594,56,0.243
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1120,4,0.084,1249,3,0.074,1398,10,0.084
A. K-6,MORRIS,3240,MINE HILL TWP,1545,21,0.138,1517,13,0.140,1266,4,0.109
A. K-6,OCEAN,230,BEACH HAVEN BORO,2320,46,0.128,2616,49,0.133,2431,47,0.136
A. K-6,OCEAN,320,BERKELEY TWP,1411,15,0.119,1687,19,0.140,1817,24,0.141
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1141,5,0.076,2119,41,0.145,1587,16,0.117
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1219,9,0.075,1261,5,0.077,1280,5,0.083
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,2019,39,0.173,2233,46,0.181,2480,49,0.200
A. K-6,OCEAN,2760,LONG BEACH ISLAND,3435,55,0.161,4302,56,0.178,4139,55,0.194
A. K-6,OCEAN,3800,OCEAN GATE BORO,2797,52,0.209,3069,54,0.197,2833,52,0.196
