GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,GLOUCESTER,5590,WENONAH BORO,175.7,19,57584,8,253,4,99567,32
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,127.9,35,73388,12,126.9,36,87975,17
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,196.7,13,57115,6,155.7,27,63138,7
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,79.5,54,107043,47,91,47,106750,44
A. K-6,HUNTERDON,2590,LEBANON BORO,85,50,122309,57,75,53,126232,56
A. K-6,HUNTERDON,5050,STOCKTON BORO,46.3,58,103500,43,53.8,58,107000,45
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,129.5,34,133334,58,122.5,37,136001,58
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,89.1,47,84140,14,107.6,43,82983,12
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,80,53,37877,4,57.2,56,84435,13
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,33.6,59,70683,11,23.8,60,47872,3
A. K-6,MORRIS,3240,MINE HILL TWP,207.2,9,57400,7,283.6,3,85967,15
A. K-6,OCEAN,230,BEACH HAVEN BORO,76,55,120565,54,75,53,125000,54
A. K-6,OCEAN,320,BERKELEY TWP,223.3,5,121500,55,224.1,7,126000,55
A. K-6,OCEAN,1150,EAGLESWOOD TWP,74,56,95438,25,68,55,74188,10
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,94.2,45,86673,17,102.5,46,56840,6
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,167,21,93000,22,166.7,22,98989,31
A. K-6,OCEAN,2760,LONG BEACH ISLAND,85.4,49,108407,49,84.3,50,68060,8
A. K-6,OCEAN,3800,OCEAN GATE BORO,82.5,51,95459,26,78,52,92242,21
A. K-6,OCEAN,3820,OCEAN TWP,132.5,33,100466,37,154.3,29,103819,38
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,222,6,1,1,212,10,1,1
A. K-6,OCEAN,5020,STAFFORD TWP,184.8,17,96140,27,197.3,15,97069,27
A. K-6,OCEAN,5220,TUCKERTON BORO,150.5,27,96183,28,162,24,98000,29
A. K-6,SUSSEX,1630,FREDON TWP,115.7,42,97818,30,111.7,42,97818,28
A. K-6,SUSSEX,1980,HAMPTON TWP,135,31,101970,39,129.7,35,106304,42
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,135.8,30,105000,44,158,26,105000,41
A. K-6,SUSSEX,5040,STILLWATER TWP,124.4,39,106590,45,117.2,40,115066,49
A. K-6,WARREN,400,BLAIRSTOWN TWP,160.5,23,98370,31,135.6,33,90500,20
A. K-6,WARREN,1620,FRANKLIN TWP,127.2,36,99036,33,115.6,41,101809,33
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,93.5,46,98869,32,89,48,102458,34
A. K-6,WARREN,2470,KNOWLTON TWP,147.4,28,66000,10,132.9,34,70000,9
A. K-6,WARREN,2970,MANSFIELD TWP,236.3,4,91000,19,227.3,6,92365,22
A. K-6,WARREN,5480,WASHINGTON BORO,183.7,18,87000,18,179.7,17,88800,18
A. K-6,WARREN,5530,WASHINGTON TWP,162,22,92524,21,154.5,28,92524,23
B. K-8 / 0 - 400,,,K-8 Average,166.9,,108974,,174.8,,111070,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,88.1,49,82160,18,83.9,52,65728,13
B. K-8 / 0 - 400,ATLANTIC,1540,FOLSOM BORO,99.8,41,65162,8,132.7,24,78804,19
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,79.3,57,69270,11,78,56,73646,16
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,110.5,32,90359,33,105.5,35,94156,40
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,41.2,67,106299,53,45.3,67,109500,54
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,91,47,104500,52,90.3,47,104500,52
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,177.1,12,133962,67,155,13,139162,67
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,155.7,15,74000,13,264,4,120000,60
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,58.2,64,61294,6,68.8,64,93940,39
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,132.5,23,97286,40,139.5,19,101107,48
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,,,,,,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,83.3,52,83410,23,80,54,83410,24
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,306,1,113333,57,292,2,117400,59
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,210.8,4,56727,2,145.9,15,40400,2
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,88,50,61400,7,84.3,51,61400,7
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,180.5,11,103296,49,322,1,126622,65
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,69,60,61232,4,77,57,64293,9
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,83.4,51,84430,26,83.1,53,88018,33
B. K-8 / 0 - 400,CAPE MAY,4701,SEA ISLE CITY,,,,,,,,
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,61,63,61232,4,75,58,64293,9
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,148.5,17,72455,12,140,17,73955,17
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,110,33,90946,34,107,33,93384,38
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,192.5,7,97820,42,188.5,8,99340,45
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,172,13,93000,36,135.8,21,51700,4
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,46.7,65,82295,20,48.7,66,82295,22
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,194.5,6,110199,56,172.3,10,76000,18
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,134,21,89792,32,135,22,12000,1
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,102.1,38,55000,1,98.3,39,57063,5
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,138.9,20,120158,62,152.2,14,125445,64
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,121.5,26,83539,24,113.1,32,83561,26
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,113.3,31,120000,60,101.3,37,84635,27
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,97.5,42,82526,21,128.5,26,71764,15
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,82.1,53,102500,48,68.9,63,104218,50
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,100.5,40,97668,41,96.5,43,98645,44
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,80,56,67110,10,89.2,48,69111,14
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,81,55,107248,55,96.5,43,85954,28
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,91.7,46,93354,37,97.3,42,94354,41
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,43.5,66,121649,64,52.6,65,122247,62
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,125,25,65582,9,130,25,65135,11
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,107,34,96108,39,101.3,37,100144,47
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,199.5,5,126728,65,198,6,126728,66
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,89.5,48,116387,59,93.5,45,117088,58
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,93,44,114063,58,74.4,59,113398,57
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,127.7,24,75162,15,173,9,110030,55
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,104,35,132501,66,102,36,120000,60
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,189,9,120128,61,127,27,100141,46
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,190,8,84730,27,143,16,65250,12
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,102,39,101700,47,105.7,34,105000,53
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,67.5,62,57200,3,73.1,60,58058,6
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,77.9,58,120168,63,88.4,49,124105,63
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,104,35,84240,25,93,46,87612,32
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,143.3,18,104482,51,134.7,23,104482,51
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,188,10,98000,43,167.3,11,42376,3
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,133.6,22,79981,17,137.9,20,83440,25
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,118.3,27,79957,16,119.3,30,82356,23
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,262.7,3,82810,22,256.7,5,86510,31
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,142.5,19,100048,46,140,17,96250,42
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,93,44,98420,44,86,50,98420,43
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,103.3,37,87675,30,98,41,91357,35
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,82.1,53,86270,29,79.4,55,86270,29
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,114.6,30,82230,19,126.7,28,86272,30
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,163.2,14,89320,31,164.2,12,91553,36
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,70,59,99591,45,71.5,61,101795,49
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,264,2,104332,50,125.8,29,82166,21
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,149,16,94323,38,269.1,3,62250,8
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,69,60,86123,28,69.3,62,89700,34
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,95.3,43,106798,54,98.3,39,111070,56
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,116,28,91293,35,115.3,31,93119,37
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,116,28,74535,14,189.5,7,80610,20
C. K-8 / 401 - 750,,,K-8 Average,166.9,,108974,,174.8,,111070,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,106.9,59,91205,7,92.4,62,91205,7
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,115.2,53,105000,28,129.3,51,111311,42
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,140.8,32,93780,13,140,44,102182,23
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,114.4,55,123600,56,118.2,57,117875,51
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,174.2,16,136127,62,165.5,23,134639,59
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,123.5,46,141970,63,174.2,16,120000,54
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,178,12,108714,38,229,5,119744,52
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,220.5,4,108000,37,464,1,158100,63
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,194.3,7,120473,54,206.3,11,145652,62
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,195.7,6,107500,35,218.9,9,111263,41
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,366.5,1,134550,61,359.4,2,123900,56
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,182,11,111692,44,151,35,114484,49
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,98,63,90583,6,155,31,81267,4
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,166.7,20,110456,42,152.9,33,101296,20
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,174.8,14,84413,5,351,3,103310,26
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,139,35,98248,18,135.8,47,100229,18
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,190.6,8,91500,8,207,10,96250,13
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,100.5,62,107591,36,121.9,56,93808,10
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,127.3,43,100223,22,168,22,104406,28
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,229.5,3,94450,14,219.5,8,94450,11
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,121.3,49,105589,32,118,59,107693,36
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,134.7,37,75000,2,146.8,40,80000,3
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,210,5,113222,47,143.3,41,90000,5
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,106.5,60,96523,16,154,32,93132,8
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,169,19,105492,31,187.4,13,101547,21
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,120.9,51,92782,10,308,4,110640,39
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,139.7,34,105955,33,140,44,100873,19
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,151,27,84024,4,152.1,34,78280,2
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,127.1,44,105175,29,140.9,43,99838,17
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,123,47,113447,48,111.1,60,111922,43
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,112.2,56,112885,46,91,63,105943,30
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,174.7,15,99652,20,169,21,101645,22
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,115.2,53,105971,34,109.8,61,107561,35
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,147.1,29,93626,11,141.8,42,95686,12
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,131.8,40,105418,30,163.8,28,106010,31
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,150,28,104400,27,133.8,48,107010,32
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,131,41,102650,24,149,37,107283,34
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,177.3,13,110344,41,173.3,17,110344,38
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,124.2,45,113516,49,124.4,53,115786,50
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,134.6,38,93769,12,164.8,25,107251,33
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,169.3,18,109492,40,169.8,19,112777,46
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,132.9,39,101426,23,172.2,18,121000,55
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,243,2,109350,39,224,6,110990,40
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,134.8,36,97534,17,131,49,97534,14
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,174.1,17,114639,51,162,29,112143,44
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,120.8,52,119628,52,164.2,27,112500,45
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,151.1,26,111750,45,146.9,39,113985,48
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,111.2,57,133669,60,139.4,46,139157,61
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,160.3,24,102766,25,160,30,102766,24
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,146.9,30,99519,19,221.7,7,99519,16
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,164.2,22,81900,3,169.2,20,90000,5
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,122.4,48,124203,57,124.2,54,134885,60
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,164.4,21,114201,50,165.1,24,103750,27
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,184.4,10,99702,21,206.2,12,70923,1
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,121,50,123452,55,118.2,57,105000,29
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,106.5,60,119788,53,150.7,36,113610,47
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,142.6,31,127917,59,176.5,15,131610,58
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,108.7,58,110629,43,129.4,50,119893,53
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,156.3,25,95250,15,148.5,38,103079,25
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,129,42,124405,58,129,52,126945,57
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,161.3,23,42895,1,122.8,55,97861,15
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,185.8,9,104248,26,181.8,14,93750,9
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,140.4,33,92391,9,164.4,26,108645,37
D. K-8 / 751 +,,,K-8 Average,166.9,,108974,,174.8,,111070,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,203.5,20,95127,9,212.8,20,100081,13
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,162.6,66,109294,36,159.4,69,109294,33
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,195.1,26,107641,32,203.6,24,109797,39
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,235.4,5,88261,2,246.8,6,96579,8
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,157.5,71,109077,34,150.2,76,113168,43
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,206.3,15,95607,10,250,5,100013,12
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,156,74,109149,35,150.9,75,86432,3
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,190.6,33,96976,11,196.6,31,100952,16
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,187.8,38,130917,80,191.4,39,122548,60
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,162.6,66,120913,60,187.5,42,131229,75
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,176.3,49,124322,70,131,85,104499,22
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,137.1,81,133825,81,175.8,57,138424,80
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,181.6,44,136071,83,158.1,71,141960,83
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,205.7,17,139500,86,199.7,25,145500,86
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,224.1,7,125122,71,168.9,59,129182,72
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,230.5,6,123577,69,231,8,129255,73
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,164.5,63,134454,82,165.3,66,124200,64
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,212.1,11,146602,88,210.8,21,154277,88
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,218.3,10,127444,74,165.2,67,139641,82
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,267.3,2,138776,85,277.4,4,145021,85
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,163.1,64,130032,79,160,68,123760,62
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,141.5,80,129969,77,136.2,81,128705,70
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,247.1,3,145445,87,230.3,9,148078,87
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,125.3,86,102176,19,121.9,88,107387,28
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,200.5,22,108750,33,197.1,30,106043,25
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,167.9,61,105651,28,184.2,48,104105,21
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,222.9,8,104999,24,217.3,18,109744,38
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,110.9,88,102300,21,124.1,87,103950,19
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,187.8,38,102206,20,195.2,35,103238,18
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,186.8,41,110433,37,187.1,43,109650,37
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,132.3,85,113266,44,133,84,116421,48
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,172.4,55,112055,43,154.8,72,93450,5
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,157.7,70,107053,30,179.8,53,109000,31
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,159.9,68,102095,18,191,40,105688,23
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,181.5,45,93000,5,196,33,100000,11
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,205.6,18,98369,12,228.7,12,100684,15
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,165.2,62,99465,15,166.6,65,99465,9
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,176.2,50,99570,16,177.2,55,104100,20
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,183.1,42,138162,84,198.7,28,143412,84
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,209.6,13,94705,8,178.9,54,92125,4
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,157.3,72,105500,27,148.8,77,109500,34
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,135.2,83,99015,14,152.5,74,101614,17
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,145.3,77,118408,52,204.4,23,122835,61
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,190,36,119808,56,168,62,111784,42
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,172.4,55,111414,40,181.4,52,114052,44
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,195,27,113447,45,152.6,73,115000,46
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,158.8,69,111547,41,184.3,47,116289,47
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,144.6,79,120309,59,135.2,82,123918,63
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,156.9,73,115300,49,176.2,56,131850,76
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,168.2,60,122072,63,170,58,122072,58
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,136,82,105875,29,128.6,86,110889,40
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,179.2,47,113887,48,197.7,29,116969,49
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,182.7,43,126924,72,222.6,15,137568,79
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,132.8,84,111325,39,134.3,83,108983,30
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,206.3,15,105363,25,229.3,11,107094,26
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,211.5,12,123215,68,220.9,17,126409,67
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,174,53,113620,46,191,40,109560,35
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,112.6,87,90563,4,199,26,100589,14
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,244.8,4,104000,22,324.7,2,114855,45
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,176,51,118585,53,195.6,34,119290,52
D. K-8 / 751 +,MONMOUTH,5230,UNION BEACH,175,52,99750,17,167.4,64,99750,10
