CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
1,10,9074714,5969200,5699529,228682,40989,1179953,1065751,996212,813802,785165,442036,0,40037,2536,815,ABSECON CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,110,116994129,69611177,64958987,3298636,1353554,18181102,16027528,10675605,7347835,15788534,8387081,660000,1343939,493464,6412,ATLANTIC CITY,ATLANTIC,G. K-12 / 3501 +,3,A,,1,ATLANTIC
1,120,10827865,5607508,5087037,320781,199690,1093316,1022977,1473648,1205061,2367712,1065265,115577,30696,70972,800,ATLANTIC CO VOCATIONAL,ATLANTIC,J. VOC,8,,,1,ATLANTIC
1,125,19404081,11375183,10901752,220640,252791,3899635,3679941,2169956,1900315,1718342,858309,128078,0,61136,476,ATLANTIC CO SPECIAL SERV,ATLANTIC,I. CSSD,7,,,1,ATLANTIC
1,570,12262763,7472486,7168223,236089,68174,1735417,1639762,1255258,1027844,1643434,957355,0,153612,43778,810,BRIGANTINE CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,590,30892135,19230226,18300233,782793,147200,4133491,3916350,3232588,2602431,3162485,1605800,175000,802936,121743,2485,BUENA REGIONAL,ATLANTIC,F. K-12 / 1801 - 3500,3,A,,1,ATLANTIC
1,1300,6963513,4251245,4057530,167089,26626,1126077,1039421,806270,677750,695466,403220,0,84456,0,472,EGG HARBOR CITY,ATLANTIC,C. K-8 / 401 - 750,2,A,,1,ATLANTIC
1,1310,94657007,58045357,54602880,3287004,155473,13858799,12902435,7645074,6131183,12108659,6229710,357161,1566181,354195,7715,EGG HARBOR TWP,ATLANTIC,G. K-12 / 3501 +,3,CD,,1,ATLANTIC
1,1410,2471120,1407772,1371052,30036,6684,333104,300330,352181,295343,358564,181063,6388,8456,11122,207,ESTELL MANOR CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,1540,3748966,2171886,2064617,66127,41142,681264,622716,442798,343842,427054,210408,0,24324,78489,400,FOLSOM BORO,ATLANTIC,B. K-8 / 0 - 400,2,CD,,1,ATLANTIC
1,1690,44953539,28481047,27678896,542680,259471,7562347,6597093,4317579,3672287,4392218,2263964,35000,139952,154253,3503,GALLOWAY TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1790,46593270,26832194,25287473,1518480,26241,4935668,4689586,5737286,4574374,6995098,3853022,0,2070481,208534,3807,GREATER EGG HARBOR REG,ATLANTIC,H. 7-12 / 9-12,5,CD,,1,ATLANTIC
1,1940,33017305,20947559,19778301,920658,248600,4907500,4608858,3365232,2591327,3974544,2124234,0,198657,46043,3336,HAMILTON TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1960,35923756,21695853,20943089,671677,81087,4879180,4598950,4117918,3202250,4200077,1540116,0,764964,216731,3420,HAMMONTON TOWN,ATLANTIC,G. K-12 / 3501 +,3,B,,1,ATLANTIC
1,2680,11776547,6868670,6604933,248719,15018,1848343,1775729,1415134,1128427,1528103,731064,0,113738,168335,935,LINWOOD CITY,ATLANTIC,D. K-8 / 751 +,2,GH,,1,ATLANTIC
1,2910,20669598,12196556,11723708,399283,73565,3028167,2725346,1719606,1342812,2309408,1140929,0,1138905,112857,1581,MAINLAND REGIONAL,ATLANTIC,H. 7-12 / 9-12,5,DE,,1,ATLANTIC
1,3020,9314532,5210854,5003426,206449,979,1526011,1384384,1053827,883078,1347460,6631,83717,83837,63937,575,MARGATE CITY,ATLANTIC,C. K-8 / 401 - 750,2,DE,,1,ATLANTIC
1,3480,7805948,5089125,4925303,140658,23164,829295,768270,954215,867856,902651,479874,0,30662,2766,712,MULLICA TWP,ATLANTIC,C. K-8 / 401 - 750,2,B,,1,ATLANTIC
1,3720,11697343,7915137,7504703,317190,93244,1387713,1279033,1228863,899788,1059186,518882,25000,81444,75149,1066,NORTHFIELD CITY,ATLANTIC,D. K-8 / 751 +,2,DE,,1,ATLANTIC
1,4180,59586479,33126022,31341955,1419799,364268,11357405,10540327,6355519,4776599,7431470,3947317,0,1069951,75618,3701,PLEASANTVILLE CITY,ATLANTIC,G. K-12 / 3501 +,3,A,1,1,ATLANTIC
1,4240,1774467,1040804,939138,48255,53411,302668,236069,187182,118357,226578,78459,9460,7775,21125,117,PORT REPUBLIC CITY,ATLANTIC,B. K-8 / 0 - 400,2,FG,,1,ATLANTIC
1,4800,12714760,8117510,7590550,385689,141271,1845677,1627695,1288021,1110432,1249481,668691,0,117761,29369,1093,SOMERS POINT CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,5350,11921573,7882048,7563195,188063,130790,1339889,1204859,1342815,1148481,1175695,156694,0,56933,9870,969,VENTNOR CITY,ATLANTIC,D. K-8 / 751 +,2,B,,1,ATLANTIC
1,5760,2562527,1602196,1556118,33805,12273,263639,233242,364932,300069,325958,162488,0,5801,0,224,WEYMOUTH TWP,ATLANTIC,B. K-8 / 0 - 400,2,B,,1,ATLANTIC
3,40,11757233,6628152,6098656,344800,184696,2146921,1715931,1419447,1148494,1460503,721974,0,102209,16625,961,ALLENDALE BORO,BERGEN,D. K-8 / 751 +,2,I,,1,BERGEN
3,80,3391705,1931895,1776201,111908,43786,676697,597392,350619,311513,389857,137764,0,42637,69375,142,ALPINE BORO,BERGEN,B. K-8 / 0 - 400,2,I,,1,BERGEN
3,285,50341046,29016752,25722549,569224,2724979,10595865,9512001,4529596,3136451,5505367,1407002,184430,53275,13679,803,BERGEN CO SPECIAL SERVICE,BERGEN,I. CSSD,7,,,1,BERGEN
