GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,,,0.000,58,45,0.004,33,28,0.002
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,,,0.000,10,11,0.000,7,3,0.000
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,,,0.000,17,15,0.001,57,48,0.003
B. K-8 / 0 - 400,CAPE MAY,4701,SEA ISLE CITY,,,0.000,,,0.000,196,69,0.006
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,,,0.000,1,1,0.000,6,2,0.000
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,,,0.000,54,41,0.003,41,34,0.003
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,,,0.000,63,47,0.005,54,47,0.004
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,,,0.000,37,29,0.004,33,28,0.003
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,,,0.000,9,10,0.001,29,23,0.002
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,,,0.000,4,4,0.000,15,8,0.001
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,,,0.000,11,12,0.001,15,8,0.001
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,,,0.000,3,2,0.000,7,3,0.001
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,,,0.000,48,37,0.005,28,22,0.003
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,,,0.000,,,0.000,26,21,0.002
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,,,0.000,4,4,0.000,15,8,0.001
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,,,0.000,118,58,0.008,139,65,0.011
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,,,0.000,34,28,0.002,19,15,0.001
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,,,0.000,38,30,0.002,13,7,0.001
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,,,0.000,105,55,0.007,68,58,0.004
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,,,0.000,98,54,0.006,46,39,0.003
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,,,0.000,6,7,0.000,19,15,0.001
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,,,0.000,23,22,0.001,18,13,0.001
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,,,0.000,24,23,0.001,32,26,0.001
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,,,0.000,21,20,0.001,51,44,0.003
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,,,0.000,53,40,0.005,59,50,0.005
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,,,0.000,4,4,0.000,24,18,0.002
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,,,0.000,149,62,0.009,53,46,0.003
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,,,0.000,135,60,0.008,77,62,0.004
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,,,0.000,64,48,0.005,60,52,0.005
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,,,0.000,160,63,0.009,64,56,0.003
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,,,0.000,55,42,0.004,47,40,0.003
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,,,0.000,41,33,0.003,43,35,0.004
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,,,0.000,107,56,0.008,71,59,0.006
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,,,0.000,44,34,0.002,60,52,0.003
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,,,0.000,122,59,0.008,21,17,0.001
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,,,0.000,7,9,0.001,43,35,0.003
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,,,0.000,30,27,0.002,29,23,0.002
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,,,0.000,3,2,0.000,1,1,0.000
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,,,0.000,15,13,0.001,17,12,0.001
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,,,0.000,,,0.000,9,5,0.001
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,,,0.000,24,23,0.002,24,18,0.002
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,,,0.000,146,61,0.009,18,13,0.001
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,,,0.000,44,34,0.004,15,8,0.001
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,,,0.000,95,53,0.006,51,44,0.003
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,,,0.000,57,44,0.004,67,57,0.005
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,,,0.000,27,25,0.002,50,42,0.005
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,,,0.000,55,42,0.005,144,66,0.013
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,,,0.000,22,21,0.001,34,30,0.002
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,,,0.000,39,31,0.003,57,48,0.004
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,,,0.000,16,14,0.001,32,26,0.002
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,,,0.000,20,17,0.001,24,18,0.002
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,,,0.000,62,46,0.005,44,38,0.003
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,,,0.000,80,51,0.006,59,50,0.004
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,,,0.000,6,7,0.000,9,5,0.001
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,,,,37,,,36,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,,,,37,,,35,,
C. K-8 / 401 - 750,,,5. State average - All operating types,,,,38,,,36,,
C. K-8 / 401 - 750,,,6. State median - All operating types,,,,32,,,33,,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,,,0.000,,,0.000,30,22,0.002
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,,,0.000,80,51,0.005,106,60,0.006
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,,,0.000,15,12,0.001,16,8,0.001
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,,,0.000,19,16,0.001,26,16,0.002
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,,,0.000,42,29,0.003,35,34,0.002
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,,,0.000,131,58,0.007,155,63,0.008
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,,,0.000,,,0.000,29,18,0.002
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,,,0.000,58,41,0.004,31,26,0.002
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,,,0.000,48,34,0.004,30,22,0.002
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,,,0.000,28,24,0.002,82,56,0.006
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,,,0.000,97,55,0.008,56,48,0.004
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,,,0.000,50,35,0.004,48,45,0.004
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,,,0.000,16,13,0.001,34,32,0.003
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,,,0.000,8,5,0.001,4,1,0.000
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,,,0.000,101,56,0.009,64,51,0.006
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,,,0.000,61,43,0.006,47,44,0.004
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,,,0.000,11,9,0.001,46,43,0.004
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,,,0.000,70,48,0.004,44,42,0.003
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,,,0.000,33,25,0.003,31,26,0.003
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,,,0.000,90,53,0.007,83,57,0.007
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,,,0.000,53,37,0.004,76,55,0.007
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,,,0.000,55,38,0.005,35,34,0.003
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,,,0.000,19,16,0.002,10,4,0.001
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,,,0.000,55,38,0.004,29,18,0.002
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,,,0.000,4,2,0.000,7,3,0.001
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,,,0.000,93,54,0.008,29,18,0.003
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,,,0.000,6,4,0.001,6,2,0.001
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,,,0.000,38,27,0.003,61,50,0.005
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,,,0.000,8,5,0.001,27,17,0.002
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,,,0.000,9,7,0.001,14,5,0.001
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,,,0.000,77,49,0.005,115,61,0.008
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,,,0.000,20,19,0.001,30,22,0.002
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,,,0.000,5,3,0.000,31,26,0.002
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,,,0.000,33,25,0.003,42,40,0.003
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,,,0.000,79,50,0.006,16,8,0.001
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,,,0.000,19,16,0.001,34,32,0.003
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,,,0.000,162,60,0.012,33,30,0.002
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,,,0.000,61,43,0.004,98,59,0.006
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,,,0.000,57,40,0.004,42,40,0.003
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,,,0.000,46,31,0.004,24,15,0.003
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,,,0.000,65,45,0.006,33,30,0.003
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,,,0.000,52,36,0.004,31,26,0.002
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,,,0.000,24,22,0.002,37,37,0.004
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,,,0.000,46,31,0.004,30,22,0.002
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,,,0.000,360,61,0.027,117,62,0.009
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,,,0.000,65,45,0.005,39,38,0.003
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,,,0.000,23,21,0.002,35,34,0.003
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,,,0.000,153,59,0.012,60,49,0.005
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,,,0.000,59,42,0.004,74,54,0.006
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,,,0.000,14,11,0.001,15,6,0.002
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,,,0.000,21,20,0.002,19,13,0.002
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,,,0.000,66,47,0.005,71,52,0.005
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,,,0.000,47,33,0.005,71,52,0.007
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,,,0.000,17,15,0.002,16,8,0.001
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,,,0.000,101,56,0.007,49,46,0.003
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,,,0.000,81,52,0.006,23,14,0.002
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,,,0.000,10,8,0.001,18,12,0.001
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,,,0.000,27,23,0.002,15,6,0.001
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,,,0.000,2,1,0.000,16,8,0.001
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,,,0.000,13,10,0.001,29,18,0.002
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,,,0.000,16,13,0.001,85,58,0.007
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,,,0.000,39,28,0.003,49,46,0.004
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,,,0.000,43,30,0.003,40,39,0.003
D. K-8 / 751 +,,,1. State average - Operating Type K-8,,,,37,,,36,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,,,,37,,,35,,
D. K-8 / 751 +,,,5. State average - All operating types,,,,38,,,36,,
D. K-8 / 751 +,,,6. State median - All operating types,,,,32,,,33,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,,,0.000,16,17,0.001,21,19,0.002
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,,,0.000,27,41,0.002,35,47,0.002
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,,,0.000,6,2,0.000,8,3,0.001
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,,,0.000,45,62,0.005,24,29,0.002
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,,,0.000,45,62,0.004,47,65,0.004
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,,,0.000,57,75,0.005,47,65,0.004
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,,,0.000,12,9,0.001,31,42,0.003
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,,,0.000,29,44,0.002,39,59,0.003
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,,,0.000,18,21,0.001,101,87,0.007
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,,,0.000,19,25,0.001,38,55,0.003
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,,,0.000,68,79,0.004,59,75,0.004
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,,,0.000,44,61,0.004,38,55,0.004
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,,,0.000,63,78,0.004,30,41,0.002
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,,,0.000,10,6,0.001,19,14,0.002
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,,,0.000,153,88,0.014,54,71,0.005
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,,,0.000,54,71,0.005,55,72,0.005
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,,,0.000,26,39,0.002,19,14,0.002
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,,,0.000,29,44,0.002,35,47,0.003
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,,,0.000,55,72,0.005,99,86,0.007
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,,,0.000,31,47,0.002,34,46,0.003
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,,,0.000,10,6,0.001,36,50,0.003
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,,,0.000,119,86,0.009,83,85,0.006
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,,,0.000,37,54,0.003,71,83,0.005
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,,,0.000,18,21,0.002,22,22,0.002
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,,,0.000,22,31,0.002,32,44,0.002
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,,,0.000,36,52,0.003,55,72,0.005
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,,,0.000,16,17,0.001,14,6,0.001
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,,,0.000,39,56,0.003,16,9,0.001
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,,,0.000,15,14,0.001,17,11,0.001
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,,,0.000,17,20,0.001,21,19,0.002
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,,,0.000,16,17,0.001,19,14,0.001
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,,,0.000,20,28,0.002,20,17,0.002
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,,,0.000,21,29,0.002,10,4,0.001
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,,,0.000,13,10,0.001,22,22,0.002
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,,,0.000,52,70,0.005,47,65,0.005
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,,,0.000,14,12,0.001,27,37,0.003
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,,,0.000,24,38,0.002,36,50,0.003
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,,,0.000,15,14,0.001,14,6,0.001
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,,,0.000,8,4,0.001,20,17,0.001
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,,,0.000,56,73,0.005,60,78,0.005
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,,,0.000,3,1,0.000,4,1,0.000
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,,,0.000,11,8,0.001,15,8,0.001
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,,,0.000,56,73,0.006,58,74,0.007
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,,,0.000,27,41,0.002,24,29,0.002
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,,,0.000,31,47,0.003,29,39,0.002
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,,,0.000,19,25,0.001,7,2,0.000
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,,,0.000,33,49,0.003,36,50,0.003
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,,,0.000,74,81,0.005,16,9,0.001
