GROUP,CONAME,DIST,DISTNAME,EX121,EX221
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,558944,266398
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,0,23297
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,25646,0
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,68060,58399
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,0,0
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,0,0
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,0,0
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,162356,239406
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,0,107219
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,302536,97095
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,649512,35865
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,26076,36827
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,711391,252508
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,232205,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,15281,0
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,719694,296966
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,500323,381221
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,19637,24988
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,334107,0
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,0,0
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,66087,53
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,92073,90089
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,110444,14721
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,100371,111179
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,341530,16871
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,0,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,0,34448
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,182211,11358
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,0,0
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,0,18872
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,15326,12052
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,320083,858500
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,0,0
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,143601,23051
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,100407,0
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,0,31923
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,0,0
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,338813,0
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,0,111286
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,337428,130553
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,0,0
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,110033,249366
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,563719,525634
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,0,9869
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,205187,159619
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,262123,118203
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,199556,240075
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,0,4562
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,0,0
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,43225,133042
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,749620,8764
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,1706696,643593
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,595358,777672
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,250000,322967
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,229086,125264
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,444209,246222
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,429391,130101
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,0,236415
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,300000,277708
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0,0
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,0,0
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,463652,320739
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,0,225608
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,0,75207
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,362109,369633
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,447525,35596
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,97804,0
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,2466656,1824237
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,242812,255377
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,420489,491465
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,142400,87371
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,0,123971
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,559449,0
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,2898769,0
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,1492968,302103
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,1022157,0
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,407471,411655
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,3979468,1522280
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,300458,155907
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,116659,239957
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,650000,110149
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,0,0
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,0,0
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,0,72212
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,1678847,1488991
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,93490,0
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,0,59944
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,2948832,0
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,478000,168650
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,31717,0
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,505472,356288
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,69037,0
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,73055,0
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,1222631,747554
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,698119,639214
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,569194,646556
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,0,0
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,1200536,252997
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,198708,201614
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,724497,257525
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,639172,315179
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,0,305192
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,600441,368237
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,1588329,657729
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,0,253127
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,0,0
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,0,274406
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,142146,0
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,2111149,1218276
D. K-8 / 751 +,MONMOUTH,5230,UNION BEACH,0,0
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,573400,129423
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,0,0
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,166798,30713
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,61562,0
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,372170,126107
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,77240,134475
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,115971,103102
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,0,0
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,230964,0
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,1231358,273976
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,72248,39953
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,0,0
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,113216,0
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,751765,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,172060,147806
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,1140906,1145675
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,63455,300772
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,246942,0
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,630254,0
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,430185,0
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,372501,208180
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,0,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,0,0
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,564176,0
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,223761,5853
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,234751,30122
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,0,0
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,0,0
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,0,0
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,175000,0
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,0,37009
E. K-12 / 0 - 1800,BERGEN,2620,LEONIA BORO,507466,595241
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,283310,401587
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,0,336956
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,106646,0
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,0,222771
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,0,0
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,603965,519595
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,296529,0
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,538484,233592
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,608666,700597
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,0,599821
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,0,309003
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,0,0
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,0,914878
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,0,42261
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,344651,778010
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,21572,247316
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,630425,62354
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,20682,0
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,148075,0
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,358842,397018
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,486292,159264
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,13229,17193
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,469773,61787
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,80400,210894
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,479555,1048079
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,492301,32639
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,0,0
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,0,0
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,305954,0
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,49757,0
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,1706201,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,93655,106755
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,400000,329846
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,414315,5955
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,0,160654
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,770000,0
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,149571,0
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,0,4732
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,0,60989
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,0,0
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,699886,0
F. K-12 / 1801 - 3500,BERGEN,300,BERGENFIELD BORO,992094,174720
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,750512,461659
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,0,17598
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0,0
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,0,279997
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,551650,648376
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,1322534,1042765
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,0,0
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,893022,622165
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,255628,0
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,0,840339
F. K-12 / 1801 - 3500,BERGEN,4370,RIDGEFIELD BORO,0,0
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,297099,0
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,0,0
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,1280472,500000
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,486216,0
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,41391,0
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,794709,109575
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,2970312,247093
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,666195,0
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,0,1348469
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,0,0
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,0,26158
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,196621,109208
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,404347,433169
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,110534,0
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,695770,508572
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,369160,1212782
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,825000,0
