GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,,,1. State average - Operating Type K-6,1388,,,1372,,,1376,,
A. K-6,,,2. State median - Operating Type K-6,1513,,,1495,,,1558,,
A. K-6,,,5. State average - All operating types,1419,,,1458,,,1454,,
A. K-6,,,6. State median - All operating types,1508,,,1521,,,1552,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1424,21,0.114,1519,32,0.132,1204,12,0.113
A. K-6,BERGEN,3870,ORADELL BORO,1506,29,0.135,1498,31,0.131,1523,29,0.134
A. K-6,BERGEN,4410,RIVER EDGE BORO,1333,17,0.122,1349,20,0.123,1418,24,0.122
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1844,52,0.100,1780,46,0.092,1862,57,0.090
A. K-6,BURLINGTON,200,BASS RIVER TWP,1531,32,0.091,1691,42,0.121,1716,46,0.121
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1507,30,0.133,1594,37,0.140,1614,35,0.140
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1311,15,0.123,1487,29,0.125,1430,25,0.125
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1852,55,0.117,1898,54,0.120,1738,52,0.106
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1813,49,0.148,1794,49,0.139,1632,36,0.123
A. K-6,CAMDEN,810,CHESILHURST,1849,54,0.105,,,0.000,,,0.000
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1748,45,0.158,1783,47,0.148,1735,49,0.147
A. K-6,CAMDEN,5560,WATERFORD TWP,1479,25,0.116,1578,35,0.115,1609,34,0.135
A. K-6,CAPE MAY,710,CAPE MAY CITY,1581,35,0.107,1495,30,0.094,1689,41,0.097
A. K-6,CAPE MAY,2840,LOWER TWP,1043,4,0.088,1046,3,0.086,1134,8,0.093
A. K-6,CAPE MAY,4700,SEA ISLE CITY,,,0.000,,,0.000,1735,49,0.051
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1399,20,0.066,1357,21,0.062,1316,18,0.044
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1618,37,0.110,1761,44,0.118,1864,58,0.119
A. K-6,ESSEX,1465,FAIRFIELD TWP,1226,13,0.108,1340,19,0.113,1447,27,0.114
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1676,41,0.115,1676,40,0.119,1739,53,0.117
A. K-6,ESSEX,4530,ROSELAND BORO,1500,27,0.123,1426,24,0.112,1438,26,0.115
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1079,5,0.115,1059,7,0.107,1083,5,0.109
A. K-6,GLOUCESTER,1330,ELK TWP,1375,18,0.127,1384,22,0.124,1386,23,0.127
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1080,6,0.110,1223,13,0.115,1205,13,0.113
A. K-6,GLOUCESTER,2070,HARRISON TWP,1027,3,0.109,1073,8,0.112,1085,6,0.111
A. K-6,GLOUCESTER,2990,MANTUA TWP,1132,10,0.110,1201,11,0.107,1221,14,0.114
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1123,9,0.095,1046,3,0.092,1171,9,0.097
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1313,16,0.135,1261,14,0.134,1190,11,0.134
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1107,8,0.122,1058,6,0.111,1063,3,0.116
A. K-6,GLOUCESTER,5590,WENONAH BORO,1082,7,0.111,1149,10,0.113,1119,7,0.111
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1458,24,0.116,1111,9,0.091,1384,21,0.106
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1482,26,0.130,1387,23,0.119,1306,17,0.126
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1714,44,0.102,1640,39,0.091,1639,37,0.096
A. K-6,HUNTERDON,2590,LEBANON BORO,1826,51,0.091,1977,58,0.099,1713,45,0.082
A. K-6,HUNTERDON,5050,STOCKTON BORO,3576,60,0.225,1325,17,0.090,1384,21,0.088
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1623,39,0.133,1799,50,0.139,1687,40,0.129
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,2074,59,0.142,1787,48,0.123,1702,43,0.121
