GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1493,,,,1558,,,,1581,,,
A. K-6,,,2. State median - Operating Type K-6,1447,,,,1456,,,,1542,,,
A. K-6,,,5. State average - All operating types,1793,,,,1897,,,,1861,,,
A. K-6,,,6. State median - All operating types,1519,,,,1596,,,,1598,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1479,31,0.119,0.627,1141,14,0.099,0.637,1276,22,0.120,0.644
A. K-6,BERGEN,3870,ORADELL BORO,1553,38,0.139,0.799,1713,40,0.150,0.850,1555,32,0.137,0.830
A. K-6,BERGEN,4410,RIVER EDGE BORO,1708,43,0.157,0.898,1656,37,0.151,0.930,1540,30,0.132,0.861
A. K-6,BERGEN,4620,SADDLE RIVER BORO,3725,59,0.201,0.740,3995,58,0.205,0.736,4076,60,0.196,0.715
A. K-6,BURLINGTON,200,BASS RIVER TWP,3093,58,0.185,0.839,1783,42,0.127,0.733,1645,36,0.116,0.702
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1509,34,0.133,0.732,1629,36,0.143,0.824,1567,33,0.136,0.840
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1547,37,0.145,0.773,1290,21,0.109,0.735,1335,23,0.117,0.736
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1976,49,0.125,0.912,2013,50,0.127,0.911,1929,45,0.118,0.866
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1094,16,0.090,0.792,1885,47,0.146,0.883,1615,34,0.122,0.843
A. K-6,CAMDEN,810,CHESILHURST,1947,47,0.110,0.559,,,0.000,0.000,,,0.000,0.000
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,630,3,0.057,0.530,890,6,0.074,0.570,1193,13,0.101,0.587
A. K-6,CAMDEN,5560,WATERFORD TWP,2154,52,0.169,0.905,2357,52,0.172,0.900,2229,52,0.187,0.897
A. K-6,CAPE MAY,710,CAPE MAY CITY,1492,33,0.101,0.744,1456,30,0.092,0.629,1454,28,0.083,0.652
A. K-6,CAPE MAY,2840,LOWER TWP,1638,41,0.138,0.883,1817,45,0.150,0.903,1691,39,0.139,0.881
A. K-6,CAPE MAY,4700,SEA ISLE CITY,,,0.000,0.000,,,0.000,0.000,2478,56,0.073,0.339
