GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,349074,3638,352712,33372
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,512204,-23665,488539,151714
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,2738256,-56713,2681543,-433577
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,743326,96125,839451,-19664
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,356228,84050,440278,15265
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,1186432,294913,1481345,-103071
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,2372995,65117,2438112,-498740
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,398372,156111,554483,165789
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,3560505,-161636,3398869,-62683
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,308664,64968,350458,108237
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,482992,271278,754270,36772
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,942816,105931,1048747,493838
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,277587,-52466,225121,-6069
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,687989,25910,713899,13723
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,389578,-133216,256362,139831
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,606379,4642,597947,19368
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,639437,125169,764606,-107339
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,1032448,371990,1404438,58482
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,575213,-13602,561611,-116257
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,518069,64859,582928,61215
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,1003476,320149,1323625,-346736
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,343666,193241,536907,200731
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,307710,39660,347370,172206
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,360015,72564,432579,231826
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,471543,-185128,286415,289595
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,281558,26040,307598,-407
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,882839,-44696,838143,-511716
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,1918351,-151706,1766645,-889887
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,322729,-36541,286188,126837
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,838279,584597,1422876,-348774
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,1333135,28729,1361864,-394458
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,511755,97317,485206,31659
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,428320,257957,686277,233171
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,1537146,466029,2003175,-304413
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,592222,-174477,417745,164336
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,1290741,257559,1548300,-456353
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,2743240,-170809,2572431,-861719
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,683929,259581,943510,264443
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,484713,-333487,151226,17160
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,1923753,435575,2359328,-57542
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,1547745,-22575,1525170,-402975
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,498455,163462,661917,-81625
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,509764,-229539,280225,232094
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,769889,56493,826382,42953
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,939346,580007,1519353,571281
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,652110,-267389,384721,224578
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,801386,-45559,755827,-550378
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,1339405,380934,1720339,-528936
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,862046,-288876,573170,-124196
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,1025709,-218793,806916,-279180
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,699213,-46382,652831,24728
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,2726081,442176,3168257,-1027882
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,1803993,240409,2044402,-508802
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,1498221,565191,2063412,-495843
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,660006,271122,931128,93734
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,472451,-1973,470478,227276
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,728734,215284,933795,-283824
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,773195,447063,1220258,-202626
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,785287,-17105,768182,-71935
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,1422940,896647,2319587,-447451
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,415098,697461,1112559,-758654
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,230098,94358,324456,-17701
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,1530764,579621,2110385,-318486
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,1111125,-132972,978153,434757
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,900373,-35304,865069,-122581
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,476608,533910,1010518,-32943
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,164133,41364,205497,29924
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,997980,-192939,805041,347458
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,696722,51758,748480,141588
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,845737,331938,1177675,66207
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,788886,162703,951589,380377
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,2647347,83516,2730863,-653308
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,555359,185444,740803,697129
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,2897450,234686,3132136,202078
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,303515,89232,392747,-10895
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,1463841,-494780,968882,50706
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,1567826,42900,1610726,9944
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,354924,1414,356338,-92291
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,51901,99542,151443,117469
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,423507,5217,428724,-118031
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,1261201,342051,1603252,47559
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,648253,16279,664532,-19535
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,906569,-245,906324,-118983
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,1507688,-234655,1273033,5585
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,441155,-9407,431748,84474
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,982177,402555,1384732,-2067
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,959040,655803,1614843,23998
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,430344,272795,703139,363409
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,1156470,259652,1416122,-138156
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,1059996,-273799,786197,-10269
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,1207927,217342,1425269,-204926
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,2500551,81522,2582073,-128598
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,527740,210270,738010,-255447
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,817931,-74931,743000,123546
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,812432,226756,1039188,-41818
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,940316,296234,1236550,302841
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,562359,-62634,499725,370002
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,500600,-36903,463697,-234935
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,1130402,9179,1139581,-86730
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,3044210,288725,3332935,-1462929
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,6272310,3053989,9326299,-4465150
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,2065763,1293766,3359529,1050908
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,2102232,257265,2359497,-561285
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,1152238,139421,1291659,55394
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,1207848,511453,1719301,-300663
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,1503273,268597,1771870,-613813
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,2886306,376865,3263171,1069323
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,1871347,162226,2033573,323013
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,897396,-568487,328909,23223
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,1426586,-305310,1121276,-79478
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,1659670,91382,1751052,941632
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,390604,217672,608276,363741
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,1153632,284465,1438097,-660589
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,2927789,-299321,2628468,-582159
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,1284274,301537,1585811,-228562
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,1503681,198140,1701821,-404278
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,4543368,1066965,5610333,589902
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,1204516,65049,1269565,74946
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,1478510,474088,1952598,292134
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,1205426,59916,1265342,-168375
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,2988894,-93893,2895001,61906
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,1640350,644645,2284995,247405
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,11803983,-726841,11077142,-4662557
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,3425590,785197,4210787,-914712
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,5001378,614781,5616159,-1728007
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,2447920,10593,2458513,350456
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,7222504,1973899,9196403,-68804
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,1096944,66226,1163170,-206174
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,880119,-66037,814082,315573
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,1767394,376671,1810932,-779267
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,691613,-227343,464270,-52798
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,752054,356834,1108888,294891
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,582473,-100975,481498,-56248
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,11522075,1648806,13170881,-2396012
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,1717301,292655,2009956,-575760
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,650964,441916,1092880,-631922
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,7482812,1342018,8224830,-1841005
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,2324499,-50940,2273559,454937
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,2738715,-1075649,1663066,-174860
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,1589744,405819,1995563,-358224
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,2954265,-710306,2243959,-1730781
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,1352406,118688,1471094,73375
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,4223286,-18253,4205033,379640
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,1832372,699861,2532233,190581
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,5534926,-194505,5340421,-1921186
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,2287145,153305,2440450,-782692
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,5721874,-1061826,4660048,-1598052
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,868736,318136,1027353,-26595
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,1057025,1237081,2294106,-337807
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,8834191,92848,8927039,-1008000
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,3764606,1934515,5699121,122343
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,1970642,30537,2001179,-58945
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,4231177,2422227,6653404,-7820
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,6838694,1761900,8600594,-1653116
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,730585,-89976,640609,453717
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,2312698,85271,2397969,-1372269
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,649837,608036,1257873,516242
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,10479154,344975,10824129,-1388815
D. K-8 / 751 +,MONMOUTH,5230,UNION BEACH,3041442,864829,3906271,-1307215
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,3139899,-198967,2940932,-907147
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,443792,50660,494452,260444
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,844583,296419,1141002,331032
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,733890,212044,945934,4182
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,2018313,51145,2069458,-237899
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,1162558,-91219,1071339,579479
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,1277238,5963,1283201,-244632
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,128834,71174,200008,612188
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,6469262,-1863675,4605587,-1976077
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,3544204,261487,3805691,-770713
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,356705,154842,511548,300599
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,1958215,796469,2754684,905992
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,1680377,-704480,975897,185182
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,1873766,1064226,2937992,39618
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,682241,297074,979315,412108
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,2503214,478739,2981953,-135374
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,1236498,-338512,897986,173098
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,1165124,66157,1231281,-11117
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,3349800,-15667,3334133,583244
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,2263518,40412,2303930,-567131
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,3063482,286138,3349620,-491298
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,562346,-704149,-141803,805857
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,1851606,-810295,1041311,-464453
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,3285120,-477370,2807750,-972392
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,1883236,-160367,1722869,-418903
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,2325667,-308872,2016795,-962155
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,914273,413822,1328095,576051
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,783506,157297,940803,-190050
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,696642,81534,778176,314011
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,1615476,292157,1907633,-563733
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,426364,150654,577018,-3057
E. K-12 / 0 - 1800,BERGEN,2620,LEONIA BORO,1087581,644752,1732333,539995
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,965741,297552,1263293,98229
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,3262837,-583282,2679555,-281201
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,874394,354278,1228672,-179280
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,1433134,890080,2323214,537716
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,571000,241245,812245,-298300
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,1981494,-24146,1957348,382031
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,1663099,383379,2046478,-791947
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,913397,357004,1270401,237758
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,1616350,409343,2025693,-111689
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,2357984,-81056,2276928,-105435
