CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
1,10,9083564,5978610,5782937,173183,22490,1065323,987566,986771,834131,883860,486058,0,43105,53936,849,ABSECON CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,110,118242729,72307332,67149967,3688427,1468938,17224716,16065731,10854712,7773681,15467128,8571640,700000,1093234,325205,6484,ATLANTIC CITY,ATLANTIC,G. K-12 / 3501 +,3,A,,1,ATLANTIC
1,120,10094584,4741084,4583690,96736,60658,1124548,1074757,1577906,1230165,2256402,1157940,120954,56118,44572,831,ATLANTIC CO VOCATIONAL,ATLANTIC,J. VOC,8,,,1,ATLANTIC
1,125,19280907,11220583,10821539,118660,280384,3899547,3704851,2276303,1999916,1747269,867059,74340,0,47614,457,ATLANTIC CO SPECIAL SERV,ATLANTIC,I. CSSD,7,,,1,ATLANTIC
1,570,12485675,7896871,7647765,193425,55681,1590910,1455235,1209272,1007088,1645652,917001,0,140157,40102,797,BRIGANTINE CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,590,29367967,18147804,17536855,488043,122906,3482556,3288939,3783440,3170091,3239070,1651119,0,696311,120149,2426,BUENA REGIONAL,ATLANTIC,F. K-12 / 1801 - 3500,3,A,,1,ATLANTIC
1,1300,6721411,3893446,3748874,121282,23290,1230658,1046018,799056,677048,749618,383073,0,48634,0,466,EGG HARBOR CITY,ATLANTIC,C. K-8 / 401 - 750,2,A,,1,ATLANTIC
1,1310,86850743,53269332,51310557,1877950,80825,13373093,12527256,7325256,6070248,10915086,5753205,0,1066997,154502,7924,EGG HARBOR TWP,ATLANTIC,G. K-12 / 3501 +,3,CD,,1,ATLANTIC
1,1410,2177845,1196382,1161870,25339,9173,293167,226209,327332,266463,337753,161208,9446,6409,0,192,ESTELL MANOR CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,1540,4140497,2422818,2215197,159834,47787,753836,644771,458121,360759,470261,218329,0,33592,10043,400,FOLSOM BORO,ATLANTIC,C. K-8 / 401 - 750,2,CD,,1,ATLANTIC
1,1690,41507867,27377684,26664519,474550,238615,5915624,5272668,4116482,3583043,4002186,2207024,0,64292,59781,3471,GALLOWAY TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1790,45238777,25153545,23971858,1172425,9262,4602448,4434710,5436113,4389878,7588863,4273336,0,2437386,391865,3796,GREATER EGG HARBOR REG,ATLANTIC,H. 7-12 / 9-12,5,CD,,1,ATLANTIC
1,1940,32218841,20386656,19544027,521771,320858,4723901,4484347,3286171,2620936,3714910,1872543,0,80421,7988,3209,HAMILTON TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1960,34325932,21825426,20758945,951041,115440,4581417,4092396,3663428,2859273,3456500,1465409,0,552765,136212,3521,HAMMONTON TOWN,ATLANTIC,G. K-12 / 3501 +,3,B,,1,ATLANTIC
1,2680,11785667,7071775,6849515,201093,21167,1766058,1701959,1477836,1145360,1380750,661574,0,115332,41787,904,LINWOOD CITY,ATLANTIC,D. K-8 / 751 +,2,GH,,1,ATLANTIC
1,2910,20204058,11994591,11606667,324096,63828,2943048,2633502,1684232,1338351,2153227,1077744,0,1148098,87632,1514,MAINLAND REGIONAL,ATLANTIC,H. 7-12 / 9-12,5,DE,,1,ATLANTIC
1,3020,8448488,5108515,4974414,132561,1540,1343144,1212892,888487,633369,985125,348019,57985,55962,12202,512,MARGATE CITY,ATLANTIC,C. K-8 / 401 - 750,2,DE,,1,ATLANTIC
1,3480,8013135,5203124,5053564,123530,26030,874372,777132,987780,832407,927757,473314,1570,18532,38283,713,MULLICA TWP,ATLANTIC,C. K-8 / 401 - 750,2,B,,1,ATLANTIC
1,3720,11382106,7856182,7618768,166847,70567,1206975,1131117,1163804,897463,1068052,545279,25000,62092,67734,1054,NORTHFIELD CITY,ATLANTIC,D. K-8 / 751 +,2,DE,,1,ATLANTIC
1,4180,62486706,36198388,34028270,2002789,167329,9619887,8828490,6756974,4865708,8301868,3899681,0,1204827,375386,2965,PLEASANTVILLE CITY,ATLANTIC,G. K-12 / 3501 +,3,A,1,1,ATLANTIC
1,4240,1776024,1056523,1003782,17984,34757,348055,294214,175605,121804,191300,83221,0,4541,19210,117,PORT REPUBLIC CITY,ATLANTIC,B. K-8 / 0 - 400,2,FG,,1,ATLANTIC
1,4800,12600018,7957326,7600815,272950,83561,1757005,1556473,1340347,1140145,1263757,694937,0,130813,31526,1053,SOMERS POINT CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,5350,11873985,8023813,7829599,130221,63993,1318682,1158978,1385651,1196978,1127176,207333,0,16968,6100,949,VENTNOR CITY,ATLANTIC,D. K-8 / 751 +,2,B,,1,ATLANTIC
1,5760,2629720,1653397,1601234,40312,11851,270958,252234,380803,309170,318052,156353,0,6511,0,219,WEYMOUTH TWP,ATLANTIC,B. K-8 / 0 - 400,2,B,,1,ATLANTIC
3,40,11845325,6423870,5887859,281485,254526,2158521,1786442,1406876,1118240,1581712,696203,0,111248,70795,967,ALLENDALE BORO,BERGEN,D. K-8 / 751 +,2,I,,1,BERGEN
3,80,3411744,1947537,1812976,80253,54308,725504,639833,334982,288044,350814,135251,0,43238,6345,154,ALPINE BORO,BERGEN,B. K-8 / 0 - 400,2,I,,1,BERGEN
3,285,53186859,30917023,27177147,637001,3102875,11860156,10175501,4533305,3228277,5170111,1501036,163728,54374,133632,772,BERGEN CO SPECIAL SERVICE,BERGEN,I. CSSD,7,,,1,BERGEN
3,290,52201499,26359435,24133381,1338530,887524,10586953,8364241,4540567,3374517,8148716,4551513,0,1696635,691237,2096,BERGEN COUNTY VOCATIONAL,BERGEN,J. VOC,8,,,1,BERGEN
3,300,45199563,27685076,26193635,1275210,216231,5830479,5149452,5389821,4608241,5252775,2973957,0,739312,103806,3451,BERGENFIELD BORO,BERGEN,G. K-12 / 3501 +,3,FG,,1,BERGEN
3,440,13308052,8377624,8058404,290587,28633,1521249,1187290,1862697,1341897,1267234,222837,0,279248,8700,1168,BOGOTA BORO,BERGEN,E. K-12 / 0 - 1800,3,DE,,1,BERGEN
3,740,7936234,4750966,4567032,151185,32749,1147439,941702,1073858,947979,932271,452347,0,25310,0,592,CARLSTADT BORO,BERGEN,C. K-8 / 401 - 750,2,DE,,1,BERGEN
3,745,8901916,5026068,4704756,305021,16291,1236689,790289,1153016,834592,1064828,539055,0,383507,64085,485,CARLSTADT-EAST RUTHERFORD,BERGEN,H. 7-12 / 9-12,5,CD,,1,BERGEN
3,890,33610604,21488584,20573407,453742,461435,4505484,3502412,3745062,3053839,2925508,1640729,0,727511,0,2755,CLIFFSIDE PARK BORO,BERGEN,F. K-12 / 1801 - 3500,3,B,,1,BERGEN
3,930,14220695,9032349,8539541,265090,227718,1994763,1629092,1717584,1492429,1398880,799244,0,76201,83945,1132,CLOSTER BORO,BERGEN,D. K-8 / 751 +,2,I,,1,BERGEN
3,990,21228360,12281115,11712373,362611,206131,3635835,3163457,2518961,2161445,2182443,1142017,0,610007,102879,1752,CRESSKILL BORO,BERGEN,E. K-12 / 0 - 1800,3,I,,1,BERGEN
3,1070,10058703,5777292,5345979,267342,163971,1874191,1632268,1132970,965358,1089733,585016,1203,118278,0,665,DEMAREST BORO,BERGEN,C. K-8 / 401 - 750,2,I,,1,BERGEN
3,1130,34139491,21186943,20555063,473503,158377,3707284,3514313,4170878,3724810,4198901,2594246,0,823420,10090,2753,DUMONT BORO,BERGEN,F. K-12 / 1801 - 3500,3,FG,,1,BERGEN
3,1230,11150366,6894648,6649446,185806,59396,1773218,1449768,1235458,1082057,1176622,582421,0,35479,16462,756,EAST RUTHERFORD BORO,BERGEN,D. K-8 / 751 +,2,CD,,1,BERGEN
3,1270,7697162,3701835,3529391,131114,41330,1304101,873838,815421,596721,672381,254788,0,47345,0,619,EDGEWATER BORO,BERGEN,A. K-6,1,DE,,1,BERGEN
3,1345,24575512,12512562,11879403,299487,333672,4094222,3439491,4030642,3245353,3206973,1957030,0,696979,0,2402,ELMWOOD PARK,BERGEN,F. K-12 / 1801 - 3500,3,CD,,1,BERGEN
3,1360,14623539,8211913,7729112,418978,63823,1914376,1407516,2202044,2098569,1690982,1011773,0,579337,33864,1193,EMERSON BORO,BERGEN,E. K-12 / 0 - 1800,3,GH,,1,BERGEN
3,1370,46401789,26082495,24997612,816723,268160,8438871,6152605,4974391,4198085,5998805,1218142,0,788516,425130,2869,ENGLEWOOD CITY,BERGEN,F. K-12 / 1801 - 3500,3,DE,,1,BERGEN
3,1380,7271266,4042019,3706157,224873,110989,1823661,1470320,825120,571603,752513,397658,0,6156,20297,452,ENGLEWOOD CLIFFS BORO,BERGEN,C. K-8 / 401 - 750,2,I,,1,BERGEN
3,1450,65463080,38770803,37875162,581949,313692,10132807,9061966,7834031,6751870,6910662,4449552,0,1166319,112901,4725,FAIR LAWN BORO,BERGEN,G. K-12 / 3501 +,3,GH,,1,BERGEN
3,1470,9698908,5675003,5490247,128549,56207,1066444,968587,1633756,1347329,1245951,525016,7730,43923,0,1143,FAIRVIEW BORO,BERGEN,D. K-8 / 751 +,2,A,,1,BERGEN
3,1550,45948743,27364855,26535837,580287,248731,7569966,6519424,5630294,4665180,4344347,1759102,0,955515,4039,3602,FORT LEE BORO,BERGEN,G. K-12 / 3501 +,3,FG,,1,BERGEN
3,1580,23912919,15634758,14454189,1074636,105933,3455557,3155510,2417946,2107549,2301778,196095,0,100185,230844,1469,FRANKLIN LAKES BORO,BERGEN,D. K-8 / 751 +,2,I,,1,BERGEN
