GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,145.3,80,128915,72,168,55,139458,80
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,165.9,62,126771,66,184.1,39,122176,57
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,175,52,123384,57,185.8,36,124848,63
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,158.4,72,142850,82,174.4,45,145000,83
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,184.8,44,120541,53,171.8,49,122476,59
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,208.9,26,128448,69,203.5,23,120054,53
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,211.9,25,123622,58,189.6,30,122294,58
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,167.8,60,109317,31,168.8,53,112520,39
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,522,1,110500,35,332.7,3,109140,29
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,229.3,11,123024,55,179.2,43,120860,54
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,222.3,16,99000,12,204.3,20,90000,2
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,179.9,50,120231,51,155.9,67,115130,47
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,135.6,83,129233,75,121.1,86,127699,70
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,233,9,121432,54,237.5,9,108642,27
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,141.5,81,125607,64,125.3,84,123702,60
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,218,18,145219,85,212.3,18,146793,86
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,192.6,40,118525,48,185.4,37,124282,61
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,203.1,31,124186,61,167.8,56,132922,76
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,256,3,96297,8,192,28,102474,17
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,254,4,102999,19,252,6,110000,32
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,187.6,42,111633,38,187.4,34,117570,50
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,238.2,7,127016,67,422.5,2,124361,62
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,194,39,86275,4,188.7,33,98789,12
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,217.5,19,84994,3,215,17,89733,1
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,237,8,88400,5,185.1,38,91800,3
E. K-12 / 0 - 1800,,,K-12 Average,174.1,,119723,,167.4,,119624,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,181.9,3,105037,9,120.9,31,91720,2
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,153.6,13,122031,31,142.8,13,123250,33
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,107.5,44,142298,47,125.7,28,111913,22
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,140.3,25,119750,28,111.1,41,109000,15
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,117.4,39,108000,15,121.6,30,108084,13
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,166.3,10,107045,13,,,,
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,111.1,42,128209,40,113.2,38,131414,43
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,156.5,11,121139,29,130.3,23,117910,27
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,212.6,1,118710,25,186.4,1,119485,30
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,150.2,18,125726,37,180.9,2,144052,46
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,124.7,32,114377,22,100.9,44,115142,24
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,192.6,2,112397,20,127.9,26,107970,12
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,138.6,27,124756,36,127.1,27,123737,38
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,179.1,4,95000,4,178,5,95001,4
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,118.5,38,92399,2,119.8,32,102834,6
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,154.3,12,109240,18,158.4,7,111122,21
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,151.4,15,124430,35,156.3,8,127541,41
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,121.6,35,110800,19,132.4,22,111078,20
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,173.7,7,95081,5,146.7,11,104603,8
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,120.5,37,92805,3,121.8,29,112262,23
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,135.6,29,119516,27,135.7,20,123459,36
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,152,14,106079,12,139.5,18,106448,10
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,121.6,35,108506,17,117.1,36,108506,14
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,140,26,119203,26,153.5,9,106135,9
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,123.6,33,108212,16,138.5,19,110376,19
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,130.2,31,142264,46,140.9,16,142264,45
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,143.4,22,105503,10,140.4,17,106850,11
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,141.2,24,131091,41,110.1,42,124750,40
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,143.9,20,123948,34,142.3,15,118687,28
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,178.1,6,113000,21,179.6,3,109725,18
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,117,40,104781,8,105,43,104149,7
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,123.1,34,97901,7,99.9,45,91300,1
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,146.5,19,123863,33,129.1,25,123415,35
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,114.5,41,115116,23,112.7,39,120569,31
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,151.3,16,132561,43,145.8,12,117040,25
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,100.5,46,132169,42,118.1,35,131130,42
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,167.3,9,116512,24,166.5,6,117508,26
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,143.1,23,134873,44,118.6,34,123363,34
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,111,43,140517,45,119.6,33,141049,44
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,104.3,45,92195,1,112.4,40,94342,3
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,82.2,47,96849,6,87.5,46,95174,5
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,136.9,28,105995,11,133.3,21,109150,16
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,178.5,5,125806,38,178.4,4,123599,37
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,143.9,20,121913,30,129.9,24,120616,32
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,169.3,8,123146,32,150.1,10,124224,39
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,150.3,17,125891,39,142.4,14,119060,29
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,134,30,107635,14,114.7,37,109250,17
F. K-12 / 1801 - 350,,,K-12 Average,174.1,,119723,,167.4,,119624,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,156.2,40,102500,8,136.4,52,104295,6
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,232.3,2,150379,66,300.6,1,150379,65
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,158.2,39,123772,40,149.3,44,124025,42
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,173.1,21,122118,35,194.5,12,119723,33
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,146.5,49,122616,38,150.5,41,120569,37
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,160.1,37,140452,63,157.7,38,145934,64
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,210.3,8,122477,37,172.2,29,117990,25
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,132.1,59,123812,41,127.8,61,118875,30
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,185,14,134750,61,178.5,25,128715,52
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,147.6,47,132775,59,134.4,56,133000,60
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,177.7,18,117000,27,159.8,37,117000,23
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,169,27,125915,50,188,17,130050,56
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,175.6,20,138315,62,241.5,3,139779,61
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,138.1,56,122071,34,140.7,49,127726,49
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,154.8,41,120832,31,146.6,46,128720,53
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,123.2,63,124697,48,122.4,62,126579,46
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,154.1,44,100960,5,178.8,24,109197,11
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,183.5,16,115701,23,202.1,8,128695,51
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,172.8,22,102445,7,177.1,27,105314,8
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,164.8,33,116475,24,162.2,36,118199,26
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,106.6,66,121431,33,98.3,66,115909,21
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,146.6,48,105971,10,224.8,5,108621,10
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,165.2,32,115000,21,210.8,7,119000,31
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,200.2,9,115130,22,283,2,119782,34
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,109.9,65,89003,2,135.9,54,98380,2
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,148,46,102057,6,133.7,57,106841,9
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,216.4,5,107656,12,217.2,6,112286,13
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,172.2,23,123994,43,189.7,16,125842,44
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,170.4,25,124500,47,164.1,33,123330,40
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,194.3,11,148415,65,196.4,11,151515,66
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,142.4,53,123928,42,128,60,126244,45
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,221.9,3,116635,25,188,17,115302,20
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,189.5,12,113959,17,187.5,20,116483,22
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,134.9,57,154221,67,130.6,59,153001,67
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,127.8,60,127463,53,100.5,65,127209,48
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,215.1,6,127788,54,197.5,10,130583,58
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,238.8,1,118700,29,241.2,4,118700,29
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,150.8,45,114081,18,136.8,50,112826,14
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,165.5,31,114923,20,152.9,40,113312,16
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,170.3,26,114657,19,156.3,39,115287,19
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,95.8,67,118954,30,87.9,67,118637,28
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,168.6,28,122972,39,146.3,47,123516,41
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,196.7,10,127317,52,181.1,23,129583,55
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,176.1,19,124060,44,194.5,12,128521,50
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,134.8,58,108218,13,162.4,34,110917,12
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,143.5,51,118557,28,141.4,48,119975,35
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,154.6,43,128403,55,150,42,127039,47
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,159.1,38,132000,58,136.6,51,125541,43
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,187.9,13,122287,36,173.9,28,120000,36
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,213.2,7,98097,4,199.4,9,103900,4
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,170.7,24,124470,46,167.2,31,129390,54
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,184.1,15,126857,51,178.2,26,122832,39
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,217.9,4,130850,57,183.5,21,118343,27
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,161.6,35,104888,9,187.7,19,100616,3
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,125.7,61,87550,1,131.8,58,87890,1
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,162.8,34,142907,64,167.1,32,139955,62
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,181,17,128872,56,148.4,45,140391,63
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,160.5,36,116689,26,191.2,15,119606,32
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,144.4,50,124424,45,135.9,54,121320,38
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,154.8,41,133223,60,136.4,52,132349,59
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,167.9,30,106148,11,194.2,14,113087,15
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,125.1,62,111428,15,117.5,64,114114,18
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,168,29,125646,49,167.3,30,130137,57
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,117.7,64,93956,3,120.6,63,105303,7
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,141.6,54,111250,14,149.6,43,113514,17
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,143.1,52,121166,32,162.4,34,104024,5
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,139.2,55,113788,16,182.3,22,117616,24
G. K-12 / 3501 +,,,K-12 Average,174.1,,119723,,167.4,,119624,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,159.1,89,132000,81,171.8,68,138000,92
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,202.7,45,101264,5,196.5,34,94708,5
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,199.9,48,102551,9,198.2,33,104476,14
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,147.2,98,116878,33,125.4,100,115663,27
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,167,82,127061,64,150.1,89,117176,32
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,193.8,54,137864,96,178.9,59,140559,96
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,229.5,21,141462,102,249.1,5,141462,100
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,214.5,32,143350,104,181.6,55,137300,90
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,173.2,74,149663,106,154,84,145750,102
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,185.9,62,137292,95,196,36,140937,98
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,219.4,28,143114,103,200.9,29,147203,103
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,174.7,73,139795,98,161.1,77,140497,95
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,149,94,140072,100,143,92,141000,99
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,204.3,43,115254,28,191.5,40,111938,20
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,185.1,64,122145,50,169.5,70,120634,45
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,152.5,92,116298,32,156.2,82,119319,40
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,144,99,98924,2,116.6,102,94648,4
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,88.8,106,105540,12,61.9,105,97296,6
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,273.9,2,134957,92,241.9,8,137299,89
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,240,13,101566,7,194.1,38,103413,12
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,197.3,52,110000,20,185.4,50,115898,30
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,148.6,95,109192,18,139.5,98,0,1
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,147.7,96,115163,26,140.5,96,107075,17
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,195.4,53,108232,17,186.3,47,107985,19
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,245.2,8,137871,97,231.3,15,153213,105
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,226.3,23,124328,58,199.6,30,125028,59
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,166.4,83,121895,49,139.7,97,125456,60
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,169,78,119100,38,174.6,64,121225,49
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,175.4,72,122747,52,187.9,44,124929,58
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,177.4,69,134447,91,191,42,140879,97
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,211.3,34,127527,69,196.1,35,134246,82
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,98.6,105,102182,8,91.3,104,100423,9
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,221.8,25,113328,22,184,52,113806,25
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,121.7,104,101518,6,112.7,103,104126,13
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,155.3,91,127312,66,153.8,85,127466,67
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,199.8,49,132153,82,173.1,67,133368,80
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,198.5,50,97516,1,161.1,77,99878,8
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,298.1,1,124284,57,277.3,3,127391,64
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,187,60,125742,61,178.8,60,129770,73
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,236.2,16,119745,41,238.1,12,118745,36
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,161.1,86,134052,90,162.5,74,134612,84
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,186,61,131200,77,182.9,54,128257,69
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,193.4,55,108200,16,185.2,51,112400,22
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,177,70,132523,84,176.3,63,138354,93
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,143.8,100,136304,93,,,,
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,188.8,59,133929,89,180,57,133123,79
G. K-12 / 3501 +,MERCER,1430,EWING TWP,192.8,56,131200,77,183,53,134264,83
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,220,27,111121,21,223.8,19,104693,15
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,170.4,76,131163,76,151.7,87,129377,71
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,166.3,84,129367,72,161.5,76,120000,42
G. K-12 / 3501 +,MERCER,4255,PRINCETON,147.4,97,145807,105,143.4,91,148954,104
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,207.4,38,117463,34,150.2,88,116648,31
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,246.8,7,132869,86,238.3,11,136819,88
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,178.5,68,127399,67,179.2,58,126535,62
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,180.7,67,119915,43,187.9,44,120800,46
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,258.6,6,119825,42,246.5,6,127964,68
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,267.9,3,120556,45,257.5,4,119767,41
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,204.5,42,123215,54,186.2,48,112889,23
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,169,78,119737,40,173.7,66,123212,54
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,235.9,17,140041,99,239.6,9,139665,94
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,264.4,4,123380,55,218,22,122117,52
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,216.9,30,116050,31,9188.8,1,92900,3
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,233.6,19,120944,47,238.7,10,115794,28
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,197.8,51,109657,19,185.5,49,105799,16
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,139.7,101,115635,29,162,75,114093,26
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,210,35,120392,44,210.4,26,127453,66
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,185.2,63,99108,3,174.2,65,92250,2
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,242.1,10,132754,85,316.6,2,132754,77
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,239.1,14,120700,46,218.8,20,121206,48
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,156,90,121043,48,147.4,90,120299,43
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,159.8,87,115815,30,151.9,86,115815,29
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,206.8,39,136958,94,210.9,25,136663,87
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,167.5,81,129300,71,180.3,56,128750,70
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,206.5,40,131862,80,193.8,39,135198,85
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,189.3,58,123878,56,167.2,72,124132,57
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,189.8,57,118541,37,199.5,31,120867,47
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,241.6,11,122249,51,246.5,6,122097,51
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,258.9,5,128148,70,194.3,37,122676,53
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,182.1,65,114749,24,155.6,83,112000,21
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,238.6,15,124462,59,218.2,21,129380,72
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,240.9,12,129575,73,230.2,16,130025,74
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,170,77,103341,10,161,79,107608,18
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,204.3,43,114676,23,236.5,13,113565,24
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,229.9,20,119150,39,227.8,18,121350,50
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,235.4,18,115245,27,235.3,14,118193,35
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,216.5,31,127214,65,191.4,41,130832,76
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,133.8,103,107670,14,120.3,101,101507,10
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,208.7,36,133367,88,178.1,61,136573,86
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,152.2,93,127000,63,142.5,93,123555,55
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,201.7,47,125043,60,188.7,43,124036,56
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,243.5,9,132878,87,215.8,24,132878,78
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,159.5,88,108000,15,177.9,62,117603,34
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,207.8,37,122952,53,202.9,27,120465,44
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,217.5,29,101196,4,165.3,73,103157,11
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,172.7,75,107053,13,141,94,99077,7
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,168.2,80,117471,35,140.6,95,118921,39
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,175.5,71,129942,74,169.2,71,133829,81
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,220.6,26,103878,11,199.3,32,118910,38
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,206,41,126140,62,170.7,69,127346,63
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,202.7,45,130200,75,217.1,23,130060,75
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,182.1,65,115052,25,160.7,80,117195,33
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,224.1,24,131618,79,202.9,27,126500,61
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,139.5,102,141400,101,136.9,99,142423,101
