GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,8.9,55,64493,56,9.9,40,54496,25
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,12,15,60983,51,12,18,59915,43
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,10.5,34,67746,58,11,28,68693,56
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,10.7,29,55988,29,5.2,62,53537,22
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,10.3,36,47040,4,5.1,63,51371,9
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,13.3,8,47452,5,15.8,4,46832,4
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,11.4,22,53427,17,,,,
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,8.8,56,45049,2,8.7,52,45049,2
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,13.1,9,78213,65,11,28,75963,62
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,10.6,33,57320,38,9.4,45,58470,35
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,6.1,65,58825,40,5.9,61,66353,53
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,9.2,53,63225,55,8.6,54,66480,54
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,9.9,46,44825,1,14.2,6,46001,3
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,10.7,29,52675,15,11.3,23,51026,8
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,9.4,50,59895,44,9.9,40,56650,30
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,9.3,51,50985,9,,,,
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,8.8,56,47555,6,7.9,57,47555,5
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,11.9,17,53190,16,12.8,11,53190,19
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,8.3,60,56562,33,8.6,54,58876,37
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,10.9,26,61114,52,10,37,62335,49
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,12,15,56154,31,12,18,53479,21
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,10,44,55650,27,9.4,45,58773,36
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,11.8,19,59590,42,11.1,25,59165,40
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,10.7,29,76967,64,11.1,25,69409,57
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,12.3,14,54660,23,11.8,21,52685,16
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,9.5,49,57061,37,11,28,52092,13
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,10.3,36,53676,20,9.8,42,59000,39
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,8.4,59,51277,11,10,37,52817,17
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,9.9,46,60359,47,10.4,32,61650,48
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,10.2,40,56598,34,11.3,23,57153,31
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,13.5,7,76550,62,12.1,17,70242,58
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,14.1,3,60162,46,14.4,5,66897,55
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,11.8,19,55539,26,255.3,1,52455,15
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,10.2,40,62485,54,10.4,32,62485,51
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,10,44,55515,25,10.4,32,55515,26
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,10.3,36,53640,19,8.9,50,55650,28
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,11.7,21,53975,21,13,9,53975,23
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,12.9,11,56893,36,12.4,14,60720,46
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,14.3,2,54083,22,13.6,7,58364,34
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,9,54,56753,35,9.5,44,57887,32
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,10.7,29,51155,10,10.1,35,54122,24
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,11.1,23,60083,45,9.3,47,59630,41
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,11.1,23,50090,8,11.1,25,52195,14
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,10.5,34,48378,7,10.1,35,48378,6
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,13.9,4,59775,43,12.6,13,59775,42
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,10.8,27,53432,18,10,37,52970,18
C. K-8 / 401 - 750,,,K-8 Average,12.2,,59238,,12.1,,60112,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,10.9,46,55836,23,10.3,52,56928,27
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,13,12,50028,3,12.5,18,51022,4
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,10.3,56,83820,65,9.9,57,86202,64
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,12.5,18,65585,57,12.3,24,67085,57
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,13.7,5,72602,62,12.7,14,72350,61
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,11,44,59931,38,11.3,37,62525,42
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,11.2,43,63845,53,10.9,41,63324,46
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,12.3,23,59695,37,11.7,33,62755,45
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,12.3,23,70820,61,14.1,3,70820,60
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,12.9,13,66777,58,12.6,17,66982,56
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,12.4,21,62781,50,10.9,41,62691,44
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,13.8,4,66831,59,12,25,68241,59
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,10.3,56,64401,55,10.5,49,63911,50
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,11.8,35,58900,35,11.8,29,62500,40
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,12.6,16,52914,8,11.8,29,52914,8
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,13.1,11,55205,19,12.5,18,56518,25
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,12.3,23,54560,16,11.2,39,55450,14
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,10,60,57563,30,9.7,58,58013,30
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,9.5,63,53450,11,9.6,60,53800,11
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,11.4,38,63923,54,11.4,36,63588,49
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,14.4,2,61029,41,15.1,2,59505,33
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,12.5,18,53524,12,12.4,21,55740,17
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,14.4,2,55660,20,12.9,11,55805,18
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,8.8,65,62437,48,9.4,61,63572,48
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,12.5,18,55973,24,13.1,7,61530,37
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,10.9,46,52172,6,11.3,37,52102,6
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,13.7,5,62751,49,13.7,4,62503,41
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,11.4,38,61520,43,12,25,61639,39
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,12.1,31,55044,18,13.3,5,56503,24
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,11.3,41,54353,15,11.7,33,56165,21
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,9.7,61,61733,46,10.7,46,65379,54
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,10.6,52,54992,17,8.5,64,56444,23
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,11.9,33,57467,28,12.4,21,56042,19
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,9.6,62,56990,26,9.7,58,63563,47
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,10.4,55,61880,47,10.1,54,62640,43
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,10.8,50,52483,7,10,55,55536,15
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,10.5,53,53895,13,10.9,41,57220,28
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,10.7,51,58723,34,10.5,49,59785,35
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,11,44,61548,44,10.7,46,64023,51
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,12,32,63770,52,11.8,29,64908,53
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,10.3,56,59250,36,10.3,52,56150,20
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,12.3,23,45076,1,12,25,45069,1
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,10.9,46,58600,33,10.5,49,52400,7
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,12.6,16,56850,25,13.1,7,61130,36
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,12.2,29,50180,4,12.8,13,49820,3
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,11.9,33,57080,27,10.6,48,56300,22
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,11.8,35,53015,9,9.3,62,53405,10
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,12.2,29,53919,14,12,25,53353,9
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,10.5,53,58060,32,10.8,44,58570,31
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,13.2,9,74861,63,12.9,11,75679,63
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,12.3,23,57550,29,11.8,29,59442,32
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,11.4,38,55682,21,11.2,39,56713,26
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,18,1,53245,10,16.7,1,49484,2
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,12.9,13,51799,5,13,9,54299,12
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,12.3,23,62871,51,13.2,6,64590,52
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,13.6,7,60670,40,13,9,54300,13
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,13.3,8,60412,39,12.4,21,59783,34
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,10.3,56,61690,45,10,55,61628,38
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,13.2,9,67678,60,11.7,33,65860,55
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,12.7,15,57750,31,12.7,14,57850,29
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,11.3,41,61317,42,,,,
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,9.4,64,78310,64,9,63,75310,62
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,10.9,46,55710,22,10.8,44,55710,16
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,12.4,21,65037,56,12.5,18,67465,58
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,11.8,35,49835,2,12.7,14,51450,5
D. K-8 / 751 +,,,K-8 Average,12.2,,59238,,12.1,,60112,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,12.4,47,69987,78,13.4,14,66187,74
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,11.1,77,78371,86,11.1,72,80648,85
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,11.1,77,56670,23,11.1,72,63851,65
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,12.2,54,49808,2,11.8,50,49808,1
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,10.9,79,59993,44,11.1,72,61402,52
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,12.7,38,57703,33,11.8,50,57703,28
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,10.7,82,55920,17,10.2,84,56602,21
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,11.8,63,77826,85,11.3,64,79383,83
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,14.3,8,65075,75,13,22,65075,69
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,12.6,42,82558,87,12.5,35,85302,87
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,12.4,47,86624,88,11.5,58,83029,86
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,16.9,1,54375,11,16.1,3,54375,8
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,10,86,62896,64,8.5,87,63370,63
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,13.5,16,61190,54,12.9,27,65812,72
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,14.6,6,63339,69,14.5,6,65213,70
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,14,9,53201,9,14.2,9,54110,7
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,12.3,52,62247,60,12.2,45,61302,51
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,13.9,10,66025,76,13.2,17,68439,79
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,12.2,54,74264,81,11.4,62,71261,81
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,13.7,11,75995,82,12.6,32,67865,75
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,13.3,20,57000,27,32.3,1,52000,4
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,11.6,68,57867,36,11.2,69,59110,32
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,12.7,38,61915,57,12,48,62743,59
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,12.8,36,58940,42,12.3,39,56220,16
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,12.9,32,57700,32,12.5,35,61500,53
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,14.9,3,61100,52,14.3,8,59750,37
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,14.9,3,64396,73,14,11,63890,66
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,11.2,74,63548,70,11.9,49,68273,77
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,12.8,36,61500,55,12.3,39,63087,61
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,13.1,25,61144,53,,,,
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,11.2,74,58200,40,11.1,72,55150,12
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,12.7,38,58045,38,12.7,29,59455,35
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,13.7,11,57318,30,13.7,12,58419,29
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,14.6,6,60412,48,14.4,7,60564,46
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,13.6,14,56590,22,12.7,29,56590,19
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,13.6,14,63150,68,13.4,14,62750,60
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,11.8,63,55450,14,12.3,39,54900,11
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,13,30,56917,25,13,22,57417,25
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,13.1,25,76748,83,13.3,16,79566,84
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,12.6,42,58173,39,12.2,45,60232,42
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,10.9,79,57925,37,11.6,55,60415,43
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,11.3,72,60380,47,10.5,81,62568,57
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,15,2,50849,4,14.6,5,52036,5
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,10.7,82,51740,5,11.3,64,56242,17
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,11.9,59,53168,8,11.2,69,59085,31
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,10.8,81,55915,16,10.5,81,59330,33
D. K-8 / 751 +,MIDDLESEX,2370,JAMESBURG BORO,14.8,5,56871,24,19.4,2,56871,22
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,9.8,88,61545,56,9.1,86,61125,49
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,10.6,84,62004,59,10.4,83,64514,68
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13.3,20,53530,10,13,22,53682,6
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,12.9,32,49378,1,14.1,10,51260,3
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,12.5,44,54625,12,12.1,47,56595,20
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,12.5,44,57200,28,11.6,55,56210,15
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,11.4,71,57200,28,12.3,39,57200,23
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,13.1,25,57721,34,13.1,20,57698,27
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,13.3,20,61955,58,12.6,32,65995,73
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,11.8,63,56920,26,13.2,17,58940,30
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12.5,44,52878,7,12.6,32,50665,2
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,13.2,23,62660,61,12.3,39,61785,54
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,11.8,63,60364,46,11.5,58,60501,44
