GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,14832,0.125,0.834,0.032,0.009,0,0,13.7,116.7,141.5,0.119,31,8620
K. CHARTER,PASSAIC,6021,COMMUNITY CHARTER SCHOOL OF PATERSON,16532,0.038,0.865,0.097,0,0,0,10.5,157.7,118.3,0.063,80,0
K. CHARTER,PASSAIC,6230,CLASSICAL ACADEMY CS OF CLIFTON,7924,0.136,0.864,0,0,0,0,12.2,116,77.3,0.000,80,0
K. CHARTER,PASSAIC,7503,PATERSON CS FOR SCI/TECH,16543,0.831,0.095,0.074,0,0,0,11.9,91.7,288.3,0.041,80,0
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,14033,0.521,0.435,0.041,0.003,0,0,13.3,85,146.6,0.085,33,0
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,17543,0.307,0.628,0.047,0.019,0,0,8.4,142.9,100,0.110,33,0
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,21275,0.271,0.693,0.029,0.001,0.006,0,9.9,105.8,134,0.070,33,0
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,19104,0.256,0.68,0.041,0.023,0,0,10.2,234.3,149.1,0.067,33,0
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,17296,0.411,0.549,0.04,0,0,0,13.5,115,176.9,0.096,33,0
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,17626,0.634,0.257,0.077,0.032,0,0,11.2,83.8,161.6,0.181,33,0
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,16868,0.348,0.605,0.041,0.005,0,0.001,11.3,71.9,125.7,0.184,33,1
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,16179,0.522,0.327,0.045,0.107,0,0,13.6,81.3,104.3,0.147,33,0
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,15985,0.568,0.368,0.052,0.011,0,0.001,14.1,87.1,126.2,0.066,33,0
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,21415,0.743,0.091,0.075,0.091,0,0,9.4,58.7,82.2,0.154,33,0
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,37652,0.147,0.135,0.007,0.711,0,0,4.7,6.7,34.6,0.884,33,0
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,12972,0.595,0.227,0.106,0.073,0,0,15.1,159.1,75.4,0.161,33,0
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,15418,0.462,0.491,0.042,0.006,0,0,11.8,126.3,252.7,0.135,33,0
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,13447,0.375,0.404,0.028,0.193,0,0,12.1,126.4,136.9,0.133,33,14900
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,20296,0.089,0.89,0.013,0.008,0,0,10.3,51.8,117,0.147,35,0
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,16618,0.12,0.85,0.016,0.013,0,0.001,13.3,78.4,201.7,0.119,35,0
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,16044,0.365,0.508,0.067,0.06,0,0,13.8,88.2,178.5,0.118,35,0
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,17407,0.107,0.869,0.018,0.004,0,0.002,11.5,64.6,218,0.130,35,0
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,16578,0.141,0.832,0.02,0,0,0.007,11.8,78,243.5,0.144,35,0
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,18455,0.164,0.817,0.018,0.001,0,0,11.8,90.2,159.5,0.125,35,0
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,17184,0.099,0.884,0.014,0.003,0,0,12,93.5,192.6,0.110,35,162470
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,16504,0.275,0.695,0.027,0.003,0,0,12.1,77.9,207.8,0.148,35,0
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,16127,0.293,0.609,0.043,0,0,0.055,13,64.1,143.9,0.173,35,13929
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,16444,0.126,0.849,0.014,0.002,0,0.009,13.3,97.2,217.5,0.097,35,0
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,17344,0.476,0.482,0.042,0,0,0,11.7,75.2,162.8,0.129,35,0
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,31277,0.185,0.749,0.03,0.036,0,0,9.5,50.3,65.3,0.180,35,0
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,19790,0.117,0.761,0.015,0.1,0,0.007,13,76.2,181,0.107,35,0
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,17437,0.224,0.502,0.031,0.239,0,0.004,13.3,87.2,160.5,0.117,35,196945
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,16296,0.393,0.567,0.039,0,0,0.001,13.2,74.8,185.6,0.103,35,0
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,19307,0.115,0.868,0.014,0.003,0,0,9.9,58.4,203.1,0.138,35,0
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,19132,0.108,0.869,0.013,0.01,0,0,12.7,76.3,173.5,0.120,35,0
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,20103,0.1,0.697,0.01,0.152,0,0.041,12.7,83.7,145.7,0.151,35,12662
K. CHARTER,SOMERSET,6018,CENTRAL JERSEY COLLEGE PREP CS,13135,0.525,0.436,0.039,0,0,0,9.5,105,126,0.074,80,0
K. CHARTER,SOMERSET,6081,THOMAS EDISON ENERGYSMART CS,0,0,0,0,0,0,0,0,0,0,0,80,0
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,18418,0.224,0.757,0.02,0,0,0,11.3,96,121,0.137,37,1136
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,15090,0.293,0.677,0.022,0.005,0.003,0,12.4,81.9,256,0.143,37,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,20405,0.254,0.653,0.027,0.004,0,0.062,9.4,90.2,144.3,0.153,37,0
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,16863,0.441,0.497,0.051,0.003,0,0.008,10.9,71.6,125.3,0.197,37,0
A. K-6,SUSSEX,1630,FREDON TWP,16988,0.17,0.804,0.026,0,0,0,12.3,136.3,109,0.103,37,98626
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,17024,0.241,0.732,0.027,0,0,0,12.4,105.6,158.3,0.084,37,98488
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,20908,0.364,0.601,0.03,0.004,0,0.001,10.2,52.7,137,0.243,37,322
A. K-6,SUSSEX,1980,HAMPTON TWP,17825,0.272,0.695,0.033,0,0,0,9.8,108.1,129.7,0.099,37,0
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,16881,0.247,0.731,0.022,0,0,0,12,85.6,254,0.175,37,0
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,22470,0.329,0.623,0.02,0.005,0,0.023,12,73.1,110.5,0.138,37,0
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,19525,0.38,0.584,0.036,0,0,0,13.1,63.2,144.4,0.204,37,0
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,19224,0.355,0.613,0.031,0,0,0.001,11.5,91.2,116.4,0.136,37,0
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,19598,0.202,0.762,0.026,0.01,0,0,10,59.1,84.7,0.136,37,9225
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,18295,0.346,0.628,0.024,0.002,0,0,12.7,71.1,97.8,0.183,37,0
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,20553,0.335,0.598,0.067,0,0,0,10.3,56.2,103,0.165,37,0
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,17802,0.295,0.438,0.033,0.234,0,0,11.9,75.1,169.3,0.132,37,0
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,15510,0.496,0.461,0.038,0.005,0,0,11.7,63.6,80.8,0.167,37,0
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,19793,0.256,0.623,0.121,0,0,0,8.2,145,145,0.152,37,0
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,19733,0.172,0.809,0.018,0.001,0,0,13.8,119.2,172.7,0.114,37,0
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,16502,0.329,0.643,0.024,0.005,0,0,12.9,94,150.4,0.137,37,40878
A. K-6,SUSSEX,5040,STILLWATER TWP,17785,0.366,0.58,0.037,0.016,0,0.001,9.7,101.4,114.1,0.146,37,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,17605,0.375,0.578,0.042,0.006,0,0,11.9,52.6,187.6,0.209,37,0
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,23255,0.361,0.511,0.045,0.083,0,0,11.7,62.8,109.8,0.242,37,0
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,20357,0.423,0.543,0.029,0.004,0,0.001,12,61.7,168.2,0.186,37,0
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,22120,0.387,0.574,0.018,0,0,0.021,11.3,88.4,77.7,0.195,37,284798
K. CHARTER,SUSSEX,7850,SUSSEX COUNTY CS FOR TECHNOLOGY,14142,0.316,0.546,0.027,0,0,0.111,11.7,199,56.9,0.195,80,0
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,16251,0.112,0.78,0.014,0.095,0,0,13,63,154.8,0.085,39,0
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,15522,0.126,0.791,0.022,0.061,0,0,12.1,90.9,167.9,0.108,39,0
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,15069,0.119,0.806,0.021,0.054,0,0,11.8,81.4,175.5,0.155,39,0
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,21568,0.858,0.093,0.046,0,0,0.003,12.6,97.4,220.6,0.080,39,0
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,15763,0.117,0.829,0.021,0.01,0,0.023,14.3,107.4,170,0.181,39,0
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,17073,0.467,0.481,0.038,0.002,0,0.012,12,101.6,125.1,0.104,39,418890
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,17020,0.248,0.714,0.025,0.014,0,0,13,72.7,150.3,0.125,39,76512
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,18267,0.265,0.691,0.044,0.001,0,0,12.4,85.4,206,0.131,39,0
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,14426,0.087,0.88,0.014,0.002,0.017,0,13.5,93.1,238.2,0.088,39,0
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,16299,0.109,0.871,0.016,0.005,0,0,13.1,73.7,168,0.108,39,0
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,19995,0.816,0.13,0.05,0.001,0,0.003,12.9,78.1,202.7,0.126,39,0
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,17125,0.382,0.572,0.046,0,0,0,12.8,95.6,182.1,0.145,39,0
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,20009,0.488,0.432,0.081,0,0,0,11.3,78.4,117.7,0.144,39,0
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,16783,0.384,0.555,0.04,0.021,0,0,11.4,72.1,141.6,0.129,39,0
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,15162,0.113,0.863,0.021,0.003,0,0,13.6,111.6,224.1,0.118,39,500000
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,17720,0.101,0.88,0.019,0,0,0,13.6,86,143.1,0.113,39,0
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,18165,0.102,0.879,0.019,0,0,0,12.3,80.7,139.5,0.117,39,-7.450581E-9
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,17367,0.293,0.308,0.04,0.359,0,0,14,151.8,149.1,0.095,39,0
G. K-12 / 3501 +,UNION,5290,UNION TWP,15752,0.319,0.646,0.032,0.002,0,0.001,13.1,85.2,214.3,0.122,39,827135
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,15568,0.117,0.863,0.018,0.002,0,0,13.6,92.6,227.6,0.150,39,0
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,19337,0.531,0.433,0.036,0,0,0,9,71.4,75,0.107,39,0
K. CHARTER,UNION,6033,THE BARACK OBAMA GREEN CHARTER HS,15625,0.771,0.163,0.066,0,0,0,11.6,135,62.3,0.098,80,0
K. CHARTER,UNION,6217,CENTRAL JERSEY ARTS CS,14950,0.757,0.167,0.066,0,0,0.01,0,0,0,0.062,80,0
K. CHARTER,UNION,7600,QUEEN CITY ACADEMY CS,14379,0.778,0.165,0.057,0,0,0,9.8,111.4,81.7,0.029,80,0
K. CHARTER,UNION,8010,UNION COUNTY TEAMS CS,13830,0.791,0.172,0.038,0,0,0,14.1,274,91.3,0.065,80,0
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,17356,0.109,0.815,0.047,0.029,0,0,11.8,92,141,0.147,41,0
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,13858,0.407,0.552,0.04,0,0,0.001,10.7,62.3,274,0.124,41,0
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,15485,0.298,0.262,0.024,0.416,0,0,10.9,67,134,0.166,41,0
A. K-6,WARREN,400,BLAIRSTOWN TWP,15232,0.282,0.681,0.034,0.003,0,0,12.4,59.9,119.8,0.162,41,0
A. K-6,WARREN,1620,FRANKLIN TWP,19390,0.236,0.733,0.017,0.01,0.004,0,10.4,76.3,126.1,0.121,41,0
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,17188,0.299,0.672,0.027,0.002,0,0,10.4,92.2,83,0.143,41,0
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,15915,0.346,0.62,0.03,0,0.004,0,12.1,72.8,194,0.116,41,0
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,12770,0.456,0.517,0.028,0,0,0,12.9,77,217.5,0.092,41,0
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,17012,0.233,0.489,0.027,0.25,0,0.001,12.5,67,139.2,0.138,41,0
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,17430,0.108,0.862,0.025,0.005,0,0,11.1,61.5,148.9,0.151,41,0
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,17829,0.253,0.712,0.03,0.005,0,0,11.1,75,65,0.120,41,0
A. K-6,WARREN,2470,KNOWLTON TWP,18440,0.378,0.568,0.038,0.015,0,0.001,9.9,48.2,90,0.100,41,0
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,13312,0.253,0.703,0.022,0.007,0.015,0,11.9,75.6,237,0.097,41,0
A. K-6,WARREN,2970,MANSFIELD TWP,13302,0.422,0.519,0.045,0.001,0.004,0.009,12.5,85.4,239,0.114,41,0
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,17129,0.365,0.605,0.03,0,0,0,11.4,76.8,116,0.136,41,0
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,17523,0.445,0.523,0.033,0,0,0,10.5,92.7,92.7,0.117,41,0
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,19405,0.696,0.142,0.054,0.109,0,0,11.5,65.7,164.8,0.152,41,577096
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,16451,0.266,0.706,0.028,0,0,0,13.9,118.3,118.3,0.081,41,0
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,53491,0.077,0.149,0.004,0.771,0,0,4,6.1,20.6,1.000,41,0
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,22907,0.373,0.419,0.043,0.158,0,0.007,12.5,131.5,131.5,0.196,41,0
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,18477,0.361,0.561,0.029,0.05,0,0,13,99.7,210.4,0.178,41,6116
A. K-6,WARREN,5480,WASHINGTON BORO,14106,0.416,0.534,0.05,0,0,0,12.4,78,182,0.170,41,66902
A. K-6,WARREN,5530,WASHINGTON TWP,15150,0.376,0.589,0.035,0,0,0,11.7,73.4,146.8,0.132,41,0
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,17475,0.247,0.719,0.031,0,0.003,0,10.8,52.9,349,0.186,41,0
K. CHARTER,WARREN,7727,RIDGE AND VALLEY CS,17129,0.265,0.503,0.024,0,0,0.208,8.7,0,53,0.197,80,0
