GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,14681,84,15213,83,17118,86,1219,1187,1121,
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,14509,82,14462,80,15525,81,1061,1040,1064,
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,10913,20,11305,20,12179,21,1013,1023,1016,
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,11337,26,10549,10,10827,8,1406,1476,1532,
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,12296,53,12637,49,13871,50,4365,4271,4254,
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,12170,48,12849,57,13791,46,6717,6534,6519,
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,12460,57,12533,46,13612,43,792,809,809,
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,10942,22,11447,22,12633,28,5292,5195,5156,
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,11451,29,11480,23,13140,37,5753,5602,5387,
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,10845,18,12651,50,13712,45,1532,1451,1448,
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12889,69,12357,39,14396,65,978,1041,1001,
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,12098,44,12036,32,12275,24,985,990,1035,
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,11484,32,12482,44,14173,56,1558,1552,1554,
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,12221,50,12569,48,14563,70,1360,1309,1272,
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,12473,58,12404,43,13473,41,1794,1792,1783,
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,13390,76,13501,69,14145,55,1112,1112,1098,
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,13559,78,13777,72,14336,61,1025,1012,1006,
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,13430,77,13571,70,14673,72,1517,1499,1465,
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,10789,16,11654,27,12488,27,893,884,893,
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,14412,81,15459,85,15747,82,857,799,829,
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,12600,63,14001,76,14892,73,940,921,886,
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,15224,86,14728,82,16015,84,2561,2490,2478,
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,12492,59,13288,65,14264,57,2652,2541,2450,
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,11998,41,13301,66,14300,60,792,772,791,
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,9918,8,10401,8,11572,14,1039,1038,1045,
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,12131,45,12682,51,13612,43,938,916,917,
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,9796,7,10575,12,11915,17,873,899,894,
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,13083,73,13584,71,14435,66,1283,1265,1236,
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,11661,33,12554,47,14488,68,1024,990,951,
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,13256,74,14269,79,15115,77,934,939,936,
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,10401,12,11353,21,12139,19,1197,1131,1145,
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,13289,75,13175,62,14272,58,1830,1737,1711,
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,12056,42,12139,33,12861,31,989,962,1020,
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,14392,80,15418,84,16809,85,2186,2095,2117,
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,11122,23,11543,24,13115,36,1032,1034,1008,
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,11931,37,12193,35,12930,34,740,746,770,
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,12956,71,13885,74,15011,74,1473,1382,1332,
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,11129,24,10571,11,11481,13,810,812,816,
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,11468,30,11770,28,12140,20,888,871,876,
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,9182,3,9798,3,10917,9,906,871,832,
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,10931,21,11619,26,12309,25,917,886,877,
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,13290,,13738,,14519,,,,,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,12747,,13180,,13742,,,,,
E. K-12 / 0 - 1800,,,5. State average - All operating types,13290,,13735,,14506,,,,,
E. K-12 / 0 - 1800,,,6. State median - All operating types,12774,,13207,,13889,,,,,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,11392,7,11549,7,12754,15,1168,1144,1137,
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,12116,15,12638,17,13415,21,1752,1757,1715,
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,12254,17,12648,18,12128,12,1193,1180,1304,
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,13239,30,14183,36,14777,32,1083,1088,1105,
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,11773,12,11866,10,12109,11,1618,1645,1696,
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,12332,20,11742,9,11917,8,1536,1580,1674,
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,14532,38,15808,39,17412,44,1300,1271,1256,
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,15926,42,15860,40,16684,40,1881,1855,1797,
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,12991,26,13345,25,13986,28,1734,1700,1713,
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,13548,34,13806,32,14808,33,1593,1593,1596,
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,10424,1,10578,3,11089,2,1169,1189,1218,
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,10897,5,10860,5,11559,5,1147,1160,1189,
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,14800,40,16074,41,16804,41,1875,1785,1807,1
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,12179,16,12235,13,12379,13,1605,1606,1637,
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,12305,19,12581,16,12975,17,938,962,980,
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,11834,13,12363,14,13431,22,1390,1386,1395,
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,12704,23,13330,24,13254,18,1440,1401,1457,
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,13434,33,13424,28,13312,19,1322,1304,1366,
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,12630,22,11582,8,11646,6,429,459,469,
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,21156,47,21499,47,17326,43,745,759,868,
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,13160,28,17850,44,13493,23,1500,1164,1653,
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,10434,2,9947,1,11420,4,1322,1461,1437,
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,13276,31,14013,35,15107,34,1223,1204,1254,
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12266,18,12689,19,13317,20,1543,1525,1543,
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,13183,29,13404,27,13981,27,1527,1498,1538,
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,13010,27,13185,23,14240,29,1248,1239,1239,
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,10686,4,10303,2,11051,1,1109,1152,1166,
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,13700,35,13816,33,15425,37,1457,1470,1473,
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,11095,6,10786,4,11265,3,1134,1157,1162,
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,11495,8,11985,11,12087,10,1809,1781,1846,
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,17521,45,19213,46,20521,47,1688,1642,1638,1
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,13792,36,13629,29,15194,35,1106,1123,1081,
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,12332,20,12921,22,13894,26,1697,1666,1606,
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,16529,44,16357,42,16993,42,1241,1266,1285,
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,14640,39,14435,37,16055,39,1126,1122,1111,
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,18373,46,18460,45,19882,46,1640,1620,1572,
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,11753,11,13737,31,12886,16,1689,1616,1653,
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,13295,32,13686,30,15249,36,895,877,825,
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,15250,41,15599,38,15567,38,1652,1673,1705,
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,11647,9,12510,15,11943,9,1836,1741,1881,
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,16403,43,16400,43,17827,45,1232,1248,1189,1
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,10681,3,11119,6,11885,7,1681,1699,1660,
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,11668,10,12215,12,12681,14,1493,1524,1585,
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,11857,14,12701,20,13651,24,1305,1305,1296,
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13909,37,13993,34,14701,31,1501,1513,1530,
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12941,24,12840,21,13779,25,1340,1359,1354,
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,12945,25,13399,26,14390,30,865,807,781,
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,13290,,13738,,14519,,,,,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,12747,,13180,,13742,,,,,
F. K-12 / 1801 - 350,,,5. State average - All operating types,13290,,13735,,14506,,,,,
F. K-12 / 1801 - 350,,,6. State median - All operating types,12774,,13207,,13889,,,,,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,12105,19,12719,25,14971,53,2426,2349,2027,
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,12199,22,12295,20,12908,18,2755,2760,2859,
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,12403,27,12443,22,13341,27,2753,2691,2696,
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,10229,3,9932,2,9426,1,2402,2481,2545,
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,16174,65,17339,66,17259,63,2869,2923,2870,
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,14464,61,15052,61,15838,61,2434,2410,2410,
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,11885,18,11692,10,12337,13,1710,1806,1772,
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,13175,47,13034,37,14472,50,1796,1826,1824,
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,11015,8,11984,15,11569,4,3274,3316,3346,
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,12469,29,12892,32,12992,21,2312,2336,2371,
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,13333,51,13916,53,15287,57,3369,3299,3252,
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,11031,9,12069,17,13126,24,2132,2048,2029,
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,14086,60,14204,56,15638,59,3057,3024,3001,
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,12649,34,12450,23,12776,16,2224,2248,2320,
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,12839,42,12783,28,13380,29,2434,2485,2488,
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,13964,58,14348,57,15849,62,2725,2705,2705,
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,11727,14,11872,13,12212,11,2409,2426,2514,
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,13269,50,13373,44,14463,49,2339,2355,2368,
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,10809,7,10669,5,11823,7,2913,2893,2918,
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,11767,16,12235,18,13158,25,2133,2155,2179,
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,13678,54,13835,52,15254,55,1875,1877,1903,
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,16113,64,16176,64,18917,65,2035,2077,2051,1
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,11561,12,11982,14,12582,15,2113,2092,2124,
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,11812,17,11648,9,12270,12,2465,2503,2518,
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,13388,52,13483,47,13450,32,2241,2302,2381,
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,14642,62,14735,58,15290,58,1910,1878,1913,
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,11153,10,11442,8,12154,9,2776,2681,2697,
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,16066,63,15638,63,17664,64,2052,2065,2055,
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,12834,41,13277,41,13460,33,2597,2564,2578,
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,12163,21,14813,60,13258,26,1907,1630,1996,
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,11744,15,11847,12,12085,8,2161,2211,2257,
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,12634,33,12743,27,13442,31,2217,2222,2251,
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,10750,6,11379,7,11809,6,3086,3039,3074,
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,13267,49,13975,55,14806,52,1930,2027,2079,1
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,22646,66,16891,65,22639,66,1790,2333,1798,1
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,13973,59,13966,54,14076,45,2183,2148,2204,
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,9994,2,10226,3,10680,3,2801,2858,2901,
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,12599,31,12247,19,12928,19,2032,2124,2157,
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,12243,23,12067,16,12959,20,2110,2154,2167,
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,9104,1,9593,1,9858,2,2333,2310,2405,
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,25259,67,24540,67,27238,67,1988,1976,1989,1
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,12340,25,12993,35,13588,36,3277,3190,3193,
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,13909,56,14800,59,15173,54,3224,3167,3165,
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,12243,23,12539,24,13352,28,2337,2332,2313,
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,10657,5,11091,6,12159,10,2928,2902,2967,
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,12435,28,13348,43,13913,43,3532,3448,3443,
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,12762,37,13303,42,14424,48,2200,2156,2105,
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,13079,45,12851,30,13731,38,2371,2434,2441,
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,12808,40,13236,39,14371,46,2327,2259,2229,
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,11542,11,12412,21,13057,23,3264,3200,3217,
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,12516,30,13434,45,13744,40,3198,3075,3098,
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,10345,4,10594,4,11742,5,2998,2952,2915,
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,12392,26,12810,29,12903,17,2481,2430,2474,
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,12119,20,12961,33,14050,44,2375,2259,2087,
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,12801,39,13531,48,13582,35,1864,1772,1847,
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,13017,44,13272,40,13763,41,3215,3254,3425,
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13934,57,13799,51,14412,47,2059,2021,2054,
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,12736,36,12888,31,13488,34,2402,2419,2493,
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,13430,53,15291,62,15284,56,2110,2004,1996,
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,13013,43,13438,46,13732,39,2805,2788,2795,
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,11722,13,11843,11,12469,14,2333,2324,2323,
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,13226,48,13029,36,13019,22,3103,3121,3139,
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,12769,38,12721,26,13430,30,2206,2229,2226,
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,13715,55,13769,50,15710,60,2782,2726,2669,
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,13145,46,13592,49,13836,42,1981,1981,1984,
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,12622,32,12992,34,13681,37,2185,2172,2196,
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,12733,35,13210,38,14667,51,1837,1787,1857,
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,13290,,13738,,14519,,,,,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,12747,,13180,,13742,,,,,
G. K-12 / 3501 +,,,5. State average - All operating types,13290,,13735,,14506,,,,,
G. K-12 / 3501 +,,,6. State median - All operating types,12774,,13207,,13889,,,,,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,18237,105,18277,103,19498,105,6484,6592,6951,
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,10960,9,11660,19,12666,24,7924,7732,7762,
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,9748,1,10139,1,10823,1,3521,3541,3559,
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,21076,106,18499,104,16373,92,2965,3616,4023,1
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,13099,62,12963,45,14153,54,3451,3504,3593,
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,13853,74,14931,84,15635,80,4725,4595,4650,
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,12757,52,12530,37,13375,39,3602,3689,3776,
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,13059,61,14171,75,14536,64,4736,4664,4919,1
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,14435,85,14620,80,14797,73,5132,5224,5518,
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,14191,81,15030,85,16324,91,4161,4073,4014,
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,12867,55,13390,58,14369,60,5716,5700,5709,
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,16243,98,17157,98,18417,101,3955,3875,3826,
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,13231,64,13529,61,13949,50,3593,3619,3687,
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,11018,10,11457,14,12450,20,4104,4061,4086,
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,12593,47,13198,52,13740,47,4253,4072,3986,
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,17973,104,18546,105,19036,103,4959,5012,5012,1
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,11927,31,12166,29,12256,15,4315,4282,4335,
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,17534,102,18654,106,20793,106,12659,12521,12015,1
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,12067,36,12459,35,13231,35,11366,11298,11269,
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,12285,40,12717,42,14505,63,5491,5361,5345,
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,13272,66,14137,74,14405,62,5259,4903,4917,
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,12607,48,13460,60,15655,83,5119,5318,5361,1
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,13117,63,13851,65,14737,71,6178,6068,5931,1
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,13259,65,13928,68,15915,86,10578,10629,9742,1
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,11226,16,10879,6,11051,3,4555,4649,4693,
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,11735,28,12001,24,11598,7,5976,6143,6524,
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,17017,101,17979,101,19261,104,9804,9793,9818,1
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,15428,94,16438,96,15929,87,6876,6578,7079,1
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,13599,71,13863,66,14131,52,5740,5732,5810,
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,13973,76,14097,73,14571,65,4927,4908,4931,
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,14126,80,13971,70,14812,74,6635,6637,6699,
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,16915,100,18142,102,18268,100,38373,37319,37351,1
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,12439,43,12500,36,13152,33,3945,3962,3926,
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,15979,97,16048,94,16182,89,4427,4727,4774,1
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,13853,74,13929,69,14234,55,6471,6509,6679,
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,15738,96,15445,88,15933,88,6714,6797,6920,
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,11395,17,11339,12,12469,21,4352,4356,4408,
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,10278,2,10747,5,12051,12,6056,6004,5961,
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,12973,59,13323,55,14641,66,8263,8081,8011,
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,10737,6,10659,3,11280,6,9247,9241,9713,
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,17742,103,17649,100,18119,99,26068,27014,28407,1
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,12304,41,11646,18,12204,14,5419,5887,6002,
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,10812,7,11368,13,11987,10,8061,8101,8132,
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,14779,88,14518,78,16247,90,10556,10782,11772,1
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,12715,51,15663,91,15596,79,7584,7757,7191,1
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,12040,35,12580,39,13498,42,5025,4969,5067,
G. K-12 / 3501 +,MERCER,1430,EWING TWP,13377,68,13402,59,14712,70,3706,3672,3706,
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,11032,11,11565,17,12702,25,12522,12327,12354,
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,14997,91,15501,89,16625,94,3835,3798,3726,
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,13981,77,13731,63,14387,61,3954,4003,4028,
G. K-12 / 3501 +,MERCER,4255,PRINCETON,16568,99,17579,99,18110,98,3402,3381,3475,
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,15331,93,15724,92,16951,95,10869,11347,11617,1
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,12262,39,12581,40,13301,38,9775,9653,9909,
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,11179,13,10907,7,11743,8,3794,3767,3750,
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,12681,50,13204,54,13512,43,8506,8219,8413,
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,11644,23,12192,30,12375,18,14194,14217,14379,
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,12966,58,13174,51,13875,49,5661,5867,6067,
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,15133,92,15273,86,17887,97,7517,7711,8089,1
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,11183,14,11210,11,12019,11,5947,6041,6090,
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,11722,27,12315,32,12857,29,9415,9203,9178,
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,13736,73,13135,48,14663,67,10225,10224,10934,1
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,11525,21,11732,20,12302,17,7193,7298,7297,
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,10477,3,10548,2,11030,2,5910,5982,6112,
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,11049,12,10995,8,11972,9,9024,9027,9013,
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,11989,33,12349,34,12648,23,3714,3630,3814,
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,11419,19,12096,27,12749,27,13017,13115,13271,
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,14304,84,14733,81,14907,75,5278,5314,5475,1
