GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1549,,,,1571,,,,1673,,,
A. K-6,,,2. State median - Operating Type K-6,1412,,,,1505,,,,1574,,,
A. K-6,,,5. State average - All operating types,1815,,,,1875,,,,1981,,,
A. K-6,,,6. State median - All operating types,1601,,,,1647,,,,1702,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1412,30,0.114,0.670,1346,22,0.133,0.703,873,5,0.092,0.612
A. K-6,BERGEN,3870,ORADELL BORO,1394,26,0.125,0.840,1553,34,0.129,0.804,1574,30,0.124,0.833
A. K-6,BERGEN,4410,RIVER EDGE BORO,1625,37,0.143,0.931,1538,33,0.131,0.924,1601,32,0.128,0.880
A. K-6,BERGEN,4620,SADDLE RIVER BORO,4408,58,0.219,0.817,4952,58,0.227,0.781,4593,59,0.220,0.762
A. K-6,BURLINGTON,200,BASS RIVER TWP,1726,43,0.119,0.742,1731,41,0.119,0.662,1779,41,0.115,0.671
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1630,38,0.153,0.869,1685,39,0.149,0.909,1652,35,0.143,0.890
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1189,15,0.110,0.644,1103,13,0.099,0.588,1652,35,0.137,0.702
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1977,47,0.127,0.896,1950,45,0.127,0.895,2032,45,0.126,0.840
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1048,11,0.080,0.591,1287,18,0.095,0.722,1351,19,0.093,0.659
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1039,10,0.096,0.659,961,8,0.083,0.629,1086,13,0.079,0.573
A. K-6,CAMDEN,5560,WATERFORD TWP,2269,52,0.187,0.903,2066,47,0.161,0.873,2416,50,0.172,0.861
A. K-6,CAPE MAY,710,CAPE MAY CITY,1761,45,0.091,0.677,2342,53,0.109,0.791,1755,39,0.087,0.648
A. K-6,CAPE MAY,2840,LOWER TWP,1737,44,0.141,0.916,1716,40,0.134,0.912,1914,43,0.144,0.866
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1447,31,0.069,0.522,1448,27,0.091,0.565,1082,11,0.081,0.414
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2288,53,0.152,0.942,2471,55,0.137,0.956,2280,47,0.128,0.848
A. K-6,ESSEX,1465,FAIRFIELD TWP,1362,25,0.108,0.791,1558,36,0.114,0.760,1619,33,0.114,0.731
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1501,33,0.112,0.851,1505,30,0.104,0.824,1671,37,0.106,0.792
A. K-6,ESSEX,4530,ROSELAND BORO,1272,19,0.105,0.750,1466,28,0.112,0.751,1518,29,0.109,0.649
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1115,13,0.115,0.822,1145,15,0.122,0.795,1305,17,0.129,0.791
A. K-6,GLOUCESTER,1330,ELK TWP,1185,14,0.115,0.867,1323,20,0.121,0.877,1449,22,0.121,0.871
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,968,7,0.097,0.874,1151,16,0.108,0.892,1323,18,0.115,0.855
A. K-6,GLOUCESTER,2070,HARRISON TWP,926,6,0.094,0.913,905,5,0.090,0.879,935,7,0.087,0.878
A. K-6,GLOUCESTER,2990,MANTUA TWP,1327,24,0.121,0.888,1340,21,0.112,0.849,1475,26,0.118,0.873
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1108,12,0.090,0.567,1124,14,0.086,0.534,1233,15,0.084,0.500
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,857,3,0.105,0.736,996,9,0.117,0.687,1107,14,0.106,0.673
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,875,4,0.097,0.655,851,4,0.092,0.653,772,3,0.077,0.598
A. K-6,GLOUCESTER,5590,WENONAH BORO,1201,16,0.117,0.685,1073,11,0.099,0.675,1015,8,0.087,0.571
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,919,5,0.071,0.547,910,6,0.072,0.530,1052,10,0.076,0.536
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,979,8,0.079,0.571,1012,10,0.082,0.585,1017,9,0.075,0.517
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1668,40,0.118,0.674,1471,29,0.111,0.646,1509,28,0.096,0.596
A. K-6,HUNTERDON,2590,LEBANON BORO,4714,59,0.211,0.761,5234,59,0.229,0.796,4381,58,0.224,0.740
A. K-6,HUNTERDON,5050,STOCKTON BORO,1315,23,0.089,0.957,1088,12,0.074,0.791,1082,11,0.081,0.797
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1544,34,0.116,0.736,1529,32,0.113,0.710,1762,40,0.116,0.726
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1263,18,0.093,0.747,1230,17,0.094,0.780,853,4,0.062,0.561
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,3011,56,0.196,0.751,2618,56,0.158,0.634,3240,56,0.167,0.712
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1411,29,0.076,0.997,1585,37,0.105,0.969,1628,34,0.103,0.928
A. K-6,MORRIS,3240,MINE HILL TWP,497,1,0.050,0.397,451,2,0.045,0.359,629,2,0.058,0.428
A. K-6,OCEAN,230,BEACH HAVEN BORO,2112,49,0.116,0.930,2250,51,0.110,0.922,3183,55,0.140,0.979
A. K-6,OCEAN,320,BERKELEY TWP,1601,36,0.132,0.977,1668,38,0.139,0.959,1722,38,0.131,0.933
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1487,32,0.101,0.834,916,7,0.070,0.592,1233,15,0.083,0.593
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1002,9,0.068,0.673,377,1,0.024,0.238,446,1,0.032,0.329
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1913,46,0.155,0.811,1787,42,0.146,0.798,1942,44,0.154,0.791
A. K-6,OCEAN,2760,LONG BEACH ISLAND,3056,57,0.141,0.949,3659,57,0.170,0.945,3802,57,0.173,0.937
A. K-6,OCEAN,3800,OCEAN GATE BORO,2624,55,0.187,0.841,1857,44,0.123,0.688,2532,54,0.167,0.819
A. K-6,OCEAN,3820,OCEAN TWP,2143,50,0.144,0.884,2097,48,0.140,0.870,2274,46,0.140,0.850
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,2332,54,0.164,0.686,2370,54,0.163,0.662,2403,48,0.156,0.626
A. K-6,OCEAN,5020,STAFFORD TWP,2185,51,0.178,0.964,2134,49,0.171,0.961,2404,49,0.175,0.958
A. K-6,OCEAN,5220,TUCKERTON BORO,1287,21,0.120,0.806,1305,19,0.117,0.760,1364,20,0.118,0.729
A. K-6,SUSSEX,1630,FREDON TWP,1546,35,0.130,0.778,1511,31,0.125,0.768,1502,27,0.118,0.751
A. K-6,SUSSEX,1980,HAMPTON TWP,1286,20,0.093,0.801,1431,26,0.100,0.843,1422,21,0.099,0.831
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,1220,17,0.083,0.601,1427,25,0.087,0.557,1452,24,0.085,0.516
A. K-6,SUSSEX,5040,STILLWATER TWP,1722,42,0.127,0.938,1821,43,0.127,0.945,1824,42,0.119,0.909
A. K-6,WARREN,400,BLAIRSTOWN TWP,1708,41,0.155,0.945,2054,46,0.168,0.934,2481,53,0.189,0.927
A. K-6,WARREN,1620,FRANKLIN TWP,1644,39,0.118,0.915,2334,52,0.151,0.844,2450,51,0.150,0.791
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,726,2,0.062,0.590,816,3,0.062,0.604,877,6,0.063,0.608
A. K-6,WARREN,2470,KNOWLTON TWP,1405,27,0.107,0.751,1384,23,0.095,0.793,1450,23,0.099,0.808
A. K-6,WARREN,2970,MANSFIELD TWP,1291,22,0.128,0.967,1389,24,0.136,0.962,1466,25,0.131,0.953
A. K-6,WARREN,5480,WASHINGTON BORO,1406,28,0.128,0.911,1557,35,0.135,0.822,1600,31,0.119,0.810
A. K-6,WARREN,5530,WASHINGTON TWP,2009,48,0.170,0.910,2233,50,0.176,0.922,2453,52,0.177,0.904
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,1556,,,,1623,,,,1745,,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,1541,,,,1588,,,,1739,,,
B. K-8 / 0 - 400,,,5. State average - All operating types,1815,,,,1875,,,,1981,,,
B. K-8 / 0 - 400,,,6. State median - All operating types,1601,,,,1647,,,,1702,,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,1179,15,0.104,0.772,1488,28,0.119,0.784,2069,44,0.148,0.825
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,2523,57,0.166,0.845,2157,54,0.139,0.799,2464,52,0.161,0.864
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,1152,14,0.096,0.931,1403,23,0.110,0.908,1654,25,0.118,0.884
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,4159,66,0.188,0.882,4413,65,0.182,0.792,4729,66,0.193,0.835
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,2167,53,0.113,0.524,1841,45,0.102,0.469,1863,35,0.096,0.472
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,1781,37,0.101,0.614,1113,14,0.070,0.497,1950,37,0.108,0.595
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,1993,52,0.141,0.837,1602,35,0.118,0.803,1975,39,0.153,0.730
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,1622,29,0.132,0.828,1507,30,0.130,0.782,1659,27,0.119,0.711
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,2454,56,0.156,0.760,1680,38,0.098,0.660,2515,54,0.135,0.680
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,1685,32,0.147,0.840,1780,42,0.149,0.874,1645,24,0.129,0.854
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,1749,35,0.086,0.551,2168,55,0.096,0.538,2270,48,0.095,0.547
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,930,6,0.065,0.830,885,5,0.065,0.830,857,3,0.062,0.700
