GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,,,1. State average - Operating Type K-6,635,,,,650,,,,684,,,
A. K-6,,,2. State median - Operating Type K-6,629,,,,656,,,,681,,,
A. K-6,,,5. State average - All operating types,809,,,,837,,,,860,,,
A. K-6,,,6. State median - All operating types,714,,,,731,,,,758,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,412,8,0.033,0.379,444,11,0.044,0.493,509,15,0.053,0.397
A. K-6,BERGEN,3870,ORADELL BORO,674,35,0.060,0.592,684,32,0.057,0.600,759,41,0.060,0.554
A. K-6,BERGEN,4410,RIVER EDGE BORO,628,29,0.055,0.592,639,28,0.055,0.592,642,26,0.051,0.601
A. K-6,BERGEN,4620,SADDLE RIVER BORO,716,39,0.036,0.462,825,45,0.038,0.538,882,50,0.042,0.471
A. K-6,BURLINGTON,200,BASS RIVER TWP,830,46,0.057,0.432,783,43,0.054,0.443,763,42,0.049,0.411
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,806,44,0.076,0.590,973,54,0.086,0.586,1017,56,0.088,0.580
A. K-6,BURLINGTON,2960,MANSFIELD TWP,782,41,0.072,0.600,710,36,0.064,0.627,736,37,0.061,0.602
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,914,53,0.059,0.453,937,51,0.061,0.488,869,49,0.054,0.415
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,852,49,0.065,0.630,914,50,0.068,0.621,957,53,0.066,0.496
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,62,2,0.006,0.050,60,2,0.005,0.048,60,2,0.004,0.041
A. K-6,CAMDEN,5560,WATERFORD TWP,257,4,0.021,0.183,228,4,0.018,0.120,306,6,0.022,0.187
A. K-6,CAPE MAY,710,CAPE MAY CITY,1082,56,0.056,0.411,1213,57,0.057,0.444,1239,57,0.062,0.451
A. K-6,CAPE MAY,2840,LOWER TWP,834,47,0.068,0.562,890,49,0.070,0.595,862,48,0.065,0.553
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1062,55,0.051,0.375,879,48,0.055,0.343,682,30,0.051,0.383
A. K-6,ESSEX,1400,ESSEX FELLS BORO,835,48,0.055,0.535,961,53,0.053,0.481,929,52,0.052,0.467
A. K-6,ESSEX,1465,FAIRFIELD TWP,583,23,0.046,0.465,626,26,0.046,0.368,669,27,0.047,0.561
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,812,45,0.060,0.569,870,47,0.060,0.565,882,50,0.056,0.465
A. K-6,ESSEX,4530,ROSELAND BORO,574,22,0.047,0.469,615,25,0.047,0.507,626,24,0.045,0.464
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,559,20,0.058,0.465,529,20,0.056,0.514,508,14,0.050,0.433
A. K-6,GLOUCESTER,1330,ELK TWP,635,31,0.061,0.577,652,29,0.060,0.566,712,34,0.060,0.542
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,667,34,0.067,0.525,723,37,0.068,0.542,756,40,0.065,0.488
A. K-6,GLOUCESTER,2070,HARRISON TWP,517,14,0.053,0.404,572,24,0.057,0.465,588,21,0.054,0.462
A. K-6,GLOUCESTER,2990,MANTUA TWP,697,38,0.063,0.544,723,37,0.060,0.560,786,43,0.063,0.549
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,650,32,0.053,0.520,701,34,0.054,0.517,726,35,0.049,0.436
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,26,1,0.003,0.024,33,1,0.004,0.029,36,1,0.003,0.025
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,244,3,0.027,0.217,256,5,0.028,0.227,245,3,0.024,0.202
A. K-6,GLOUCESTER,5590,WENONAH BORO,499,12,0.049,0.553,515,16,0.048,0.580,559,19,0.048,0.561
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,442,11,0.034,0.422,493,15,0.039,0.513,457,12,0.033,0.395
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,399,7,0.032,0.467,430,10,0.035,0.478,433,9,0.032,0.391
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,565,21,0.040,0.383,456,13,0.034,0.373,452,11,0.029,0.340
