GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,438765,220990,659755,-145006
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,672642,-37234,635408,184885
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,351823,210488,562311,426733
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,1385180,-332085,1053095,421001
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,427777,446896,874673,211411
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,786487,245864,1032351,241712
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,1191403,150724,1342127,964799
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,3337233,532032,3869265,-1621218
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,464130,117315,581445,115125
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,454125,325691,779816,81499
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,440909,7294,448203,-39236
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,492764,218467,711231,259852
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,692123,-87421,604702,38120
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,517695,-109093,408602,417541
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,774414,631490,1405904,-26498
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,1118086,-102770,1015316,194939
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,2116448,354464,2470913,364864
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,1041473,250235,1284562,-18846
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,276590,6060,282650,38059
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,148694,-157711,-9017,-167805
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,773349,-49025,724324,140665
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,587993,298931,886924,157126
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,291459,69709,361168,47794
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,229292,1989,231281,37603
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,1982199,203287,2185486,-50617
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,693469,236330,929799,200633
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,266777,-63389,203388,52249
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,212362,133948,346310,404237
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,352416,86449,438865,44591
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,348500,-86459,262041,101534
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,576267,258707,834974,208756
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,386084,47082,433166,61366
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,640253,189375,829628,227979
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,2247966,-161353,2086613,-240333
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,819787,-250889,568898,-149962
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,455543,-33972,421571,68121
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,1217149,336008,1553157,560827
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,720272,5707,725979,129069
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,3336186,121265,3457451,91138
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,457396,441252,898648,160274
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,791042,-141691,649351,305237
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,1542585,345799,1888384,294806
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,219052,288192,507244,168991
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,727622,402375,1129997,357300
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,396193,164364,560557,206638
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,617315,-18595,598720,225168
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,657267,-52069,605198,2216
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,1462920,213281,1676201,143077
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,445354,13421,458775,95918
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,644143,366613,1010756,199144
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,976889,203740,1180629,-235065
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,737638,117086,854724,26369
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,519576,248121,767697,608636
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,664405,220741,885146,333012
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,576010,183399,759409,439145
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,307191,-107209,199982,185850
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,326427,166184,492611,235704
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,876758,-272605,604153,252246
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,413025,-16399,373501,-97749
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,1074102,89870,1163972,96088
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,967406,-31932,935474,-5561
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,516865,219953,736818,57668
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,919448,-274844,644604,9175
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,1698762,570132,2268894,331573
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,582081,506350,1088431,564143
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,1091947,342314,1434261,235374
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,2224590,-66777,2157813,626199
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,1710712,578897,2289609,-17234
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,1207953,490028,1697981,647203
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,168386,335545,503931,214139
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,2301786,229151,2530937,728530
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,1122195,1084163,2206358,603880
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,580292,586648,1166940,415504
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,512319,293505,805824,277823
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,869335,311903,1181238,464420
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,2090634,-156674,1933960,817989
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,609299,631078,1240377,854395
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,205449,-24329,181120,387520
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,448974,88615,537589,123524
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,527736,272226,799962,412653
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,677559,189045,866604,260435
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,2140375,-946620,1193755,-62514
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,1535600,-444096,1091504,702006
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,1567569,28411,1595980,442234
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,1024862,156424,1181286,334920
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,697754,403326,1101080,261066
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,649971,52167,702138,151596
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,1017632,-107336,910296,306183
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,696247,141259,837506,142830
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,1872136,-135777,1736359,68092
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,353905,74136,428041,158770
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,306755,285752,592507,576128
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,1791899,-66383,1725516,221502
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,2045686,-340712,1704974,197384
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,1185004,214454,1399458,804448
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,742488,18,742506,98590
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,977575,-235155,742420,506640
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,235421,227318,462739,366023
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,1152499,216746,1369245,452562
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,890068,-48498,841570,321898
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,1243882,-178504,1065378,104267
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,1331966,91563,1423529,-107144
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,2722814,902002,3624816,900702
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,2077555,218440,2090035,426951
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,1437932,862227,2300159,1177627
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,3334214,-259362,3074852,-222174
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,1019588,179744,1199331,747752
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,1620670,-31309,1589361,186452
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,264047,480841,744888,97393
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,1939372,194751,2134123,-186586
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,268912,364215,633127,464395
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,310693,256257,540430,13338
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,2599056,-117806,2481250,-506766
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,1650811,800050,2450861,310805
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,644997,267845,912842,460609
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,787341,94019,881360,580407
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,1278618,268760,1547378,288909
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,516222,225126,738632,214651
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,1382665,-65606,1317059,998351
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,1638841,667923,2306764,390950
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,1066548,-348418,718130,147726
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,1277966,151632,1429598,49121
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,775928,6598,782526,405162
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,1220343,642957,1863300,557903
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,2453475,300673,2754148,370425
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,482563,-107028,375535,99776
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,866546,55431,921977,612098
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,997370,-116301,881069,489055
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,1539391,-212040,1327351,133873
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,228762,25906,254668,123515
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,1052851,152603,1205454,-228749
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,1870006,25126,1895132,1525427
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,4861149,2735767,7596916,2948564
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,4410437,1746106,6156543,1020178
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,1798212,704098,2502310,555451
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,1347053,149367,1496420,304007
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,1418638,161619,1580257,255624
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,1158057,-6386,1151671,697308
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,4332494,1515887,5848381,946875
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,2356586,1119051,3475637,284752
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,352132,845235,1197367,435486
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,1041798,211270,1253068,1167790
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,2692684,-42806,2649878,458410
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,972017,314250,1286267,854224
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,655150,-292463,362687,343510
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,2046309,-745366,1300943,976834
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,1357249,-14905,1342344,92978
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,1297543,338265,1635808,568462
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,6200235,556343,6756578,1371869
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,1344511,212838,1557349,707943
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,2244732,570207,2814939,1483829
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,1296967,181427,1478394,920263
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,2956907,1090163,4047070,815290
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,2532400,216793,2749193,369861
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,6414585,-1164253,5250332,2081109
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,3296075,734962,4031037,1044583
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,3888152,356170,4244322,1509795
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,2808969,740952,3549921,1360123
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,9127599,-1065151,8062448,1058624
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,956996,377801,1334797,560253
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,1069446,245845,1315291,251719
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,1031665,468558,1500223,946212
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,411472,254577,666049,426504
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,1403779,7028,1358822,949145
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,425250,439370,864620,402899
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,10774869,5028636,15803505,4589623
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,1434196,-328456,1105740,930763
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,460959,211496,672455,181161
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,5913325,156390,6069715,1728344
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,2728496,651659,3380155,2012699
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,1488206,-278953,1209253,553054
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,1637339,785438,2422777,1147839
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,513178,406613,919791,1196489
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,1544469,721101,2265570,416915
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,4584673,344303,4928976,1725379
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,3419235,522974,3942209,2499899
D. K-8 / 751 +,MIDDLESEX,2370,JAMESBURG BORO,381852,157017,538869,62064
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,1657758,581566,2239324,692687
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,3061996,-3212,3058784,657886
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,1000758,557338,1558096,427352
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,1956299,-224054,1732245,1072776
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,7919039,-464279,7454760,2207940
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,5306355,3115465,8421820,5526574
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,1942234,262276,2146472,383212
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,6645584,1271586,7917170,3878614
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,6947478,924153,7871631,5311361
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,1094326,-8379,1085947,506265
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,1025700,10935,1036635,155602
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,1774115,-3477,1770638,614544
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,9435314,-81159,9354155,1116766
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,2033785,501272,2535057,1483052
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,754896,-34445,720451,1360461
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,1472034,253120,1725154,725445
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,950116,12496,962612,503331
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,1831559,-158443,1673116,688420
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,1650818,503320,2154138,984703
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,1038569,180535,1219104,734411
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,812196,926317,1738513,724517
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,2629510,381251,3010761,2824169
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,3034978,355039,3390017,-23767
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,812147,818092,1630239,1198517
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,3660676,-630189,3030487,935743
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,1161079,618232,1779311,468622
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,2977610,743486,3721096,327904
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,1391423,117452,1508875,658523
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,2846579,-25836,2820743,303896
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,1071084,355988,1427072,58261
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,1220164,123090,1343254,121998
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,3917377,-375979,3541398,1640784
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,1736799,-456617,1280182,1434987
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,2858322,2156103,5014425,2398699
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,664054,713131,1377185,715962
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,869727,198873,1068600,476871
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,576858,173074,749932,1125983
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,1835358,-664793,1170565,-346210
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,1303966,-698065,605901,198801
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,1054640,-21244,1033396,648039
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,1904146,77822,1981968,510324
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,750753,112488,863241,1027921
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,1092187,86367,1178554,302610
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,1343900,1046950,2390850,452786
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,1361522,720716,2082238,571312
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,2398354,223788,2622142,476619
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,1049392,722775,1772167,879238
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,2860930,751753,3612683,1692011
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,2585615,-486447,2099168,-101141
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,513945,462875,976820,950053
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,2339379,566421,2905800,895199
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,1254531,67510,1322041,444395
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,1508159,1280,1509439,539066
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,1939470,794206,2733676,1109892
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,1914004,-41978,1872026,496318
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,2171493,180831,2352324,-100214
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,1401701,540131,1941832,192617
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,1179934,-231312,948622,376489
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,2582032,-64531,2517501,-649716
