GROUP,CONAME,DIST,DISTNAME,PP16,RK16,PCT16,PP26,RK26,PCT26,PP36,RK36,PCT36
A. K-6,,,1. State average - Operating Type K-6,1846,,,1909,,,2083,,
A. K-6,,,2. State median - Operating Type K-6,1796,,,1894,,,2051,,
A. K-6,,,5. State average - All operating types,2029,,,2129,,,2285,,
A. K-6,,,6. State median - All operating types,1827,,,1921,,,2045,,
A. K-6,BERGEN,1270,EDGEWATER BORO,2107,41,0.169,1914,31,0.190,1426,5,0.150
A. K-6,BERGEN,3870,ORADELL BORO,1660,19,0.149,1932,33,0.160,1889,23,0.149
A. K-6,BERGEN,4410,RIVER EDGE BORO,1745,25,0.154,1664,18,0.142,1820,19,0.146
A. K-6,BERGEN,4620,SADDLE RIVER BORO,5395,58,0.268,6337,58,0.290,6029,59,0.289
A. K-6,BURLINGTON,200,BASS RIVER TWP,2327,46,0.161,2614,51,0.179,2651,44,0.171
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1876,35,0.176,1854,27,0.164,1857,21,0.161
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1846,33,0.170,1877,28,0.169,2352,36,0.195
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2206,42,0.142,2179,39,0.141,2419,37,0.150
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1774,28,0.136,1782,25,0.132,2051,30,0.141
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1576,15,0.145,1527,11,0.131,1896,24,0.138
A. K-6,CAMDEN,5560,WATERFORD TWP,2513,51,0.207,2367,44,0.184,2806,50,0.200
A. K-6,CAPE MAY,710,CAPE MAY CITY,2602,52,0.135,2959,54,0.138,2710,48,0.135
A. K-6,CAPE MAY,2840,LOWER TWP,1896,36,0.154,1881,29,0.147,2211,33,0.167
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,2770,53,0.132,2564,49,0.161,2614,43,0.195
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2430,49,0.161,2586,50,0.143,2689,47,0.151
A. K-6,ESSEX,1465,FAIRFIELD TWP,1721,24,0.137,2051,36,0.150,2215,34,0.157
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1764,27,0.131,1826,26,0.126,2111,32,0.134
A. K-6,ESSEX,4530,ROSELAND BORO,1696,22,0.140,1952,34,0.149,2339,35,0.169
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1356,8,0.140,1440,7,0.153,1649,12,0.163
A. K-6,GLOUCESTER,1330,ELK TWP,1366,9,0.132,1509,10,0.138,1663,13,0.139
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1108,2,0.111,1290,3,0.121,1547,10,0.134
A. K-6,GLOUCESTER,2070,HARRISON TWP,1014,1,0.103,1029,1,0.102,1065,1,0.099
A. K-6,GLOUCESTER,2990,MANTUA TWP,1494,13,0.136,1579,14,0.132,1689,14,0.135
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1953,37,0.159,2104,37,0.161,2466,40,0.168
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1164,3,0.142,1449,9,0.170,1645,11,0.157
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1336,7,0.148,1304,4,0.141,1292,2,0.128
A. K-6,GLOUCESTER,5590,WENONAH BORO,1754,26,0.171,1589,16,0.147,1777,17,0.153
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1681,20,0.130,1716,20,0.135,1961,25,0.142
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1715,23,0.138,1729,22,0.141,1969,26,0.145
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,2475,50,0.176,2276,43,0.172,2531,42,0.161
A. K-6,HUNTERDON,2590,LEBANON BORO,6193,59,0.278,6577,59,0.287,5919,58,0.303
A. K-6,HUNTERDON,5050,STOCKTON BORO,1374,10,0.092,1375,6,0.093,1357,4,0.101
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,2098,40,0.158,2153,38,0.159,2428,38,0.160
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1691,21,0.125,1577,13,0.120,1521,8,0.111
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,4008,57,0.260,4131,57,0.250,4550,57,0.235
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1415,11,0.076,1636,17,0.108,1755,16,0.111
A. K-6,MORRIS,3240,MINE HILL TWP,1252,5,0.126,1258,2,0.127,1468,7,0.136
A. K-6,OCEAN,230,BEACH HAVEN BORO,2270,45,0.124,2441,47,0.119,3250,54,0.142
A. K-6,OCEAN,320,BERKELEY TWP,1638,18,0.135,1739,23,0.144,1846,20,0.141
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1782,29,0.121,1546,12,0.118,2081,31,0.140
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1488,12,0.101,1586,15,0.099,1354,3,0.096
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,2358,47,0.192,2240,42,0.183,2456,39,0.195
