GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,,,1. State average - Operating Type K-6,1337,,,1363,,,1422,,
A. K-6,,,2. State median - Operating Type K-6,1478,,,1459,,,1528,,
A. K-6,,,5. State average - All operating types,1428,,,1457,,,1510,,
A. K-6,,,6. State median - All operating types,1519,,,1547,,,1599,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1318,20,0.106,1109,10,0.110,1220,11,0.128
A. K-6,BERGEN,3870,ORADELL BORO,1498,34,0.134,1605,35,0.133,1610,33,0.127
A. K-6,BERGEN,4410,RIVER EDGE BORO,1248,13,0.110,1407,26,0.120,1484,26,0.119
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1941,56,0.096,2068,58,0.095,1936,56,0.093
A. K-6,BURLINGTON,200,BASS RIVER TWP,1861,52,0.129,1661,40,0.114,1796,47,0.116
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1494,33,0.140,1459,30,0.129,1452,25,0.126
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1330,22,0.123,1225,15,0.110,1334,16,0.111
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1706,42,0.110,1691,42,0.110,1687,36,0.105
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1679,40,0.128,1720,44,0.127,1688,37,0.116
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1653,39,0.152,1641,39,0.141,1564,31,0.114
A. K-6,CAMDEN,5560,WATERFORD TWP,1392,26,0.115,1426,29,0.111,1510,28,0.108
A. K-6,CAPE MAY,710,CAPE MAY CITY,2010,57,0.104,2021,57,0.094,1718,40,0.085
A. K-6,CAPE MAY,2840,LOWER TWP,1015,4,0.083,1078,7,0.084,1187,8,0.090
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1374,25,0.066,961,3,0.060,1024,4,0.076
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1707,43,0.113,1941,55,0.107,1945,59,0.109
A. K-6,ESSEX,1465,FAIRFIELD TWP,1453,28,0.115,1531,33,0.112,1614,34,0.114
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1573,36,0.117,1745,46,0.121,1878,52,0.119
A. K-6,ESSEX,4530,ROSELAND BORO,1455,29,0.120,1473,31,0.113,1516,29,0.109
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1075,7,0.111,966,4,0.103,1021,3,0.101
A. K-6,GLOUCESTER,1330,ELK TWP,1250,14,0.121,1266,18,0.116,1366,20,0.114
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1154,10,0.116,1264,17,0.119,1302,14,0.113
A. K-6,GLOUCESTER,2070,HARRISON TWP,1057,6,0.108,1163,12,0.115,1190,9,0.110
A. K-6,GLOUCESTER,2990,MANTUA TWP,1252,15,0.114,1322,23,0.110,1338,17,0.107
