CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6016,3822526,2102987,1722674,177556,202757,0,0,688366,510195,1007942,205384,23231,0,0,327,Adelaide L. Sandford CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6020,3564537,1881169,1735262,83017,62890,0,0,1295796,932650,387572,0,0,0,45406,239,Pride Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6022,3112262,1501178,1324699,162902,13577,0,0,540008,223622,988887,317447,82189,0,14266,264,Burch Charter School of Excellence,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6029,4176903,2072411,1849128,146164,77119,158571,89279,790232,597212,1110689,126057,45000,0,0,280,Newark Educators Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6037,2404138,1157321,785082,240871,131368,0,0,825062,624192,421755,90308,0,0,0,171,Newark Legacy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6038,3474639,1687921,1444189,107586,136146,0,0,1201926,734806,505148,0,79644,0,61639,266,Visions Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6059,,,,,,,,,,,,,,,,Newark Prep,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6075,,,,,,,,,,,,,,,,100 Legacy Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6090,,,,,,,,,,,,,,,,Paulo Freire CS for Liberty Ed,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6091,,,,,,,,,,,,,,,,Merit Prep CS of Newark,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6320,1124405,479627,380634,27984,71009,0,0,463448,295817,181330,0,0,0,6801,75,Discovery CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6410,6713313,3613028,3354219,162205,96604,0,0,926576,580748,2081610,1025922,92099,0,0,487,East Orange Community CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6665,3965152,2155750,1996063,105513,54174,0,0,1069332,850411,720158,0,13299,0,0,268,Gray CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7100,6641561,3410420,3070779,218724,120917,683449,568152,1348303,1047758,1171701,335120,16175,0,2008,459,Lady Liberty Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7210,8964492,3474546,2796214,462564,215768,448795,426484,2895616,2494160,2059400,488345,0,4731,23609,652,Marion P. Thomas CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7280,2244735,1086908,931794,76966,78148,0,0,947672,626887,210155,0,0,0,0,166,Greater Newark CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7290,5471343,2279191,2117147,111466,50578,0,0,1167253,926857,2024899,1441381,0,0,98591,454,New Horizons Comm. CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7320,22918153,12083542,10682492,375072,1025978,0,0,5503545,2722979,5260065,859510,71000,0,24213,1677,North Star Acad. CS of Newark,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7325,22444461,10197999,8042357,1703429,452213,0,0,7053987,5746563,5192475,1791385,0,0,322804,1483,TEAM Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7730,7623758,3790005,3298256,468554,23195,1259982,693709,1224570,753425,1349201,0,0,0,37093,550,Robert Treat Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7735,5625979,2925047,2578176,224225,122646,0,0,1275625,1089163,1425306,439206,0,0,215478,468,Maria L. Varisco-Rogers CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,8065,3370278,1624567,1398598,144411,81558,0,0,937679,827548,808032,199501,0,0,0,287,University Heights CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6030,1904016,1105614,990572,45687,69355,0,0,390899,290019,407504,169921,0,0,5996,198,The Ethical Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6036,1882290,1031613,868458,111528,51627,0,0,449582,283589,401095,91840,0,0,0,175,HOLA Hoboken Dual Lang CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6082,,,,,,,,,,,,,,,,Beloved Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6235,3253347,1579086,1479736,49636,49714,0,0,651871,510144,978777,324981,43614,0,0,269,Liberty Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6420,3911068,2717672,2619126,37381,61165,0,0,854275,573588,339121,0,0,0,11775,284,Elysian CS of Hoboken,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6720,4234681,2256538,2095544,86852,74142,438081,190812,970838,755716,569223,0,0,0,0,270,Hoboken CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6910,6215932,2810842,2626413,119782,64647,0,0,3117954,1823735,287136,0,0,0,1160,573,Jersey City Comm. CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6915,5386100,3004711,2861204,109832,33675,0,0,1251469,919539,1061760,0,67441,0,50335,491,Jersey City Golden Door,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7115,5080265,3349271,3068569,162177,118525,64332,55809,875065,652883,791597,551904,0,0,73053,516,Learning Community CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7830,2259281,1422419,1234937,75082,112400,152408,152408,352949,274144,331505,0,0,0,0,222,Soaring Heights CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,8060,5280776,3064464,2858417,85138,120909,0,0,1361090,1195089,849551,0,0,0,15405,416,University Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6017,3987934,2008414,1686957,223130,98327,0,0,1041298,855215,933781,200533,0,0,137098,310,Foundation Academy CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6025,4107895,2112423,1787736,199263,125424,0,0,879802,590427,1115671,395589,0,0,0,297,Paul Robeson Humanities  CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6810,1383787,755171,623042,43027,89102,309299,231507,16333,0,302984,95076,0,0,0,89,International CS of Trenton,MERCER,K. CHARTER,C,,,1,MERCER
80,7500,1324186,453613,357758,44184,51671,0,0,338026,237251,531549,288166,0,0,0,115,Pace CS of Hamilton,MERCER,K. CHARTER,C,,,1,MERCER
80,7540,4584479,2708874,2491027,173092,44755,468787,204232,1263188,656697,143630,0,0,0,35260,344,Princeton CS,MERCER,K. CHARTER,C,,,1,MERCER
80,8140,5065683,2776107,2301443,278148,196516,253046,145274,767956,676474,1255070,271999,0,13504,0,358,Village CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6032,1920861,1039477,872858,94458,72161,0,0,692934,471478,188231,0,0,0,117709,199,Academy for Urban Leadership CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6041,1763799,951119,869352,72153,9614,0,0,403105,311008,409575,87202,0,0,0,148,Hatikvah International CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6635,4097601,2684392,2579069,84958,20365,409163,257017,716450,548828,266860,86310,20735,0,62050,348,Greater Brunswick CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6010,2988961,1503786,1204483,52314,246989,728552,723448,341771,309060,414852,0,0,0,49669,187,Academy Charter High School,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,6740,2784272,1235653,1187905,43534,4214,0,0,625907,465591,921935,241971,0,0,0,200,Hope Academy CS,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,7720,2284845,1467012,1399305,52909,14798,401692,291050,334522,291384,81619,0,0,0,2899,175,The Red Bank CS,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,8050,2133485,1170909,1045325,52306,73278,208957,126587,351130,284180,402489,0,0,0,7200,179,Unity CS,MORRIS,K. CHARTER,C,,,1,MORRIS
80,6021,6129984,2839170,2633019,156305,49846,0,0,944361,572661,2340906,723395,5546,0,0,473,Community Charter School of Paterson,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,6230,885460,556613,527799,10419,18395,0,0,195988,137792,132860,26874,0,0,0,116,Classical Academy CS of Clifton,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,7503,14031144,6883928,5912157,600687,371084,0,0,1512331,1175454,5623429,1934895,0,0,170958,1009,Paterson CS for Sci/Tech,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,6018,3505279,1946559,1699581,58836,188142,322339,297014,609608,560039,623181,0,3591,0,0,315,Central Jersey College Prep CS,SOMERSET,K. CHARTER,C,,,1,SOMERSET
80,6081,,,,,,,,,,,,,,,,Thomas Edison EnergySmart CS,SOMERSET,K. CHARTER,C,,,1,SOMERSET
80,7850,2104829,1240541,1211043,29478,20,0,0,351302,286540,509398,353427,0,0,17474,199,Sussex County CS for Technology,SUSSEX,K. CHARTER,C,,,1,SUSSEX
80,6033,2081499,987992,801162,153435,33395,0,0,821416,682481,257381,0,10610,4100,39886,162,The Barack Obama Green Charter HS,UNION,K. CHARTER,C,,,1,UNION
80,6217,4807355,1913597,1899539,1764,12294,439485,431632,852059,467652,1044063,96652,166934,391217,0,373,Central Jersey Arts CS,UNION,K. CHARTER,C,,,1,UNION
80,7600,2944502,1516839,1351561,124401,40877,189575,82455,707522,537603,530566,0,0,0,15000,245,Queen City Academy CS,UNION,K. CHARTER,C,,,1,UNION
80,8010,3284317,1726583,1358503,239473,128607,0,0,916851,588302,585594,0,47300,0,0,274,Union County TEAMS CS,UNION,K. CHARTER,C,,,1,UNION
80,7727,1345777,916871,896364,20426,81,0,0,273709,232970,155197,0,0,0,0,122,Ridge and Valley CS,WARREN,K. CHARTER,C,,,1,WARREN
