GROUP,CONAME,DIST,DISTNAME,PP15,RK15,PCT15,PP25,RK25,PCT25,PP35,RK35,PCT35
A. K-6,,,1. State average - Operating Type K-6,75,,,79,,,108,,
A. K-6,,,2. State median - Operating Type K-6,78,,,80,,,119,,
A. K-6,,,5. State average - All operating types,119,,,141,,,175,,
A. K-6,,,6. State median - All operating types,95,,,109,,,138,,
A. K-6,BERGEN,1270,EDGEWATER BORO,67,27,0.005,17,6,0.002,34,7,0.004
A. K-6,BERGEN,3870,ORADELL BORO,86,30,0.008,105,35,0.009,116,28,0.009
A. K-6,BERGEN,4410,RIVER EDGE BORO,110,41,0.010,201,51,0.017,224,45,0.018
A. K-6,BERGEN,4620,SADDLE RIVER BORO,224,54,0.011,231,53,0.011,248,48,0.012
A. K-6,BURLINGTON,200,BASS RIVER TWP,155,51,0.011,283,57,0.019,463,58,0.030
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,11,5,0.001,17,6,0.001,13,4,0.001
A. K-6,BURLINGTON,2960,MANSFIELD TWP,38,15,0.004,36,14,0.003,59,13,0.005
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,235,55,0.015,145,47,0.009,168,38,0.010
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,31,10,0.002,7,5,0.001,136,32,0.009
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,140,47,0.013,173,49,0.015,305,53,0.022
A. K-6,CAMDEN,5560,WATERFORD TWP,40,17,0.003,48,19,0.004,60,14,0.004
A. K-6,CAPE MAY,710,CAPE MAY CITY,102,37,0.005,238,56,0.011,201,43,0.010
A. K-6,CAPE MAY,2840,LOWER TWP,78,29,0.006,75,28,0.006,71,16,0.005
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,144,49,0.007,108,37,0.007,88,19,0.007
A. K-6,ESSEX,1400,ESSEX FELLS BORO,104,39,0.007,136,44,0.008,214,44,0.012
A. K-6,ESSEX,1465,FAIRFIELD TWP,70,28,0.006,122,40,0.009,160,36,0.011
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,22,7,0.002,107,36,0.007,115,27,0.007
A. K-6,ESSEX,4530,ROSELAND BORO,53,23,0.004,35,13,0.003,2,2,0.000
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,94,34,0.010,85,32,0.009,85,18,0.008
A. K-6,GLOUCESTER,1330,ELK TWP,42,19,0.004,61,21,0.006,122,30,0.010
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,58,25,0.006,34,12,0.003,90,20,0.008
A. K-6,GLOUCESTER,2070,HARRISON TWP,103,38,0.010,109,38,0.011,142,34,0.013
A. K-6,GLOUCESTER,2990,MANTUA TWP,6,3,0.001,6,3,0.000,5,3,0.000
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,35,13,0.003,41,17,0.003,64,15,0.004
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,137,46,0.017,127,43,0.015,230,46,0.022
