GROUP,CONAME,DIST,DISTNAME,PP12,RK12,PCT12,PP22,RK22,PCT22,PP32,RK32,PCT32
A. K-6,,,1. State average - Operating Type K-6,7353,,,7668,,,8018,,
A. K-6,,,2. State median - Operating Type K-6,7746,,,8215,,,8733,,
A. K-6,,,5. State average - All operating types,7904,,,8200,,,8564,,
A. K-6,,,6. State median - All operating types,7628,,,7928,,,8306,,
A. K-6,BERGEN,1270,EDGEWATER BORO,5982,4,0.481,6076,4,0.602,5565,1,0.584
A. K-6,BERGEN,3870,ORADELL BORO,6825,16,0.611,7308,18,0.607,7742,17,0.611
A. K-6,BERGEN,4410,RIVER EDGE BORO,7306,25,0.643,7554,21,0.645,8105,23,0.649
A. K-6,BERGEN,4620,SADDLE RIVER BORO,11061,53,0.550,11712,56,0.536,10869,55,0.520
A. K-6,BURLINGTON,200,BASS RIVER TWP,8265,38,0.571,8432,34,0.579,9083,38,0.586
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,5894,3,0.552,6266,6,0.555,6400,5,0.556
A. K-6,BURLINGTON,2960,MANSFIELD TWP,6345,8,0.586,6850,9,0.618,7132,10,0.592
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,9502,52,0.612,9515,47,0.618,9766,48,0.607
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,8201,34,0.628,8491,35,0.628,8855,34,0.607
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,6386,10,0.587,7194,16,0.619,8782,31,0.640
A. K-6,CAMDEN,5560,WATERFORD TWP,6723,14,0.554,7058,13,0.548,7929,19,0.566
A. K-6,CAPE MAY,710,CAPE MAY CITY,11736,55,0.610,13480,58,0.629,12485,57,0.620
A. K-6,CAPE MAY,2840,LOWER TWP,7746,30,0.630,8155,28,0.638,8139,25,0.614
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,13965,59,0.666,9824,49,0.617,8013,21,0.596
A. K-6,ESSEX,1400,ESSEX FELLS BORO,9350,49,0.620,11476,55,0.635,11166,56,0.626
