GROUP,CONAME,DIST,DISTNAME,PP14,RK14,PCT14,PP24,RK24,PCT24,PP34,RK34,PCT34
A. K-6,,,1. State average - Operating Type K-6,304,,,244,,,261,,
A. K-6,,,2. State median - Operating Type K-6,288,,,250,,,288,,
A. K-6,,,5. State average - All operating types,279,,,247,,,271,,
A. K-6,,,6. State median - All operating types,281,,,243,,,265,,
A. K-6,BERGEN,1270,EDGEWATER BORO,414,45,0.036,212,22,0.017,111,4,0.011
A. K-6,BERGEN,3870,ORADELL BORO,301,32,0.026,304,41,0.027,359,45,0.031
A. K-6,BERGEN,4410,RIVER EDGE BORO,108,1,0.010,170,14,0.015,235,20,0.019
A. K-6,BERGEN,4620,SADDLE RIVER BORO,440,47,0.023,355,49,0.018,352,43,0.016
A. K-6,BURLINGTON,200,BASS RIVER TWP,248,19,0.018,250,30,0.017,268,27,0.018
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,238,16,0.021,209,21,0.020,241,21,0.021
A. K-6,BURLINGTON,2960,MANSFIELD TWP,334,38,0.028,185,17,0.017,344,42,0.030
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,617,57,0.039,370,51,0.024,363,47,0.022
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,137,3,0.011,133,3,0.010,312,35,0.022
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,448,48,0.037,208,20,0.019,280,29,0.021
A. K-6,CAMDEN,5560,WATERFORD TWP,255,22,0.019,147,7,0.012,183,10,0.014
A. K-6,CAPE MAY,710,CAPE MAY CITY,634,59,0.040,566,59,0.029,642,58,0.033
A. K-6,CAPE MAY,2840,LOWER TWP,192,11,0.016,243,28,0.020,197,14,0.015
A. K-6,CAPE MAY,4700,SEA ISLE CITY,239,17,0.009,256,32,0.008,322,39,0.011
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,545,55,0.025,601,60,0.029,707,59,0.028
A. K-6,ESSEX,1400,ESSEX FELLS BORO,304,33,0.020,319,45,0.021,470,55,0.027
A. K-6,ESSEX,1465,FAIRFIELD TWP,448,48,0.038,385,54,0.031,381,50,0.029
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,310,34,0.022,410,55,0.031,307,34,0.020
A. K-6,ESSEX,4530,ROSELAND BORO,197,12,0.015,142,6,0.012,58,1,0.005
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,463,51,0.047,239,27,0.025,317,38,0.034
A. K-6,GLOUCESTER,1330,ELK TWP,248,19,0.022,123,2,0.012,146,6,0.013
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,552,56,0.052,374,52,0.038,315,37,0.029
A. K-6,GLOUCESTER,2070,HARRISON TWP,219,14,0.023,234,26,0.024,257,25,0.025
A. K-6,GLOUCESTER,2990,MANTUA TWP,236,15,0.021,233,25,0.021,209,18,0.017
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,243,18,0.021,316,44,0.026,312,35,0.024
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,286,29,0.030,137,4,0.017,193,13,0.022
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,130,2,0.014,153,10,0.017,172,8,0.020
A. K-6,GLOUCESTER,5590,WENONAH BORO,165,4,0.016,151,8,0.015,184,11,0.018
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,266,25,0.022,206,19,0.016,241,21,0.018
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,181,9,0.016,156,12,0.013,189,12,0.014
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,478,52,0.027,284,39,0.020,327,40,0.020
A. K-6,HUNTERDON,2590,LEBANON BORO,669,60,0.033,260,33,0.012,913,60,0.039
A. K-6,HUNTERDON,5050,STOCKTON BORO,256,23,0.017,272,36,0.018,222,19,0.016
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,277,27,0.021,212,22,0.016,269,28,0.019
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,269,26,0.018,246,29,0.018,370,49,0.025
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,331,36,0.018,228,24,0.015,343,41,0.020
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,347,40,0.021,315,43,0.017,367,48,0.018
A. K-6,MORRIS,3240,MINE HILL TWP,260,24,0.024,524,58,0.053,360,46,0.036
A. K-6,OCEAN,230,BEACH HAVEN BORO,331,36,0.017,361,50,0.020,385,51,0.020
A. K-6,OCEAN,320,BERKELEY TWP,340,39,0.028,333,47,0.027,386,52,0.030
A. K-6,OCEAN,1150,EAGLESWOOD TWP,289,31,0.020,413,56,0.028,524,56,0.039
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,506,53,0.031,380,53,0.026,416,54,0.030
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,170,6,0.014,116,1,0.009,99,2,0.008
A. K-6,OCEAN,2760,LONG BEACH ISLAND,543,54,0.022,511,57,0.024,606,57,0.026
A. K-6,OCEAN,3800,OCEAN GATE BORO,376,43,0.024,333,47,0.024,302,33,0.021
A. K-6,OCEAN,3820,OCEAN TWP,617,57,0.039,250,30,0.017,391,53,0.025
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,172,7,0.013,139,5,0.010,169,7,0.012
A. K-6,OCEAN,5020,STAFFORD TWP,367,42,0.029,170,14,0.014,262,26,0.021
A. K-6,OCEAN,5220,TUCKERTON BORO,249,21,0.020,154,11,0.014,203,16,0.018
A. K-6,SUSSEX,1630,FREDON TWP,400,44,0.035,326,46,0.027,251,23,0.021
A. K-6,SUSSEX,1980,HAMPTON TWP,277,27,0.021,152,9,0.011,255,24,0.018
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,366,41,0.024,277,37,0.019,290,32,0.019
A. K-6,SUSSEX,5040,STILLWATER TWP,213,13,0.017,192,18,0.014,180,9,0.013
A. K-6,WARREN,400,BLAIRSTOWN TWP,287,30,0.024,283,38,0.026,356,44,0.029
A. K-6,WARREN,1620,FRANKLIN TWP,448,48,0.034,313,42,0.023,288,31,0.018
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,432,46,0.039,263,35,0.022,287,30,0.023
A. K-6,WARREN,2470,KNOWLTON TWP,174,8,0.014,157,13,0.012,199,15,0.014
A. K-6,WARREN,2970,MANSFIELD TWP,329,35,0.031,261,34,0.026,113,5,0.010
A. K-6,WARREN,5480,WASHINGTON BORO,166,5,0.015,184,16,0.017,205,17,0.016
A. K-6,WARREN,5530,WASHINGTON TWP,191,10,0.017,303,40,0.026,104,3,0.008
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,269,,,234,,,256,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,280,,,238,,,265,,
B. K-8 / 0 - 400,,,5. State average - All operating types,279,,,247,,,271,,
B. K-8 / 0 - 400,,,6. State median - All operating types,281,,,243,,,265,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,145,2,0.012,132,8,0.012,244,19,0.019
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,413,45,0.027,154,12,0.010,127,4,0.009
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,151,3,0.013,184,15,0.015,169,9,0.012
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,789,66,0.033,522,62,0.024,998,65,0.041
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,467,52,0.024,475,60,0.025,276,28,0.015
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,444,49,0.026,401,55,0.023,290,33,0.015
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,330,28,0.021,242,31,0.017,412,50,0.028
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,167,6,0.013,116,7,0.009,227,17,0.017
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,551,58,0.031,241,30,0.015,266,22,0.018
