GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,14.1,12,59408,42,13.1,23,57721,32
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,13.5,22,58770,38,13.3,18,61955,56
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,13.2,30,55370,20,11.8,61,56920,24
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,12,61,50130,3,12.5,42,52878,7
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,12.7,47,62065,61,13.2,21,62660,59
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,12,61,54245,15,11.8,61,60364,44
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,12.8,41,64078,68,12.3,50,60995,48
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,13,36,56094,24,13.1,23,55579,15
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,11.8,71,64000,67,11.9,57,66183,75
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,12,61,54839,18,11.8,61,56174,19
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,12.5,51,65548,71,12.4,45,64496,72
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,14.4,8,66528,77,13.1,23,62913,63
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,10.6,82,62590,62,10.4,83,63905,70
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,12.5,51,60500,52,13.2,21,63015,65
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,11.7,73,60605,53,11.6,66,60030,43
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,13.5,22,65525,70,12.7,36,63755,69
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,11.4,77,58748,37,11.2,72,61098,49
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,12.6,49,54420,16,13.4,16,56088,18
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,13.1,34,55494,21,12.4,45,59425,41
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,13.3,26,59275,41,12.9,30,57600,29
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,13.3,26,59875,45,13,28,57800,33
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,12.9,38,67995,79,13.4,16,72885,78
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,11.9,68,72540,81,11.3,70,77145,82
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,12.8,41,65595,72,13.7,10,70000,77
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,12,61,56260,27,11.5,68,58916,39
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,12.4,56,51692,6,12,55,51775,6
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,10.1,86,62720,63,9.9,85,62660,59
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,13.1,34,57560,33,12.4,45,56420,20
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,12.8,41,60780,55,12,55,55175,13
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,12.6,49,66265,76,11.9,57,60655,47
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,12.8,41,56503,29,,,,
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,12.5,51,59910,46,12.1,54,62850,61
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,14.1,12,52181,8,12.9,30,50428,3
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,12.2,57,60124,48,11.9,57,62954,64
E. K-12 / 0 - 1800,,,K-12 Average,12.7,,62271,,12.8,,62665,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,13.2,13,53082,7,13.3,10,58460,24
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,14.1,6,65935,43,13.3,10,65935,41
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,13.4,10,57500,20,12.9,14,56750,19
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,14.5,2,65590,42,14.9,1,67220,44
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,11.7,30,54401,13,11.9,29,55769,15
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,13.6,7,50950,6,13.8,4,54150,7
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,11.6,33,49800,3,12.6,17,51850,4
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,11.6,33,65266,40,11.3,37,67204,43
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,11.1,40,61474,34,11,40,60454,28
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,13.3,12,58200,23,12.8,16,56238,16
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,11.9,27,60911,32,11.6,32,63205,34
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,13.6,7,59290,27,13.8,4,61290,31
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,14.7,1,53513,9,14.5,2,51454,3
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,12.4,18,59293,28,12.6,17,58443,23
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,11.6,33,54017,12,12.1,23,55747,14
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,12.2,21,61158,33,12.1,23,63380,35
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,12.1,24,62550,36,12.2,21,62400,33
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,11.3,38,56425,17,11.4,36,59045,25
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,10.9,42,50066,4,11.6,32,52823,6
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,8.4,47,66911,45,8.5,46,67887,45
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,13.4,10,57500,20,13.5,8,55500,12
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,13,14,48498,1,13,12,52070,5
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,11.3,38,73584,46,11,40,72225,46
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12,25,57160,18,12.2,21,56863,20
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,11.9,27,59210,26,11.7,31,60165,27
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,11.9,27,54674,15,11.6,32,54344,8
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,11.7,30,48900,2,12.4,19,50505,2
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,11.7,30,57225,19,12.3,20,60875,30
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,14.5,2,65996,44,14,3,64423,38
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,12.7,15,64000,39,12.1,23,54500,9
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,8.6,46,58075,22,8.1,47,57035,21
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,11.5,36,65360,41,11.1,39,63450,36
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,13.5,9,56400,16,13.5,8,58222,22
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,10.4,44,59565,29,10.9,42,66443,42
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,11,41,63625,38,11.3,37,64620,39
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,10.9,42,76780,47,10.5,44,73787,47
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,12.2,21,53511,8,12.1,23,55042,11
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,12,25,58620,25,11.6,32,61333,32
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,12.4,18,60688,31,12.1,23,63698,37
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,14.3,4,60350,30,13.6,7,59500,26
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,8.9,45,54439,14,9.4,45,56704,18
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,12.3,20,53741,11,12.1,23,55571,13
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,14.2,5,58325,24,13.8,4,56620,17
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,12.6,16,50575,5,12.9,14,49575,1
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,12.2,21,61730,35,11.9,29,60525,29
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12.6,16,63290,37,13,12,65078,40
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,11.4,37,53650,10,10.9,42,54750,10
F. K-12 / 1801 - 350,,,K-12 Average,12.7,,62271,,12.8,,62665,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,14.5,7,65287,49,14.4,11,69440,60
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,15,5,71370,61,15.7,2,73283,64
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,13.4,20,71220,60,13.2,22,68680,58
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,15.1,3,52932,5,16.5,1,53772,6
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,11.2,59,62430,35,10.5,62,62700,34
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,12,51,64582,45,12,50,67900,54
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,11,61,53250,6,11,60,53635,5
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,14.3,9,53867,8,14.7,5,55288,10
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,14.3,9,65665,50,14.5,9,68065,55
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,13.3,24,68668,59,13.1,25,66780,51
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,14.3,9,53345,7,14.2,14,52070,3
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,12.7,39,66354,53,12.5,41,65493,46
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,13,31,66649,55,12.9,32,65436,45
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,12.7,39,62346,34,12.7,36,63844,41
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,12.4,46,57850,19,13.1,25,58850,21
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,14.1,14,55579,16,14.4,11,58214,16
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,11,61,60243,28,10.1,65,58450,18
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,12.4,46,63275,39,12.1,47,63056,36
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,14.6,6,55000,14,14.8,4,56150,12
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,14,15,60252,29,13.9,17,62132,32
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,11.6,54,61750,32,11.5,53,62500,33
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,10.2,65,54600,10,10.2,64,59445,23
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,15.3,2,68249,58,14.7,5,63049,35
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,14.2,13,63625,40,14.3,13,60150,26
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,10.6,64,52618,4,10.5,62,54266,8
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,11.2,59,63138,38,10.7,61,57133,14
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,12.8,37,59937,26,12.4,44,61846,31
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,10.8,63,88434,67,11.3,55,88434,67
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,13.3,24,60945,30,12.7,36,59680,24
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,13.8,18,65098,48,13.9,17,67582,53
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,14.3,9,64377,44,14.6,7,67034,52
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,12.9,34,59362,24,12.3,46,63056,36
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,16,1,64106,42,15.4,3,66318,50
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,12.9,34,77321,64,13.2,22,72413,63
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,9.8,66,80402,66,9.6,66,70776,61
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,15.1,3,62000,33,14.5,9,63193,39
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,12.9,34,56278,17,12.9,32,56203,13
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,12.6,43,66738,56,12.7,36,65536,47
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,13,31,61610,31,12.9,32,58840,20
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,14.5,7,54675,12,14,16,51300,2
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,7.8,67,65055,47,8.2,67,65055,43
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,12.4,46,58850,23,12.1,47,59000,22
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,13.2,27,67475,57,12.5,41,73710,65
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,14,15,59791,25,14.6,7,61814,30
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,13.2,27,58798,22,13.5,20,60384,28
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,13.4,20,54810,13,12.8,35,55850,11
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,13.8,18,74650,63,12.4,44,64750,42
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,12.6,43,65955,51,13.2,22,68419,57
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,12.7,39,62555,37,12.6,40,61155,29
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,12.4,46,51067,2,12.7,36,54218,7
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,11.5,55,54623,11,11.2,58,58632,19
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,13.4,20,58300,21,13,29,58300,17
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,13.1,30,55500,15,14.1,15,60370,27
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,11.3,58,57507,18,11.2,58,59703,25
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,11.5,55,44845,1,11.3,55,46286,1
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,11.5,55,58065,20,11.7,52,57390,15
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13.2,27,72440,62,13,29,71175,62
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,13.3,24,66480,54,13.3,21,68410,56
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,13.9,17,77500,65,13.1,25,76300,66
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,13,31,64022,41,13,29,68903,59
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,12.6,43,54365,9,12.1,47,54385,9
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,12.2,50,62470,36,12,50,63660,40
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,12.8,37,64811,46,13.1,25,65816,48
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,11.8,53,51847,3,11.3,55,53321,4
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,11.9,52,60137,27,11.4,54,63113,38
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,13.4,20,64125,43,13.6,19,66155,49
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,12.7,39,66020,52,12.5,41,65355,44
G. K-12 / 3501 +,,,K-12 Average,12.7,,62271,,12.8,,62665,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,9.7,104,66040,67,9.7,103,73689,89
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,13.6,23,52540,4,13.6,21,57940,24
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,14.9,2,57385,26,14.8,2,55661,14
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,9.1,106,55359,13,9.7,103,57701,23
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,13.1,43,64980,61,13,49,66015,65
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,13,49,69690,81,12.6,61,68715,74
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,13.6,23,66300,69,13.6,21,69400,78
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,12.1,80,54706,11,12.4,69,58661,26
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,13.6,23,80220,102,13.3,36,81900,101
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,13.1,43,60389,37,12.9,52,60850,42
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,14,14,77170,96,13.6,21,74915,95
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,12,86,85550,104,11.5,92,82116,103
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,12.5,67,63600,56,12.8,57,69575,79
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,13.4,33,54195,10,13.5,29,55279,11
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,13.2,38,56501,20,12.9,52,58873,28
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,10.7,100,76045,94,10.9,98,80579,98
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,12.7,60,56750,22,13.2,42,56850,19
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,9.6,105,55855,15,9.3,105,53755,5
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,13.5,30,57302,25,13.5,29,60850,42
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,13.4,33,70738,85,13.3,36,67450,70
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,11.6,96,68761,78,11.2,97,59561,33
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,12.2,78,56372,19,12.8,57,59330,32
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,12.3,77,58312,30,12,81,58782,27
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,11.4,98,55677,14,10.9,98,57951,25
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,13.7,18,69829,82,14.1,10,65415,62
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,13.2,38,51300,2,12.1,77,52500,2
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,11.3,99,85589,105,11.3,96,83418,104
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,12.9,54,58703,32,12.6,61,60069,37
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,13.7,18,79714,100,13.8,16,76422,96
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,12.7,60,80774,103,13.1,43,80774,99
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,12.6,64,68037,77,,,,
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,15.6,1,63450,55,14.7,3,58989,29
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,13.1,43,65113,62,13.7,19,69151,75
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,10.1,103,52788,5,10.5,102,54107,7
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,12.4,73,71677,88,12.4,69,74442,92
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,11.8,91,79000,99,11.8,86,79000,97
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,13.2,38,58311,29,12.9,52,61271,45
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,14.5,5,53500,6,13.6,21,54750,9
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,12.5,67,60145,35,12.4,69,59115,30
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,14,14,53930,8,14.4,5,53375,4
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,10.5,102,60410,38,10.7,100,63800,56
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,13.2,38,62828,51,13.3,36,60091,38
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,14.6,3,69000,80,14.4,5,70550,81
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,13.2,38,60700,40,13.6,21,56100,16
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,12.9,54,67258,74,13.1,43,67762,73
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,13.7,18,74398,92,13.5,29,74812,94
G. K-12 / 3501 +,MERCER,1430,EWING TWP,12.6,64,61229,44,11.9,84,62418,51
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,13.6,23,64309,58,13.5,29,67694,72
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,11.7,95,72819,89,11.5,92,71672,86
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,12.2,78,60940,42,12.6,61,59740,34
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,11.6,96,76186,95,11.4,95,74746,93
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,13.5,30,79811,101,14.4,5,80886,100
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,13.7,18,78090,98,13.8,16,82050,102
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,13.6,23,65496,64,13.7,19,63496,54
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,13,49,61579,48,13.1,43,67638,71
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,13.1,43,91003,106,13.1,43,84159,105
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,12.5,67,61198,43,13.3,36,60284,41
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,12.4,73,74256,91,12.3,74,71240,85
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,13.4,33,59875,34,14,12,59189,31
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,13.6,23,63346,54,13.4,33,66124,67
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,13.3,37,57400,27,13.1,43,57150,20
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,14.2,8,73400,90,14.1,10,70350,80
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,13.6,23,51525,3,13.4,33,52862,3
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,14.2,8,61982,49,14.7,3,65732,64
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,12.1,80,63096,53,12.6,61,66231,68
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,12.8,57,64501,60,12.7,60,66744,69
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,10.6,101,56205,17,10.6,101,57425,22
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,12,86,58315,31,12.6,61,57260,21
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,14.3,6,70645,84,14.2,9,69325,77
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,12.7,60,55000,12,11.9,84,54500,8
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,12.1,80,66950,71,11.6,90,63750,55
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,12.5,67,56990,24,12,81,56810,18
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,14.1,11,61261,46,15,1,62951,53
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,12.5,67,60805,41,12.1,77,60265,40
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,11.9,88,75635,93,12.1,77,71155,84
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,14.1,11,67055,73,13.9,14,66025,66
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,11.8,91,66390,70,11.6,90,65020,61
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,13.1,43,65522,65,12.4,69,62942,52
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,13,49,64119,57,12.5,67,61547,47
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,13.5,30,58250,28,13.4,33,61384,46
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,14,14,55981,16,13.9,14,54993,10
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,13,49,54009,9,12.9,52,56607,17
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,12.1,80,49941,1,12.2,76,49639,1
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,14.3,6,53550,7,14.4,5,55300,12
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,14.2,8,56650,21,14,12,53800,6
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,13,49,62859,52,12.5,67,64104,57
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,11.9,88,56223,18,13,49,55712,15
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,12.8,57,67050,72,13,49,65600,63
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,14.1,11,68950,79,13.6,21,73700,90
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,12.7,60,59238,33,13.3,36,61990,50
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,11.8,91,60161,36,11.8,86,60161,39
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,12.6,64,56920,23,11.8,86,55645,13
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,12.4,73,70520,83,12.1,77,70855,83
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,13.4,33,62210,50,13.3,36,61700,49
