GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,2349187,-947486,1401701,540131
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,744169,435765,1179934,-231312
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,2027487,554545,2582032,-64531
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,1085064,115157,1200221,-432960
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,2262575,579148,2841723,-613701
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,1028338,744399,1772737,824099
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,2999000,-1185740,1813260,-324605
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,1861402,631136,2492538,80710
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,1633988,-195433,1438555,653259
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,2354000,-33420,2320580,572801
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,2053928,-319245,1734683,-131719
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,695458,123607,819065,50594
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,2429166,71210,2500376,-400562
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,484045,196140,680185,256423
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,2551950,92238,2644188,426000
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,5311466,182019,5493485,2311189
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,2004397,198110,2202508,-650158
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,1015464,305012,1320476,621868
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,1309516,-160175,1149341,-23226
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,1467777,-131769,1336008,213328
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,2689471,-124359,2565112,1037796
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,1880197,811217,2691414,120512
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,642333,137532,779865,237193
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,2142414,207976,2350390,-103401
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,1541022,-767897,773125,-202390
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,3166885,-1146525,2020360,-153861
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,1153857,355299,1509156,335333
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,2953595,-829578,2124017,1140985
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,2180561,260574,2441135,-44153
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,1414248,31603,1445851,-26463
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,929367,73721,946141,360020
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,714239,249726,963965,77890
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,3472202,-1741597,1730605,680747
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,2936161,85726,3021887,1293557
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,1617271,1408495,3025766,147274
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,276489,-267762,8727,-692279
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,9816464,1138661,10955125,482317
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,3841801,384670,4226471,1390348
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,1732333,539995,2272328,1312700
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,6875202,-807689,6067513,1081335
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,728154,76604,804758,23936
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,6967935,-731471,6236464,2346085
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,1744250,532999,2277249,1292430
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,3409482,1167135,4576617,711913
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,2545057,-64582,2480475,-65484
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,1423580,744323,2167903,603778
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,4126505,583666,4710171,1958452
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,2156517,-483250,1673267,561764
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,1902491,36979,1939470,794206
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,4205912,-926422,3279490,1110424
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,9283560,-3397773,5885787,-996722
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,3738486,-1821173,1917313,1400369
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,2853356,1036460,3889816,1560218
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,8339126,903748,9242874,402770
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,1930323,-1044383,885940,1692850
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,1199933,-71894,1128039,530514
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,4319426,-1033061,3286365,881349
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,1870448,-1183,1869265,-220119
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,3426368,-467757,2958611,1283078
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,5857617,-559304,5298313,1524733
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,2842762,395629,3238391,66473
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,2608507,-214098,2394409,1221942
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,1059363,207791,1267154,-68110
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,2619588,-776890,1842698,568364
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,5378468,-2501692,2876776,999659
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,4265298,-2237902,2027396,319402
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,3699400,698140,4397540,-1587199
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,2462519,-652535,1809984,-687589
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,2011107,-14308,1996799,1360163
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,2166664,-458419,1708245,645609
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,2006380,-21147,1985233,926437
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,2775859,-721940,2053919,367935
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,2744762,771102,3515864,4205209
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,4190364,350962,4541326,-97931
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,3183400,1280792,4464192,258946
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,2261357,-455626,1805731,1419130
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,5853142,117772,5970914,2094500
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,3068183,220884,3289067,1020476
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,522868,76202,599070,302996
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,1181002,-257707,923295,499693
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,5691427,-212276,5479151,218523
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,3040775,-848211,2192564,2562668
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,1224798,-414533,810265,17719
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,4853990,-271494,4582496,565572
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,282693,734318,1017011,29957
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,4738537,-602070,4136467,-486484
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,1654212,655690,2309902,-818588
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,7075588,-2858549,4217039,589253
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,5247139,-549117,4698022,-880406
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,7935674,-1153521,6782153,-237234
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,1017769,267542,1285311,1600726
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,4307250,-1933852,2373398,1245350
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,2363691,-734003,1529688,-376985
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,2948938,667931,3616869,-927324
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,2690765,-413884,2276881,197455
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,9185742,-2203630,6982112,1387734
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,2204278,-179438,2024840,224865
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,2925391,334307,3259698,798322
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,4504090,-703006,3801084,1558682
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,22261475,807392,23068867,2976702
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,13404868,-3638229,9766639,2203525
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,4303540,2023214,6326754,1301669
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,10428513,1746095,12174608,-1339312
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,6451704,406339,6858043,4279680
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,4680899,-628032,4052867,3602482
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,5429595,-3454690,1974905,2042298
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,3060807,-276742,2784065,25187
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,10000710,-2822527,7178183,-849264
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,5832870,798340,6631210,1114461
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,6076532,605301,6681833,628515
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,9552530,-3073542,6478988,2354250
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,3570726,33060,3603786,2128048
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,10498167,-3854062,6644105,-443591
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,7453875,-2058367,5395508,-56306
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,14210552,671205,14881757,1332804
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,4679157,-1425846,3253311,2208141
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,30855756,343211,30474841,15326489
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,18583251,-5192032,13391219,3352999
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,24197654,-7746212,16451442,1345172
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,5709445,378244,4810918,4847165
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,2589586,2166604,4756190,4425142
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,5193120,879059,6072179,-693926
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,25855064,-6481459,19373605,1246192
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,2140872,-469012,1671860,277690
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,2839812,1600927,4440739,568333
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,34774408,-10441114,24333294,2693025
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,7115946,1691336,8807282,-922456
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,4976120,-1298195,3677925,1095861
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,12210256,-525566,11684690,-1080376
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,7080175,-107112,6973063,4093546
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,63976975,-23602774,40374201,9937873
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,985774,1301924,2287698,10199
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,709079,1288042,1060479,1543169
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,12805162,-2616199,10188963,-3124712
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,5654706,209966,5864672,-250313
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,8262402,-2671389,5591013,-454992
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,3503167,3339867,6777046,2647214
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,10787746,124592,10912338,4275807
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,2205783,7078462,9284245,-623025
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,36411532,-5382594,31028938,8969214
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,14404593,-5039932,9364661,-366759
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,9338806,-476730,8862076,2282145
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,70655061,-22780816,47874245,7885426
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,5351530,-1704508,3647022,-1339951
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,3635080,738532,4373612,3200052
G. K-12 / 3501 +,MERCER,1430,EWING TWP,6511152,-2323662,4187490,2136728
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,19887097,-1072659,18814438,4818587
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,5347064,1007715,6354779,-1019736
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,9995000,435938,10430938,473713
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,10692603,-2952895,7739708,-579660
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,-1935697,5419796,3484099,5678339
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,23279570,-2623694,20655876,4443442
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,2174191,1070923,3245114,-931795
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,15179525,-4004183,11175342,1333884
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,2626439,705172,3331611,6743270
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,14017881,-1918809,12099072,15361
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,13870596,2472377,16342973,955474
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,9568833,-3877789,5691044,-903411
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,10993504,-240783,10752721,2203691
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,28184786,-5400732,22784054,3300795
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,5984047,-657436,5326611,-43706
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,4917017,1899356,6816373,157167
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,15529513,-1893421,13636092,2747072
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,8587910,-4937243,3650667,352077
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,6499558,2772756,9272314,6589281
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,9406599,-2925031,6481568,-752661
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,4280847,338452,4619299,2751327
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,11022540,-1496547,9525993,3915568
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,7660354,-358715,7301639,2553462
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,6943751,-2170823,4772928,1754765
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,1999528,1684767,3684295,1298629
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,3042089,2412297,5454386,-47279
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,5299706,-260137,5039569,583916
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,17639435,-772499,16866936,321734
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,3040189,4005597,7045786,1770088
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,11682562,-596622,11085940,330633
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,1097482,390051,1487533,3011382
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,3339046,1236904,4575950,-233552
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,10826776,-3285798,7540978,3359335
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,11323714,-890018,10433696,2347463
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,4037215,-1069297,2967918,2104303
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,1894040,3855373,4057461,1239774
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,18580917,-5995049,11992838,-2038708
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,2031464,1835714,3867178,3802450
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,10820910,11962557,22783467,4718260
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,39204881,-4978524,34226357,5476054
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,10255058,-3772975,6482083,202332
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,3326430,475463,3801893,424151
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,6745858,948280,7694138,2213511
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,17233063,-6988144,10244919,2624701
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,8410340,-2976355,5433985,-488592
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,5207614,1317843,6525457,950757
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,5827467,-929702,4897765,641888
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,3835519,-483524,3351995,4155150
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,4531308,-1242284,3289024,934154
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,1370909,389901,1760810,1517858
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,12842291,-3530387,9311904,-1658310
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,10026771,3497547,13524318,5094721
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,6293865,-1022162,5271703,924243
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,3958491,-1076004,2882487,2511935
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,2548623,1892080,4440703,3844616
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,3239995,694514,3934509,896919
G. K-12 / 3501 +,UNION,5290,UNION TWP,39689990,-8863025,30826965,-14413894
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,3514481,1574185,5088666,2417523
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,386875,838311,1225186,275625
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,13094246,-1330967,11763279,-1908381
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,2746825,-730566,2016259,1309167
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,2781035,-395865,2385170,514880
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,3690013,-251388,3438625,1433567
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,3396409,142116,3538525,-414579
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,4968971,-1518062,5070880,440691
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,6051338,-425110,5626228,4070100
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,1098849,26502,1125351,747514
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,11419894,-1766882,9653012,3750018
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,9031737,-1381287,7603627,-130764
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,12340730,-3566535,8774195,714631
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,5199542,344243,5543785,2391429
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,4830104,-592827,4237277,1958029
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,989479,-158236,831243,332464
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,1459137,-472160,986977,193483
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,2139738,-11909,2127829,-5332
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,1326783,673847,2000630,601175
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,4155006,-671800,3483206,726881
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,3148414,-1608260,1540154,426440
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,4602570,-1191147,3411423,77029
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,3033491,-1127865,1905626,801706
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,771927,455236,1227163,414960
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,12473805,-1578603,10895202,3466860
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,10958072,-1763774,9194298,2397950
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,641802,101205,743007,-54149
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,15188238,1463985,16652223,3327461
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,2017647,-114920,1869089,198522
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,6122678,-1684990,4437688,-266907
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,3836328,-347083,3489245,-85024
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,3375312,-717734,2657578,613804
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,588811,25459,614270,492688
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,7631129,-1134225,6496904,327810
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,2309716,-770888,1538828,902351
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,8211529,-1881683,6329846,-111900
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,2968681,-1453028,1515653,-508903
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,4199404,-2041630,2157774,-446849
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,11780348,-2630382,9149966,-843582
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,3004682,1421597,4426279,1215426
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,2278514,315385,2593899,3739
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,1244531,-343690,900841,238917
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,3717708,504992,4222700,-365107
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,2094277,157231,2251508,1317250
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,2531527,-688694,1842833,27114
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,738871,17460,756331,357410
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,2032805,-438277,1594528,-138003
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,1689024,-209022,1480002,-223540
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,6731985,-787974,5944011,2477890
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,4137688,166382,4304070,426397
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,686767,1891107,2577874,2876362
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,5068333,463100,5531433,-94367
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,2792624,-32376,2760248,-1124126
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,4999643,1173620,3851988,849249
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,7111028,-491955,6619073,2051580
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,532811,-35935,496876,-39909
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,628616,-56832,571784,-66229
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,2328644,-298261,2030383,877479
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,1533895,4734709,6268604,506939
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,3574196,-1157949,2416247,833173
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,10407393,-1109454,9297939,-103853
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,2473294,318643,2791937,-155197
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,2793094,-764273,2002423,762231
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,5169879,-2850604,2319275,1719370
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,3856749,-1945341,1911408,-361062
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,875213,-1942163,-1066951,889819
