GROUP,CONAME,DIST,DISTNAME,PP12,RK12,PCT12,PP22,RK22,PCT22,PP32,RK32,PCT32
A. K-6,,,1. State average - Operating Type K-6,7468,,,7366,,,7728,,
A. K-6,,,2. State median - Operating Type K-6,7739,,,7864,,,8117,,
A. K-6,,,5. State average - All operating types,8042,,,7904,,,8242,,
A. K-6,,,6. State median - All operating types,7679,,,7628,,,7966,,
A. K-6,BERGEN,1270,EDGEWATER BORO,6841,13,0.594,5982,4,0.481,5957,4,0.584
A. K-6,BERGEN,3870,ORADELL BORO,6520,10,0.571,6825,16,0.611,6862,10,0.599
A. K-6,BERGEN,4410,RIVER EDGE BORO,6809,12,0.621,7306,25,0.643,7889,26,0.646
A. K-6,BERGEN,4620,SADDLE RIVER BORO,10346,52,0.532,11061,53,0.550,11323,53,0.520
A. K-6,BURLINGTON,200,BASS RIVER TWP,7895,33,0.563,8265,38,0.571,8442,33,0.570
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,6442,8,0.566,5894,3,0.552,6231,6,0.550
A. K-6,BURLINGTON,2960,MANSFIELD TWP,7243,20,0.609,6345,8,0.586,7137,13,0.617
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,9538,45,0.602,9502,52,0.612,10194,49,0.618
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,7455,25,0.579,8201,34,0.628,8942,41,0.627
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,7408,24,0.614,6386,10,0.587,7835,23,0.590
A. K-6,CAMDEN,5560,WATERFORD TWP,7557,27,0.550,6723,14,0.554,7595,19,0.566
A. K-6,CAPE MAY,710,CAPE MAY CITY,9570,46,0.604,11736,55,0.610,12323,54,0.625
A. K-6,CAPE MAY,2840,LOWER TWP,7252,21,0.599,7746,30,0.630,8068,29,0.616
A. K-6,CAPE MAY,4700,SEA ISLE CITY,16466,60,0.604,16283,60,0.523,15113,59,0.501
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,14832,59,0.674,13965,59,0.666,15860,60,0.624
A. K-6,ESSEX,1400,ESSEX FELLS BORO,9155,44,0.611,9350,49,0.620,10372,50,0.606
A. K-6,ESSEX,1465,FAIRFIELD TWP,7686,30,0.648,8156,33,0.647,8393,32,0.630
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,8742,42,0.618,8655,40,0.644,9495,45,0.619
A. K-6,ESSEX,4530,ROSELAND BORO,8377,39,0.658,7726,29,0.636,7674,21,0.630
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,6171,3,0.621,6070,5,0.625,5791,3,0.623
A. K-6,GLOUCESTER,1330,ELK TWP,7140,17,0.638,6540,12,0.634,7149,14,0.626
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,6374,7,0.601,6205,7,0.624,6674,7,0.609
A. K-6,GLOUCESTER,2070,HARRISON TWP,6274,5,0.653,6345,8,0.646,6875,11,0.657
A. K-6,GLOUCESTER,2990,MANTUA TWP,7208,19,0.645,6956,17,0.632,7639,20,0.638
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,6985,15,0.613,7714,28,0.629,7905,27,0.610
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,5707,1,0.606,4808,1,0.587,5009,1,0.562
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,6006,2,0.628,5603,2,0.620,5258,2,0.609
A. K-6,GLOUCESTER,5590,WENONAH BORO,6362,6,0.625,6493,11,0.634,6732,8,0.642
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,8559,41,0.704,8870,43,0.685,9137,44,0.666
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,7626,28,0.657,8212,35,0.661,8513,36,0.647
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,12024,56,0.668,9276,48,0.659,10403,51,0.641
A. K-6,HUNTERDON,2590,LEBANON BORO,11133,54,0.556,11719,54,0.526,12755,56,0.544
A. K-6,HUNTERDON,5050,STOCKTON BORO,9602,47,0.652,9403,51,0.633,8781,38,0.643
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,8004,35,0.620,8214,36,0.618,8768,37,0.627
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,9838,49,0.676,8814,42,0.652,10485,52,0.714
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,9618,48,0.530,8239,37,0.535,9704,47,0.552
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,11186,55,0.664,12487,57,0.669,13472,58,0.655
A. K-6,MORRIS,3240,MINE HILL TWP,6450,9,0.596,6202,6,0.624,6190,5,0.617
A. K-6,OCEAN,230,BEACH HAVEN BORO,12323,57,0.626,12104,56,0.663,12629,55,0.651
A. K-6,OCEAN,320,BERKELEY TWP,7144,18,0.592,7169,22,0.590,7471,16,0.584
A. K-6,OCEAN,1150,EAGLESWOOD TWP,8937,43,0.610,9221,47,0.625,8871,40,0.654
