CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
1,10,9539911,6392681,6226744,130129,35808,1118535,965009,1046251,874096,930827,501827,0,44380,0,858,ABSECON CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,110,128882641,77956797,72963244,3258356,1735197,18981943,17162004,11702393,8458315,18280105,9204872,250000,1356954,482400,6748,ATLANTIC CITY,ATLANTIC,G. K-12 / 3501 +,3,A,,1,ATLANTIC
1,120,12049264,5855766,5448655,302186,104925,1292735,1212285,1544617,1118597,2872286,1222166,0,143634,373000,883,ATLANTIC CO VOCATIONAL,ATLANTIC,J. VOC,8,,,1,ATLANTIC
1,125,20671190,11970392,11455065,182228,333099,4132004,3826897,2419212,2063369,2003107,1016188,77306,0,125448,450,ATLANTIC CO SPECIAL SERV,ATLANTIC,I. CSSD,7,,,1,ATLANTIC
1,570,13589060,8450873,8078343,275700,96830,1798963,1615963,1348654,1077754,1803837,930337,0,183703,52000,792,BRIGANTINE CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,590,30819981,19164482,18488487,506415,169580,3672597,3433851,3883634,3129880,3343936,1608319,0,742356,0,2478,BUENA REGIONAL,ATLANTIC,F. K-12 / 1801 - 3500,3,A,,1,ATLANTIC
1,1300,6994453,3971287,3848849,101950,20488,1173069,1086369,850570,688645,940296,512114,0,59232,0,483,EGG HARBOR CITY,ATLANTIC,C. K-8 / 401 - 750,2,A,,1,ATLANTIC
1,1310,92818912,56010574,54220115,1659800,130659,14786766,13600026,7975422,6295381,12141494,6669793,0,953354,253797,7885,EGG HARBOR TWP,ATLANTIC,G. K-12 / 3501 +,3,CD,,1,ATLANTIC
1,1410,2464604,1352341,1296841,46500,9000,355413,274927,329514,272264,411437,206464,6000,9235,0,191,ESTELL MANOR CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,1540,4626242,2577667,2411167,105000,61500,812886,714136,598762,389766,573810,255310,0,60433,25000,409,FOLSOM BORO,ATLANTIC,C. K-8 / 401 - 750,2,CD,,1,ATLANTIC
1,1690,45967880,30199474,29127886,812327,259261,6677327,5854693,4381917,3753243,4541820,2399357,15000,115204,105750,3497,GALLOWAY TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
