GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,,,1. State average - Operating Type K-6,1103,,,,1076,,,,1090,,,
A. K-6,,,2. State median - Operating Type K-6,1207,,,,1147,,,,1176,,,
A. K-6,,,5. State average - All operating types,1198,,,,1178,,,,1195,,,
A. K-6,,,6. State median - All operating types,1243,,,,1234,,,,1247,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1070,25,0.093,0.704,964,21,0.078,0.731,890,16,0.087,0.740
A. K-6,BERGEN,3870,ORADELL BORO,1253,33,0.110,0.836,1215,38,0.109,0.811,1271,39,0.111,0.818
A. K-6,BERGEN,4410,RIVER EDGE BORO,1190,29,0.108,0.882,1107,28,0.097,0.887,1212,34,0.099,0.857
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1493,57,0.077,0.839,1611,58,0.080,0.830,1710,59,0.079,0.901
A. K-6,BURLINGTON,200,BASS RIVER TWP,1181,28,0.084,0.698,1333,41,0.092,0.716,1148,29,0.078,0.673
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1302,37,0.114,0.817,1192,34,0.112,0.798,1178,31,0.104,0.807
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1222,31,0.103,0.822,1095,27,0.101,0.823,1071,27,0.093,0.776
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1672,59,0.105,0.881,1535,54,0.099,0.900,1483,50,0.090,0.861
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1324,41,0.103,0.738,1164,33,0.089,0.693,1307,40,0.092,0.749
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1398,49,0.116,0.784,1296,39,0.119,0.784,1353,42,0.102,0.773
A. K-6,CAMDEN,5560,WATERFORD TWP,1303,38,0.095,0.826,1113,29,0.092,0.800,979,22,0.073,0.693
A. K-6,CAPE MAY,710,CAPE MAY CITY,1192,30,0.075,0.797,1553,56,0.081,0.773,1494,51,0.076,0.874
A. K-6,CAPE MAY,2840,LOWER TWP,938,16,0.077,0.897,914,20,0.074,0.900,1007,26,0.077,0.848
A. K-6,CAPE MAY,4700,SEA ISLE CITY,844,10,0.031,0.282,904,19,0.029,0.284,331,2,0.011,0.190
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,413,2,0.019,0.304,706,5,0.034,0.514,,,0.000,0.000
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1349,45,0.090,0.766,1462,49,0.097,0.856,1587,55,0.093,0.837
A. K-6,ESSEX,1465,FAIRFIELD TWP,1015,23,0.086,0.757,1156,32,0.092,0.796,1223,35,0.092,0.789
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1450,53,0.103,0.865,1414,45,0.105,0.899,1594,57,0.104,0.860
A. K-6,ESSEX,4530,ROSELAND BORO,1249,32,0.098,0.876,1212,36,0.100,0.833,1198,32,0.098,0.840
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,851,12,0.086,0.804,872,17,0.090,0.811,748,9,0.080,0.790
A. K-6,GLOUCESTER,1330,ELK TWP,960,18,0.086,0.694,811,10,0.079,0.649,932,19,0.082,0.673
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,936,15,0.088,0.765,896,18,0.090,0.776,947,20,0.086,0.750
A. K-6,GLOUCESTER,2070,HARRISON TWP,827,7,0.086,0.771,870,16,0.089,0.823,926,18,0.089,0.802
A. K-6,GLOUCESTER,2990,MANTUA TWP,961,19,0.086,0.800,988,22,0.090,0.789,986,24,0.082,0.785
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,540,3,0.047,0.516,598,3,0.049,0.454,717,7,0.055,0.531
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,978,21,0.104,0.776,828,11,0.101,0.721,861,14,0.097,0.705
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,828,8,0.087,0.783,743,7,0.082,0.783,716,6,0.083,0.752
A. K-6,GLOUCESTER,5590,WENONAH BORO,856,13,0.084,0.745,763,9,0.075,0.728,741,8,0.071,0.661
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,622,5,0.051,0.560,757,8,0.058,0.571,815,11,0.059,0.562
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,546,4,0.047,0.394,490,2,0.039,0.305,511,4,0.039,0.315
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,1343,44,0.075,0.819,1209,35,0.086,0.816,1247,37,0.077,0.759
A. K-6,HUNTERDON,2590,LEBANON BORO,961,19,0.048,0.486,991,23,0.044,0.483,868,15,0.037,0.491
A. K-6,HUNTERDON,5050,STOCKTON BORO,152,1,0.010,0.115,150,1,0.010,0.120,134,1,0.010,0.110
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,1390,48,0.108,0.773,1423,47,0.107,0.787,1337,41,0.096,0.768
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1362,47,0.094,0.762,1355,42,0.100,0.790,1000,25,0.068,0.710
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,1309,39,0.072,0.822,730,6,0.047,0.570,342,3,0.019,0.260
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,1338,42,0.079,0.575,1532,53,0.082,0.642,1238,36,0.060,0.702
A. K-6,MORRIS,3240,MINE HILL TWP,727,6,0.067,0.495,676,4,0.068,0.467,711,5,0.071,0.501
A. K-6,OCEAN,230,BEACH HAVEN BORO,1341,43,0.068,0.828,1141,30,0.062,0.765,956,21,0.049,0.744
A. K-6,OCEAN,320,BERKELEY TWP,992,22,0.082,0.765,1062,26,0.087,0.779,1247,37,0.098,0.786
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1801,60,0.123,0.912,1626,59,0.110,0.849,1439,46,0.106,0.832
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1454,54,0.089,0.738,1459,48,0.099,0.811,1572,53,0.114,0.889
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1088,27,0.088,0.813,1032,25,0.084,0.838,979,22,0.078,0.819
A. K-6,OCEAN,2760,LONG BEACH ISLAND,1469,56,0.061,0.782,1465,50,0.068,0.834,1471,49,0.064,0.832
A. K-6,OCEAN,3800,OCEAN GATE BORO,1611,58,0.104,0.817,1377,43,0.098,0.812,1375,43,0.095,0.812
A. K-6,OCEAN,3820,OCEAN TWP,1076,26,0.068,0.817,1416,46,0.095,0.905,1462,48,0.094,0.885
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,844,10,0.061,0.588,851,13,0.060,0.621,831,12,0.058,0.572
A. K-6,OCEAN,5020,STAFFORD TWP,1314,40,0.105,0.918,1153,31,0.094,0.894,1176,30,0.092,0.933
A. K-6,OCEAN,5220,TUCKERTON BORO,950,17,0.075,0.899,853,14,0.080,0.872,807,10,0.071,0.815
A. K-6,SUSSEX,1630,FREDON TWP,1261,34,0.110,0.687,1212,36,0.102,0.694,1209,33,0.101,0.669
A. K-6,SUSSEX,1980,HAMPTON TWP,1435,52,0.110,0.797,1639,60,0.118,0.855,1587,55,0.112,0.837
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,1409,50,0.093,0.839,1494,52,0.102,0.865,1513,52,0.097,0.887
A. K-6,SUSSEX,5040,STILLWATER TWP,1467,55,0.114,0.837,1569,57,0.116,0.839,1600,58,0.113,0.844
A. K-6,WARREN,400,BLAIRSTOWN TWP,887,14,0.075,0.868,866,15,0.079,0.797,911,17,0.074,0.827
A. K-6,WARREN,1620,FRANKLIN TWP,1288,36,0.099,0.830,1381,44,0.099,0.839,1384,44,0.088,0.822
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,1353,46,0.121,0.859,1539,55,0.131,0.868,1572,53,0.125,0.876
A. K-6,WARREN,2470,KNOWLTON TWP,1420,51,0.111,0.803,1487,51,0.113,0.822,1454,47,0.106,0.777
A. K-6,WARREN,2970,MANSFIELD TWP,840,9,0.080,0.866,850,12,0.084,0.841,848,13,0.078,0.816
A. K-6,WARREN,5480,WASHINGTON BORO,1039,24,0.091,0.854,1019,24,0.093,0.872,1124,28,0.089,0.878
A. K-6,WARREN,5530,WASHINGTON TWP,1269,35,0.113,0.869,1297,40,0.110,0.878,1386,45,0.108,0.861
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,1140,,,,1136,,,,1171,,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,1198,,,,1174,,,,1223,,,
B. K-8 / 0 - 400,,,5. State average - All operating types,1198,,,,1178,,,,1195,,,
B. K-8 / 0 - 400,,,6. State median - All operating types,1243,,,,1234,,,,1247,,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,1425,57,0.120,0.838,1389,49,0.122,0.814,1426,57,0.110,0.827
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,1013,23,0.067,0.632,1045,23,0.069,0.694,1005,21,0.068,0.660
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,1342,50,0.117,0.822,1412,53,0.118,0.812,1349,48,0.099,0.780
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,2195,67,0.092,0.888,1873,67,0.084,0.860,1795,67,0.074,0.947
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,1473,59,0.076,0.784,1527,58,0.080,0.782,1369,50,0.072,0.754
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,1670,65,0.098,0.821,1579,61,0.090,0.751,1542,63,0.081,0.817
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,1242,38,0.079,0.656,1359,47,0.096,0.654,1356,49,0.093,0.771
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,901,16,0.072,0.649,925,17,0.075,0.704,1057,22,0.079,0.700
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,1109,28,0.062,0.706,1233,41,0.079,0.496,651,5,0.044,0.461
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,1168,34,0.091,0.811,1086,26,0.095,0.790,1102,25,0.092,0.780
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,52,1,0.003,0.031,55,1,0.003,0.033,94,1,0.004,0.054
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,766,10,0.057,0.455,783,11,0.055,0.433,1237,36,0.093,0.704
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,940,19,0.083,0.766,704,7,0.064,0.691,962,19,0.078,0.728
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,866,13,0.056,0.754,747,9,0.050,0.592,713,7,0.047,0.531
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,1092,27,0.083,0.580,1445,56,0.110,0.658,1252,38,0.091,0.711
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,986,21,0.075,0.749,1083,25,0.086,0.688,1110,26,0.080,0.721
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,71,2,0.002,0.039,79,2,0.002,0.047,769,12,0.020,0.437
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,1122,31,0.062,0.738,1163,35,0.065,0.761,1217,33,0.060,0.705
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,1253,39,0.043,0.549,1090,27,0.044,0.560,272,3,0.010,0.155
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,863,12,0.050,0.719,830,13,0.044,0.714,838,13,0.047,0.748
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,918,18,0.072,0.691,1163,35,0.080,0.746,1138,27,0.080,0.724
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,889,15,0.088,0.665,952,20,0.094,0.686,985,20,0.092,0.706
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,739,9,0.047,0.528,716,8,0.053,0.503,936,18,0.057,0.532
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,201,3,0.012,0.169,164,3,0.011,0.148,150,2,0.009,0.126
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,1157,33,0.097,0.825,1150,33,0.101,0.832,1290,42,0.108,0.793
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,1026,24,0.093,0.711,1132,32,0.112,0.731,1144,29,0.102,0.743
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,877,14,0.098,0.626,932,18,0.096,0.559,766,10,0.070,0.526
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,1226,37,0.092,0.628,1024,22,0.088,0.574,1065,23,0.079,0.621
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,1026,24,0.079,0.667,755,10,0.056,0.583,768,11,0.055,0.609
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,1286,43,0.092,0.771,1530,59,0.108,0.829,1344,45,0.098,0.760
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,1110,29,0.073,0.855,933,19,0.072,0.785,875,15,0.070,0.757
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,1338,48,0.075,0.755,1638,65,0.081,0.803,1345,46,0.073,0.787
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,976,20,0.061,0.644,1150,33,0.072,0.725,1220,34,0.078,0.748
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,442,4,0.029,0.289,417,4,0.029,0.272,437,4,0.030,0.321
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,1626,63,0.118,0.899,1622,63,0.120,0.902,1564,64,0.115,0.891
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,1271,41,0.078,0.767,1224,39,0.081,0.803,1277,40,0.081,0.790
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,2093,66,0.091,0.890,1627,64,0.077,0.851,1403,54,0.090,0.912
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,1330,47,0.093,0.823,1406,52,0.101,0.833,1372,51,0.088,0.805
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,1420,56,0.128,0.888,1121,31,0.098,0.680,1506,62,0.115,0.852
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,1081,26,0.106,0.819,1117,30,0.109,0.818,1167,31,0.102,0.781
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,1430,58,0.083,0.784,1355,46,0.083,0.793,1400,53,0.081,0.847
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,1312,46,0.076,0.792,1304,44,0.081,0.831,1406,55,0.074,0.830
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,1294,44,0.108,0.825,1059,24,0.095,0.700,1072,24,0.090,0.689
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,1342,50,0.071,0.680,1111,29,0.058,0.628,1231,35,0.062,0.736
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,1294,44,0.089,0.730,1432,55,0.103,0.813,1200,32,0.078,0.670
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,1118,30,0.085,0.826,971,21,0.080,0.753,1300,43,0.104,0.800
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,1503,60,0.115,0.808,1672,66,0.132,0.829,1493,61,0.128,0.824
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,705,7,0.037,0.641,916,16,0.050,0.696,916,17,0.046,0.664
