GROUP,CONAME,DIST,DISTNAME,PP110,RK110,PCT110,PP210,RK210,PCT210,PP310,RK310,PCT310
A. K-6,,,1. State average - Operating Type K-6,1437,,,1370,,,1443,,
A. K-6,,,2. State median - Operating Type K-6,1397,,,1351,,,1469,,
A. K-6,,,5. State average - All operating types,1658,,,1625,,,1721,,
A. K-6,,,6. State median - All operating types,1496,,,1470,,,1567,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1290,24,0.112,1087,11,0.087,1212,13,0.119
A. K-6,BERGEN,3870,ORADELL BORO,1322,27,0.116,1138,15,0.102,1288,21,0.112
A. K-6,BERGEN,4410,RIVER EDGE BORO,1034,9,0.094,1061,9,0.093,1081,7,0.088
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1671,41,0.086,1551,42,0.077,1799,46,0.083
A. K-6,BURLINGTON,200,BASS RIVER TWP,1917,48,0.137,1920,49,0.133,1896,47,0.128
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1307,26,0.115,1365,33,0.128,1718,43,0.152
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1398,31,0.118,1304,28,0.120,1240,17,0.107
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2098,52,0.132,2018,51,0.130,2127,52,0.129
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1437,34,0.111,1352,31,0.103,1671,41,0.117
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1303,25,0.108,1229,18,0.113,1409,27,0.106
A. K-6,CAMDEN,5560,WATERFORD TWP,1807,45,0.131,1405,36,0.116,1622,39,0.121
A. K-6,CAPE MAY,710,CAPE MAY CITY,2274,54,0.144,2633,56,0.137,2577,55,0.131
A. K-6,CAPE MAY,2840,LOWER TWP,1578,40,0.130,1484,40,0.121,1593,36,0.122
A. K-6,CAPE MAY,4700,SEA ISLE CITY,4196,60,0.154,4848,60,0.156,6211,60,0.206
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,2582,56,0.117,2830,58,0.135,3511,58,0.138
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1398,31,0.093,1560,43,0.103,2089,51,0.122
A. K-6,ESSEX,1465,FAIRFIELD TWP,1279,23,0.108,1254,22,0.100,1327,23,0.100
