GROUP,CONAME,DIST,DISTNAME,PP15,RK15,PCT15,PP25,RK25,PCT25,PP35,RK35,PCT35
A. K-6,,,1. State average - Operating Type K-6,99,,,76,,,97,,
A. K-6,,,2. State median - Operating Type K-6,69,,,82,,,112,,
A. K-6,,,5. State average - All operating types,120,,,119,,,146,,
A. K-6,,,6. State median - All operating types,103,,,95,,,119,,
A. K-6,BERGEN,1270,EDGEWATER BORO,46,16,0.004,67,27,0.005,49,10,0.005
A. K-6,BERGEN,3870,ORADELL BORO,49,19,0.004,86,30,0.008,119,32,0.010
A. K-6,BERGEN,4410,RIVER EDGE BORO,437,57,0.040,110,41,0.010,196,47,0.016
A. K-6,BERGEN,4620,SADDLE RIVER BORO,168,49,0.009,224,54,0.011,244,53,0.011
A. K-6,BURLINGTON,200,BASS RIVER TWP,28,4,0.002,155,51,0.011,375,55,0.025
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,132,43,0.012,11,5,0.001,10,3,0.001
A. K-6,BURLINGTON,2960,MANSFIELD TWP,41,14,0.003,38,15,0.004,51,12,0.004
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,151,46,0.010,235,55,0.015,174,45,0.011
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,36,9,0.003,31,10,0.002,29,6,0.002
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,257,53,0.021,140,47,0.013,272,54,0.021
A. K-6,CAMDEN,5560,WATERFORD TWP,56,21,0.004,40,17,0.003,61,15,0.005
A. K-6,CAPE MAY,710,CAPE MAY CITY,64,24,0.004,102,37,0.005,153,39,0.008
A. K-6,CAPE MAY,2840,LOWER TWP,77,31,0.006,78,29,0.006,80,20,0.006
A. K-6,CAPE MAY,4700,SEA ISLE CITY,1048,58,0.038,460,59,0.015,755,59,0.025
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,144,44,0.007,144,49,0.007,173,44,0.007
A. K-6,ESSEX,1400,ESSEX FELLS BORO,117,39,0.008,104,39,0.007,211,49,0.012
A. K-6,ESSEX,1465,FAIRFIELD TWP,67,27,0.006,70,28,0.006,61,15,0.005
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,24,2,0.002,22,7,0.002,117,31,0.008
A. K-6,ESSEX,4530,ROSELAND BORO,70,30,0.005,53,23,0.004,37,9,0.003
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,86,32,0.009,94,34,0.010,83,22,0.009
A. K-6,GLOUCESTER,1330,ELK TWP,64,24,0.006,42,19,0.004,83,22,0.007
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,145,45,0.014,58,25,0.006,94,25,0.009
A. K-6,GLOUCESTER,2070,HARRISON TWP,68,28,0.007,103,38,0.010,130,34,0.012
A. K-6,GLOUCESTER,2990,MANTUA TWP,13,1,0.001,6,3,0.001,9,2,0.001
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,37,10,0.003,35,13,0.003,63,17,0.005
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,304,55,0.032,137,46,0.017,160,42,0.018
