GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,15,14,0.001,21,28,0.002,14,6,0.001
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,8,4,0.001,14,14,0.001,20,14,0.002
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,56,72,0.005,64,79,0.005,88,82,0.007
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,3,1,0.000,3,1,0.000,6,1,0.000
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,11,8,0.001,12,10,0.001,23,21,0.002
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,56,72,0.006,55,74,0.008,61,76,0.007
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,27,39,0.002,56,76,0.005,24,22,0.002
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,31,45,0.003,44,62,0.004,31,39,0.002
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,33,47,0.003,41,56,0.003,38,53,0.003
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,74,80,0.005,89,85,0.006,41,57,0.003
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,45,61,0.003,41,56,0.003,76,80,0.005
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,62,76,0.006,44,62,0.004,41,57,0.003
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,22,30,0.002,27,38,0.002,24,22,0.002
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,13,10,0.001,15,15,0.001,24,22,0.002
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,23,34,0.002,18,22,0.002,24,22,0.002
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,108,84,0.009,47,68,0.004,37,51,0.003
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,22,30,0.002,29,40,0.003,26,31,0.002
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,18,21,0.002,22,30,0.002,22,17,0.002
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,49,66,0.004,34,49,0.003,30,37,0.002
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,22,30,0.002,19,23,0.002,17,8,0.001
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,95,82,0.008,46,66,0.004,73,79,0.006
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,35,48,0.003,31,44,0.003,45,62,0.003
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,23,34,0.002,24,33,0.002,34,43,0.003
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,7,3,0.001,17,20,0.001,9,3,0.001
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,37,52,0.003,16,17,0.001,31,39,0.002
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,39,54,0.003,48,70,0.004,34,43,0.002
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,26,37,0.002,30,42,0.002,54,69,0.004
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,60,75,0.005,60,77,0.006,40,55,0.003
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,15,14,0.001,21,28,0.001,29,36,0.002
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,21,28,0.002,15,15,0.001,42,60,0.003
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,36,50,0.002,44,62,0.003,37,51,0.002
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,27,39,0.002,13,11,0.001,20,14,0.001
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,29,42,0.002,13,11,0.001,27,32,0.002
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,39,54,0.004,62,78,0.006,63,78,0.006
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,45,61,0.004,36,52,0.003,27,32,0.002
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,51,68,0.005,34,49,0.004,25,27,0.002
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,14,12,0.001,17,20,0.001,17,8,0.001
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,72,79,0.006,85,84,0.007,156,87,0.012
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,138,86,0.010,6,3,0.000,45,62,0.003
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,45,61,0.004,55,74,0.005,61,76,0.005
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,19,25,0.001,20,26,0.001,27,32,0.002
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,35,48,0.003,31,44,0.003,56,70,0.004
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,18,21,0.001,22,30,0.002,22,17,0.001
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,101,83,0.009,82,83,0.007,50,65,0.004
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,39,54,0.003,90,86,0.008,79,81,0.006
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,43,59,0.003,25,35,0.002,51,67,0.004
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,75,81,0.006,64,79,0.006,40,55,0.004
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,8,4,0.001,16,17,0.001,22,17,0.002
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,40,58,0.004,19,23,0.002,34,43,0.003
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,50,67,0.004,43,60,0.004,60,74,0.005
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,37,,,36,,,34,,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,28,,,27,,,31,,
E. K-12 / 0 - 1800,,,5. State average - All operating types,38,,,37,,,36,,
E. K-12 / 0 - 1800,,,6. State median - All operating types,32,,,31,,,34,,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,82,43,0.007,79,42,0.007,77,46,0.007
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,15,12,0.001,21,16,0.002,17,8,0.001
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,22,18,0.002,18,13,0.001,20,10,0.002
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,10,6,0.001,29,23,0.002,14,5,0.001
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,62,41,0.005,40,31,0.003,37,30,0.003
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,35,26,0.003,5,3,0.000,44,35,0.004
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,43,33,0.003,27,20,0.002,25,17,0.002
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,52,38,0.004,34,27,0.002,58,42,0.004
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,62,41,0.004,118,45,0.007,68,44,0.004
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,18,16,0.001,69,39,0.005,32,23,0.002
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,35,26,0.003,69,39,0.005,46,37,0.003
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,,,0.000,,,0.000,4,3,0.000
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,26,21,0.002,29,23,0.003,34,27,0.003
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,31,24,0.003,39,30,0.003,37,30,0.003
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,43,33,0.003,28,21,0.002,33,25,0.002
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,8,3,0.001,21,16,0.002,18,9,0.001
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,10,6,0.001,14,12,0.001,21,12,0.002
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,43,33,0.003,35,29,0.003,45,36,0.003
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,38,29,0.003,93,44,0.007,68,44,0.005
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,33,25,0.002,46,33,0.002,35,29,0.002
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,43,33,0.003,80,43,0.006,50,40,0.004
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,15,12,0.001,5,3,0.001,16,7,0.001
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,8,3,0.001,11,9,0.001,24,15,0.002
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,3,1,0.000,4,1,0.000,2,1,0.000
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,4,2,0.000,4,1,0.000,15,6,0.001
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,46,37,0.003,77,41,0.006,47,38,0.004
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,35,26,0.003,21,16,0.002,27,18,0.002
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,14,11,0.001,18,13,0.001,34,27,0.002
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,22,18,0.002,24,19,0.002,30,20,0.003
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,13,9,0.001,12,11,0.001,20,10,0.002
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,202,46,0.012,64,37,0.004,67,43,0.003
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,57,39,0.004,65,38,0.005,48,39,0.003
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,27,23,0.002,18,13,0.001,31,22,0.002
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,40,31,0.002,28,21,0.002,38,32,0.002
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,61,40,0.004,61,35,0.004,51,41,0.003
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,18,16,0.001,32,26,0.002,24,15,0.001
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,173,45,0.015,207,46,0.018,154,47,0.012
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,26,21,0.002,11,9,0.001,3,2,0.000
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,15,12,0.001,6,6,0.000,27,18,0.002
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,82,43,0.007,63,36,0.005,22,13,0.002
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,38,29,0.002,34,27,0.002,33,25,0.002
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,9,5,0.001,7,7,0.001,7,4,0.001
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,15,12,0.001,31,25,0.003,41,33,0.003
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,11,8,0.001,10,8,0.001,23,14,0.002
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13,9,0.001,5,3,0.000,32,23,0.002
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,42,32,0.003,52,34,0.004,43,34,0.003
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,23,20,0.002,42,32,0.003,30,20,0.002
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,37,,,36,,,34,,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,28,,,27,,,31,,
F. K-12 / 1801 - 350,,,5. State average - All operating types,38,,,37,,,36,,
F. K-12 / 1801 - 350,,,6. State median - All operating types,32,,,31,,,34,,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,47,48,0.004,40,46,0.003,40,46,0.003
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,16,17,0.001,12,8,0.001,33,37,0.003
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,184,64,0.016,12,8,0.001,27,25,0.002
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,55,53,0.005,62,58,0.006,35,40,0.004
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,9,7,0.001,21,25,0.001,81,65,0.005
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,46,47,0.003,27,34,0.002,32,34,0.002
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,15,16,0.001,12,8,0.001,22,18,0.002
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,7,4,0.001,1,1,0.000,6,3,0.001
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,63,55,0.005,80,63,0.006,59,63,0.005
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,32,33,0.002,14,15,0.001,39,45,0.003
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,20,22,0.002,23,29,0.002,31,30,0.003
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,11,10,0.001,21,25,0.002,22,18,0.001
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,7,4,0.001,9,5,0.001,5,2,0.000
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,48,50,0.004,18,20,0.001,21,14,0.002
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,66,58,0.005,70,60,0.005,79,64,0.005
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,14,15,0.001,18,20,0.002,15,7,0.001
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,17,19,0.001,23,29,0.002,34,39,0.002
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,33,35,0.002,14,15,0.001,24,22,0.002
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,27,28,0.002,21,25,0.002,28,28,0.002
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,10,9,0.001,25,31,0.002,27,25,0.002
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,30,32,0.002,25,31,0.002,21,14,0.001
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,19,20,0.001,27,34,0.002,36,41,0.002
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,5,1,0.000,14,15,0.001,19,10,0.002
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,51,51,0.004,71,61,0.006,37,43,0.003
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,21,24,0.001,13,12,0.001,25,23,0.002
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,27,28,0.002,27,34,0.002,30,29,0.002
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,57,54,0.005,31,39,0.003,51,60,0.004
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,43,45,0.003,45,48,0.003,40,46,0.002
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,20,22,0.001,20,23,0.002,19,10,0.001
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,28,30,0.002,32,40,0.003,33,37,0.003
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,36,38,0.003,54,53,0.005,46,57,0.004
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,36,38,0.003,47,51,0.004,27,25,0.002
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,6,2,0.001,11,6,0.001,8,4,0.001
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,40,43,0.003,50,52,0.004,32,34,0.003
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,126,63,0.006,271,66,0.012,91,66,0.004
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,64,56,0.005,73,62,0.005,56,62,0.004
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,47,48,0.004,26,33,0.003,31,30,0.003
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,36,38,0.003,41,47,0.003,43,53,0.003
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,34,37,0.003,34,41,0.003,31,30,0.002
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,13,13,0.001,13,12,0.001,17,8,0.002
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,245,65,0.010,157,65,0.006,223,67,0.008
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,19,20,0.002,11,6,0.001,19,10,0.001
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,,,0.000,,,0.000,41,48,0.003
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,23,26,0.002,16,18,0.001,36,41,0.003
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,6,2,0.001,4,2,0.000,21,14,0.002
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,38,41,0.003,34,41,0.003,44,56,0.003
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,7,4,0.001,21,25,0.002,23,21,0.002
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,53,52,0.004,45,48,0.003,42,51,0.003
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,39,42,0.003,54,53,0.004,43,53,0.003
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,33,35,0.003,34,41,0.003,32,34,0.003
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,9,7,0.001,8,3,0.001,13,5,0.001
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,12,12,0.001,17,19,0.002,21,14,0.002
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,11,10,0.001,13,12,0.001,14,6,0.001
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,,,0.000,12,8,0.001,3,1,0.000
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,64,56,0.005,61,57,0.005,47,58,0.004
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,86,61,0.006,60,56,0.005,22,18,0.002
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13,13,0.001,20,23,0.001,31,30,0.002
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,42,44,0.003,30,38,0.002,41,48,0.003
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,16,17,0.001,64,59,0.005,42,51,0.003
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,45,46,0.003,34,41,0.003,41,48,0.003
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,25,27,0.002,58,55,0.005,38,44,0.003
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,32,33,0.002,19,22,0.001,19,10,0.001
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,21,24,0.002,8,3,0.001,18,9,0.001
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,95,62,0.007,119,64,0.009,50,59,0.003
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,74,59,0.005,37,45,0.003,43,53,0.003
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,80,60,0.006,45,48,0.004,53,61,0.004
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,28,30,0.002,27,34,0.002,26,24,0.002
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,37,,,36,,,34,,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,28,,,27,,,31,,
G. K-12 / 3501 +,,,5. State average - All operating types,38,,,37,,,36,,
G. K-12 / 3501 +,,,6. State median - All operating types,32,,,31,,,34,,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,210,105,0.012,178,106,0.010,119,106,0.006
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,35,69,0.003,28,54,0.003,29,56,0.002
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,77,95,0.007,56,87,0.006,73,101,0.007
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,107,102,0.007,164,105,0.008,57,92,0.003
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,22,34,0.002,24,41,0.002,36,69,0.003
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,57,87,0.004,48,81,0.003,58,94,0.004
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,72,93,0.006,28,54,0.002,20,26,0.002
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,23,42,0.002,26,50,0.002,31,59,0.002
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,15,15,0.001,24,41,0.002,18,19,0.001
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,11,8,0.001,18,21,0.001,14,6,0.001
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,15,15,0.001,20,27,0.002,5,2,0.000
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,131,104,0.008,84,100,0.005,79,103,0.004
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,22,34,0.002,15,13,0.001,23,34,0.002
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,26,47,0.002,26,50,0.002,29,56,0.002
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,41,77,0.003,57,88,0.005,60,95,0.005
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,15,15,0.001,20,27,0.001,20,26,0.001
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,108,103,0.008,85,101,0.007,66,97,0.005
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,55,86,0.003,59,91,0.003,50,89,0.003
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,32,65,0.003,19,26,0.002,20,26,0.002
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,22,34,0.002,14,9,0.001,25,44,0.002
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,38,71,0.003,41,73,0.003,38,72,0.003
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,26,47,0.002,30,61,0.002,27,48,0.002
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,12,9,0.001,11,4,0.001,13,5,0.001
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,14,13,0.001,23,37,0.002,18,19,0.001
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,29,59,0.002,24,41,0.002,24,42,0.002
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,50,81,0.004,97,102,0.008,54,91,0.004
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,92,100,0.005,101,103,0.006,88,105,0.005
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,61,88,0.004,57,88,0.004,57,92,0.004
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,31,63,0.002,26,50,0.002,33,63,0.002
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,54,84,0.004,40,71,0.003,41,76,0.003
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,29,59,0.002,21,31,0.001,28,51,0.002
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,38,71,0.002,49,83,0.003,45,82,0.003
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,63,89,0.005,46,78,0.004,42,78,0.003
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,22,34,0.001,24,41,0.002,23,34,0.002
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,33,67,0.002,40,71,0.003,42,78,0.003
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,2,1,0.000,9,2,0.001,28,51,0.002
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,9,6,0.001,15,13,0.001,17,13,0.001
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,34,68,0.003,30,61,0.003,34,67,0.003
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,18,24,0.001,36,69,0.003,27,48,0.002
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,31,63,0.003,18,21,0.002,16,11,0.001
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,23,42,0.001,20,27,0.001,28,51,0.002
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,16,18,0.001,22,34,0.002,17,13,0.001
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,90,99,0.008,83,99,0.008,80,104,0.007
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,53,83,0.003,45,77,0.003,44,81,0.003
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,23,42,0.002,20,27,0.002,21,31,0.001
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,38,71,0.003,24,41,0.002,40,74,0.003
G. K-12 / 3501 +,MERCER,1430,EWING TWP,7,2,0.001,2,1,0.000,1,1,0.000
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,12,9,0.001,11,4,0.001,17,13,0.001
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,19,26,0.001,28,54,0.002,50,89,0.003
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,20,28,0.001,51,85,0.004,20,26,0.001
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,19,26,0.001,25,47,0.002,18,19,0.001
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,39,74,0.002,48,81,0.003,41,76,0.002
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,20,28,0.002,21,31,0.002,49,88,0.004
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,27,50,0.002,28,54,0.003,40,74,0.004
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,28,56,0.002,29,60,0.002,21,31,0.002
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,30,61,0.002,24,41,0.002,23,34,0.002
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,30,61,0.002,30,61,0.002,28,51,0.002
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,21,31,0.001,18,21,0.001,17,13,0.001
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,27,50,0.002,28,54,0.002,28,51,0.002
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,16,18,0.001,17,18,0.001,24,42,0.002
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,14,13,0.001,15,13,0.001,15,8,0.001
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,22,34,0.002,23,37,0.002,23,34,0.002
