GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,,,1. State average - Operating Type K-6,1375,,,1339,,,1379,,
A. K-6,,,2. State median - Operating Type K-6,1497,,,1480,,,1539,,
A. K-6,,,5. State average - All operating types,1457,,,1430,,,1466,,
A. K-6,,,6. State median - All operating types,1521,,,1521,,,1572,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1519,32,0.132,1318,20,0.106,1202,10,0.118
A. K-6,BERGEN,3870,ORADELL BORO,1498,31,0.131,1498,34,0.134,1554,32,0.136
A. K-6,BERGEN,4410,RIVER EDGE BORO,1349,20,0.123,1248,13,0.110,1415,24,0.116
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1780,46,0.092,1941,56,0.096,1898,60,0.087
A. K-6,BURLINGTON,200,BASS RIVER TWP,1691,42,0.121,1861,52,0.129,1707,41,0.115
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1594,37,0.140,1494,33,0.140,1459,29,0.129
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1487,29,0.125,1330,22,0.123,1381,20,0.119
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1898,54,0.120,1706,42,0.110,1723,43,0.104
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1794,49,0.139,1679,40,0.128,1744,47,0.122
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1783,47,0.148,1653,39,0.152,1750,48,0.132
A. K-6,CAMDEN,5560,WATERFORD TWP,1578,35,0.115,1392,26,0.115,1412,23,0.105
A. K-6,CAPE MAY,710,CAPE MAY CITY,1495,30,0.094,2010,57,0.104,1709,42,0.087
A. K-6,CAPE MAY,2840,LOWER TWP,1046,3,0.086,1015,4,0.083,1188,8,0.091
A. K-6,CAPE MAY,4700,SEA ISLE CITY,2990,60,0.110,3188,60,0.102,1742,46,0.058
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1357,21,0.062,1374,25,0.066,1528,30,0.060
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1761,44,0.118,1707,43,0.113,1895,57,0.111
A. K-6,ESSEX,1465,FAIRFIELD TWP,1340,19,0.113,1453,28,0.115,1550,31,0.116
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1676,40,0.119,1573,36,0.117,1854,55,0.121
A. K-6,ESSEX,4530,ROSELAND BORO,1426,24,0.112,1455,29,0.120,1426,26,0.117
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1059,7,0.107,1075,7,0.111,947,1,0.102
A. K-6,GLOUCESTER,1330,ELK TWP,1384,22,0.124,1250,14,0.121,1384,21,0.121
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1223,13,0.115,1154,10,0.116,1262,15,0.115
A. K-6,GLOUCESTER,2070,HARRISON TWP,1073,8,0.112,1057,6,0.108,1155,7,0.110
A. K-6,GLOUCESTER,2990,MANTUA TWP,1201,11,0.107,1252,15,0.114,1256,13,0.105
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1046,3,0.092,1316,19,0.107,1350,19,0.104
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,1261,14,0.134,1148,9,0.140,1221,12,0.137
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1058,6,0.111,949,1,0.105,952,2,0.110
A. K-6,GLOUCESTER,5590,WENONAH BORO,1149,10,0.113,1048,5,0.102,1121,6,0.107
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1111,9,0.091,1325,21,0.102,1450,27,0.106
