GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,e21,E11,E31
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,14291,79,14681,83,15302,82,1219,1313,1232
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,14620,80,14509,81,15912,84,1061,1093,1030
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,11169,16,10913,19,11628,20,1013,1010,1038
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,11608,27,11337,25,11119,8,1406,1356,1473
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,12401,52,12296,52,13673,65,4365,4500,4245
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,12652,58,12170,47,13345,56,6717,6775,6678
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,12578,56,12460,56,13099,46,792,804,808
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,11192,18,10942,21,12171,30,5292,5400,5285
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,11542,26,11451,28,12154,29,5753,5941,5622
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,11389,19,10845,17,12376,32,1532,1575,1528
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,14214,78,12889,68,12929,42,978,895,1047
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,11869,37,12098,43,11865,22,985,973,1035
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,11816,34,11484,31,13168,48,1558,1580,1567
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,13060,69,12221,49,13310,54,1360,1382,1321
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,11752,33,12473,57,12286,31,1794,1904,1861
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,13415,73,13390,75,13460,59,1112,1137,1126
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,13554,74,13559,77,13853,67,1025,1037,1026
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,13105,70,13430,76,14195,72,1517,1543,1486
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,11843,36,10789,15,11817,21,893,893,916
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,14200,77,14412,80,14693,78,857,900,863
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,11883,38,12600,62,13233,49,940,1021,961
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,15508,85,15224,85,15116,81,2561,2618,2539
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,12716,60,12492,58,13574,64,2652,2732,2548
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,12306,48,11998,40,14269,74,792,788,754
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,9847,3,9918,7,11187,10,1039,1052,1039
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,12346,49,12131,44,13295,53,938,935,923
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,9854,4,9796,6,11051,7,873,871,851
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,13014,68,13083,72,13873,68,1283,1316,1255
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,11734,31,11661,32,13092,45,1024,1021,987
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,14178,76,13256,73,14529,76,934,918,929
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,11410,20,10401,11,11384,16,1197,1093,1152
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,14695,81,13289,74,13319,55,1830,1825,1822
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,12809,62,12056,41,12551,35,989,982,986
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,15231,84,14392,79,15896,83,2186,2218,2175
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,11010,13,11122,22,12934,43,1032,1083,1008
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,11841,35,11931,36,13242,51,740,743,736
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,13397,72,12956,70,13804,66,1473,1530,1464
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,11945,40,11129,23,11221,11,810,789,803
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,11478,23,11468,29,11235,12,888,953,907
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,9612,2,9182,3,11906,23,906,975,886
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,11171,17,10931,20,11624,19,917,935,915
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,13627,,13290,,13917,,,,
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,12955,,12747,,13197,,,,
E. K-12 / 0 - 1800,,,5. State average - All operating types,13599,,13291,,13946,,,,
E. K-12 / 0 - 1800,,,6. State median - All operating types,12935,,12774,,13352,,,,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,11720,7,11392,7,11628,7,1168,1201,1163
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,12110,13,12116,16,13185,24,1752,1732,1691
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,12279,17,12254,18,12364,13,1193,1229,1235
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,12101,12,11885,15,11822,8,1710,1662,1752
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,13247,33,13239,31,14327,34,1083,1128,1095
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,11389,5,11773,12,11566,6,1618,1598,1706
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,13028,32,12332,21,11980,9,1536,1494,1610
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,14460,41,14532,39,16229,43,1300,1309,1295
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,16003,42,15926,42,16132,42,1881,1938,1833
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,12742,28,12991,27,13241,25,1734,1728,1741
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,13341,34,13548,35,14383,35,1593,1582,1588
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,11526,6,10424,1,10888,1,1169,1141,1178
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,11058,3,10897,5,11314,5,1147,1143,1171
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,12046,11,12179,17,12527,15,1605,1625,1640
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,12443,21,12305,20,13417,27,938,953,948
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,12935,29,11834,13,12849,19,1390,1364,1412
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,12264,15,12704,24,13165,23,1440,1482,1454
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,12481,23,13434,34,14132,32,1322,1389,1334
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,12493,24,12630,23,12445,14,429,427,443
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,19967,47,21156,47,18944,46,745,764,846
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,12330,18,13160,29,12723,17,1500,1631,1688
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,10616,1,10434,2,11053,3,1322,1328,1337
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,12721,27,13276,32,15330,39,1223,1293,1227
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,12949,30,12266,19,12751,18,1543,1516,1556
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,12479,22,13183,30,13596,29,1527,1573,1531
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,13545,36,13010,28,13447,28,1248,1214,1270
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,10827,2,10686,4,10931,2,1109,1121,1124
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,13924,38,13700,36,14872,37,1457,1467,1453
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,11085,4,11095,6,11251,4,1134,1162,1150
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,11943,10,11495,8,12254,12,1809,1807,1773
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,16771,45,17521,45,19620,47,1688,1729,1710
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,12956,31,13792,37,14464,36,1106,1168,1140
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,12148,14,12332,21,13162,22,1697,1699,1689
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,16723,44,16529,44,15957,41,1241,1226,1278
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,14191,39,14640,40,15229,38,1126,1186,1121
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,18760,46,18373,46,18538,45,1640,1650,1624
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,11857,9,11753,11,12650,16,1689,1728,1688
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,13508,35,13295,33,14208,33,895,886,861
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,14457,40,15250,41,15705,40,1652,1742,1672
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,12265,16,11647,9,12115,11,1836,1784,1849
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,16343,43,16403,43,17987,44,1232,1269,1188
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,11722,8,10681,3,12050,10,1681,1666,1613
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,12379,19,11668,10,13076,21,1493,1493,1548
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,12432,20,11857,14,13001,20,1305,1308,1317
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,13701,37,13909,38,13675,30,1501,1537,1554
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,12581,26,12941,25,13267,26,1340,1383,1346
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,12508,25,12945,26,13732,31,865,904,842
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,13627,,13290,,13917,,,,
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,12955,,12747,,13197,,,,
F. K-12 / 1801 - 350,,,5. State average - All operating types,13599,,13291,,13946,,,,
F. K-12 / 1801 - 350,,,6. State median - All operating types,12935,,12774,,13352,,,,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,12434,22,12105,18,12440,18,2426,2485,2478
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,12419,21,12199,21,11913,10,2755,2709,2885
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,11652,13,12403,26,12626,21,2753,2806,2765
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,10520,3,10229,3,9458,1,2402,2311,2444
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,16197,64,16174,65,17091,63,2869,2840,2912
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,14330,59,14464,60,15253,60,2434,2482,2458
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,13229,39,13175,46,13983,51,1796,1776,1804
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,11095,5,11015,8,11927,11,3274,3218,3303
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,11607,12,12469,28,12655,24,2312,2308,2380
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,13547,49,13333,50,14551,55,3369,3438,3333
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,11150,6,11031,9,11962,12,2132,2129,2090
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,13669,52,14086,59,14962,59,3057,3101,3053
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,12726,29,12649,33,12315,17,2224,2157,2333
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,13346,43,12839,41,13413,44,2434,2434,2440
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,13884,55,13964,57,15450,61,2725,2730,2722
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,12165,17,11727,14,11904,9,2409,2400,2470
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,15597,62,14800,62,15605,62,1875,1857,1899
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,13302,40,13269,49,14084,52,2339,2420,2329
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,11213,9,10809,7,11103,5,2913,2935,2955
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,12828,32,11767,16,12520,20,2133,2076,2179
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,13612,51,13678,53,14752,57,1875,1915,1899
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,15419,61,16113,64,17782,65,2035,2137,2090
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,12293,19,11561,12,12127,14,2113,2163,2121
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,12035,16,11812,17,12206,15,2465,2451,2457
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,14277,58,13388,51,13364,42,2241,2205,2403
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,14544,60,14642,61,14848,58,1910,1948,1909
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,11180,7,11153,10,11714,8,2776,2847,2760
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,16547,65,16066,63,17653,64,2052,2094,2033
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,13033,35,12834,40,13036,31,2597,2573,2666
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,12499,24,12163,20,13173,35,1907,1927,1945
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,12203,18,11744,15,12230,16,2161,2090,2160
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,13773,53,12634,32,13009,28,2217,2115,2256
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,11237,10,10750,6,11489,7,3086,3163,3055
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,15993,63,13267,48,12679,25,1930,1874,2190
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,21225,66,22646,66,22484,66,1790,1937,1768
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,14252,57,13973,58,13013,29,2183,2159,2313
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,10892,4,9994,2,10412,3,2801,2708,2890
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,12745,30,12599,30,12862,27,2032,2088,2114
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,12497,23,12243,22,13033,30,2110,2116,2108
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,9936,1,9104,1,9710,2,2333,2269,2408
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,25650,67,25259,67,26284,67,1988,2092,2016
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,11810,14,12340,24,13197,37,3277,3366,3240
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,13544,48,13909,55,14589,56,3224,3309,3211
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,12711,28,12243,22,13196,36,2337,2338,2331
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,11186,8,10657,5,10865,4,2928,2935,3130
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,12582,27,12435,27,13158,33,3532,3568,3545
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,13320,42,12762,36,13259,38,2200,2205,2192
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,14051,56,13079,44,13450,45,2371,2276,2363
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,12971,33,12808,39,13317,41,2327,2366,2349
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,12499,24,11542,11,12640,23,3264,3253,3283
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,12388,20,12516,29,13097,32,3198,3244,3184
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,10313,2,10345,4,11280,6,2998,3048,2971
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,11895,15,12392,25,12498,19,2481,2466,2508
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,11406,11,12119,19,12632,22,2375,2450,2394
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,12791,31,12801,38,12771,26,1864,1812,1911
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,13493,46,13017,43,13645,49,3215,3194,3250
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,13869,54,13934,56,13711,50,2059,2075,2099
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,13132,37,12736,35,13487,47,2402,2325,2422
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,13561,50,13430,52,14433,53,2110,2195,2124
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,13468,44,13013,42,13262,39,2805,2844,2875
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,12513,26,11722,13,12029,13,2333,2287,2351
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,13127,36,13226,47,13159,34,3103,3108,3117
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,12973,34,12769,37,13266,40,2206,2194,2187
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,13477,45,13715,54,14433,53,2782,2739,2793
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,13516,47,13145,45,13527,48,1981,1992,1971
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,13151,38,12622,31,13375,43,2185,2145,2191
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,13317,41,12733,34,13465,46,1837,1793,1880
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,13627,,13290,,13917,,,,
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,12955,,12747,,13197,,,,
G. K-12 / 3501 +,,,5. State average - All operating types,13599,,13291,,13946,,,,
G. K-12 / 3501 +,,,6. State median - All operating types,12935,,12774,,13352,,,,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,18248,105,18237,105,19099,104,6484,6412,6748
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,12269,35,10960,9,11772,13,7924,7715,7885
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,10503,3,9748,1,10474,1,3521,3420,3543
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,16100,95,21076,106,18345,102,2965,3701,3536
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,13007,53,13099,62,14259,69,3451,3509,3430
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,14602,83,13853,74,15175,86,4725,4750,4685
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,13096,56,12757,52,13128,48,3602,3543,3676
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,13706,66,13059,61,13027,44,4736,4576,4864
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,14461,82,14435,85,15004,84,5132,5033,5144
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,14330,79,14191,81,15161,85,4161,4245,4150
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,12963,49,12867,55,13385,53,5716,5709,5739
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,17325,99,16243,98,17891,100,3955,4019,3807
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,13800,68,13231,64,13965,62,3593,3557,3635
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,11549,14,11018,10,11725,11,4104,4055,4093
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,13181,60,12593,47,13122,47,4253,4314,4163
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,17803,103,17973,104,19385,105,4959,5017,4803
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,13105,58,11927,31,12724,38,4315,4450,4276
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,17641,102,17534,102,19549,106,12659,12863,12733
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,12618,40,12067,36,13061,45,11366,11345,11288
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,13707,67,12285,40,13333,51,5491,5100,5464
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,13899,70,13272,66,13854,60,5259,5427,5255
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,13062,55,12607,48,14159,65,5119,4992,5226
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,13103,57,13117,63,13816,59,6178,6225,6123
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,14014,74,13259,65,16138,94,10578,10518,9593
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,11604,15,11226,16,11453,8,4555,4492,4601
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,11740,19,11735,28,12276,23,5976,5871,5962
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,18340,106,17017,101,18103,101,9804,9819,9698
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,17337,100,15428,94,15937,93,6876,6458,6974
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,13931,71,13599,71,13645,56,5740,5695,5828
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,14303,77,13973,76,14552,76,4927,4818,4931
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,15624,91,14126,80,14392,72,6635,6137,6661
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,18144,104,16915,100,17025,98,38373,39148,38902
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,12017,28,12439,43,12886,40,3945,4035,3907
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,15337,87,15979,97,14934,83,4427,4434,4726
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,14310,78,13853,74,14034,63,6471,6391,6522
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,15498,89,15738,96,15543,89,6714,6628,6692
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,11349,8,11395,17,11379,7,4352,4284,4520
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,10168,1,10278,2,10881,3,6056,5974,6140
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,13040,54,12973,59,13955,61,8263,8501,8254
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,11535,13,10737,6,11490,9,9247,9019,9488
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,17378,101,17742,103,17581,99,26068,27279,28207
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,12001,27,12304,41,12287,24,5419,5709,5831
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,11359,9,10812,7,11735,12,8061,7790,8183
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,15520,90,14779,88,16161,96,10556,10214,10871
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,13131,59,12715,51,14220,67,7584,7369,6845
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,12953,48,12040,35,13146,49,5025,5033,5034
G. K-12 / 3501 +,MERCER,1430,EWING TWP,13318,62,13377,68,14235,68,3706,3735,3707
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,11217,6,11032,11,12310,25,12522,12711,12535
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,14648,84,14997,91,15456,88,3835,3930,3814
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,14651,85,13981,77,14433,73,3954,3928,3971
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,16865,98,16568,99,18354,103,3402,3386,3331
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,16264,97,15331,93,16683,97,10869,10959,10926
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,12388,36,12262,39,13196,50,9775,9807,9790
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,11244,7,11179,13,11305,6,3794,3824,3779
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,12756,42,12681,50,13011,43,8506,8752,8571
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,11912,26,11644,23,12161,20,14194,14181,14321
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,13240,61,12966,58,13611,55,5661,5505,5873
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,15719,92,15133,92,15829,91,7517,7109,7916
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,11787,20,11183,14,11609,10,5947,5825,6007
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,11844,24,11722,27,12360,29,9415,9484,9394
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,13948,72,13736,73,14541,75,10225,10018,10497
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,12949,47,11525,21,12312,26,7193,6686,7206
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,10272,2,10477,3,11172,5,5910,5916,5937
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,11612,16,11049,12,11808,14,9024,8954,8932
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,12193,33,11989,33,12233,21,3714,3739,3798
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,11714,18,11419,19,12383,30,13017,13091,13058
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,14348,80,14304,84,14125,64,5278,5156,5588
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,12820,44,11791,30,12616,35,3783,3802,3873
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,12158,32,11671,25,12357,28,10296,10373,10319
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,15006,86,14497,86,14712,80,4457,4456,4498
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,13646,65,13296,67,14844,82,4018,4076,3909
