GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,e21,E11,E31
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,12233,34,12409,42,13081,46,4069,4230,4072
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,11464,11,11780,29,12019,18,3976,3895,4092
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,12989,52,12821,54,13343,52,4218,4258,4319
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,15775,93,14961,90,16149,95,4892,4787,4911
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,12970,50,13049,60,13434,54,4864,4903,4914
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,14187,76,14071,79,14476,74,7273,7277,7347
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,12456,37,12146,38,12911,41,5294,5417,5278
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,12649,41,12868,56,13779,57,4147,4267,4036
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,12033,29,12501,44,11891,16,10076,9872,9826
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,10898,5,10945,8,11815,15,9500,9595,9414
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,11833,22,11415,18,12252,22,4672,4719,4714
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,12815,43,12675,49,12697,37,5215,5076,5273
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,10656,4,10697,5,10905,4,16974,17090,17045
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,11417,10,10602,4,10849,2,10940,10731,11098
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,14046,75,13392,69,14805,81,13387,13142,13508
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,15409,88,14294,83,15327,87,24343,23995,24367
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,13452,63,13585,70,14275,70,8684,8823,8651
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,13461,64,13720,72,14583,78,3944,4018,3922
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,12123,31,11721,26,12646,36,5655,5694,5665
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,12899,45,12589,46,13784,58,8854,9092,8744
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,12935,46,12912,57,12961,42,7826,7747,7901
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,11910,25,11927,31,12728,39,7398,7474,7426
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,11614,17,11552,22,12457,31,5102,5201,5073
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,12084,30,11501,20,12567,34,3863,3917,3890
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,13995,73,14521,87,15911,92,4013,4260,3884
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,12536,38,12015,34,12539,33,3919,3887,3926
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,15842,94,14946,89,14680,79,22640,21591,23440
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,12987,51,12775,53,14213,66,5954,6064,5963
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,16155,96,15650,95,15638,90,6344,6328,6472
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,12610,39,12543,45,12518,32,3830,3837,3915
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,11812,21,11221,15,11941,17,5514,5439,5487
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,13807,69,14022,78,14292,71,3953,3901,4010
G. K-12 / 3501 +,UNION,5290,UNION TWP,11509,12,12105,37,12110,19,7530,7761,7541
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,11839,23,11666,24,12352,27,6224,6255,6251
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,14375,81,14238,82,14582,77,3582,3505,3788
H. 7-12 / 9-12,,,1. State average - Operating Type 7-12,13716,,13339,,13782,,,,
H. 7-12 / 9-12,,,2. State median - Operating Type 7-12,14175,,13976,,14329,,,,
H. 7-12 / 9-12,,,3. State average - Operating Type 9-12,14043,,13682,,14632,,,,
H. 7-12 / 9-12,,,4. State median - Operating Type 9-12,14447,,14098,,15083,,,,
H. 7-12 / 9-12,,,5. State average - All operating types,13599,,13291,,13946,,,,
H. 7-12 / 9-12,,,6. State median - All operating types,12935,,12774,,13352,,,,
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,12237,7,11918,8,13663,13,3796,3807,3726
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,13072,11,13344,13,14480,21,1514,1581,1516
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,18531,46,18354,45,17392,41,485,502,545
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,15165,31,14705,31,15083,26,1304,1310,1409
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,15854,34,16154,38,15653,31,2559,2560,2745
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,18002,44,16958,43,18202,45,2054,1872,2062
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,15935,35,15618,34,16882,37,2330,2314,2343
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,14036,18,13795,19,13856,17,1619,1616,1711
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,14764,28,14059,23,15236,28,7330,7235,7409
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,14213,23,13542,17,13094,8,1862,1817,1953
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,11355,3,11220,3,12561,5,2089,2176,2050
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,11849,6,11834,7,13308,10,4139,4184,3931
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,13175,12,12247,9,13723,15,2116,2119,2118
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,14188,22,13518,15,13584,11,970,966,973
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,14137,21,14065,24,14387,20,1609,1616,1622
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,12981,10,12967,11,12177,4,1192,1224,1339
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,15944,36,16209,40,16263,36,1589,1561,1643
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,10408,2,9803,1,10228,2,2494,2441,2589
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,16115,38,15816,37,16089,35,832,849,878
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,10354,1,9873,2,10045,1,2232,2208,2328
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,12443,8,11480,5,12808,6,1748,1753,1740
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,14447,25,13843,20,14911,23,1002,966,995
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,15026,30,14345,27,16916,38,2911,2986,2971
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,15614,33,14503,29,15934,33,2806,2802,2823
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,21630,47,20158,47,19703,46,352,331,363
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,11486,4,11331,4,12018,3,11595,11574,11637
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,16019,37,16161,39,17733,42,397,428,393
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,18063,45,18559,46,19728,47,1018,1086,1023
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,17792,43,17872,44,17861,43,1122,1098,1153
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,14416,24,13887,21,14998,24,952,978,970
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,16865,42,16911,42,16998,39,657,674,665
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,16458,40,15633,35,17069,40,1429,1453,1420
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,16544,41,15649,36,15773,32,2779,2781,2881
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,14029,17,13486,14,13799,16,2726,2687,2786
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,14116,19,13887,21,13606,12,1918,1932,1949
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,15598,32,14742,32,15008,25,1766,1778,1775
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,14703,26,14438,28,16062,34,2994,2991,2959
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,14903,29,14299,26,15444,30,1184,1168,1184
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,12633,9,11536,6,13674,14,793,795,790
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,13502,13,13565,18,13270,9,1264,1273,1351
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,14006,16,14098,25,14506,22,2057,2106,2108
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,16236,39,16398,41,17895,44,1136,1198,1102
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,14734,27,14965,33,15108,27,1111,1157,1136
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,13963,15,13522,16,14314,19,830,852,810
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,14116,19,14504,30,15343,29,779,790,743
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,11736,5,12330,10,12833,7,1052,1103,1039
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,13941,14,13246,12,14271,18,1922,1955,1961
I. CSSD,,,1. State average -  Operating Type CSSD,46450,,50222,,55025,,,,
I. CSSD,,,2. State median - Operating Type CSSD,44247,,49996,,48980,,,,
I. CSSD,,,5. State average - All operating types,13599,,13291,,13946,,,,
I. CSSD,,,6. State median - All operating types,12935,,12774,,13352,,,,
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,40726,3,42199,3,45936,3,457,476,450
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,62701,8,68852,8,76433,8,772,803,696
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,44996,5,52261,5,51458,5,827,874,805
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,47581,6,52626,6,56467,6,230,251,210
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,31587,2,34635,2,42472,2,692,762,623
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,53224,7,52979,7,58167,7,661,698,644
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,27559,1,25998,1,36714,1,161,140,120
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,43497,4,47730,4,46502,4,34,37,29
J. VOC,,,1. State average - Operating Type VOC,17073,,16738,,16237,,,,
J. VOC,,,2. State median - Operating Type VOC,16705,,15861,,16181,,,,
J. VOC,,,5. State average - All operating types,13599,,13291,,13946,,,,
J. VOC,,,6. State median - All operating types,12935,,12774,,13352,,,,
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,13532,7,12150,5,13646,7,831,800,883
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,24527,19,24904,19,25405,21,2096,2056,2202
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,17206,12,16311,12,16503,14,1958,1993,2000
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,16202,10,14805,9,18441,18,2376,2294,2175
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,17273,13,18143,16,18185,17,691,705,731
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,9505,2,11668,4,16450,13,582,744,439
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,17450,15,17023,14,15631,9,2023,2051,2348
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,13014,6,13312,7,14006,8,1233,1163,1323
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,30307,20,27338,21,12468,6,1286,1293,2943
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,6752,1,7137,1,9479,2,504,544,443
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,16705,11,15166,10,16240,12,541,524,589
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,15139,8,17489,15,16181,11,2049,2419,2305
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,17292,14,16990,13,15981,10,2144,2172,2505
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,19014,16,15861,11,16852,15,939,735,949
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,12789,5,12934,6,11975,5,1525,1604,1735
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,19050,17,18209,17,20747,20,3250,3151,3229
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,9996,4,9563,2,8640,1,720,666,770
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,30584,21,25384,20,20123,19,513,494,684
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,20115,18,18707,18,17724,16,592,565,651
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,9958,3,10973,3,11489,3,1586,1725,1693
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,15654,9,13465,8,11651,4,520,441,641
K. CHARTER,,,1. State average-Operating Type CHARTER,12191,,12489,,13056,,,,
K. CHARTER,,,2. State median-Operating Type CHARTER,11832,,12410,,12497,,,,
K. CHARTER,,,5. State average - All operating types,13599,,13291,,13946,,,,
K. CHARTER,,,6. State median - All operating types,12935,,12774,,13352,,,,
K. CHARTER,ATLANTIC,6612,Galloway Community CS,12113,35,12052,33,11301,21,213,272,222
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,14324,58,13730,59,13970,54,274,261,274
K. CHARTER,ATLANTIC,7420,Oceanside CS,14539,59,13682,57,13279,45,343,342,342
K. CHARTER,ATLANTIC,7520,PleasanTech Academy CS,11569,25,11955,32,13240,44,527,525,506
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,9895,9,10085,14,9706,9,505,405,486
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,14072,54,15064,66,18062,69,194,199,206
K. CHARTER,BERGEN,7890,Teaneck Community CS,14138,56,14039,61,14210,56,306,304,306
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,9500,8,8094,4,9019,4,118,73,118
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,,,8018,2,9146,5,136,,138
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,8846,5,14719,63,9589,8,167,130,168
K. CHARTER,CAMDEN,6027,Institute of Excellence Charter School,9139,6,9780,11,10536,15,320,236,319
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,12388,38,13635,56,13777,52,409,413,456
K. CHARTER,CAMDEN,6215,Camden's Promise CS,14142,57,13025,46,14971,63,399,374,390
K. CHARTER,CAMDEN,6232,Environment Community CS,9243,7,9300,9,27612,70,196,230,132
K. CHARTER,CAMDEN,6240,Freedom Academy CS,15402,63,11423,24,12855,39,236,198,229
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,10759,15,12992,44,14759,59,499,478,507
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,11153,19,11529,27,12228,31,836,778,830
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,7386,2,8565,6,8761,3,148,101,156
K. CHARTER,ESSEX,6016,Adelaide L. Sandford CS,11689,29,12644,39,12672,37,287,242,286
K. CHARTER,ESSEX,6020,Pride Academy Charter School,11649,27,13360,51,14238,57,239,230,240
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,11806,31,10011,12,10926,17,213,160,216
K. CHARTER,ESSEX,6029,Newark Educators Charter School,13628,50,12898,43,12325,33,249,194,249
K. CHARTER,ESSEX,6037,Newark Legacy CS,,,12309,35,10468,14,116,,120
K. CHARTER,ESSEX,6038,Visions Academy CS,,,13914,60,12205,30,147,,150
K. CHARTER,ESSEX,6320,Discovery CS,11583,26,14707,62,12445,34,75,86,75
K. CHARTER,ESSEX,6410,East Orange Community CS,12197,37,13083,47,12918,40,490,520,500
K. CHARTER,ESSEX,6665,Gray CS,13651,52,13712,58,14896,61,270,281,270
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,12783,43,13564,53,13665,51,454,433,461
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,13522,48,14766,64,14966,62,546,513,570
K. CHARTER,ESSEX,7280,Greater Newark CS,12761,42,12452,37,16015,64,168,171,166
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,10909,16,12115,34,12519,36,451,452,476
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,13310,46,13576,54,14347,58,1256,905,1209
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,14987,60,14889,65,16546,65,1279,1069,1267
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,13306,45,13347,50,12757,38,525,499,525
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,10655,14,11016,21,13810,53,366,304,366
K. CHARTER,ESSEX,8065,University Heights CS,13620,49,13607,55,13079,43,223,198,224
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,8178,3,8475,5,8596,2,160,120,160
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,,,8034,3,9733,10,149,,132
K. CHARTER,HUDSON,6235,Liberty Academy CS,13466,47,11473,25,11506,23,270,268,266
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,13750,53,13015,45,13011,41,284,293,288
K. CHARTER,HUDSON,6720,Hoboken CS,15293,62,16192,68,16965,67,274,274,271
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,11025,17,10254,15,9424,7,588,583,594
K. CHARTER,HUDSON,6915,Jersey City Golden Door,10061,11,10810,18,10589,16,488,518,500
K. CHARTER,HUDSON,7115,Learning Community CS,8294,4,8685,7,,,476,454,0
K. CHARTER,HUDSON,7820,Schomburg CS,11957,34,10970,19,9308,6,236,208,232
K. CHARTER,HUDSON,7830,Soaring Heights CS,10042,10,9098,8,9875,11,217,213,220
K. CHARTER,HUDSON,8060,University Academy CS,11046,18,11920,30,11847,25,419,415,430
K. CHARTER,MERCER,6017,Foundation Academy CS,12113,35,13154,49,13529,49,201,186,200
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,11161,20,11164,22,13586,50,275,202,272
K. CHARTER,MERCER,6425,Emily Fisher CS of Adv. Studies,15215,61,17262,70,16930,66,417,449,384
K. CHARTER,MERCER,6810,International CS of Trenton,14088,55,16476,69,17065,68,90,89,90
K. CHARTER,MERCER,7500,Pace CS of Hamilton,10219,13,11000,20,12188,29,110,116,120
K. CHARTER,MERCER,7540,Princeton CS,11843,33,12410,36,11419,22,344,344,344
K. CHARTER,MERCER,8140,Village CS,12756,41,12894,42,13401,46,358,363,357
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,,,10755,17,10965,18,99,,100
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,,,9503,10,11033,19,98,,108
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,11491,24,11844,29,11048,20,298,289,320
K. CHARTER,MONMOUTH,6010,Academy Charter High School,16461,64,17482,71,14828,60,183,184,203
K. CHARTER,MONMOUTH,6740,Hope Academy CS,11743,30,13435,52,13454,47,191,178,193
K. CHARTER,MONMOUTH,7720,The Red Bank CS,12487,39,11945,31,12240,32,175,173,180
K. CHARTER,MORRIS,8050,Unity CS,13236,44,11518,26,12169,28,149,103,150
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,10124,12,11589,28,12474,35,480,487,500
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,7213,1,6496,1,7985,1,115,109,110
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,11654,28,12773,40,14153,55,739,619,742
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,13629,51,13106,48,13463,48,280,274,286
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,12526,40,10413,16,10128,12,200,150,200
K. CHARTER,UNION,6033,The Barack Obama Green Charter High Scho,,,12814,41,11653,24,111,,120
K. CHARTER,UNION,6217,Central Jersey Arts CS,11336,21,15209,67,11971,27,354,345,383
K. CHARTER,UNION,7600,Queen City Academy CS,11474,23,11167,23,11947,26,233,225,234
K. CHARTER,UNION,8010,Union County TEAMS CS,11426,22,12547,38,13018,42,250,215,260
K. CHARTER,WARREN,7727,Ridge and Valley CS,11821,32,10068,13,10343,13,113,103,111
