CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,8065,2929790,1566678,1457493,81185,28000,359605,269605,535251,464251,468256,0,0,0,0,224,University Heights CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6030,1375388,699992,641033,8723,50236,143663,137663,324454,273951,207279,0,0,0,0,160,The Ethical Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6036,1284736,754428,727863,22065,4500,97218,61838,346036,292916,76494,0,0,0,42328,132,HOLA Hoboken Dual Lang CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6235,3060721,1488842,1398842,60000,30000,386552,317052,577278,478836,608050,0,0,0,0,266,Liberty Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6420,3747068,2447442,2371252,30250,45940,453902,279002,539324,342574,306400,0,0,0,20000,288,Elysian CS of Hoboken,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6720,4597400,2800173,2542173,126500,131500,422700,147700,974527,786880,400000,0,0,0,15000,271,Hoboken CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6910,5598108,3922406,3711906,197000,13500,686666,593340,813536,501055,175500,0,0,0,23000,594,Jersey City Comm. CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6915,5294424,2812379,2659379,110000,43000,687211,468211,683094,510094,1111740,0,0,0,12000,500,Jersey City Golden Door,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7115,4180555,2575968,2500868,39000,36100,553562,356952,806026,616026,245000,0,0,0,0,0,Learning Community CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7820,2159396,1246199,1078078,139373,28748,379271,263971,443927,339891,90000,0,0,0,6000,232,Schomburg CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7830,2172553,1249738,1131738,70000,48000,214263,72263,400172,269172,308380,0,0,0,0,220,Soaring Heights CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,8060,5094276,2985485,2735085,125500,124900,529446,438426,746345,595845,833000,0,0,0,24300,430,University Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6017,2705774,1449925,1242043,130142,77740,253108,137035,739870,635515,256971,0,0,0,0,200,Foundation Academy CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6025,3695382,2157797,1838297,240000,79500,453264,262464,599921,414681,480200,0,0,0,0,272,Paul Robeson Humanities  CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6425,6501273,3330059,3325559,4500,0,988979,446338,959234,792024,1194000,0,0,0,88328,384,Emily Fisher CS of Adv. Studies,MERCER,K. CHARTER,C,,,1,MERCER
80,6810,1535835,868319,766799,66000,35520,251863,88863,308853,185953,106800,0,0,0,0,90,International CS of Trenton,MERCER,K. CHARTER,C,,,1,MERCER
80,7500,1462520,806151,695651,72000,38500,166733,98083,331586,283886,158050,0,0,0,0,120,Pace CS of Hamilton,MERCER,K. CHARTER,C,,,1,MERCER
80,7540,3928262,2777844,2612944,103000,61900,377432,180032,666474,366134,106512,0,0,0,20000,344,Princeton CS,MERCER,K. CHARTER,C,,,1,MERCER
80,8140,4784001,2509228,2188671,192557,128000,741437,428437,759842,600332,773494,0,0,0,0,357,Village CS,MERCER,K. CHARTER,C,,,1,MERCER
80,6032,1096535,610968,436348,131000,43620,112925,83747,258209,208586,114434,0,0,0,5000,100,Academy for Urban Leadership CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6041,1191528,675157,490157,180000,5000,183446,87446,241398,186398,91528,0,0,0,20000,108,Hatikvah International CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6635,3535339,2330862,2297862,33000,0,385145,240545,693817,562991,125515,0,0,0,12500,320,Greater Brunswick CS,MIDDLESEX,K. CHARTER,C,,,1,MIDDLESEX
80,6010,3010164,1618643,1388087,75350,155206,420506,293906,551143,435443,419872,0,0,0,183600,203,Academy Charter High School,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,6740,2596643,1111768,1015671,79847,16250,352773,250093,639103,447216,493000,0,0,0,0,193,Hope Academy CS,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,7720,2203180,1475858,1405358,24500,46000,286441,193741,343881,296381,97000,0,0,0,0,180,The Red Bank CS,MONMOUTH,K. CHARTER,C,,,1,MONMOUTH
80,8050,1825326,985891,944891,27000,14000,243722,107450,320083,259324,275629,0,0,0,0,150,Unity CS,MORRIS,K. CHARTER,C,,,1,MORRIS
80,6021,6236845,3308007,2918307,320200,69500,1051058,772143,989060,623060,888720,0,0,0,95000,500,Community Charter School of Paterson,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,6230,878337,533808,424808,50000,59000,92832,45584,223697,159897,28000,0,0,0,20000,110,Classical Academy CS of Clifton,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,7503,10501257,5134687,4341930,436114,356643,1600917,1248837,1732670,1374710,2032983,0,0,0,0,742,Paterson CS for Sci/Tech,PASSAIC,K. CHARTER,C,,,1,PASSAIC
80,6018,3850383,2157175,1735025,163000,259150,454198,344912,800510,631490,438500,0,0,0,0,286,Central Jersey College Prep CS,SOMERSET,K. CHARTER,C,,,1,SOMERSET
80,7850,2025641,1280053,1230230,48323,1500,299295,231708,348685,274683,97608,0,0,0,32505,200,Sussex County CS for Technology,SUSSEX,K. CHARTER,C,,,1,SUSSEX
80,6033,1398319,733124,513024,135100,85000,188744,150535,271451,183051,195000,0,0,0,15000,120,The Barack Obama Green Charter High Scho,UNION,K. CHARTER,C,,,1,UNION
80,6217,4584890,2647369,2441699,86170,119500,440833,309333,661689,452589,835000,0,0,0,50000,383,Central Jersey Arts CS,UNION,K. CHARTER,C,,,1,UNION
80,7600,2795556,1432583,1210873,109000,112710,282893,140639,631680,481792,448400,0,0,0,0,234,Queen City Academy CS,UNION,K. CHARTER,C,,,1,UNION
80,8010,3384701,1912912,1728462,147500,36950,328348,195628,740934,436814,402507,0,0,0,0,260,Union County TEAMS CS,UNION,K. CHARTER,C,,,1,UNION
80,7727,1148111,826390,807890,12500,6000,107400,18707,178775,144443,35546,0,0,0,0,111,Ridge and Valley CS,WARREN,K. CHARTER,C,,,1,WARREN
