GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,346,4,0.028,0.358,442,11,0.034,0.422,492,16,0.036,0.407
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,370,5,0.032,0.445,399,7,0.032,0.467,435,12,0.033,0.415
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,658,28,0.037,0.445,565,21,0.040,0.383,511,18,0.032,0.353
A. K-6,HUNTERDON,2590,LEBANON BORO,818,45,0.041,0.420,1001,54,0.045,0.439,910,52,0.039,0.377
A. K-6,HUNTERDON,5050,STOCKTON BORO,1381,57,0.094,0.665,1355,57,0.091,0.671,1231,57,0.090,0.620
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,475,10,0.037,0.492,524,15,0.039,0.409,520,19,0.037,0.435
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,591,23,0.041,0.474,558,19,0.041,0.446,454,13,0.031,0.371
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,1019,54,0.056,0.436,894,50,0.058,0.490,821,45,0.047,0.382
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,,,0.000,0.000,,,0.000,0.000,,,0.000,0.000
A. K-6,MORRIS,3240,MINE HILL TWP,479,11,0.044,0.355,431,10,0.043,0.441,434,10,0.043,0.353
A. K-6,OCEAN,230,BEACH HAVEN BORO,1107,55,0.056,0.370,656,33,0.036,0.245,658,29,0.034,0.243
A. K-6,OCEAN,320,BERKELEY TWP,722,35,0.060,0.406,791,43,0.065,0.441,817,44,0.064,0.470
A. K-6,OCEAN,1150,EAGLESWOOD TWP,798,42,0.055,0.520,901,51,0.061,0.501,462,15,0.034,0.353
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,1287,56,0.079,0.441,377,6,0.026,0.166,268,4,0.019,0.132
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,775,40,0.063,0.612,545,17,0.044,0.518,634,26,0.051,0.610
A. K-6,OCEAN,2760,LONG BEACH ISLAND,1911,58,0.079,0.528,2124,58,0.098,0.590,2020,58,0.088,0.535
A. K-6,OCEAN,3800,OCEAN GATE BORO,681,30,0.044,0.315,595,24,0.042,0.380,359,7,0.025,0.237
A. K-6,OCEAN,3820,OCEAN TWP,706,34,0.044,0.375,904,52,0.061,0.454,946,53,0.061,0.456
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,750,37,0.055,0.560,780,40,0.055,0.562,840,46,0.059,0.539
A. K-6,OCEAN,5020,STAFFORD TWP,799,43,0.064,0.428,789,42,0.064,0.505,813,43,0.064,0.508
A. K-6,OCEAN,5220,TUCKERTON BORO,732,36,0.058,0.420,599,26,0.056,0.444,725,37,0.064,0.452
A. K-6,SUSSEX,1630,FREDON TWP,683,31,0.060,0.570,692,37,0.058,0.516,721,36,0.060,0.564
A. K-6,SUSSEX,1980,HAMPTON TWP,594,24,0.045,0.423,598,25,0.043,0.433,641,27,0.045,0.450
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,566,21,0.037,0.367,629,30,0.043,0.428,642,28,0.041,0.384
A. K-6,SUSSEX,5040,STILLWATER TWP,547,18,0.043,0.453,624,28,0.046,0.486,670,31,0.047,0.450
A. K-6,WARREN,400,BLAIRSTOWN TWP,385,6,0.033,0.418,368,5,0.033,0.365,350,6,0.029,0.335
A. K-6,WARREN,1620,FRANKLIN TWP,588,22,0.045,0.403,681,36,0.049,0.545,740,39,0.047,0.477
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,691,33,0.062,0.453,556,18,0.047,0.369,394,8,0.031,0.242
A. K-6,WARREN,2470,KNOWLTON TWP,544,17,0.043,0.459,612,27,0.047,0.450,612,24,0.045,0.429
A. K-6,WARREN,2970,MANSFIELD TWP,440,8,0.042,0.495,426,9,0.042,0.548,434,10,0.040,0.529
A. K-6,WARREN,5480,WASHINGTON BORO,532,14,0.047,0.519,506,13,0.046,0.457,581,22,0.046,0.461
A. K-6,WARREN,5530,WASHINGTON TWP,494,12,0.044,0.512,527,16,0.044,0.521,577,21,0.045,0.506
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,642,,,,624,,,,663,,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,670,,,,646,,,,696,,,
B. K-8 / 0 - 400,,,5. State average - All operating types,852,,,,810,,,,838,,,
B. K-8 / 0 - 400,,,6. State median - All operating types,751,,,,714,,,,749,,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,874,47,0.073,0.505,840,48,0.074,0.477,1081,57,0.084,0.502
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,671,30,0.044,0.346,714,41,0.047,0.435,685,33,0.046,0.467
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,727,37,0.063,0.499,714,41,0.059,0.491,851,48,0.062,0.489
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,971,53,0.041,0.353,879,49,0.040,0.385,934,51,0.038,0.338
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,1187,58,0.062,0.559,1268,60,0.066,0.614,1299,60,0.068,0.585
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,1514,65,0.089,0.554,1823,66,0.103,0.595,1923,65,0.101,0.602
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,783,43,0.050,0.453,586,23,0.041,0.464,426,11,0.029,0.297
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,1052,56,0.084,0.548,961,54,0.078,0.572,1004,55,0.075,0.471
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,700,32,0.039,0.362,682,36,0.043,0.383,1016,56,0.068,0.493
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,534,19,0.041,0.383,518,18,0.045,0.339,554,19,0.047,0.377
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,1021,55,0.051,0.409,1092,57,0.054,0.405,944,52,0.036,0.233
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,1106,57,0.082,0.543,1163,59,0.082,0.558,1118,58,0.084,0.525
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,345,8,0.030,0.238,293,7,0.027,0.295,403,9,0.033,0.308
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,482,13,0.031,0.333,557,22,0.037,0.307,544,18,0.036,0.376
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,720,36,0.055,0.404,341,9,0.026,0.237,717,37,0.052,0.400
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,178,3,0.014,0.125,119,4,0.009,0.096,129,3,0.009,0.087
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,1731,66,0.047,0.309,1661,64,0.047,0.320,1931,66,0.049,0.304
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,1258,60,0.070,0.601,1273,61,0.071,0.605,1397,62,0.069,0.587
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,1261,61,0.043,0.335,1012,56,0.041,0.393,1124,59,0.040,0.342
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,984,54,0.057,0.453,1100,58,0.058,0.433,831,46,0.046,0.319
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,17,1,0.001,0.013,19,1,0.001,0.016,18,1,0.001,0.018
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,191,4,0.019,0.169,177,5,0.017,0.161,184,4,0.017,0.164
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,765,40,0.049,0.470,646,29,0.048,0.429,862,49,0.053,0.453
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,79,2,0.005,0.026,60,3,0.004,0.021,91,2,0.006,0.029
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,704,33,0.059,0.520,666,32,0.058,0.455,630,26,0.053,0.430
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,515,16,0.047,0.363,526,20,0.052,0.375,631,27,0.056,0.423
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,230,5,0.026,0.237,250,6,0.026,0.193,261,6,0.024,0.214
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,710,35,0.053,0.579,719,44,0.062,0.634,665,29,0.049,0.389
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,490,15,0.038,0.429,520,19,0.038,0.440,586,23,0.042,0.400
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,,,0.000,0.000,,,0.000,0.000,,,0.000,0.000
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,684,31,0.045,0.458,673,34,0.052,0.544,636,28,0.051,0.410
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,943,50,0.053,0.492,965,55,0.048,0.487,788,43,0.043,0.439
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,647,28,0.041,0.412,714,41,0.045,0.430,671,31,0.043,0.428
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,704,33,0.045,0.498,676,35,0.047,0.492,749,41,0.052,0.436
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,519,17,0.038,0.342,586,23,0.043,0.399,529,16,0.039,0.355
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,770,41,0.047,0.453,720,45,0.047,0.458,801,45,0.051,0.452
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,753,39,0.033,0.179,397,11,0.019,0.095,474,13,0.030,0.168
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,602,22,0.042,0.428,415,12,0.030,0.276,416,10,0.027,0.239
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,443,10,0.040,0.400,486,16,0.042,0.406,515,15,0.039,0.335
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,482,13,0.047,0.508,489,17,0.048,0.503,584,22,0.051,0.484
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,1230,59,0.072,0.554,747,46,0.046,0.407,706,35,0.041,0.354
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,1276,63,0.074,0.428,1324,63,0.082,0.608,1536,63,0.081,0.521
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,464,12,0.039,0.399,423,13,0.038,0.378,502,14,0.042,0.359
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,781,42,0.042,0.280,702,39,0.037,0.241,707,36,0.035,0.241
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,827,46,0.057,0.438,688,37,0.050,0.336,746,40,0.048,0.387
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,591,21,0.045,0.412,629,27,0.052,0.608,426,11,0.034,0.372
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,802,44,0.062,0.576,622,26,0.049,0.481,572,20,0.049,0.467
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,1383,64,0.074,0.524,1693,65,0.093,0.561,1858,64,0.093,0.585
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,640,27,0.040,0.465,706,40,0.045,0.482,796,44,0.051,0.536
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,338,7,0.025,0.282,372,10,0.027,0.303,397,8,0.028,0.299
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,727,37,0.050,0.411,54,2,0.004,0.037,240,5,0.015,0.122
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,449,11,0.038,0.443,668,33,0.051,0.535,759,42,0.055,0.524
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,938,49,0.057,0.433,818,47,0.060,0.368,838,47,0.055,0.317
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,627,25,0.053,0.487,634,28,0.058,0.445,684,32,0.060,0.457
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,379,9,0.036,0.395,476,14,0.044,0.453,535,17,0.046,0.381
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,819,45,0.051,0.386,880,50,0.058,0.421,990,54,0.057,0.390
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,619,23,0.049,0.458,701,38,0.054,0.461,737,39,0.053,0.427
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,965,52,0.060,0.544,943,53,0.065,0.568,735,38,0.052,0.505
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,879,48,0.069,0.592,885,51,0.067,0.558,903,50,0.069,0.533
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,333,6,0.029,0.396,337,8,0.031,0.387,343,7,0.030,0.391
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,1271,62,0.076,0.607,1291,62,0.077,0.636,1341,61,0.079,0.634
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,623,24,0.044,0.452,660,31,0.047,0.419,666,30,0.050,0.564
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,519,17,0.040,0.441,612,25,0.047,0.403,596,25,0.046,0.392
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,964,51,0.073,0.559,927,52,0.076,0.529,958,53,0.073,0.541
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,566,20,0.043,0.412,540,21,0.041,0.443,574,21,0.045,0.446
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,633,26,0.047,0.396,651,30,0.051,0.415,701,34,0.050,0.389
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,647,28,0.055,0.563,481,15,0.042,0.421,588,24,0.043,0.446
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,642,,,,624,,,,663,,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,670,,,,646,,,,696,,,
C. K-8 / 401 - 750,,,5. State average - All operating types,852,,,,810,,,,838,,,
C. K-8 / 401 - 750,,,6. State median - All operating types,751,,,,714,,,,749,,,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,854,55,0.058,0.580,822,57,0.057,0.511,1060,62,0.073,0.544
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,526,21,0.056,0.493,546,18,0.053,0.464,624,28,0.055,0.445
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,12,1,0.001,0.005,680,42,0.041,0.354,1118,63,0.060,0.380
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,674,39,0.061,0.532,664,39,0.059,0.510,739,37,0.061,0.565
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,732,43,0.052,0.452,764,50,0.057,0.485,757,41,0.053,0.414
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,917,60,0.061,0.517,880,61,0.058,0.537,882,59,0.051,0.460
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,1084,64,0.055,0.534,879,60,0.055,0.529,794,50,0.043,0.441
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,545,24,0.043,0.385,593,28,0.047,0.434,534,16,0.041,0.379
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,485,19,0.035,0.338,412,9,0.028,0.235,203,5,0.013,0.122
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,733,44,0.058,0.589,549,19,0.044,0.467,662,30,0.049,0.487
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,427,13,0.037,0.390,460,13,0.037,0.414,524,13,0.040,0.387
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,883,57,0.071,0.625,750,46,0.061,0.582,761,44,0.063,0.572
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,585,28,0.045,0.494,628,35,0.044,0.472,573,20,0.046,0.491
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,814,51,0.064,0.578,624,33,0.054,0.524,680,31,0.057,0.588
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,654,37,0.057,0.575,604,29,0.058,0.537,587,23,0.054,0.503
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,389,10,0.036,0.352,543,17,0.052,0.559,608,27,0.052,0.484
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,564,25,0.049,0.467,559,22,0.051,0.486,526,14,0.045,0.445
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,472,18,0.030,0.377,611,31,0.041,0.436,634,29,0.043,0.430
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,533,22,0.041,0.512,490,15,0.039,0.499,533,15,0.041,0.497
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,566,26,0.046,0.458,575,24,0.046,0.462,581,22,0.043,0.394
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,650,35,0.053,0.467,641,37,0.057,0.520,714,34,0.058,0.428
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,249,8,0.021,0.237,787,51,0.075,0.635,746,38,0.067,0.536
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,603,30,0.059,0.630,541,16,0.052,0.603,588,24,0.053,0.575
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,859,56,0.056,0.541,749,45,0.052,0.466,795,51,0.050,0.452
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,778,47,0.066,0.545,867,59,0.072,0.538,760,43,0.064,0.502
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,108,4,0.010,0.099,112,4,0.011,0.116,115,3,0.010,0.124
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,205,7,0.019,0.185,236,6,0.022,0.189,291,7,0.026,0.214
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,429,14,0.038,0.372,452,10,0.036,0.346,471,10,0.036,0.320
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,1232,65,0.080,0.614,88,3,0.006,0.047,1625,64,0.089,0.544
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,641,33,0.047,0.467,592,27,0.043,0.446,589,25,0.041,0.373
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,142,5,0.010,0.079,144,5,0.010,0.069,164,4,0.010,0.069
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,42,2,0.003,0.038,,,0.000,0.000,,,0.000,0.000
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,424,12,0.030,0.352,571,23,0.038,0.368,554,17,0.036,0.355
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,666,38,0.052,0.518,719,44,0.054,0.535,763,45,0.054,0.514
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,783,48,0.055,0.514,755,47,0.055,0.571,806,53,0.055,0.524
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,645,34,0.051,0.360,669,41,0.051,0.390,728,36,0.051,0.447
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,819,52,0.056,0.542,806,53,0.057,0.570,810,55,0.050,0.511
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,703,40,0.051,0.503,576,25,0.042,0.428,757,41,0.048,0.473
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,630,32,0.046,0.363,612,32,0.045,0.346,799,52,0.051,0.362
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,774,46,0.048,0.420,763,48,0.048,0.385,839,57,0.049,0.387
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,534,23,0.050,0.466,457,12,0.047,0.455,361,8,0.037,0.403
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,925,62,0.080,0.689,793,52,0.074,0.588,826,56,0.073,0.565
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,142,5,0.011,0.106,24,1,0.002,0.020,27,1,0.002,0.023
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,434,16,0.043,0.421,590,26,0.061,0.526,577,21,0.052,0.446
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,429,14,0.033,0.392,452,10,0.036,0.348,458,9,0.034,0.378
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,709,42,0.053,0.525,608,30,0.048,0.496,755,40,0.054,0.513
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,915,59,0.074,0.557,822,57,0.068,0.540,746,38,0.067,0.496
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,704,41,0.054,0.424,667,40,0.051,0.442,808,54,0.055,0.424
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,594,29,0.050,0.492,652,38,0.053,0.497,696,32,0.055,0.497
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,614,31,0.049,0.485,635,36,0.053,0.487,606,26,0.051,0.496
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,792,50,0.059,0.448,763,48,0.058,0.453,765,47,0.058,0.455
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,569,27,0.057,0.568,625,34,0.065,0.543,701,33,0.066,0.539
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,652,36,0.053,0.600,552,21,0.049,0.541,567,19,0.049,0.491
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,282,9,0.020,0.190,355,7,0.025,0.235,258,6,0.017,0.168
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,414,11,0.040,0.403,383,8,0.036,0.369,481,12,0.045,0.429
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,442,17,0.046,0.461,484,14,0.047,0.439,475,11,0.045,0.398
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,785,49,0.051,0.409,716,43,0.046,0.423,766,48,0.049,0.448
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,44,3,0.003,0.031,40,2,0.003,0.029,50,2,0.004,0.036
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,846,54,0.067,0.557,906,62,0.073,0.551,991,61,0.074,0.516
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,918,61,0.061,0.515,911,63,0.065,0.555,856,58,0.062,0.567
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,739,45,0.052,0.527,818,56,0.054,0.535,764,46,0.047,0.520
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,887,58,0.065,0.493,811,55,0.060,0.431,900,60,0.064,0.453
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,490,20,0.039,0.402,549,19,0.045,0.431,559,18,0.042,0.422
C. K-8 / 401 - 750,UNION,1710,GARWOOD BORO,930,63,0.087,0.552,930,64,0.087,0.553,725,35,0.072,0.463
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,839,53,0.063,0.374,807,54,0.064,0.405,766,48,0.056,0.465
D. K-8 / 751 +,,,1. State average - Operating Type K-8,642,,,,624,,,,663,,,
