GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,83.1,40,58356,10,73.6,54,57092,8
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,65.5,75,60927,20,67.3,67,63447,23
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,81.2,45,64405,28,80.7,39,65295,31
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,59.6,83,60789,19,51.9,86,62665,20
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,64.4,76,70383,49,63.5,76,69403,46
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,116.7,8,84585,83,101.7,14,82625,77
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,71.4,66,67360,41,66,70,57000,7
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,55.6,86,76900,67,62,77,83113,79
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,63.9,77,68000,46,61.1,78,69475,47
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,68.3,73,72718,58,64.5,74,71690,54
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,117,7,62515,24,115.2,7,66140,34
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,86.9,31,79133,72,96.7,20,82330,76
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,63.1,78,80240,75,66.9,68,81512,74
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,85.9,34,58985,12,111.1,11,62500,19
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,73.8,57,72650,57,70.7,59,76828,63
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,73.4,59,72245,56,64.1,75,77135,65
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,98.7,17,83343,82,88.8,24,80145,71
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,123.4,5,78515,69,116.7,6,79890,70
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,66.9,74,81371,76,64.6,72,77555,66
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,92.1,21,60470,18,93.5,22,56330,5
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,60.3,80,66717,38,58.4,81,65216,30
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,85.5,35,61167,22,81.9,36,65605,32
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,73.4,59,59035,13,85.6,31,56870,6
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,61.2,79,67380,42,52.6,85,67145,38
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,91.6,23,54636,4,,,,
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,83.7,38,66330,35,72.8,55,66595,35
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,88.5,28,59374,14,77,46,59374,11
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,77.5,49,63324,25,75.6,50,62084,17
E. K-12 / 0 - 1800,,,K-12 Average,79.1,,77008,,79.7,,76898,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,69.2,31,63784,18,72.8,27,69185,29
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,94.7,8,85024,46,100.6,6,77814,39
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,87.1,14,74125,34,79.9,21,68750,25
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,88.8,12,83570,45,81.4,19,94770,47
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,63.1,39,66502,23,60,41,55769,6
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,105.8,3,49450,3,107.5,4,51400,2
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,68.4,32,62010,14,89.7,12,66377,20
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,65.9,35,73133,30,64.3,37,72945,34
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,55.5,43,93511,47,59.2,42,90999,46
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,62.6,41,75750,39,60.1,40,75750,36
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,77.7,23,65022,19,82.1,17,67405,22
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,87.6,13,73190,31,90.7,11,69140,28
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,111.9,2,66099,22,112.2,2,67132,21
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,79.5,20,66643,24,89.1,13,65387,18
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,66.9,33,53705,5,62.3,39,51904,4
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,92.3,10,74173,35,92.6,9,77444,37
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,72.4,28,61100,11,76.1,25,61669,13
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,72.5,27,60425,9,78.7,23,56370,7
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,86.4,15,48639,2,93.8,8,49773,1
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,63,40,65456,21,64.9,36,67567,23
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,70.9,30,62000,13,69.6,31,59500,10
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,95.5,7,48445,1,105.2,5,51842,3
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,79,21,73584,32,71.1,30,71883,32
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,76.8,24,65112,20,78.6,24,65866,19
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,78.5,22,63160,17,72.2,29,63573,15
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,85.1,17,57325,7,83.5,15,57325,9
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,104,5,51750,4,108.6,3,52805,5
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,60.6,42,67645,25,67.3,33,70950,31
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,104.3,4,74456,37,95.9,7,69505,30
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,102.4,6,77000,40,90.9,10,78000,40
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,47.4,46,72500,29,45.8,46,72500,33
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,81.4,18,68350,26,79.1,22,68350,24
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,80.5,19,75000,38,81.9,18,78500,42
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,52.3,45,68550,27,48.4,45,74353,35
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,85.2,16,81760,44,83.5,15,78295,41
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,30.4,47,77777,41,30.7,47,77777,38
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,64.9,36,59298,8,57.7,44,62503,14
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,72.2,29,69688,28,67.6,32,69104,27
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,64.5,37,79735,43,66.1,35,85670,45
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,92.7,9,62973,15,81.3,20,61550,12
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,55.3,44,61714,12,58.7,43,64144,16
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,123.7,1,78206,42,126.4,1,78748,43
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,90.1,11,74045,33,88.2,14,69035,26
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,63.7,38,55705,6,64.1,38,56935,8
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,75.6,26,60953,10,75.1,26,60342,11
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,75.8,25,62987,16,72.7,28,64472,17
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,66.5,34,74400,36,67,34,81850,44
F. K-12 / 1801 - 350,,,K-12 Average,79.1,,77008,,79.7,,76898,
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,91.6,18,77076,48,86.8,23,79296,52
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,108.2,3,92020,65,116.1,1,95515,66
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,93.4,17,84450,61,87.6,20,75425,37
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,94.5,16,59950,5,105.4,4,57933,4
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,58.8,63,66940,19,56.9,64,66815,18
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,76.2,47,70707,28,75.1,47,74180,32
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,63.7,61,63097,12,63.5,57,63939,14
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,114,2,96761,66,115.6,2,98661,67
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,88.1,24,76785,46,85.9,26,78432,47
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,98,12,74340,40,94.4,14,74340,33
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,94.7,15,60385,6,84.9,29,58028,5
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,75.3,49,74152,38,73.8,48,75635,38
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,81,35,75861,45,80.7,34,75861,40
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,89.6,22,80942,57,85.4,27,79333,53
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,76.9,42,79475,54,80.9,33,83100,56
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,58.9,62,66763,17,63.5,57,69530,24
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,68.4,57,61968,9,63,60,60443,8
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,82.4,32,71055,30,76.8,43,68259,23
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,96,14,68850,22,92.4,15,76254,41
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,97,13,62952,11,97.4,12,67229,21
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,87.4,26,66763,17,91.3,16,66775,17
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,57.8,64,69816,25,62.2,62,79893,54
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,103.4,6,77049,47,101.7,7,60017,6
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,72.8,53,80300,56,73.2,50,80300,55
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,73.7,52,63666,13,82.4,32,62848,12
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,69.5,55,84461,62,67.2,54,83844,60
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,98.6,10,55724,2,103.2,6,56037,1
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,84.1,30,104108,67,85,28,93432,65
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,81.5,34,68440,21,88.7,19,71198,28
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,82.2,33,74295,39,77.4,42,77606,45
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,76.9,42,71439,31,78.8,37,74923,36
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,106.4,4,79234,53,100.9,9,78277,46
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,86,27,74983,42,87.1,22,78643,48
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,87.9,25,89387,64,90,18,91867,64
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,46.7,66,88818,63,42.6,66,84771,63
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,116.7,1,60547,7,98.7,11,61491,9
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,84.5,29,60708,8,80.7,34,60438,7
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,90,20,80207,55,86.5,24,83153,59
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,77.2,41,69880,26,76.3,44,63710,13
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,99.3,9,74850,41,95.4,13,65455,15
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,33.4,67,73140,34,33.5,67,67955,22
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,104.8,5,75125,44,107.1,3,76450,43
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,82.8,31,71675,32,77.5,41,74460,34
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,76.7,45,67744,20,79.9,36,70192,25
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,102,8,77348,50,100.6,10,77507,44
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,79,38,73581,35,71.6,53,76277,42
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,76.3,46,82925,58,78.4,39,83150,57
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,64.6,58,77800,51,64.1,56,83961,61
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,68.6,56,70769,29,61.8,63,70555,27
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,77.4,40,54565,1,84.2,30,57704,3
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,57.4,65,64865,14,55.7,65,66940,19
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,103.3,7,66385,16,105.2,5,66440,16
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,74.8,50,75080,43,78.7,38,75760,39
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,90,20,62032,10,83.8,31,61903,10
F. K-12 / 1801 - 3500,SALEM,4075,PENNSVILLE,78.5,39,69321,23,71.9,52,74042,31
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,76.8,44,65515,15,75.2,46,62628,11
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,79.2,37,79030,52,76.2,45,79030,50
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,90.5,19,83950,60,87.2,21,84350,62
F. K-12 / 1801 - 3500,SUSSEX,2240,HOPATCONG,64.1,59,83150,59,63.2,59,83150,57
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,63.8,60,72424,33,63,60,78962,49
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,88.7,23,59935,4,90.9,17,67095,20
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,98.1,11,77273,49,101.6,8,79084,51
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,74.6,51,69410,24,73.7,49,71678,29
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,81,35,56454,3,78.4,39,57241,2
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,76,48,73861,37,72.1,51,74851,35
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,85.9,28,70178,27,86,25,70242,26
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,70.6,54,73665,36,67,55,73395,30
G. K-12 / 3501 +,,,K-12 Average,79.1,,77008,,79.7,,76898,
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,106.4,14,81415,70,98.3,24,89613,92
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,84.4,53,56395,2,84.4,48,63928,10
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,110.9,9,66717,18,113.3,8,69249,25
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,63.3,101,59608,7,61.3,100,57510,2
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,62,103,70540,32,71.7,80,72950,40
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,80.8,62,75410,46,77.5,69,71640,36
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,85.4,49,76500,50,86.2,43,76200,50
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,85.7,48,80628,67,75.9,74,79033,65
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,90.1,36,93855,100,79.9,62,95205,102
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,67.2,91,64712,16,66.8,88,66162,15
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,89.1,40,93810,99,85.4,44,89168,90
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,72.8,80,104734,106,66.3,91,95461,103
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,84.1,54,59500,6,83.7,50,64075,11
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,94.3,31,62250,11,101.4,21,62899,8
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,71.3,83,67968,21,73.5,78,80343,71
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,51.8,105,80910,68,56.1,104,82914,78
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,104,18,60826,8,120,4,60743,5
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,67.7,90,74000,40,65.6,95,62373,7
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,73.3,79,88948,92,74.2,75,92237,98
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,107.7,13,81675,72,110.4,10,81600,74
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,66.6,94,78000,56,62.1,97,76100,49
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,86.2,47,63101,13,89.1,40,65858,14
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,82.5,59,74959,44,77.5,69,75472,47
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,63.9,100,69833,28,60.7,101,68602,22
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,88.1,44,81990,73,97.1,29,81990,75
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,84.1,54,65100,17,94,32,77629,59
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,70.5,85,93759,98,65.9,92,93759,101
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,82.6,58,91417,95,78.9,64,93362,100
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,79.4,66,85168,84,81.1,57,85168,84
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,78.1,68,92184,97,82.2,53,92184,97
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,70.8,84,85279,86,,,,
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,37.7,106,90982,94,39.7,105,90982,93
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,88.5,42,70254,31,91.2,38,71473,34
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,65,98,74313,42,65.9,92,69008,24
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,80.1,65,82995,76,81,59,87717,87
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,67.1,92,88550,91,66.6,89,88525,89
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,97.5,27,75561,47,95.8,30,78921,64
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,113.9,6,55000,1,101.9,19,56250,1
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,80.5,63,78865,61,79.3,63,78865,63
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,145.4,2,96937,103,135,3,92513,99
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,68.7,87,98135,104,70.9,84,100235,104
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,103.8,19,75891,48,108.8,11,69960,30
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,141.7,3,76400,49,139.8,1,79975,69
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,113.9,6,69100,25,120,4,67378,20
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,84.9,51,85088,83,83.9,49,79364,66
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,95.9,29,79468,63,98.2,25,79833,67
G. K-12 / 3501 +,MERCER,1430,EWING TWP,78.5,67,79405,62,71.6,81,80917,72
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,81,61,68409,22,81.1,57,73094,41
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,69.4,86,83832,79,69.1,86,71872,38
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,62.6,102,79470,64,60.6,102,78270,61
G. K-12 / 3501 +,MERCER,4255,PRINCETON REGIONAL,61.5,104,84724,82,59,103,83762,80
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,74.6,74,85996,87,82.4,51,82796,77
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,91.2,34,81590,71,93.5,33,84940,82
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,112.8,8,78474,59,136.3,2,81345,73
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,87.3,46,77140,53,82.3,52,85943,85
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,101.8,22,99326,105,101.7,20,91891,96
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,73.5,77,80059,66,77.1,71,80059,70
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,66.4,96,83182,77,68.8,87,84981,83
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,108,12,68646,23,98,26,69919,29
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,108.9,11,69088,24,104.4,17,73567,43
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,89.5,38,71900,35,92.4,35,70350,31
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,99,26,78219,57,100.4,22,75860,48
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,96.8,28,74925,43,92.3,36,69525,26
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,99.8,24,71939,36,105.6,15,74297,45
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,92.1,32,75096,45,92,37,77706,60
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,117.4,5,87144,88,108.8,11,83080,79
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,66.6,94,62686,12,70.7,85,67345,19
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,100,23,85240,85,107.6,13,82100,76
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,90.1,36,79625,65,85,47,78285,62
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,73.5,77,64450,15,76.6,73,65300,13
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,71.4,82,71750,34,71.6,81,69800,27
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,74.1,76,70120,30,71.4,83,69900,28
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,99.8,24,73082,39,102.9,18,73642,44
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,64.4,99,77325,54,61.6,99,76650,53
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,67,93,82653,75,65.6,95,76326,51
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,87.5,45,71305,33,82.1,54,70570,32
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,68,88,92050,96,66.5,90,89430,91
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,83.9,56,80915,69,80.9,60,77390,56
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,84.8,52,87937,90,81.8,55,77552,57
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,80.4,64,61350,9,77,72,63384,9
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,90.4,35,74275,41,88.6,42,72625,39
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,106.4,14,58847,4,106.7,14,60502,4
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,74.3,75,58465,3,73.8,77,58409,3
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,121.5,4,59130,5,119.7,6,61160,6
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,106.1,16,76550,51,99.2,23,67700,21
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,105.3,17,95746,102,104.6,16,101782,105
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,88.2,43,95207,101,88.9,41,91122,94
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,74.8,73,76990,52,74.1,76,76990,55
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,71.9,81,90000,93,71.8,79,91400,95
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,76.4,71,67838,20,78.4,65,71481,35
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,78.1,68,77344,55,78,67,77586,58
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,102,21,87211,89,90.2,39,76527,52
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,76.7,70,72620,38,77.9,68,73565,42
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,102.2,20,72145,37,97.2,28,67190,18
G. K-12 / 3501 +,SUSSEX,4960,SPARTA TWP,147.7,1,82586,74,119.2,7,84063,81
G. K-12 / 3501 +,SUSSEX,5360,VERNON TWP,66,97,78333,58,61.7,98,79959,68
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,83.8,57,61679,10,81.4,56,64562,12
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,89.2,39,84094,80,97.4,27,88051,88
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,89,41,83643,78,85.4,44,76763,54
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,76.4,71,84722,81,78.1,66,87500,86
