GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,0.285,0.305,0.340
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,0.312,0.324,0.306
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,0.275,0.292,0.317
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,0.268,0.277,0.300
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,0.243,0.264,0.264
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,0.267,0.291,0.305
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,0.304,0.337,0.371
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,0.272,0.277,0.335
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,0.269,0.379,0.403
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,0.305,0.330,0.362
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,0.259,0.255,0.291
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,0.267,0.316,0.402
K. CHARTER,,,1. State average-Operating Type CHARTER,0.223,0.231,0.248
K. CHARTER,,,2. State median-Operating Type CHARTER,0.220,0.215,0.238
K. CHARTER,,,5. State average - All operating types,0.276,0.296,0.318
K. CHARTER,,,6. State median - All operating types,0.267,0.282,0.304
K. CHARTER,ATLANTIC,6612,Galloway Community CS,0.232,0.282,0.335
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,0.245,0.261,0.254
K. CHARTER,ATLANTIC,7420,Oceanside CS,0.222,0.209,0.210
K. CHARTER,ATLANTIC,7520,PleasanTech Academy CS,0.379,0.375,0.391
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,0.168,0.201,0.219
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,0.264,0.255,0.360
K. CHARTER,BERGEN,7890,Teaneck Community CS,0.126,0.153,0.187
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,0.151,0.188,0.180
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,,0.083,0.180
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,0.265,0.193,0.446
K. CHARTER,CAMDEN,6027,Institute of Excellence Charter School,0.176,0.201,0.242
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,0.267,0.256,0.254
K. CHARTER,CAMDEN,6215,Camden's Promise CS,0.273,0.299,0.311
K. CHARTER,CAMDEN,6232,Environment Community CS,0.288,0.365,0.362
K. CHARTER,CAMDEN,6240,Freedom Academy CS,0.272,0.239,0.217
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,0.192,0.215,0.323
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,0.316,0.285,0.319
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,0.125,0.159,0.247
K. CHARTER,ESSEX,6016,Adelaide L. Sandford CS,0.368,0.366,0.225
K. CHARTER,ESSEX,6020,Pride Academy Charter School,0.156,0.199,0.324
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,0.255,0.139,0.274
K. CHARTER,ESSEX,6029,Newark Educators Charter School,0.143,0.172,0.199
K. CHARTER,ESSEX,6037,Newark Legacy CS,,0.187,0.216
K. CHARTER,ESSEX,6038,Visions Academy CS,,0.164,0.222
K. CHARTER,ESSEX,6320,Discovery CS,0.134,0.205,0.095
K. CHARTER,ESSEX,6410,East Orange Community CS,0.230,0.287,0.232
K. CHARTER,ESSEX,6665,Gray CS,0.207,0.260,0.231
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,0.281,0.256,0.356
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,0.369,0.314,0.339
K. CHARTER,ESSEX,7280,Greater Newark CS,0.184,0.191,0.291
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,0.271,0.297,0.337
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,0.147,0.160,0.149
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,0.130,0.157,0.149
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,0.198,0.204,0.214
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,0.220,0.249,0.309
K. CHARTER,ESSEX,8065,University Heights CS,0.264,0.303,0.280
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,0.337,0.254,0.266
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,,0.190,0.302
K. CHARTER,HUDSON,6235,Liberty Academy CS,0.307,0.243,0.294
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,0.237,0.223,0.246
K. CHARTER,HUDSON,6720,Hoboken CS,0.247,0.274,0.302
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,0.256,0.314,0.285
K. CHARTER,HUDSON,6915,Jersey City Golden Door,0.211,0.225,0.219
K. CHARTER,HUDSON,7115,Learning Community CS,0.362,0.305,0.299
K. CHARTER,HUDSON,7820,Schomburg CS,0.269,0.299,0.235
K. CHARTER,HUDSON,7830,Soaring Heights CS,0.166,0.204,0.204
K. CHARTER,HUDSON,8060,University Academy CS,0.183,0.288,0.238
K. CHARTER,MERCER,6017,Foundation Academy CS,0.193,0.202,0.239
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,0.140,0.153,0.221
K. CHARTER,MERCER,6425,Emily Fisher CS of Adv. Studies,0.265,0.282,0.307
K. CHARTER,MERCER,6810,International CS of Trenton,0.154,0.195,0.200
K. CHARTER,MERCER,7500,Pace CS of Hamilton,0.138,0.242,0.324
K. CHARTER,MERCER,7540,Princeton CS,0.152,0.149,0.150
K. CHARTER,MERCER,8140,Village CS,0.188,0.215,0.213
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,,0.115,0.103
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,,0.065,0.151
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,0.244,0.287,0.287
K. CHARTER,MONMOUTH,6010,Academy Charter High School,0.208,0.203,0.213
K. CHARTER,MONMOUTH,6740,Hope Academy CS,0.184,0.181,0.204
K. CHARTER,MONMOUTH,7720,The Red Bank CS,0.219,0.207,0.215
K. CHARTER,MORRIS,8050,Unity CS,0.187,0.178,0.240
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,0.238,0.199,0.184
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,0.112,0.085,0.243
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,0.182,0.218,0.204
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,0.230,0.230,0.238
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,0.243,0.206,0.212
K. CHARTER,UNION,6033,The Barack Obama Green Charter High Scho,,0.218,0.204
K. CHARTER,UNION,6217,Central Jersey Arts CS,0.212,0.368,0.268
K. CHARTER,UNION,7600,Queen City Academy CS,0.132,0.112,0.196
K. CHARTER,UNION,8010,Union County TEAMS CS,0.268,0.263,0.398
K. CHARTER,WARREN,7727,Ridge and Valley CS,0.127,0.112,0.156
